date,open,high,low,close,volume
2026-05-06,26.75,26.8,26.52,26.64,13225270.0
2026-05-07,26.75,26.83,26.28,26.58,10230734.0
2026-05-08,26.64,28.08,26.64,27.08,18176890.0
2026-05-11,27.25,28.39,27.25,27.78,20206448.0
2026-05-12,27.7,28.59,27.58,28.1,18995270.0
2026-05-13,28.1,28.91,28.02,28.62,17699337.0
2026-05-14,28.87,31.48,28.78,31.33,56102943.0
2026-05-15,32.52,33.17,31.03,31.19,62225857.0
2026-05-18,31.82,32.47,30.3,31.02,40129028.0
2026-05-19,30.59,31.67,29.51,31.37,39743665.0
2026-05-20,31.46,33.73,31.14,32.9,36952744.0
2026-05-21,32.89,33.73,32.3,32.37,29972261.0
2026-05-22,32.57,33.98,32.25,33.25,30135963.0
2026-05-25,33.76,34.29,31.81,32.62,31602235.0
2026-05-26,32.57,33.85,31.66,33.34,31811305.0
2026-05-27,33.4,35.07,32.99,33.45,28836804.0
2026-05-28,33.31,34.42,32.94,33.97,23813155.0
2026-05-29,34.01,34.5,32.9,33.16,22055950.0
2026-06-01,33.01,36.18,33.01,35.11,35770751.0
2026-06-02,34.9,35.87,34.12,35.6,26262904.0
2026-06-03,35.24,36.88,34.3,34.88,31985625.0
2026-06-04,34.42,35.2,33.86,34.09,22102995.0
2026-06-05,33.55,35.4,32.58,34.46,29001227.0
2026-06-08,33.15,34.98,32.48,32.77,26835591.0
2026-06-09,33.3,33.48,31.18,31.7,34477654.0
2026-06-10,31.46,33.22,30.96,32.9,31022146.0
2026-06-11,32.68,33.79,32.05,33.26,24311933.0
2026-06-12,33.6,34.44,32.9,33.69,22090344.0
2026-06-15,35.06,35.76,32.95,35.42,39976363.0
2026-06-16,34.7,36.33,34.01,35.32,41368731.0
2026-06-17,34.73,37.1,34.36,37.1,38224445.0
2026-06-18,37.23,37.27,33.84,34.17,54313463.0
2026-06-22,34.16,37.59,33.4,37.59,62469557.0
2026-06-23,37.57,38.29,35.38,35.62,42372037.0
2026-06-24,35.64,39.18,34.93,39.18,43994892.0
2026-06-25,39.86,41.13,38.3,38.88,51281655.0
2026-06-26,38.5,42.0,38.35,41.22,47178520.0
2026-06-29,42.5,43.98,39.28,41.67,52912779.0
2026-06-30,40.88,42.0,39.3,40.72,38256168.0
2026-07-01,41.38,44.79,41.08,43.99,58677911.0
2026-07-02,42.69,48.39,41.29,48.39,63732045.0
2026-07-03,51.0,51.0,43.65,44.71,72020936.0
2026-07-06,43.94,45.5,41.61,41.77,46267816.0
2026-07-07,40.9,41.21,38.5,38.92,35244584.0
2026-07-08,39.3,39.39,36.5,36.5,30240320.0
2026-07-09,37.02,38.3,36.84,37.75,27529764.0
2026-07-10,37.9,38.78,35.37,35.37,35538179.0
2026-07-13,35.0,36.08,34.2,34.99,26131081.0
2026-07-14,35.01,36.98,34.55,36.95,25291918.0
2026-07-15,36.9,37.47,36.1,36.76,18452790.0
2026-07-16,36.37,36.58,34.2,34.57,20786663.0
2026-07-17,34.19,35.68,33.5,33.78,23115005.0
2026-07-20,34.11,34.28,30.78,31.54,29517418.0
2026-07-21,31.71,33.43,30.5,33.39,24057392.0
2026-07-22,33.38,33.93,32.8,33.05,14829679.0
2026-07-23,32.88,34.15,32.87,34.09,15735232.0
2026-07-24,33.5,34.2,32.65,32.75,14429165.0
2026-07-27,32.74,33.46,32.45,33.34,10757641.0
2026-07-28,32.75,33.05,31.91,32.12,10968300.0
2026-07-29,32.01,33.0,31.02,32.56,14148788.0
2026-07-30,32.45,32.55,30.93,31.14,13649635.0
2026-07-31,32.2,32.68,31.2,31.43,14505246.0
2026-08-03,31.47,31.72,30.95,31.52,9553169.0
2026-08-04,31.78,32.75,31.65,32.63,12612708.0
2026-08-05,32.63,34.9,32.56,34.58,17763128.0
2026-08-06,34.47,35.55,34.07,35.32,18126228.0
2026-08-07,35.0,35.46,34.56,35.19,15767945.0
2026-08-10,35.0,35.94,35.0,35.9,13818197.0
2026-08-11,35.7,36.18,34.85,34.85,9501070.0
2026-08-12,34.85,35.3,34.61,34.83,8321153.0
2026-08-13,34.84,35.86,34.57,34.83,11582994.0
2026-08-14,34.8,35.35,34.42,34.76,12141806.0
2026-08-17,35.45,35.49,34.11,35.19,13818693.0
2026-08-18,35.48,36.36,34.41,34.69,19759755.0
2026-08-19,34.0,34.8,32.75,32.93,16520715.0
2026-08-20,33.1,33.46,32.39,32.52,10598598.0
2026-08-21,32.68,32.88,32.1,32.33,8457169.0
