date,open,high,low,close,volume
2026-05-06,111.23,118.58,111.23,115.96,40388947.0
2026-05-07,117.0,135.23,115.18,128.52,61279837.0
2026-05-08,124.68,131.84,122.0,128.66,41661472.0
2026-05-11,133.0,136.88,125.22,131.45,51626267.0
2026-05-12,135.8,150.5,130.78,148.16,74498836.0
2026-05-13,143.17,149.99,141.2,148.9,58408510.0
2026-05-14,145.6,146.9,139.01,140.52,53982278.0
2026-05-15,141.82,143.55,132.21,133.83,47947244.0
2026-05-18,135.43,139.48,132.15,137.5,35703397.0
2026-05-19,135.9,135.94,127.75,131.8,36991638.0
2026-05-20,130.51,135.5,129.22,133.97,28655175.0
2026-05-21,137.6,139.8,127.7,128.4,43065549.0
2026-05-22,129.9,141.88,129.4,140.15,52136219.0
2026-05-25,141.81,153.58,141.69,151.46,51791964.0
2026-05-26,148.0,151.65,144.09,148.29,43856066.0
2026-05-27,148.5,149.4,138.62,139.4,41873333.0
2026-05-28,139.0,145.88,136.72,144.3,39982706.0
2026-05-29,143.71,144.88,130.18,133.75,47978694.0
2026-06-01,132.17,133.33,115.99,116.44,55565214.0
2026-06-02,117.54,122.44,115.56,119.5,38870367.0
2026-06-03,119.25,123.99,117.5,118.99,40366875.0
2026-06-04,118.4,123.38,118.0,122.08,28782698.0
2026-06-05,120.01,125.0,117.11,119.23,36961921.0
2026-06-08,112.98,117.94,111.51,112.38,31745726.0
2026-06-09,117.0,121.42,116.0,121.33,37411512.0
2026-06-10,123.0,125.79,120.72,121.31,41210967.0
2026-06-11,120.5,125.7,116.32,124.0,39268000.0
2026-06-12,127.0,130.33,118.08,118.99,46920383.0
2026-06-15,121.37,127.32,118.28,127.32,42504596.0
2026-06-16,127.6,134.88,126.0,131.45,49063800.0
2026-06-17,128.0,140.69,127.12,134.88,55022386.0
2026-06-18,133.37,137.68,131.5,135.75,43834914.0
2026-06-22,135.83,141.0,133.31,138.25,46111970.0
2026-06-23,137.0,137.08,126.71,127.35,45567461.0
2026-06-24,127.51,134.55,125.04,133.48,39058857.0
2026-06-25,133.0,137.22,131.5,133.55,36340359.0
2026-06-26,130.96,144.2,129.17,139.96,67569821.0
2026-06-29,139.01,141.8,123.1,131.01,57271842.0
2026-06-30,131.01,136.18,128.88,133.73,38635528.0
2026-07-01,135.66,136.59,125.0,126.17,42076027.0
2026-07-02,120.0,123.25,116.61,117.2,32366152.0
2026-07-03,116.28,119.88,113.91,114.02,26716905.0
2026-07-06,115.16,116.2,106.88,108.79,27669526.0
2026-07-07,108.1,109.96,104.78,106.15,16856935.0
2026-07-08,106.16,107.77,100.49,102.53,19434507.0
2026-07-09,105.4,107.49,100.0,107.25,22893353.0
2026-07-10,108.25,111.8,102.98,103.15,26448483.0
2026-07-13,103.79,106.4,97.5,98.42,23121518.0
2026-07-14,98.47,104.0,96.69,102.16,22514365.0
2026-07-15,102.99,104.56,97.55,97.65,17923214.0
2026-07-16,95.8,98.26,92.7,93.1,17103326.0
2026-07-17,92.5,93.08,83.79,84.63,24496495.0
2026-07-20,86.4,87.0,72.88,75.36,35481201.0
2026-07-21,77.02,83.95,70.79,83.9,36886514.0
2026-07-22,83.2,85.9,80.86,81.58,24250464.0
2026-07-23,80.97,83.33,79.66,80.24,18473591.0
2026-07-24,79.48,80.5,77.46,77.8,15409397.0
2026-07-27,78.61,82.18,77.55,82.06,18391573.0
2026-07-28,80.0,81.5,75.68,76.1,18873182.0
2026-07-29,76.97,77.8,72.1,75.6,20013040.0
2026-07-30,74.66,75.76,70.4,71.6,19556027.0
2026-07-31,77.0,78.28,72.66,72.77,24297666.0
2026-08-03,72.17,72.65,69.8,70.89,16903828.0
2026-08-04,72.0,75.63,71.2,75.05,21690316.0
2026-08-05,74.0,81.3,73.09,79.94,26533373.0
2026-08-06,78.35,82.71,78.32,81.83,23356749.0
2026-08-07,82.39,93.06,79.69,89.6,47175987.0
2026-08-10,87.99,89.96,85.42,86.95,30769903.0
2026-08-11,86.8,89.91,86.5,87.94,24277054.0
2026-08-12,88.36,100.46,86.51,94.99,45410676.0
2026-08-13,96.6,96.95,92.33,92.49,33441361.0
2026-08-14,92.5,94.45,91.7,93.4,19378157.0
2026-08-17,93.7,95.8,92.8,95.25,24708832.0
2026-08-18,95.5,95.89,92.49,93.65,20564988.0
2026-08-19,90.0,92.19,86.88,87.23,23449716.0
2026-08-20,88.92,90.7,87.37,89.02,16384275.0
2026-08-21,88.0,89.59,86.6,87.99,14685243.0
