date,open,high,low,close,volume
2026-05-06,9.12,9.12,9.04,9.1,18414277.0
2026-05-07,9.1,9.1,9.04,9.07,16980397.0
2026-05-08,9.06,9.13,9.05,9.1,15105862.0
2026-05-11,9.15,9.22,9.12,9.2,21187983.0
2026-05-12,9.21,9.22,9.08,9.1,14932072.0
2026-05-13,9.14,9.16,9.1,9.12,11041442.0
2026-05-14,9.14,9.15,9.03,9.06,17421067.0
2026-05-15,9.03,9.05,8.83,8.91,26544387.0
2026-05-18,8.91,8.91,8.66,8.68,20933489.0
2026-05-19,8.65,8.7,8.64,8.7,9447880.0
2026-05-20,8.68,8.69,8.54,8.55,12082348.0
2026-05-21,8.57,8.63,8.37,8.38,13565988.0
2026-05-22,8.36,8.41,8.21,8.4,13003694.0
2026-05-25,8.4,8.48,8.31,8.36,10558908.0
2026-05-26,8.37,8.43,8.29,8.38,10212267.0
2026-05-27,8.38,8.75,8.21,8.65,24804299.0
2026-05-28,8.56,8.63,8.41,8.44,14668854.0
2026-05-29,8.42,8.5,8.35,8.45,11590916.0
2026-06-01,8.44,8.67,8.44,8.64,16769361.0
2026-06-02,8.62,8.64,8.5,8.58,10463800.0
2026-06-03,8.71,8.73,8.46,8.52,14099586.0
2026-06-04,8.48,8.59,8.33,8.35,12338899.0
2026-06-05,8.34,8.41,8.29,8.34,10129756.0
2026-06-08,8.24,8.41,7.98,8.17,17877535.0
2026-06-09,8.13,8.16,7.98,8.05,11718861.0
2026-06-10,8.0,8.11,7.98,8.05,8928844.0
2026-06-11,8.04,8.17,8.0,8.09,8743406.0
2026-06-12,8.1,8.5,8.01,8.5,21603785.0
2026-06-15,8.42,8.51,8.34,8.38,16442500.0
2026-06-16,8.34,8.38,8.14,8.16,13542618.0
2026-06-17,8.15,8.17,8.08,8.11,8765829.0
2026-06-18,8.07,8.14,8.0,8.02,11399713.0
2026-06-22,8.0,8.0,7.66,7.86,21675609.0
2026-06-23,7.8,7.99,7.78,7.89,12714294.0
2026-06-24,7.85,7.9,7.6,7.6,17087339.0
2026-06-25,7.59,7.62,7.4,7.42,21937240.0
2026-06-26,7.38,7.59,7.35,7.5,18463159.0
2026-06-29,7.45,7.74,7.36,7.63,20284638.0
2026-06-30,7.56,7.76,7.48,7.54,14120935.0
2026-07-01,7.56,7.8,7.54,7.71,18231180.0
2026-07-02,7.73,7.88,7.67,7.75,15521539.0
2026-07-03,7.75,7.86,7.68,7.75,12679338.0
2026-07-06,7.76,7.89,7.72,7.85,13809500.0
2026-07-07,7.86,7.86,7.66,7.74,10993992.0
2026-07-08,7.76,7.91,7.65,7.83,13332684.0
2026-07-09,7.77,7.84,7.7,7.74,12086100.0
2026-07-10,7.74,7.87,7.63,7.83,15009383.0
2026-07-13,7.83,8.04,7.78,7.96,19087878.0
2026-07-14,7.91,8.18,7.88,8.02,22282740.0
2026-07-15,7.87,8.03,7.65,8.03,19073704.0
2026-07-16,8.02,8.1,7.96,8.09,14048058.0
2026-07-17,8.12,8.2,7.98,7.99,19444537.0
2026-07-20,7.95,8.18,7.94,8.09,21252039.0
2026-07-21,8.03,8.25,8.01,8.09,22850304.0
2026-07-22,8.04,8.25,7.92,8.24,27547100.0
2026-07-23,8.22,8.36,8.16,8.3,18201398.0
2026-07-24,8.31,8.35,8.08,8.1,15547374.0
2026-07-27,8.08,8.19,8.04,8.12,9698500.0
2026-07-28,8.09,8.12,8.02,8.11,10805100.0
2026-07-29,8.11,8.3,8.1,8.27,16879560.0
2026-07-30,8.25,8.45,8.25,8.43,17929848.0
2026-07-31,8.33,8.42,8.26,8.4,15584349.0
2026-08-03,8.41,8.58,8.39,8.54,16321524.0
2026-08-04,8.53,8.54,8.35,8.37,16371706.0
2026-08-05,8.37,8.4,8.25,8.28,13829502.0
2026-08-06,8.29,8.44,8.09,8.25,34691140.0
2026-08-07,8.22,8.22,8.07,8.21,22465118.0
2026-08-10,8.2,8.41,8.2,8.38,21993382.0
2026-08-11,8.37,8.39,8.22,8.24,13238800.0
2026-08-12,8.2,8.25,8.12,8.17,10107725.0
2026-08-13,8.18,8.19,8.05,8.14,13329531.0
2026-08-14,8.12,8.13,8.02,8.02,10689300.0
2026-08-17,8.09,8.46,8.09,8.38,40395986.0
2026-08-18,8.33,9.22,8.3,9.22,114497443.0
2026-08-19,9.45,9.9,8.86,9.1,134470781.0
2026-08-20,8.89,9.15,8.44,8.84,96099202.0
2026-08-21,8.8,8.81,8.29,8.35,57417311.0
