date,open,high,low,close,volume
2026-05-06,104.51,112.46,104.51,109.66,17274389.0
2026-05-07,115.0,116.16,108.0,111.12,13771917.0
2026-05-08,111.0,113.88,107.61,108.66,12883681.0
2026-05-11,110.83,128.0,110.83,125.25,21809373.0
2026-05-12,127.39,132.3,121.63,130.01,20580743.0
2026-05-13,129.53,149.35,129.36,146.63,22296585.0
2026-05-14,156.0,175.96,156.0,169.0,32001473.0
2026-05-15,170.0,170.13,153.18,158.8,36698857.0
2026-05-18,150.0,152.0,141.0,149.84,25912134.0
2026-05-19,147.9,148.92,137.62,148.76,24866074.0
2026-05-20,146.72,156.0,144.0,155.1,27105610.0
2026-05-21,153.55,153.55,138.99,139.61,23926432.0
2026-05-22,147.06,154.66,143.99,153.74,26017928.0
2026-05-25,154.0,163.56,150.0,160.31,23186654.0
2026-05-26,156.7,162.0,150.44,154.0,17463558.0
2026-05-27,159.0,180.75,158.67,166.99,29993488.0
2026-05-28,159.19,165.41,152.6,163.55,23652534.0
2026-05-29,165.0,169.58,143.0,147.1,23922392.0
2026-06-01,146.78,148.16,135.69,135.98,20365183.0
2026-06-02,137.89,139.0,129.32,135.0,15587343.0
2026-06-03,143.5,145.78,133.5,136.42,18620071.0
2026-06-04,134.19,142.88,132.4,139.1,15723179.0
2026-06-05,137.62,138.97,129.94,130.93,16464618.0
2026-06-08,120.0,127.95,119.89,121.7,15032104.0
2026-06-09,124.0,137.28,122.01,137.06,17134946.0
2026-06-10,131.2,133.0,122.45,125.1,17659069.0
2026-06-11,124.91,128.0,122.6,125.93,13107744.0
2026-06-12,131.0,132.0,122.86,123.7,20403708.0
2026-06-15,125.47,134.97,121.99,134.97,18587392.0
2026-06-16,135.9,145.0,133.8,140.7,23778453.0
2026-06-17,137.0,150.87,136.61,149.66,23717024.0
2026-06-18,150.98,157.5,147.03,149.2,22995938.0
2026-06-22,159.0,163.99,152.0,158.0,25496449.0
2026-06-23,152.2,168.88,148.66,163.37,24395258.0
2026-06-24,157.66,178.16,157.01,175.69,26480730.0
2026-06-25,176.0,188.88,167.69,172.28,28425868.0
2026-06-26,171.02,180.5,164.57,168.63,22627728.0
2026-06-29,169.3,175.3,157.5,175.28,22870071.0
2026-06-30,171.78,175.99,163.0,173.51,21044252.0
2026-07-01,176.0,179.91,161.15,162.2,19778557.0
2026-07-02,152.0,162.53,149.03,152.88,15178788.0
2026-07-03,152.0,154.6,145.0,145.6,15089651.0
2026-07-06,148.88,149.65,137.39,141.41,12607755.0
2026-07-07,140.51,148.4,138.11,146.0,12193324.0
2026-07-08,144.9,152.0,140.72,145.45,12622665.0
2026-07-09,150.9,156.78,146.77,156.67,14836936.0
2026-07-10,157.0,161.61,141.43,141.78,16238748.0
2026-07-13,138.38,144.88,137.66,138.59,10471394.0
2026-07-14,138.63,141.98,125.0,134.02,16002095.0
2026-07-15,136.0,137.8,126.96,129.83,10772225.0
2026-07-16,127.26,130.78,119.3,120.24,10849453.0
2026-07-17,120.2,120.24,103.33,104.5,14959918.0
2026-07-20,108.0,108.55,90.0,93.0,18247170.0
2026-07-21,94.81,101.98,84.01,101.12,19459184.0
2026-07-22,99.0,104.57,98.0,99.47,13644932.0
2026-07-23,101.45,102.0,96.09,97.32,9105409.0
2026-07-24,95.18,99.4,94.12,95.81,8506144.0
2026-07-27,95.08,100.1,92.81,100.0,13170491.0
2026-07-28,98.47,99.5,90.6,91.52,10737294.0
2026-07-29,91.34,93.9,86.21,90.39,12579930.0
2026-07-30,89.6,90.38,81.21,81.35,16352079.0
2026-07-31,90.0,92.48,86.35,86.65,13121415.0
2026-08-03,85.0,87.35,81.3,81.39,12336757.0
2026-08-04,82.83,88.0,81.6,86.45,10814282.0
2026-08-05,86.2,94.49,86.2,93.52,14210387.0
2026-08-06,91.98,98.08,91.33,95.6,13008714.0
2026-08-07,96.78,102.68,96.58,102.49,14439855.0
2026-08-10,106.0,109.37,100.65,103.77,13679973.0
2026-08-11,102.0,105.2,100.59,102.08,9799674.0
2026-08-12,102.68,114.45,102.1,110.36,15681392.0
2026-08-13,111.6,118.5,109.5,112.03,18122448.0
2026-08-14,112.9,114.0,108.8,111.15,10489709.0
2026-08-17,113.0,120.86,110.7,120.24,14971569.0
2026-08-18,120.26,124.0,116.06,120.65,13614288.0
2026-08-19,115.0,118.6,111.12,112.63,15831635.0
2026-08-20,112.63,113.98,106.0,108.2,14337034.0
2026-08-21,106.0,113.53,106.0,109.95,11688190.0
