date,open,high,low,close,volume
2026-05-06,30.56,31.56,30.32,31.25,10787837.0
2026-05-07,31.4,31.9,30.93,31.41,11146773.0
2026-05-08,31.15,31.72,30.87,31.02,9757937.0
2026-05-11,30.83,30.84,30.2,30.83,10021987.0
2026-05-12,30.98,31.21,29.88,29.91,9899666.0
2026-05-13,29.77,30.12,29.23,29.64,9692069.0
2026-05-14,29.64,29.84,28.65,28.68,8498123.0
2026-05-15,28.78,29.31,28.38,28.89,7609424.0
2026-05-18,28.8,28.86,28.3,28.41,6975980.0
2026-05-19,28.59,28.87,28.23,28.87,4867578.0
2026-05-20,28.68,29.44,28.5,29.19,7294695.0
2026-05-21,29.18,29.55,27.8,27.89,8414967.0
2026-05-22,27.92,28.16,27.4,27.99,6472971.0
2026-05-25,27.99,28.12,26.81,27.32,8339754.0
2026-05-26,27.29,27.33,26.1,26.49,7849109.0
2026-05-27,26.58,27.15,25.87,25.98,6553507.0
2026-05-28,26.08,26.5,25.6,26.23,6532005.0
2026-05-29,26.21,26.59,26.02,26.16,5575978.0
2026-06-01,26.98,27.95,26.98,27.22,9429405.0
2026-06-02,27.07,27.69,26.91,27.64,7328773.0
2026-06-03,27.77,27.78,26.71,26.9,6569312.0
2026-06-04,26.65,27.0,25.83,26.02,6266438.0
2026-06-05,26.38,28.25,26.02,27.58,12053710.0
2026-06-08,27.0,28.58,26.73,27.81,11374316.0
2026-06-09,27.77,28.25,27.49,27.88,7782656.0
2026-06-10,27.52,27.52,26.75,26.75,7397835.0
2026-06-11,26.53,27.2,26.13,26.57,6151812.0
2026-06-12,26.75,27.25,26.5,26.58,6216626.0
2026-06-15,26.67,27.35,26.67,27.25,5669187.0
2026-06-16,27.57,27.98,27.21,27.62,7355186.0
2026-06-17,27.36,27.85,27.12,27.18,5727725.0
2026-06-18,27.35,27.35,26.48,26.51,6011190.0
2026-06-22,26.5,27.66,25.52,27.63,10330979.0
2026-06-23,27.68,28.18,27.22,27.36,9201782.0
2026-06-24,27.57,27.66,26.8,27.1,6402822.0
2026-06-25,26.96,27.05,26.28,26.38,6807230.0
2026-06-26,26.46,26.73,25.65,25.66,6813443.0
2026-06-29,25.83,25.83,24.23,24.35,9124502.0
2026-06-30,24.23,25.05,24.2,24.88,5959694.0
2026-07-01,25.18,25.98,24.8,25.14,7247093.0
2026-07-02,24.98,25.95,24.8,25.31,7412461.0
2026-07-03,25.79,25.97,25.26,25.5,5186855.0
2026-07-06,25.41,25.73,24.52,24.54,6386176.0
2026-07-07,24.5,25.04,24.38,24.52,4276900.0
2026-07-08,24.46,24.75,22.91,22.95,7319930.0
2026-07-09,23.07,23.34,21.71,22.44,8209147.0
2026-07-10,22.36,23.07,22.27,22.7,5925398.0
2026-07-13,22.5,22.62,21.25,21.52,5150871.0
2026-07-14,21.53,21.94,21.39,21.68,4354672.0
2026-07-15,21.69,22.05,21.51,21.61,3381872.0
2026-07-16,21.6,21.72,20.83,21.02,4935081.0
2026-07-17,21.08,21.45,20.37,21.02,5018690.0
2026-07-20,21.23,21.29,19.96,20.23,6060464.0
2026-07-21,20.03,20.68,19.71,20.51,6714966.0
2026-07-22,20.5,20.63,19.85,19.9,6056432.0
2026-07-23,20.03,20.45,19.75,20.35,5274743.0
2026-07-24,20.13,20.21,19.52,19.57,4928725.0
2026-07-27,19.73,20.23,19.6,20.06,5148362.0
2026-07-28,19.82,20.69,19.82,20.45,5865189.0
2026-07-29,20.34,21.28,20.01,21.05,6568206.0
2026-07-30,20.84,21.54,20.84,21.05,6242008.0
2026-07-31,21.31,21.47,21.03,21.42,5559072.0
2026-08-03,21.3,21.42,21.07,21.35,3276620.0
2026-08-04,21.39,21.6,21.03,21.25,4411363.0
2026-08-05,21.29,21.43,21.08,21.4,4616683.0
2026-08-06,21.38,21.57,21.08,21.19,3939105.0
2026-08-07,21.19,21.69,21.03,21.68,5468631.0
2026-08-10,21.95,22.01,21.49,21.67,4121392.0
2026-08-11,21.61,21.78,21.29,21.33,2888893.0
2026-08-12,21.28,21.55,21.1,21.34,2479853.0
2026-08-13,21.42,21.46,20.91,20.93,3790914.0
2026-08-14,20.99,21.13,20.33,20.6,4042372.0
2026-08-17,20.69,20.91,20.34,20.91,2637405.0
2026-08-18,20.91,21.15,20.66,21.0,3796988.0
2026-08-19,20.93,20.98,20.2,20.22,3826581.0
2026-08-20,20.36,20.55,20.09,20.17,3029653.0
2026-08-21,20.07,20.57,20.03,20.4,2999548.0
