股票代码,股票简称,sw_l1,首次预约,circulating_cap_yi,market_cap_yi,price,chg_20d_pct,latest_date,ago_date,err,预告方向,预告业绩变动详情,预告公告日期,已发预告
300346,南大光电,电子,2026-08-28,357.0,376.1,54.42,6.0,2026-08-26,2026-07-29,,,,,False
688620,安凯微,电子,2026-08-28,58.3,58.3,14.86,7.14,2026-08-26,2026-07-29,,扭亏,"预计2026年1-6月归属于上市公司股东的净利润盈利:3,800万元至4,300万元,同比上年增长8,725.07万元至9,225.07万元。",2026-07-08,True
688478,晶升股份,电子,2026-08-28,64.1,64.1,46.33,7.08,2026-08-26,2026-07-29,,,,,False
688691,灿芯股份,电子,2026-08-28,45.5,74.8,62.3,2.62,2026-08-26,2026-07-29,,,,,False
300968,格林精密,电子,2026-08-28,42.2,42.2,10.22,-3.13,2026-08-26,2026-07-29,,,,,False
300903,科翔股份,电子,2026-08-28,273.5,338.9,77.83,44.65,2026-08-26,2026-07-29,,,,,False
300857,协创数据,电子,2026-08-28,1137.8,1143.6,233.7,14.08,2026-08-26,2026-07-29,,预增,"预计2026年1-6月归属于上市公司股东的净利润盈利:150,000万元至190,000万元,同比上年增长:247.18%至339.76%。",2026-07-20,True
688209,英集芯,电子,2026-08-28,96.1,96.1,22.16,4.82,2026-08-26,2026-07-29,,,,,False
300476,胜宏科技,电子,2026-08-28,2136.1,2426.4,246.89,22.46,2026-08-26,2026-07-29,,,,,False
688279,峰岹科技,电子,2026-08-28,177.9,218.9,190.12,20.7,2026-08-26,2026-07-29,,,,,False
688052,纳芯微,电子,2026-08-28,338.4,385.8,235.96,19.44,2026-08-26,2026-07-29,,扭亏,"预计2026年1-6月归属于上市公司股东的净利润盈利约:6,700万元,同比上年增长14,501万元左右。",2026-08-14,True
300516,久之洋,电子,2026-08-28,77.2,77.2,30.63,9.68,2026-08-26,2026-07-29,,,,,False
300613,富瀚微,电子,2026-08-28,144.0,152.6,65.54,11.51,2026-08-26,2026-07-29,,预增,"预计2026年1-6月归属于上市公司股东的净利润盈利:27,000万元至35,000万元,同比上年增长:1072.72%至1420.19%。",2026-07-31,True
300475,香农芯创,电子,2026-08-28,677.2,706.6,150.48,3.44,2026-08-26,2026-07-29,,预增,"预计2026年1-6月归属于上市公司股东的净利润盈利:350,000万元至400,000万元,同比上年增长:2117.54%至2434.34%。",2026-07-10,True
301326,捷邦科技,电子,2026-08-28,76.5,77.2,106.15,34.02,2026-08-26,2026-07-29,,,,,False
002992,宝明科技,电子,2026-08-28,53.1,61.5,34.0,3.19,2026-08-26,2026-07-29,,增亏,"预计2026年1-6月归属于上市公司股东的净利润亏损:1,700万元至2,300万元,同比上年下降:30.76%至76.92%。",2026-07-15,True
300408,三环集团,电子,2026-08-28,2003.7,2139.7,107.16,-1.44,2026-08-26,2026-07-29,,预增,"预计2026年1-6月归属于上市公司股东的净利润盈利:179,385万元至204,127.75万元,同比上年增长:45%至65%。",2026-07-21,True
300784,利安科技,电子,2026-08-28,6.9,23.2,41.24,8.5,2026-08-26,2026-07-29,,,,,False
688981,中芯国际,电子,2026-08-28,2424.7,10381.1,121.26,-7.44,2026-08-26,2026-07-29,,,,,False
300736,百邦科技,电子,2026-08-28,36.6,37.5,29.33,8.31,2026-08-26,2026-07-29,,,,,False
002222,福晶科技,电子,2026-08-28,300.1,301.4,64.1,21.99,2026-08-26,2026-07-29,,,,,False
688230,芯导科技,电子,2026-08-28,62.7,62.7,53.34,6.27,2026-08-26,2026-07-29,,,,,False
002387,维信诺,电子,2026-08-28,100.7,100.8,7.22,0.28,2026-08-26,2026-07-29,,增亏,"预计2026年1-6月归属于上市公司股东的净利润亏损:140,200万元至197,000万元,同比上年下降:32.01%至85.5%。",2026-07-15,True
605058,澳弘电子,电子,2026-08-28,38.0,38.0,26.62,12.6,2026-08-26,2026-07-29,,,,,False
002584,西陇科学,电子,2026-08-28,38.0,47.5,8.12,11.68,2026-08-26,2026-07-29,,扭亏,"预计2026年1-6月归属于上市公司股东的净利润盈利:3,600万元至5,400万元,同比上年增长:147.8%至171.7%。",2026-07-15,True
300128,锦富技术,电子,2026-08-28,62.9,63.0,4.85,14.12,2026-08-26,2026-07-29,,,,,False
603685,晨丰科技,电子,2026-08-28,48.4,60.7,24.0,-4.99,2026-08-26,2026-07-29,,,,,False
002636,金安国纪,电子,2026-08-28,448.0,450.3,61.85,13.34,2026-08-26,2026-07-29,,预增,"预计2026年1-6月归属于上市公司股东的净利润盈利:73,000万元至82,000万元,同比上年增长:935.75%至1063.45%。",2026-07-14,True
688135,利扬芯片,电子,2026-08-28,58.6,58.6,25.12,17.12,2026-08-26,2026-07-29,,,,,False
000636,风华高科,电子,2026-08-28,579.9,579.9,50.54,6.31,2026-08-26,2026-07-29,,预增,"预计2026年1-6月归属于上市公司股东的净利润盈利:27,000万元至30,000万元,同比上年增长:61.84%至79.82%。",2026-07-11,True
002745,木林森,电子,2026-08-28,117.9,164.4,11.08,5.02,2026-08-26,2026-07-29,,预增,"预计2026年1-6月归属于上市公司股东的净利润盈利:60,000万元至70,000万元,同比上年增长:290.61%至355.71%。",2026-07-15,True
605218,伟时电子,电子,2026-08-28,32.7,37.3,15.35,20.2,2026-08-26,2026-07-29,,首亏,"预计2026年1-6月归属于上市公司股东的净利润亏损:4,800万元至5,568万元。",2026-07-15,True
002888,惠威科技,电子,2026-08-28,13.3,26.2,17.75,11.64,2026-08-26,2026-07-29,,,,,False
688775,影石创新,电子,2026-08-28,311.1,481.0,119.95,-10.08,2026-08-26,2026-07-29,,,,,False
002913,奥士康,电子,2026-08-28,172.6,179.4,56.52,38.43,2026-08-26,2026-07-29,,预减,"预计2026年1-6月归属于上市公司股东的净利润盈利:7,800万元至10,000万元,同比上年下降:48.94%至60.17%。",2026-07-14,True
301626,苏州天脉,电子,2026-08-28,132.6,291.5,251.99,24.9,2026-08-26,2026-07-29,,,,,False
688728,格科微,电子,2026-08-28,393.2,393.5,15.13,-4.72,2026-08-26,2026-07-29,,,,,False
688678,福立旺,电子,2026-08-28,78.4,78.4,19.45,27.54,2026-08-26,2026-07-29,,扭亏,"预计2026年1-6月归属于上市公司股东的净利润盈利约:6,900万元,同比上年增长8,673.76万元。",2026-07-30,True
688307,中润光学,电子,2026-08-28,59.1,59.1,47.59,21.84,2026-08-26,2026-07-29,,预增,"预计2026年1-6月归属于上市公司股东的净利润盈利:3,000万元至3,500万元,同比上年增长:45.88%至70.2%,同比上年增长943.54万元至1,443.54万元。",2026-07-23,True
300793,佳禾智能,电子,2026-08-29,41.5,42.4,11.14,1.18,2026-08-26,2026-07-29,,,,,False
603989,艾华集团,电子,2026-08-29,107.0,107.0,26.83,3.11,2026-08-26,2026-07-29,,,,,False
300831,ST派瑞,电子,2026-08-29,27.7,48.1,15.02,-0.4,2026-08-26,2026-07-29,,,,,False
301396,宏景科技,计算机,2026-08-29,240.5,365.2,169.94,14.02,2026-08-26,2026-07-29,,,,,False
300752,隆利科技,电子,2026-08-29,24.3,35.1,10.87,12.76,2026-08-26,2026-07-29,,,,,False
688244,永信至诚,计算机,2026-08-29,22.7,22.7,15.01,7.6,2026-08-26,2026-07-29,,,,,False
301159,三维天地,计算机,2026-08-29,16.5,24.1,31.11,11.56,2026-08-26,2026-07-29,,,,,False
301339,通行宝,计算机,2026-08-29,64.0,64.8,11.16,2.57,2026-08-26,2026-07-29,,,,,False
300766,每日互动,计算机,2026-08-29,75.2,82.9,21.01,0.1,2026-08-26,2026-07-29,,,,,False
301269,华大九天,计算机,2026-08-29,513.4,513.4,93.7,4.11,2026-08-26,2026-07-29,,,,,False
603629,利通电子,电子,2026-08-29,422.8,429.8,117.21,20.9,2026-08-26,2026-07-29,,预增,"预计2026年1-6月归属于上市公司股东的净利润盈利:65,000万元至75,000万元,同比上年增长:1172.53%至1368.31%,同比上年增长59,892.08万元至69,892.08万元。",2026-07-15,True
603328,依顿电子,电子,2026-08-29,107.3,107.3,10.75,18.13,2026-08-26,2026-07-29,,预减,"预计2026年1-6月归属于上市公司股东的净利润盈利:9,250万元至11,850万元,同比上年下降:54.54%至64.51%,同比上年降低14,215.45万元至16,815.45万元。",2026-07-15,True
301051,信濠光电,电子,2026-08-29,39.0,49.1,17.26,32.69,2026-08-26,2026-07-29,,,,,False
603327,福蓉科技,电子,2026-08-29,99.6,99.6,9.53,10.56,2026-08-26,2026-07-29,,预增,"预计2026年1-6月归属于上市公司股东的净利润盈利约:7,005.21万元,同比上年增长:68.94%左右,同比上年增长2,858.72万元左右。",2026-07-03,True
600171,上海贝岭,电子,2026-08-29,160.6,160.6,22.66,-0.26,2026-08-26,2026-07-29,,,,,False
688246,嘉和美康,计算机,2026-08-29,23.6,23.6,17.17,3.49,2026-08-26,2026-07-29,,,,,False
603738,泰晶科技,电子,2026-08-29,145.8,145.8,37.79,28.18,2026-08-26,2026-07-29,,预增,"预计2026年1-6月归属于上市公司股东的净利润盈利:4,300万元至5,300万元,同比上年增长:95.07%至140.44%,同比上年增长2,095.72万元至3,095.72万元。",2026-07-11,True
301095,广立微,计算机,2026-08-29,123.8,143.3,71.57,6.47,2026-08-26,2026-07-29,,,,,False
000066,中国长城,计算机,2026-08-29,456.1,456.1,14.14,1.73,2026-08-26,2026-07-29,,预增,"预计2026年1-6月归属于上市公司股东的净利润盈利:23,000万元至33,000万元,同比上年增长:66.37%至138.7%。",2026-07-15,True
300709,精研科技,电子,2026-08-29,60.6,75.5,40.45,16.75,2026-08-26,2026-07-29,,,,,False
300913,兆龙互连,通信,2026-08-29,101.4,121.6,35.48,7.87,2026-08-26,2026-07-29,,,,,False
300032,金龙机电,电子,2026-08-29,31.2,31.2,3.88,10.51,2026-08-26,2026-07-29,,,,,False
003026,中晶科技,电子,2026-08-29,41.3,53.6,28.55,8.68,2026-08-26,2026-07-29,,预增,"预计2026年1-6月归属于上市公司股东的净利润盈利:4,000万元至4,500万元,同比上年增长:55.42%至74.85%。",2026-07-15,True
003019,宸展光电,电子,2026-08-29,43.2,44.2,24.98,12.32,2026-08-26,2026-07-29,,,,,False
002861,瀛通通讯,电子,2026-08-29,23.2,28.7,15.42,6.49,2026-08-26,2026-07-29,,增亏,"预计2026年1-6月归属于上市公司股东的净利润亏损:5,200万元至6,200万元。",2026-07-14,True
002815,崇达技术,电子,2026-08-29,102.5,162.8,13.19,15.8,2026-08-26,2026-07-29,,,,,False
688159,有方科技,通信,2026-08-29,29.6,29.6,31.84,5.75,2026-08-26,2026-07-29,,,,,False
300710,万隆光电,通信,2026-08-29,22.1,29.5,29.69,11.9,2026-08-26,2026-07-29,,,,,False
002681,奋达科技,电子,2026-08-29,70.8,80.9,4.51,2.74,2026-08-26,2026-07-29,,预减,"预计2026年1-6月归属于上市公司股东的净利润盈利:260万元至360万元,同比上年下降:78.93%至84.78%。",2026-07-15,True
301139,*ST元道,通信,2026-08-29,2.5,4.0,3.3,-11.5,2026-08-26,2026-07-29,,,,,False
002289,宇顺电子,电子,2026-08-29,105.9,108.1,38.59,21.53,2026-08-26,2026-07-29,,扭亏,"预计2026年1-6月归属于上市公司股东的净利润盈利:32,272.42万元。",2026-07-15,True
002161,远 望 谷,电子,2026-08-29,45.7,45.7,6.18,15.3,2026-08-26,2026-07-29,,首亏,"预计2026年1-6月归属于上市公司股东的净利润亏损:7,500万元至11,000万元。",2026-07-15,True
002106,莱宝高科,电子,2026-08-29,72.5,72.6,10.29,4.89,2026-08-26,2026-07-29,,,,,False
002077,大港股份,电子,2026-08-29,70.1,70.1,12.08,3.96,2026-08-26,2026-07-29,,预增,"预计2026年1-6月归属于上市公司股东的净利润盈利:5,000万元至6,500万元,同比上年增长:57.44%至104.67%。",2026-07-15,True
000725,京东方Ａ,电子,2026-08-29,2019.5,2115.2,5.71,0.0,2026-08-26,2026-07-29,,预增,"预计2026年1-6月归属于上市公司股东的净利润盈利:500,000万元至550,000万元,同比上年增长:54%至69%。",2026-07-09,True
000100,TCL科技,电子,2026-08-29,989.8,1023.4,4.92,-0.2,2026-08-26,2026-07-29,,预增,"预计2026年1-6月归属于上市公司股东的净利润盈利:370,000万元至392,000万元,同比上年增长:96%至108%。",2026-07-14,True
688283,坤恒顺维,通信,2026-08-29,34.1,34.1,28.03,11.87,2026-08-26,2026-07-29,,,,,False
688489,三未信安,计算机,2026-08-29,39.5,39.8,23.47,8.6,2026-08-26,2026-07-29,,减亏,"预计2026年1-6月归属于上市公司股东的净利润亏损:1,256.16万元,同比上年增长:57.25%,同比上年增长1,682.42万元。",2026-07-29,True
300597,吉大通信,通信,2026-08-29,21.3,21.4,7.86,11.81,2026-08-26,2026-07-29,,,,,False
300303,聚飞光电,电子,2026-08-29,93.3,99.5,7.02,-0.57,2026-08-26,2026-07-29,,,,,False
300701,森霸传感,电子,2026-08-29,24.7,27.4,9.8,11.74,2026-08-26,2026-07-29,,,,,False
688651,盛邦安全,计算机,2026-08-29,10.6,23.1,22.54,9.26,2026-08-26,2026-07-29,,,,,False
300672,国科微,电子,2026-08-29,326.2,336.7,155.09,17.41,2026-08-26,2026-07-29,,,,,False
301182,凯旺科技,计算机,2026-08-29,59.6,65.3,68.18,32.69,2026-08-26,2026-07-29,,,,,False
301600,慧翰股份,计算机,2026-08-29,27.5,89.1,85.23,-3.05,2026-08-26,2026-07-29,,,,,False
300661,圣邦股份,电子,2026-08-29,686.1,781.5,114.0,13.15,2026-08-26,2026-07-29,,,,,False
000034,神州数码,计算机,2026-08-29,197.5,236.5,23.26,-8.14,2026-08-26,2026-07-29,,,,,False
300223,君正股份,电子,2026-08-29,554.3,674.9,131.06,5.27,2026-08-26,2026-07-29,,预增,"预计2026年1-6月归属于上市公司股东的净利润盈利:107,861.44万元至128,235.26万元,同比上年增长:431.03%至531.34%。",2026-07-13,True
688008,澜起科技,电子,2026-08-29,2216.4,2363.1,193.61,-6.75,2026-08-26,2026-07-29,,预增,"预计2026年1-6月归属于上市公司股东的净利润盈利:190,000万元至210,000万元,同比上年增长:63.9%至81.2%。",2026-07-17,True
002467,二六三,通信,2026-08-29,61.9,62.3,4.53,-0.88,2026-08-26,2026-07-29,,首亏,"预计2026年1-6月归属于上市公司股东的净利润亏损:1,600万元至2,400万元。",2026-07-14,True
300134,大富科技,通信,2026-08-29,63.8,63.8,8.31,7.49,2026-08-26,2026-07-29,,,,,False
300429,强力新材,电子,2026-08-29,45.7,60.8,10.95,16.51,2026-08-26,2026-07-29,,,,,False
300292,吴通控股,通信,2026-08-29,47.1,56.6,4.22,2.43,2026-08-26,2026-07-29,,,,,False
300353,东土科技,通信,2026-08-29,102.0,116.2,18.89,8.07,2026-08-26,2026-07-29,,,,,False
300513,恒实科技,通信,2026-08-29,23.2,23.2,7.4,9.94,2026-08-26,2026-07-29,,,,,False
300560,中富通,通信,2026-08-29,33.5,41.1,17.9,42.63,2026-08-26,2026-07-29,,,,,False
002104,恒宝股份,通信,2026-08-29,67.6,79.9,11.28,11.9,2026-08-26,2026-07-29,,首亏,"预计2026年1-6月归属于上市公司股东的净利润亏损:3,600万元至5,000万元。",2026-07-15,True
688010,福光股份,电子,2026-08-29,41.4,41.4,25.78,3.82,2026-08-26,2026-07-29,,,,,False
300098,高新兴,通信,2026-08-29,69.4,78.2,4.5,-1.32,2026-08-26,2026-07-29,,,,,False
688228,开普云,计算机,2026-08-29,54.2,54.2,80.3,30.43,2026-08-26,2026-07-29,,,,,False
688709,成都华微,电子,2026-08-29,55.6,159.7,25.07,0.28,2026-08-26,2026-07-29,,,,,False
688652,京仪装备,电子,2026-08-29,173.6,241.6,143.79,3.95,2026-08-26,2026-07-29,,,,,False
300300,海峡创新,计算机,2026-08-29,49.5,49.5,7.42,3.06,2026-08-26,2026-07-29,,,,,False
688603,天承科技,电子,2026-08-29,125.2,125.2,100.38,11.08,2026-08-26,2026-07-29,,预增,"预计2026年1-6月归属于上市公司股东的净利润盈利:6,000万元至6,500万元,同比上年增长:63.34%至76.95%,同比上年增长2,326.64万元至2,826.64万元。",2026-07-14,True
300368,汇金股份,计算机,2026-08-29,41.9,41.9,7.93,-13.49,2026-08-26,2026-07-29,,,,,False
688535,华海诚科,电子,2026-08-29,128.9,138.3,96.55,2.01,2026-08-26,2026-07-29,,,,,False
300380,安硕信息,计算机,2026-08-29,36.8,40.0,28.9,1.91,2026-08-26,2026-07-29,,,,,False
688502,茂莱光学,电子,2026-08-29,221.7,221.7,419.92,21.74,2026-08-26,2026-07-29,,,,,False
688515,裕太微,电子,2026-08-29,72.8,117.0,146.19,2.92,2026-08-26,2026-07-29,,,,,False
688498,源杰科技,电子,2026-08-29,1896.2,1921.0,1543.0,25.77,2026-08-26,2026-07-29,,预增,"预计2026年1-6月归属于上市公司股东的净利润盈利:60,000万元至65,000万元,同比上年增长:1196.91%至1304.98%,同比上年增长55,373.61万元至60,373.61万元。",2026-07-22,True
300451,创业慧康,计算机,2026-08-29,53.1,53.9,3.48,2.65,2026-08-26,2026-07-29,,,,,False
301379,天山电子,电子,2026-08-29,45.6,57.9,20.87,4.66,2026-08-26,2026-07-29,,,,,False
688229,博睿数据,计算机,2026-08-29,28.4,28.4,63.96,6.33,2026-08-26,2026-07-29,,,,,False
688372,伟测科技,电子,2026-08-29,201.6,201.6,119.32,4.4,2026-08-26,2026-07-29,,,,,False
300532,今天国际,计算机,2026-08-29,42.0,44.2,6.95,1.76,2026-08-26,2026-07-29,,,,,False
300264,佳创视讯,计算机,2026-08-29,23.8,27.7,6.42,4.21,2026-08-26,2026-07-29,,,,,False
688584,上海合晶,电子,2026-08-29,96.7,188.6,28.18,8.97,2026-08-26,2026-07-29,,,,,False
300231,银信科技,计算机,2026-08-29,36.7,36.7,8.25,0.24,2026-08-26,2026-07-29,,,,,False
300229,拓尔思,计算机,2026-08-29,115.4,115.5,13.22,2.8,2026-08-26,2026-07-29,,,,,False
000158,常山北明,计算机,2026-08-29,200.6,201.9,12.63,-0.71,2026-08-26,2026-07-29,,增亏,"预计2026年1-6月归属于上市公司股东的净利润亏损:9,500万元至11,500万元。",2026-07-15,True
000555,神州信息,计算机,2026-08-29,102.9,103.0,10.56,-2.4,2026-08-26,2026-07-29,,增亏,"预计2026年1-6月归属于上市公司股东的净利润亏损:24,000万元至39,000万元。",2026-07-15,True
000938,紫光股份,计算机,2026-08-29,998.7,998.7,34.92,-6.46,2026-08-26,2026-07-29,,预增,"预计2026年1-6月归属于上市公司股东的净利润盈利:191,000万元至232,000万元,同比上年增长:83.5%至122.89%。",2026-07-11,True
000977,浪潮信息,计算机,2026-08-29,1082.5,1083.7,73.8,-1.6,2026-08-26,2026-07-29,,预增,"预计2026年1-6月归属于上市公司股东的净利润盈利:260,000万元至310,000万元,同比上年增长:226%至288%。",2026-07-08,True
002063,远光软件,计算机,2026-08-29,95.7,103.6,5.41,0.0,2026-08-26,2026-07-29,,,,,False
002197,证通电子,计算机,2026-08-29,35.7,41.0,6.68,0.91,2026-08-26,2026-07-29,,扭亏,预计2026年1-6月归属于上市公司股东的净利润盈利:400万元至600万元。,2026-07-15,True
002212,天融信,计算机,2026-08-29,72.5,73.2,6.21,-5.91,2026-08-26,2026-07-29,,增亏,"预计2026年1-6月归属于上市公司股东的净利润亏损:24,000万元至29,000万元。",2026-07-15,True
300542,新晨科技,计算机,2026-08-29,31.9,38.4,12.87,12.88,2026-08-26,2026-07-29,,,,,False
002253,川大智胜,计算机,2026-08-29,20.2,21.7,9.62,7.85,2026-08-26,2026-07-29,,减亏,"预计2026年1-6月归属于上市公司股东的净利润亏损:2,800万元至3,200万元,同比上年增长:2.67%至14.84%。",2026-07-15,True
002401,中远海科,计算机,2026-08-29,45.9,45.9,12.35,4.66,2026-08-26,2026-07-29,,,,,False
002512,ST达华,计算机,2026-08-29,43.8,44.1,4.0,19.4,2026-08-26,2026-07-29,,扭亏,"预计2026年1-6月归属于上市公司股东的净利润盈利:2,300万元至3,450万元。",2026-07-15,True
301491,汉桑科技,电子,2026-08-29,14.8,49.9,38.65,2.14,2026-08-26,2026-07-29,,,,,False
688729,屹唐股份,电子,2026-08-29,397.9,672.7,22.76,-8.23,2026-08-26,2026-07-29,,,,,False
003005,竞业达,计算机,2026-08-29,17.2,31.4,13.58,10.95,2026-08-26,2026-07-29,,增亏,"预计2026年1-6月归属于上市公司股东的净利润亏损:6,500万元至8,400万元。",2026-07-15,True
300085,银之杰,计算机,2026-08-29,193.6,209.8,29.69,2.73,2026-08-26,2026-07-29,,,,,False
300489,光智科技,电子,2026-08-29,280.3,281.4,202.2,35.1,2026-08-26,2026-07-29,,,,,False
603115,海星股份,电子,2026-08-29,181.6,181.6,74.25,6.21,2026-08-26,2026-07-29,,预增,"预计2026年1-6月归属于上市公司股东的净利润盈利:9,950.95万元至10,380.95万元,同比上年增长:50.07%至56.55%,同比上年增长3,320万元至3,750万元。",2026-07-15,True
300556,丝路视觉,计算机,2026-08-29,17.5,19.6,16.14,8.98,2026-08-26,2026-07-29,,扭亏,预计2026年1-6月归属于上市公司股东的净利润盈利:80.08万元至120.12万元。,2026-07-20,True
300523,辰安科技,计算机,2026-08-29,46.8,46.8,20.12,5.89,2026-08-26,2026-07-29,,,,,False
688711,宏微科技,电子,2026-08-29,54.2,54.2,24.99,12.37,2026-08-26,2026-07-29,,,,,False
600718,东软集团,计算机,2026-08-29,98.9,98.9,8.27,0.36,2026-08-26,2026-07-29,,首亏,"预计2026年1-6月归属于上市公司股东的净利润亏损:26,000万元至32,000万元。",2026-07-15,True
688519,南亚新材,电子,2026-08-29,659.8,659.8,280.55,31.69,2026-08-26,2026-07-29,,预增,"预计2026年1-6月归属于上市公司股东的净利润盈利:42,000万元至50,000万元,同比上年增长:381.71%至473.46%,同比上年增长33,280.98万元至41,280.98万元。",2026-07-14,True
688391,钜泉科技,电子,2026-08-29,29.0,29.0,25.12,4.54,2026-08-26,2026-07-29,,,,,False
301189,奥尼电子,电子,2026-08-29,79.8,82.7,50.52,16.71,2026-08-26,2026-07-29,,,,,False
688220,翱捷科技,电子,2026-08-29,381.1,381.1,91.1,-14.85,2026-08-26,2026-07-29,,扭亏,"预计2026年1-6月归属于上市公司股东的净利润盈利约:8,500万元,同比上年增长33,040.43万元左右。",2026-07-23,True
600271,航天信息,计算机,2026-08-29,127.3,127.3,6.87,1.03,2026-08-26,2026-07-29,,增亏,"预计2026年1-6月归属于上市公司股东的净利润亏损:36,000万元至46,000万元。",2026-07-15,True
600100,同方股份,计算机,2026-08-29,229.2,229.2,6.84,-2.01,2026-08-26,2026-07-29,,减亏,"预计2026年1-6月归属于上市公司股东的净利润亏损:10,000万元至18,000万元。",2026-07-15,True
688173,希荻微,电子,2026-08-29,55.6,56.1,13.51,9.39,2026-08-26,2026-07-29,,,,,False
301178,天亿马,计算机,2026-08-29,23.2,31.4,33.74,9.25,2026-08-26,2026-07-29,,,,,False
688601,力芯微,电子,2026-08-29,66.8,66.8,49.95,37.93,2026-08-26,2026-07-29,,,,,False
301123,奕东电子,电子,2026-08-29,122.5,174.2,74.24,21.76,2026-08-26,2026-07-29,,,,,False
688051,佳华科技,计算机,2026-08-29,19.0,19.0,24.61,14.89,2026-08-26,2026-07-29,,,,,False
603660,苏州科达,计算机,2026-08-29,59.9,59.9,10.48,30.51,2026-08-26,2026-07-29,,增亏,"预计2026年1-6月归属于上市公司股东的净利润亏损:27,000万元至33,000万元。",2026-07-10,True
688195,腾景科技,电子,2026-08-29,295.7,295.7,163.27,44.61,2026-08-26,2026-07-29,,略增,"预计2026年1-6月归属于上市公司股东的净利润盈利:4,800万元至5,200万元,同比上年增长:31.19%至42.12%,同比上年增长1,141.12万元至1,541.12万元。",2026-07-22,True
688107,安路科技,电子,2026-08-29,119.6,119.6,29.83,4.41,2026-08-26,2026-07-29,,,,,False
688047,龙芯中科,电子,2026-08-29,416.3,416.3,103.82,-0.86,2026-08-26,2026-07-29,,,,,False
300730,科创信息,计算机,2026-08-29,23.4,27.2,11.3,-0.88,2026-08-26,2026-07-29,,,,,False
002885,京泉华,电子,2026-08-29,65.5,74.8,27.62,13.41,2026-08-26,2026-07-29,,预增,"预计2026年1-6月归属于上市公司股东的净利润盈利:6,500万元至7,300万元,同比上年增长:57.4%至76.77%。",2026-07-14,True
300663,科蓝软件,计算机,2026-08-29,39.9,41.5,8.67,-5.04,2026-08-26,2026-07-29,,,,,False
300659,中孚信息,计算机,2026-08-29,19.2,26.5,10.17,5.94,2026-08-26,2026-07-29,,,,,False
300131,英唐智控,电子,2026-08-29,167.9,182.9,16.11,20.55,2026-08-26,2026-07-29,,,,,False
688371,菲沃泰,电子,2026-08-29,89.5,89.5,26.68,15.25,2026-08-26,2026-07-29,,,,,False
300598,诚迈科技,计算机,2026-08-29,69.0,69.0,31.8,13.57,2026-08-26,2026-07-29,,,,,False
300588,熙菱信息,计算机,2026-08-29,36.9,40.0,20.87,-2.66,2026-08-26,2026-07-29,,,,,False
688825,长鑫科技,电子,2026-08-29,2525.8,37513.5,56.09,5.95,2026-08-26,2026-07-29,,扭亏,"预计2026年1-6月归属于上市公司股东的净利润盈利:5,000,000万元至5,700,000万元,同比上年增长:2244.03%至2544.19%。",2026-07-24,True
603232,格尔软件,计算机,2026-08-29,34.3,34.5,14.83,-0.2,2026-08-26,2026-07-29,,续亏,"预计2026年1-6月归属于上市公司股东的净利润亏损:5,500万元至8,000万元。",2026-07-15,True
688588,凌志软件,计算机,2026-08-31,37.4,37.4,9.59,6.44,2026-08-26,2026-07-29,,,,,False
688409,富创精密,电子,2026-08-31,618.5,618.5,202.0,14.45,2026-08-26,2026-07-29,,预增,"预计2026年1-6月归属于上市公司股东的净利润盈利:12,000万元至15,000万元,同比上年增长:877.49%至1121.86%,同比上年增长10,772.36万元至13,772.36万元。",2026-07-20,True
688200,华峰测控,电子,2026-08-31,767.3,767.3,382.14,6.15,2026-08-26,2026-07-29,,,,,False
688020,方邦股份,电子,2026-08-31,97.3,97.3,118.12,11.96,2026-08-26,2026-07-29,,,,,False
688785,恒运昌,电子,2026-08-31,35.6,177.8,262.63,4.27,2026-08-26,2026-07-29,,,,,False
603316,诚邦股份,电子,2026-08-31,36.4,37.2,13.78,12.96,2026-08-26,2026-07-29,,扭亏,"预计2026年1-6月归属于上市公司股东的净利润盈利约:2,600万元。",2026-07-09,True
688171,纬德信息,计算机,2026-08-31,31.4,31.4,26.88,6.31,2026-08-26,2026-07-29,,,,,False
688809,强一股份,电子,2026-08-31,110.4,552.1,426.11,-5.63,2026-08-26,2026-07-29,,,,,False
688802,沐曦股份,电子,2026-08-31,121.7,2628.8,657.04,-6.95,2026-08-26,2026-07-29,,,,,False
603175,超颖电子,电子,2026-08-31,39.9,383.8,87.82,13.21,2026-08-26,2026-07-29,,首亏,"预计2026年1-6月归属于上市公司股东的净利润亏损:17,500万元至21,000万元。",2026-07-15,True
603496,恒为科技,计算机,2026-08-31,75.8,75.8,23.68,-7.06,2026-08-26,2026-07-29,,,,,False
688605,先锋精科,电子,2026-08-31,74.0,138.3,68.34,2.47,2026-08-26,2026-07-29,,,,,False
688496,*ST清越,电子,2026-08-31,2.2,4.1,0.92,-11.54,2026-08-26,2026-07-29,,,,,False
688548,广钢气体,电子,2026-08-31,449.9,449.9,34.1,-0.26,2026-08-26,2026-07-29,,预增,"预计2026年1-6月归属于上市公司股东的净利润盈利:22,000万元至28,000万元,同比上年增长:87.19%至138.24%,同比上年增长10,247万元至16,247万元。",2026-07-03,True
300866,安克创新,电子,2026-08-31,386.8,735.5,125.07,4.28,2026-08-26,2026-07-29,,,,,False
688458,美芯晟,电子,2026-08-31,30.7,36.6,32.77,2.03,2026-08-26,2026-07-29,,,,,False
688048,长光华芯,电子,2026-08-31,495.8,495.8,281.28,11.91,2026-08-26,2026-07-29,,,,,False
