code,date,open,high,low,close,preclose,volume,amount,turn,isST,pct,board,limit_price,is_limitup,streak,circ_mkt_est,close_20d_ago,ret_20d_pre
sh.601606,2025-11-24,52.22,57.43,51.0,57.43,52.21,106848717.0,5868542396.03,14.7535,0,0.1,主板,57.43,True,1,39777289429.83021,49.98,0.14905962384953986
sh.601611,2025-12-12,11.71,13.01,11.62,13.01,11.83,152541078.0,1915522832.34,5.0614,0,0.1,主板,13.01,True,1,37845711311.88999,12.48,0.04246794871794868
sh.601619,2025-12-12,4.22,4.63,4.21,4.63,4.21,144923999.0,649631110.35,5.9526,0,0.1,主板,4.63,True,1,10913401040.7217,4.59,0.008714596949891185
sh.601696,2025-12-05,12.67,13.94,12.63,13.94,12.67,170007664.0,2322218652.84,6.1198,0,0.1,主板,13.94,True,1,37945989294.421394,13.6,0.02499999999999991
sh.601698,2025-12-26,25.75,28.31,25.29,28.31,25.74,301766569.0,8131640117.06,7.1434,0,0.1,主板,28.31,True,1,113834310231.26245,20.75,0.3643373493975903
sh.601698,2025-12-31,32.24,35.73,31.8,35.73,32.48,273180383.0,9309207569.36,6.4667,0,0.1,主板,35.73,True,1,143956076041.25754,20.72,0.7244208494208493
sh.601700,2025-12-12,5.19,5.6,5.19,5.6,5.09,55434488.0,305736676.05,4.8531,0,0.1,主板,5.6,True,1,6299822300.179267,5.31,0.05461393596986808
sh.601700,2025-12-15,6.16,6.16,6.16,6.16,5.6,16596040.0,102231606.4,1.4529,0,0.1,主板,6.16,True,2,7036382848.09691,5.36,0.14925373134328357
sh.601700,2025-12-29,5.6,6.16,5.59,6.16,5.6,80782791.0,488596564.56,7.0723,0,0.1,主板,6.16,True,1,6908595005.302377,5.0,0.23199999999999998
sh.601778,2025-12-15,3.42,3.71,3.4,3.71,3.37,250841501.0,911114858.32,7.0244,0,0.1,主板,3.71,True,1,12970714343.146746,3.68,0.008152173913043459
sh.601828,2025-12-09,2.54,2.79,2.47,2.79,2.54,73753771.0,197208195.49,2.0411,0,0.1,主板,2.79,True,1,9661858580.667288,2.81,-0.007117437722419906
sh.601828,2025-12-10,2.9,3.07,2.89,3.07,2.79,149777045.0,455044057.17,4.145,0,0.1,主板,3.07,True,2,10978143719.42099,2.79,0.10035842293906794
sh.601828,2025-12-15,2.58,2.88,2.58,2.88,2.62,98058487.0,268514388.45,2.7137,0,0.1,主板,2.88,True,1,9894770551.276855,2.86,0.006993006993007089
sh.601869,2025-11-25,74.96,81.0,74.61,81.0,73.64,9453380.0,743367603.8,2.3265,0,0.1,主板,81.0,True,1,31952185849.989254,91.27,-0.11252328256820421
sh.601869,2025-12-10,88.93,98.43,87.57,98.43,89.48,30978871.0,2898314319.08,7.6239,0,0.1,主板,98.43,True,1,38016163893.5453,78.25,0.25789137380191707
sh.601869,2025-12-17,93.0,98.23,93.0,98.23,89.3,23778984.0,2300456883.76,5.852,0,0.1,主板,98.23,True,1,39310609770.33493,83.68,0.17387667304015286
sh.601869,2025-12-18,102.0,108.05,102.0,108.05,98.23,29292531.0,3139669428.09,7.2089,0,0.1,主板,108.05,True,2,43552683878.12288,78.41,0.37801300854482855
sh.601869,2025-12-22,117.8,127.05,117.8,127.05,115.5,10806091.0,1331941100.95,2.6594,0,0.1,主板,127.05,True,1,50084270923.89261,73.64,0.7252851711026616
sh.601877,2025-11-06,30.3,32.55,30.3,32.55,29.59,60587076.0,1956973753.56,2.8194,0,0.1,主板,32.55,True,1,69411000693.76463,32.16,0.012126865671641784
sh.601888,2025-11-10,79.3,86.89,78.98,86.89,78.99,91381547.0,7686644247.36,4.6803,0,0.1,主板,86.89,True,1,164234007379.01416,68.07,0.27648009402086093
sh.601888,2025-12-22,84.0,91.09,83.4,91.09,82.81,88745767.0,7833995856.01,4.5453,0,0.1,主板,91.09,True,1,172353768860.36124,78.53,0.15993887686234554
sh.601890,2025-11-19,9.7,10.65,9.69,10.65,9.68,98131383.0,1017452257.4,10.2284,0,0.1,主板,10.65,True,1,9947325656.01658,9.76,0.09118852459016402
sh.601908,2025-12-09,3.73,4.11,3.69,4.11,3.74,98049297.0,380730451.95,4.0607,0,0.1,主板,4.11,True,1,9375980790.257837,4.54,-0.09471365638766516
sh.601908,2025-12-15,3.84,4.28,3.84,4.28,3.89,145539458.0,595341569.84,6.0275,0,0.1,主板,4.28,True,1,9877089503.774368,4.38,-0.022831050228310446
sh.601929,2025-11-03,3.72,4.07,3.71,4.07,3.7,346988088.0,1385701939.21,9.943,0,0.1,主板,4.07,True,1,13936457198.129337,3.55,0.14647887323943665
sh.601929,2025-11-04,4.21,4.48,4.0,4.48,4.07,1063267665.0,4481722851.33,30.468,0,0.1,主板,4.48,True,2,14709606312.623081,3.68,0.21739130434782616
sh.601929,2025-11-05,4.48,4.93,4.26,4.93,4.48,1017422749.0,4814963034.86,29.1543,0,0.1,主板,4.93,True,3,16515447240.578577,3.77,0.3076923076923077
sh.601933,2025-12-08,3.87,4.32,3.86,4.32,3.93,430256125.0,1798563942.96,4.7411,0,0.1,主板,4.32,True,1,37935583365.88555,4.68,-0.07692307692307676
sh.601933,2025-12-09,4.38,4.75,4.17,4.75,4.32,917030139.0,4156059285.82,10.105,0,0.1,主板,4.75,True,2,41128741076.892624,4.74,0.002109704641350074
sh.601933,2025-12-16,5.04,5.56,5.04,5.56,5.05,1333706971.0,7289051358.36,14.6964,0,0.1,主板,5.56,True,1,49597529724.01404,4.58,0.2139737991266375
sh.601969,2025-11-07,9.79,10.59,9.79,10.59,9.63,60364584.0,621231129.88,3.0451,0,0.1,主板,10.59,True,1,20401009158.319923,8.89,0.19122609673790758
sh.601969,2025-11-14,11.55,13.02,11.5,13.02,11.84,109792158.0,1375616414.53,5.5385,0,0.1,主板,13.02,True,1,24837346114.110317,9.15,0.422950819672131
sh.601969,2025-12-22,10.64,11.47,10.62,11.47,10.43,59107099.0,659782813.74,2.9817,0,0.1,主板,11.47,True,1,22127739669.986923,11.25,0.019555555555555548
sh.601969,2025-12-26,10.98,11.97,10.98,11.97,10.88,90335325.0,1055735733.37,4.557,0,0.1,主板,11.97,True,1,23167341087.777046,11.65,0.02746781115879826
sh.603007,2025-12-26,5.3,5.3,5.26,5.3,5.05,22253501.0,117933343.3,4.4522,1,0.05,ST,5.3,True,1,2648877932.258209,5.7,-0.07017543859649134
sh.603007,2025-12-30,5.85,5.85,5.7,5.85,5.57,36822018.0,214587950.1,7.3669,1,0.05,ST,5.85,True,1,2912866335.9079123,5.48,0.06751824817518237
sh.603008,2025-11-05,17.03,18.73,17.03,18.73,17.03,18040277.0,324572191.21,4.8984,0,0.1,主板,18.73,True,1,6626085889.474114,17.62,0.0629965947786606
sh.603009,2025-12-30,43.55,48.4,43.44,48.4,44.0,22739922.0,1059508259.4,6.7197,0,0.1,主板,48.4,True,1,15767195848.02893,40.36,0.1992071357779981
sh.603010,2025-11-27,11.22,11.9,11.18,11.9,10.82,18481122.0,213896928.39,3.1346,0,0.1,主板,11.9,True,1,6823739181.713775,11.03,0.07887579329102468
sh.603014,2025-11-03,42.3,42.3,42.3,42.3,38.45,1150186.0,48652867.8,3.0179,0,0.1,主板,42.3,True,1,1612143139.269028,38.53,0.0978458344147417
sh.603014,2025-11-04,46.53,46.53,44.43,46.53,42.3,15781082.0,727211938.93,41.4065,0,0.1,主板,46.53,True,2,1756274833.492326,38.45,0.2101430429128739
sh.603015,2025-12-05,11.09,12.18,11.03,12.18,11.07,19776910.0,234045820.1,4.8926,0,0.1,主板,12.18,True,1,4783669625.556964,12.71,-0.041699449252557086
sh.603017,2025-11-26,11.3,11.3,11.18,11.3,10.27,20473685.0,231328718.5,7.4129,0,0.1,主板,11.3,True,1,3120623757.234011,9.87,0.1448834853090173
sh.603017,2025-12-03,10.93,11.9,10.9,11.9,10.82,25525303.0,298732030.7,9.2419,0,0.1,主板,11.9,True,1,3232365971.2829614,10.05,0.1840796019900497
sh.603017,2025-12-29,11.0,11.62,10.79,11.62,10.56,17062000.0,195165383.0,6.1776,0,0.1,主板,11.62,True,1,3159242796.555297,10.94,0.06215722120658129
sh.603021,2025-11-03,5.08,5.08,5.08,5.08,4.84,1466200.0,7448296.0,0.4583,1,0.05,ST,5.08,True,3,1625200960.0698233,4.62,0.09956709956709964
sh.603021,2025-11-04,5.33,5.33,5.26,5.33,5.08,12553740.0,66898688.4,3.9237,1,0.05,ST,5.33,True,4,1704989892.1935928,4.62,0.15367965367965364
sh.603021,2025-11-05,5.6,5.6,5.6,5.6,5.33,3392140.0,18995984.0,1.0602,1,0.05,ST,5.6,True,5,1791735898.8870025,4.63,0.20950323974082075
sh.603021,2025-11-10,5.09,5.37,5.03,5.37,5.11,17505060.0,91680623.4,5.4712,1,0.05,ST,5.37,True,1,1675694973.680363,4.29,0.25174825174825166
sh.603021,2025-11-13,5.21,5.49,5.21,5.49,5.23,4669200.0,25212508.6,1.4594,1,0.05,ST,5.49,True,1,1727594120.871591,4.51,0.2172949002217297
sh.603021,2025-11-14,5.63,5.76,5.56,5.76,5.49,4432120.0,25249518.2,1.3853,1,0.05,ST,5.76,True,2,1822675102.8658051,4.37,0.3180778032036613
sh.603021,2025-11-24,5.15,5.34,5.07,5.34,5.09,7479260.0,39383228.4,2.3376,1,0.05,ST,5.34,True,1,1684771919.9178643,4.61,0.15835140997830788
sh.603021,2025-12-17,4.43,4.73,4.41,4.73,4.5,6580900.0,30108795.0,2.0569,1,0.05,ST,4.73,True,1,1463794788.2736156,5.54,-0.14620938628158842
sh.603022,2025-12-18,9.54,10.53,9.52,10.53,9.57,28820920.0,298402378.37,14.4105,0,0.1,主板,10.53,True,1,2070728832.2403803,10.57,-0.0037842951750237663
sh.603023,2025-12-08,4.54,4.95,4.5,4.95,4.5,69140550.0,335917600.02,12.3882,0,0.1,主板,4.95,True,1,2711593290.5506854,4.31,0.14849187935034824
sh.603023,2025-12-16,5.01,5.17,4.93,5.17,4.7,74876647.0,383126477.57,13.4159,0,0.1,主板,5.17,True,1,2855764261.585134,4.38,0.18036529680365287
sh.603023,2025-12-18,4.71,5.27,4.71,5.27,4.79,70531388.0,366421950.43,12.6374,0,0.1,主板,5.27,True,1,2899504252.6943836,4.23,0.2458628841607562
sh.603023,2025-12-19,5.25,5.8,5.19,5.8,5.27,127050817.0,707595655.58,22.7642,0,0.1,主板,5.8,True,2,3108370404.3190627,4.01,0.44638403990024944
sh.603026,2025-11-12,75.0,83.07,72.52,83.07,75.52,27647862.0,2185422595.81,13.6411,0,0.1,主板,83.07,True,1,16020867787.861685,57.48,0.4451983298538622
sh.603026,2025-11-13,87.77,91.38,87.22,91.38,83.07,7242678.0,655215431.08,3.5735,0,0.1,主板,91.38,True,2,18335397539.666992,57.28,0.5953212290502792
sh.603026,2025-11-14,98.69,100.52,96.0,100.52,91.38,13784857.0,1366850923.22,6.8013,0,0.1,主板,100.52,True,3,20096906815.16769,57.98,0.7337012763021731
sh.603028,2025-12-25,8.0,8.73,7.95,8.73,7.94,20340135.0,171040642.3,7.1572,0,0.1,主板,8.73,True,1,2389770333.370592,7.73,0.12936610608020693
sh.603030,2025-11-03,3.48,3.75,3.48,3.75,3.41,156331147.0,573345436.44,11.8708,0,0.1,主板,3.75,True,1,4829880348.754929,3.13,0.1980830670926519
sh.603031,2025-12-12,40.7,44.19,39.68,44.19,40.17,14200206.0,609817361.66,6.7261,0,0.1,主板,44.19,True,1,9066433173.161266,40.28,0.0970705064548163
sh.603031,2025-12-19,39.19,42.9,39.01,42.9,39.0,13188923.0,546792957.7,6.2471,0,0.1,主板,42.9,True,1,8752748598.549728,36.23,0.18410157328181076
sh.603040,2025-11-06,74.44,82.42,74.44,82.42,74.93,4006280.0,318786829.06,2.9507,0,0.1,主板,82.42,True,1,10803769582.133053,81.7,0.008812729498163918
sh.603042,2025-12-08,16.05,17.67,16.05,17.67,16.06,21711798.0,372898561.82,13.52,0,0.1,主板,17.67,True,1,2758125457.248521,16.12,0.09615384615384626
sh.603052,2025-11-04,29.0,32.08,28.88,32.08,29.16,14812092.0,462725020.5,7.8831,0,0.1,主板,32.08,True,1,5869835730.867299,32.25,-0.005271317829457445
sh.603052,2025-11-06,32.24,36.63,32.12,36.63,33.3,20742739.0,719633059.25,11.0394,0,0.1,主板,36.63,True,1,6518769672.717719,31.38,0.16730401529636718
sh.603052,2025-11-25,29.17,31.8,29.1,31.8,28.91,4044116.0,124308492.2,2.1523,0,0.1,主板,31.8,True,1,5775611773.451657,29.2,0.08904109589041109
sh.603052,2025-12-05,29.65,32.58,29.55,32.58,29.62,7903972.0,247841445.96,4.2065,0,0.1,主板,32.58,True,1,5891868440.746464,37.81,-0.13832319492197842
sh.603061,2025-11-06,123.55,134.97,123.55,134.97,122.7,2726556.0,355473428.06,6.5188,0,0.1,主板,134.97,True,1,5453050071.48555,137.5,-0.018399999999999972
sh.603067,2025-11-04,26.01,28.06,26.01,28.06,25.51,34435013.0,958992366.41,4.8448,0,0.1,主板,28.06,True,1,19794261195.714993,18.07,0.5528500276701716
sh.603067,2025-11-06,31.59,33.1,30.98,33.1,30.09,70078760.0,2257582893.37,9.8597,0,0.1,主板,33.1,True,1,22897074894.469406,19.03,0.7393589069889648
sh.603067,2025-12-05,26.2,28.82,26.2,28.82,26.2,44080375.0,1232719792.22,6.2019,0,0.1,主板,28.82,True,1,19876486112.6429,33.2,-0.1319277108433735
sh.603068,2025-11-26,35.9,39.14,35.68,39.14,35.58,9173204.0,350356682.91,6.0982,0,0.1,主板,39.14,True,1,5745247497.786232,39.21,-0.0017852588625351107
sh.603068,2025-12-01,40.9,42.55,40.9,42.55,38.68,11360287.0,481185086.85,7.5521,0,0.1,主板,42.55,True,1,6371540192.13199,37.97,0.12062154332367658
sh.603069,2025-12-19,21.57,23.86,21.5,23.86,21.69,23487460.0,542684460.36,7.4327,0,0.1,主板,23.86,True,1,7301309892.232971,25.43,-0.06173810460086515
sh.603069,2025-12-22,26.0,26.25,25.6,26.25,23.86,15117102.0,396087091.28,4.7839,0,0.1,主板,26.25,True,2,8279585511.402829,24.58,0.0679414157851912
sh.603069,2025-12-23,28.88,28.88,28.88,28.88,26.25,5742190.0,165834447.2,1.8171,0,0.1,主板,28.88,True,3,9126324759.231743,24.94,0.1579791499599037
sh.603069,2025-12-26,27.12,30.38,27.12,30.38,27.62,59254195.0,1749390085.68,18.7513,0,0.1,主板,30.38,True,1,9329433616.229275,25.53,0.18997258127692906
sh.603077,2025-12-01,2.22,2.41,2.22,2.41,2.19,347433489.0,825250646.29,3.9341,0,0.1,主板,2.41,True,1,20976859924.50624,2.19,0.10045662100456632
sh.603079,2025-11-05,18.49,20.2,18.49,20.2,18.36,22092892.0,438513636.16,12.9056,0,0.1,主板,20.2,True,1,3397855474.832631,16.89,0.19597394908229715
sh.603090,2025-12-09,45.0,50.0,45.0,50.0,45.45,12840600.0,626610674.0,12.8406,0,0.1,主板,50.0,True,1,4879917402.6135845,46.83,0.0676916506512919
sh.603090,2025-12-17,48.34,53.16,48.21,53.16,48.33,8724500.0,451488464.0,8.7245,0,0.1,主板,53.16,True,1,5174949441.228724,46.17,0.1513970110461338
sh.603090,2025-12-24,56.57,61.67,56.38,61.67,56.06,5425900.0,326122103.0,5.4259,0,0.1,主板,61.67,True,1,6010470207.707477,44.09,0.3987298707189839
sh.603092,2025-12-03,66.54,73.8,66.54,73.8,67.09,6501632.0,462554017.82,19.4354,0,0.1,主板,73.8,True,1,2379956254.1547894,,
sh.603095,2025-12-10,14.53,15.95,14.45,15.95,14.5,11100601.0,173875443.34,4.2981,0,0.1,主板,15.95,True,1,4045402464.8100324,16.36,-0.02506112469437649
sh.603095,2025-12-25,14.47,15.96,14.47,15.96,14.51,11284865.0,176172246.29,4.3694,0,0.1,主板,15.96,True,1,4031955103.446697,14.44,0.10526315789473695
sh.603097,2025-11-24,24.25,25.93,24.1,25.93,23.57,4247000.0,106740828.0,2.6544,0,0.1,主板,25.93,True,1,4021278933.0922246,26.33,-0.01519179642992774
sh.603097,2025-12-24,27.7,30.42,27.7,30.42,27.65,8802699.0,254477586.58,5.5017,0,0.1,主板,30.42,True,1,4625435530.4724,26.7,0.1393258426966293
sh.603101,2025-12-10,10.59,10.59,10.59,10.59,9.63,9160227.0,97006803.93,1.9473,0,0.1,主板,10.59,True,1,4981605501.463565,11.04,-0.040760869565217295
sh.603105,2025-11-05,9.5,10.52,9.45,10.52,9.56,45096921.0,456800495.64,9.0193,0,0.1,主板,10.52,True,1,5064700094.685841,9.25,0.13729729729729723
sh.603106,2025-11-24,12.0,12.36,11.44,12.36,11.24,40314360.0,484883807.54,7.745,0,0.1,主板,12.36,True,1,6260604358.166559,10.25,0.20585365853658533
sh.603106,2025-12-02,12.23,13.37,12.21,13.37,12.15,29023751.0,381770754.07,5.5759,0,0.1,主板,13.37,True,1,6846800589.501246,10.29,0.2993197278911566
sh.603109,2025-11-06,27.72,30.42,27.65,30.42,27.65,10417998.0,309264990.56,4.9883,0,0.1,主板,30.42,True,1,6199807360.423391,29.32,0.03751705320600274
sh.603113,2025-11-27,5.95,6.51,5.91,6.51,5.92,44142234.0,281381212.62,5.2024,0,0.1,主板,6.51,True,1,5408680851.530064,6.5,0.0015384615384614886
sh.603113,2025-12-02,6.28,6.92,6.18,6.92,6.29,53999753.0,356878561.17,6.3642,0,0.1,主板,6.92,True,1,5607595002.8283205,6.16,0.12337662337662336
sh.603116,2025-12-29,5.78,6.3,5.67,6.3,5.73,21933680.0,134653891.4,3.8066,0,0.1,主板,6.3,True,1,3537379588.083854,6.17,0.021069692058346856
sh.603119,2025-12-25,90.21,99.25,90.21,99.25,90.23,18688271.0,1798215028.25,9.1663,0,0.1,主板,99.25,True,1,19617675924.3097,92.5,0.0729729729729729
sh.603119,2025-12-30,108.4,117.81,105.58,117.81,107.1,22682138.0,2550089138.38,11.1253,0,0.1,主板,117.81,True,1,22921531449.75866,91.85,0.2826347305389223
sh.603121,2025-12-01,16.0,17.59,15.99,17.59,15.99,22061643.0,376714555.42,6.5168,0,0.1,主板,17.59,True,1,5780667742.143384,16.43,0.07060255629945233
sh.603122,2025-11-03,10.77,10.77,10.51,10.77,9.79,25225380.0,271109160.14,6.3372,0,0.1,主板,10.77,True,5,4278059081.9289274,6.43,0.6749611197511665
sh.603122,2025-11-04,11.85,11.85,11.61,11.85,10.77,24698800.0,292415981.0,6.2049,0,0.1,主板,11.85,True,6,4712662266.91808,6.43,0.8429237947122863
sh.603122,2025-11-05,13.04,13.04,13.04,13.04,11.85,5867110.0,76507114.4,1.474,0,0.1,主板,13.04,True,7,5190441953.867028,6.42,1.0311526479750777
sh.603122,2025-11-06,14.34,14.34,13.14,14.34,13.04,125405436.0,1757103346.99,31.5047,0,0.1,主板,14.34,True,8,5577273698.813193,6.4,1.2406249999999996
sh.603122,2025-11-07,14.14,15.77,13.0,15.77,14.34,126770791.0,1781413029.27,31.8477,0,0.1,主板,15.77,True,9,5593537458.811782,6.42,1.4563862928348907
sh.603122,2025-11-11,17.0,18.26,16.99,18.26,16.6,48778396.0,869959941.09,12.2543,0,0.1,主板,18.26,True,1,7099221833.07084,6.36,1.8710691823899372
sh.603122,2025-11-12,20.0,20.09,19.01,20.09,18.26,61214196.0,1222747899.97,15.3784,0,0.1,主板,20.09,True,2,7951073583.532747,6.4,2.1390624999999996
sh.603122,2025-11-13,21.0,22.1,20.97,22.1,20.09,48326694.0,1051529880.45,12.1408,0,0.1,主板,22.1,True,3,8661125135.493542,6.38,2.4639498432601883
sh.603122,2025-11-20,23.8,26.18,23.8,26.18,23.8,97376156.0,2457631755.97,24.4631,0,0.1,主板,26.18,True,1,10046280953.640379,6.64,2.9427710843373496
sh.603122,2025-12-02,22.99,25.56,22.96,25.56,23.24,100019563.0,2478138002.34,25.1272,0,0.1,主板,25.56,True,1,9862372259.304659,11.85,1.1569620253164556
sh.603122,2025-12-05,24.12,26.53,24.12,26.53,24.12,59494258.0,1541923928.74,14.9463,0,0.1,主板,26.53,True,1,10316425662.137117,15.77,0.6823081800887763
sh.603122,2025-12-08,29.16,29.18,28.6,29.18,26.53,20782520.0,605425828.2,5.221,0,0.1,主板,29.18,True,2,11595974491.47673,16.6,0.7578313253012046
sh.603123,2025-12-16,11.6,12.84,11.57,12.84,11.67,50438100.0,634868243.15,7.7326,0,0.1,主板,12.84,True,1,8210281705.377234,12.47,0.02967121090617475
sh.603123,2025-12-17,13.02,14.12,13.02,14.12,12.84,128939706.0,1743731163.74,19.7677,0,0.1,主板,14.12,True,2,8821113046.73786,12.17,0.16023007395234168
sh.603123,2025-12-29,14.43,16.03,13.81,16.03,14.57,156618590.0,2366876147.0,24.0111,0,0.1,主板,16.03,True,1,9857424886.823177,11.63,0.3783319002579535
sh.603124,2025-12-17,68.37,75.33,68.24,75.33,68.48,4611990.0,339088132.2,15.7806,0,0.1,主板,75.33,True,1,2148765776.9666553,75.8,-0.006200527704485426
sh.603127,2025-12-12,31.25,34.35,31.24,34.35,31.23,50004212.0,1665989802.74,7.9311,0,0.1,主板,34.35,True,1,21005784856.325104,33.1,0.03776435045317217
sh.603129,2025-11-19,233.65,253.73,231.99,253.73,230.66,2723265.0,668702691.54,1.7848,0,0.1,主板,253.73,True,1,37466533591.43882,237.4,0.06878685762426273
sh.603130,2025-11-25,35.8,38.68,35.8,38.68,35.16,3203195.0,121459132.2,2.3294,0,0.1,主板,38.68,True,1,5214180999.398987,41.99,-0.07882829245058354
sh.603130,2025-12-25,48.0,52.44,46.88,52.44,47.67,4736352.0,236786370.88,3.4443,0,0.1,主板,52.44,True,1,6874731320.732805,40.83,0.2843497428361499
sh.603130,2025-12-31,51.49,56.65,50.91,56.65,51.5,6055309.0,330639816.39,4.4034,0,0.1,主板,56.65,True,1,7508739074.124538,42.64,0.3285647279549717
sh.603131,2025-11-07,23.15,25.26,22.69,25.26,22.96,59329870.0,1463882608.24,18.6576,0,0.1,主板,25.26,True,1,7846039191.750279,21.43,0.17872141857209534
sh.603131,2025-11-12,25.0,27.8,24.62,27.8,25.27,44831106.0,1164650362.54,14.0982,0,0.1,主板,27.8,True,1,8260986243.208352,22.12,0.2567811934900541
sh.603132,2025-11-13,13.71,15.07,13.71,15.07,13.7,14599900.0,211918598.74,1.4928,0,0.1,主板,15.07,True,1,14196047611.200432,14.08,0.0703125
sh.603155,2025-11-25,16.87,18.02,16.65,18.02,16.38,4436797.0,78580582.94,1.405,0,0.1,主板,18.02,True,1,5592924052.669039,15.95,0.12978056426332296
sh.603155,2025-11-26,19.82,19.82,19.56,19.82,18.02,15279939.0,302732316.26,4.8387,0,0.1,主板,19.82,True,2,6256480382.334098,15.83,0.25205306380290593
sh.603156,2025-12-31,27.5,28.75,26.61,28.75,26.14,19378048.0,536011002.13,1.5376,0,0.1,主板,28.75,True,1,34860236871.09782,27.31,0.05272793848407176
sh.603162,2025-11-26,11.04,12.16,11.0,12.16,11.05,16997746.0,201953186.57,6.0912,0,0.1,主板,12.16,True,1,3315490979.9382715,11.33,0.07325684024713142
sh.603163,2025-11-03,45.88,50.49,45.51,50.49,45.9,8232119.0,402472706.16,8.2321,0,0.1,主板,50.49,True,1,4889064833.517571,47.91,0.05385097056981847
sh.603163,2025-11-18,42.44,46.75,42.1,46.75,42.5,5060289.0,229394847.35,5.0603,0,0.1,主板,46.75,True,1,4533226238.562931,43.88,0.06540565177757518
sh.603163,2025-11-24,43.05,47.37,43.02,47.37,43.06,3714500.0,168934713.5,3.7145,0,0.1,主板,47.37,True,1,4547979903.082515,45.4,0.04339207048458138
sh.603163,2025-12-02,53.91,58.27,52.03,58.27,52.97,4318345.0,238637256.65,4.3183,0,0.1,主板,58.27,True,1,5526185226.825372,49.25,0.1831472081218275
sh.603163,2025-12-12,59.31,65.93,59.31,65.93,59.94,3657216.0,230229924.78,3.6572,0,0.1,主板,65.93,True,1,6295251142.404025,43.16,0.5275718257645972
sh.603163,2025-12-22,58.64,64.55,58.61,64.55,58.68,2706550.0,170852928.0,2.7066,0,0.1,主板,64.55,True,1,6312455774.7727785,47.37,0.36267679966223354
sh.603163,2025-12-23,67.5,71.01,66.6,71.01,64.55,1375289.0,95355813.89,1.3753,0,0.1,主板,71.01,True,2,6933455528.975497,51.06,0.39071680376028195
sh.603163,2025-12-24,78.11,78.11,75.0,78.11,71.01,3730723.0,290396882.53,3.7307,0,0.1,主板,78.11,True,3,7783978409.6818285,50.57,0.5445916551315009
sh.603163,2025-12-25,79.99,85.92,77.89,85.92,78.11,7226490.0,586472850.99,7.2265,0,0.1,主板,85.92,True,4,8115586397.149381,52.77,0.6281978396816372
sh.603169,2025-11-03,9.35,9.58,9.35,9.58,8.71,49310250.0,470291792.0,3.7748,0,0.1,主板,9.58,True,1,12458720779.90887,7.89,0.21419518377693292
sh.603169,2025-11-04,10.33,10.54,9.9,10.54,9.58,248199814.0,2559032497.77,19.0003,0,0.1,主板,10.54,True,2,13468379434.90366,7.88,0.3375634517766497
sh.603169,2025-11-07,10.21,11.72,10.2,11.72,10.65,264648979.0,3036079916.8,20.2596,0,0.1,主板,11.72,True,1,14985882824.932379,8.64,0.3564814814814814
sh.603175,2025-11-04,68.45,75.2,67.62,75.2,68.36,16231358.0,1167442948.14,36.89,0,0.1,主板,75.2,True,1,3164659658.8235297,,
sh.603177,2025-12-05,10.99,12.13,10.93,12.13,11.03,11281550.0,132538030.5,5.525,0,0.1,主板,12.13,True,1,2398878380.0904975,11.97,0.013366750208855471
sh.603185,2025-11-07,29.64,32.54,29.62,32.54,29.58,48019938.0,1500413266.96,7.0719,0,0.1,主板,32.54,True,1,21216550954.623226,22.01,0.47841890049977276
sh.603185,2025-11-10,34.35,35.79,34.0,35.79,32.54,63594707.0,2247815710.27,9.3656,0,0.1,主板,35.79,True,2,24000765677.265736,21.41,0.6716487622606258
sh.603186,2025-11-25,39.57,42.98,39.5,42.98,39.07,12785900.0,535288019.0,9.0027,0,0.1,主板,42.98,True,1,5945860897.286369,51.24,-0.1612021857923498
sh.603188,2025-11-03,4.58,4.84,4.51,4.84,4.4,51027100.0,240357865.0,8.9495,0,0.1,主板,4.84,True,1,2685712777.2501254,4.07,0.18918918918918903
sh.603188,2025-11-06,4.8,5.35,4.77,5.35,4.86,69822961.0,364671630.1,12.246,0,0.1,主板,5.35,True,1,2977883636.2894006,4.05,0.3209876543209875
sh.603192,2025-12-29,23.76,26.11,23.73,26.11,23.74,10500380.0,267792645.3,7.5322,0,0.1,主板,26.11,True,1,3555304496.694193,23.76,0.09890572390572383
sh.603192,2025-12-30,26.24,28.72,26.19,28.72,26.11,15070770.0,412753698.4,10.8107,0,0.1,主板,28.72,True,2,3818010844.8111587,23.45,0.2247334754797441
sh.603203,2025-12-23,32.78,35.73,32.49,35.73,32.48,11058940.0,390412228.81,4.4386,0,0.1,主板,35.73,True,1,8795841680.034246,29.18,0.2244688142563398
sh.603211,2025-12-30,21.48,23.61,21.4,23.61,21.46,15692800.0,359081018.0,5.7735,0,0.1,主板,23.61,True,1,6219468571.923443,17.32,0.363163972286374
sh.603212,2025-11-19,13.62,13.62,13.62,13.62,12.38,15730759.0,214252937.58,3.5957,0,0.1,主板,13.62,True,1,5958587690.296743,11.13,0.22371967654986502
sh.603212,2025-11-27,12.07,13.28,12.07,13.28,12.07,36283641.0,465697716.71,8.2936,0,0.1,主板,13.28,True,1,5615145614.811421,11.52,0.15277777777777768
sh.603212,2025-12-16,12.78,13.77,12.27,13.77,12.52,62669278.0,832862272.69,14.3247,0,0.1,主板,13.77,True,1,5814169041.515704,12.38,0.1122778675282714
sh.603216,2025-11-19,17.27,17.27,17.27,17.27,15.7,2226200.0,38446474.0,0.9997,0,0.1,主板,17.27,True,1,3845801140.342102,16.78,0.029201430274135687
