code,date,open,high,low,close,preclose,volume,amount,turn,isST,pct,board,limit_price,is_limitup,streak,circ_mkt_est,close_20d_ago,ret_20d_pre
sz.000566,2025-12-23,8.51,8.76,8.4,8.76,7.96,343074878.0,2966027873.35,29.4259,0,0.1,主板,8.76,True,3,10079650489.36481,8.4,0.042857142857142705
sz.000567,2025-12-10,6.32,6.94,6.22,6.94,6.31,71520363.0,478421821.26,3.6679,0,0.1,主板,6.94,True,1,13043480500.013632,7.55,-0.08079470198675487
sz.000567,2025-12-22,6.38,6.85,6.35,6.85,6.23,54060337.0,362552326.81,2.7725,0,0.1,主板,6.85,True,1,13076729551.307484,7.22,-0.05124653739612195
sz.000571,2025-12-03,5.77,6.49,5.76,6.49,5.9,106532737.0,672120190.44,13.0877,0,0.1,主板,6.49,True,1,5135510368.055503,5.86,0.10750853242320813
sz.000571,2025-12-08,6.38,7.01,6.3,7.01,6.37,105011341.0,706294730.01,12.9008,0,0.1,主板,7.01,True,1,5474813422.50093,5.46,0.28388278388278376
sz.000571,2025-12-22,5.59,6.15,5.52,6.15,5.59,89382008.0,534280659.88,10.9807,0,0.1,主板,6.15,True,1,4865633883.814328,5.42,0.1346863468634687
sz.000572,2025-11-03,6.89,7.26,6.83,7.26,6.6,143098976.0,1024362293.04,8.7136,0,0.1,主板,7.26,True,2,11755902187.84429,5.4,0.34444444444444433
sz.000572,2025-11-04,7.95,7.99,7.47,7.99,7.26,198902333.0,1575670010.64,12.1116,0,0.1,主板,7.99,True,3,13009594195.977411,5.73,0.3944153577661431
sz.000572,2025-11-05,8.7,8.79,8.54,8.79,7.99,60248642.0,525976695.32,3.6687,0,0.1,主板,8.79,True,4,14336868518.00365,5.82,0.5103092783505152
sz.000572,2025-11-07,9.9,9.9,9.28,9.9,9.0,462069529.0,4523350168.92,28.1363,0,0.1,主板,9.9,True,1,16076563616.822397,5.73,0.7277486910994764
sz.000572,2025-11-13,9.06,10.04,9.02,10.04,9.13,255541020.0,2500791255.07,15.5604,0,0.1,主板,10.04,True,1,16071510083.738209,7.14,0.4061624649859943
sz.000572,2025-12-02,9.06,9.83,8.81,9.83,8.94,251882370.0,2345394295.37,15.3376,0,0.1,主板,9.83,True,1,15291794644.338095,7.99,0.23028785982478106
sz.000572,2025-12-10,9.04,10.01,8.86,10.01,9.1,395285714.0,3756952680.76,24.0697,0,0.1,主板,10.01,True,1,15608639412.871784,9.13,0.09638554216867457
sz.000572,2025-12-22,8.44,9.36,8.43,9.36,8.51,282213782.0,2576960114.97,17.1845,0,0.1,主板,9.36,True,1,14995839942.797289,8.51,0.099882491186839
sz.000592,2025-11-03,7.7,7.79,7.52,7.79,7.08,146166090.0,1127176833.82,7.6323,0,0.1,主板,7.79,True,2,14768507970.336596,3.49,1.2320916905444124
sz.000592,2025-11-04,8.31,8.57,7.8,8.57,7.79,374394453.0,3116414764.15,19.5497,0,0.1,主板,8.57,True,3,15940985100.28287,3.52,1.4346590909090908
sz.000592,2025-11-05,9.0,9.43,8.9,9.43,8.57,622537512.0,5783565559.72,32.5069,0,0.1,主板,9.43,True,4,17791808999.689297,3.55,1.656338028169014
sz.000592,2025-11-13,8.71,9.89,8.71,9.89,8.99,625026612.0,5892493135.88,32.6369,0,0.1,主板,9.89,True,1,18054696174.820526,3.37,1.934718100890208
sz.000592,2025-11-14,9.98,10.88,9.6,10.88,9.89,317842127.0,3321704532.44,16.5967,0,0.1,主板,10.88,True,2,20014247003.56095,3.71,1.9326145552560647
sz.000592,2025-11-17,11.97,11.97,11.97,11.97,10.88,24364258.0,291640168.26,1.2722,0,0.1,主板,11.97,True,3,22924081768.589844,4.08,1.933823529411765
sz.000592,2025-11-28,9.69,10.73,9.53,10.73,9.75,592847751.0,6074366699.11,30.9566,0,0.1,主板,10.73,True,1,19622202370.77069,7.08,0.5155367231638419
sz.000592,2025-12-02,11.45,12.51,11.43,12.51,11.37,312248147.0,3798667061.26,16.3046,0,0.1,主板,12.51,True,1,23298130964.635746,8.57,0.45974329054842467
sz.000593,2025-11-04,9.51,10.23,9.28,10.23,9.3,39018725.0,381305771.68,10.8844,0,0.1,主板,10.23,True,1,3503231888.5744734,7.38,0.38617886178861793
sz.000593,2025-11-12,10.71,11.44,10.54,11.44,10.4,87191888.0,979327466.98,24.3224,0,0.1,主板,11.44,True,1,4026442567.2630997,7.01,0.6319543509272467
sz.000593,2025-12-02,11.98,13.02,11.95,13.02,11.84,57168734.0,714912345.38,15.9474,0,0.1,主板,13.02,True,1,4482939823.294079,10.23,0.2727272727272727
sz.000593,2025-12-25,10.33,11.35,10.3,11.35,10.32,27796208.0,306114898.92,7.7538,0,0.1,主板,11.35,True,1,3947933902.344657,11.26,0.00799289520426294
sz.000595,2025-11-12,5.46,5.75,5.45,5.75,5.48,30244571.0,172380075.61,2.6562,1,0.05,ST,5.75,True,1,6489725006.0236435,4.92,0.16869918699186992
sz.000595,2025-11-17,5.75,6.02,5.7,6.02,5.73,21034632.0,125067336.64,1.8473,1,0.05,ST,6.02,True,1,6770277520.705895,5.01,0.20159680638722555
sz.000608,2025-11-04,2.2,2.31,2.18,2.31,2.2,29465832.0,67144616.64,3.9529,1,0.05,ST,2.31,True,1,1698616626.7803385,1.94,0.19072164948453607
sz.000608,2025-11-07,2.22,2.34,2.21,2.34,2.23,26974260.0,62401398.6,3.6186,1,0.05,ST,2.34,True,1,1724462460.6201296,1.96,0.19387755102040805
sz.000608,2025-11-11,2.37,2.44,2.35,2.44,2.32,11080351.0,26763189.44,1.4864,1,0.05,ST,2.44,True,1,1800537502.6910658,1.91,0.2774869109947644
sz.000608,2025-11-17,2.6,2.6,2.6,2.6,2.48,3776140.0,9817964.0,0.5066,1,0.05,ST,2.6,True,1,1938011054.0860639,1.92,0.35416666666666674
sz.000608,2025-11-18,2.73,2.73,2.73,2.73,2.6,2473203.0,6751844.19,0.3318,1,0.05,ST,2.73,True,2,2034913860.7594938,1.94,0.40721649484536093
sz.000608,2025-12-02,2.63,2.77,2.62,2.77,2.64,30381483.0,83096198.61,4.0757,1,0.05,ST,2.77,True,1,2038820291.2383146,2.31,0.19913419913419905
sz.000608,2025-12-24,2.46,2.57,2.45,2.57,2.45,15828102.0,40024723.1,2.1234,1,0.05,ST,2.57,True,1,1884935626.8249035,2.63,-0.02281368821292773
sz.000609,2025-11-03,7.61,7.61,7.61,7.61,7.25,3133501.0,23845942.61,1.0766,1,0.05,ST,7.61,True,8,2214930578.673602,4.24,0.7948113207547169
sz.000609,2025-11-04,7.99,7.99,7.99,7.99,7.61,2347161.0,18753816.39,0.8064,1,0.05,ST,7.99,True,9,2325622072.172619,4.23,0.8888888888888888
sz.000609,2025-11-05,8.39,8.39,8.39,8.39,7.99,1713814.0,14378899.46,0.5888,1,0.05,ST,8.39,True,10,2442068522.4184785,4.31,0.946635730858469
sz.000609,2025-11-06,8.81,8.81,8.81,8.81,8.39,315801.0,2782206.81,0.1085,1,0.05,ST,8.81,True,11,2564245907.8341017,4.43,0.9887133182844245
sz.000609,2025-11-07,9.25,9.25,8.56,9.25,8.81,59256838.0,540822917.96,20.3591,1,0.05,ST,9.25,True,12,2656418593.945705,4.31,1.146171693735499
sz.000609,2025-11-10,9.71,9.71,9.71,9.71,9.25,553683.0,5376261.93,0.1902,1,0.05,ST,9.71,True,13,2826636135.6466875,4.3,1.2581395348837212
sz.000609,2025-11-11,10.2,10.2,10.2,10.2,9.71,228610.0,2331822.0,0.0785,1,0.05,ST,10.2,True,14,2970473885.3503184,4.29,1.3776223776223775
sz.000609,2025-11-12,10.71,10.71,10.71,10.71,10.2,158901.0,1701829.71,0.0546,1,0.05,ST,10.71,True,15,3116904230.7692304,4.23,1.5319148936170213
sz.000609,2025-11-18,11.25,11.25,11.25,11.25,10.71,692337.0,7788791.25,0.2379,1,0.05,ST,11.25,True,1,3273976986.128626,4.9,1.2959183673469385
sz.000609,2025-11-19,11.81,11.81,11.81,11.81,11.25,706968.0,8349292.08,0.2429,1,0.05,ST,11.81,True,2,3437337208.7278714,5.15,1.2932038834951456
sz.000609,2025-11-20,12.4,12.4,11.91,12.4,11.81,24232897.0,300338099.8,8.3258,1,0.05,ST,12.4,True,3,3607318213.2647915,5.41,1.2920517560073939
sz.000609,2025-11-25,12.1,12.68,12.1,12.68,12.08,20678385.0,251931747.16,7.1046,1,0.05,ST,12.68,True,1,3546037034.597303,6.26,1.0255591054313098
sz.000609,2025-11-26,13.31,13.31,13.31,13.31,12.68,592002.0,7879546.62,0.2034,1,0.05,ST,13.31,True,2,3873916725.6637173,6.57,1.025875190258752
sz.000609,2025-12-02,10.84,11.98,10.84,11.98,11.41,49082573.0,568774194.89,16.8635,1,0.05,ST,11.98,True,1,3372812256.5896764,7.99,0.49937421777221536
sz.000609,2025-12-15,9.16,9.43,9.1,9.43,8.98,10767241.0,100783877.48,3.6993,1,0.05,ST,9.43,True,1,2724404008.3258996,10.71,-0.11951447245564906
sz.000609,2025-12-18,9.87,10.28,9.81,10.28,9.79,18864516.0,191916813.84,6.4814,1,0.05,ST,10.28,True,1,2961039495.170797,12.4,-0.17096774193548392
sz.000609,2025-12-25,9.35,9.61,9.34,9.61,9.15,9076901.0,86464572.43,3.1186,1,0.05,ST,9.61,True,1,2772544488.873213,12.64,-0.23971518987341778
sz.000615,2025-11-10,4.0,4.22,4.0,4.22,4.02,16316784.0,68046355.0,2.1399,1,0.05,ST,4.22,True,1,3179884807.7012944,3.47,0.21613832853025916
sz.000615,2025-11-12,4.34,4.54,4.32,4.54,4.32,13725600.0,61382783.0,1.8001,1,0.05,ST,4.54,True,1,3409965168.6017447,3.52,0.2897727272727273
sz.000615,2025-11-13,4.67,4.77,4.61,4.77,4.54,10572220.0,50058439.4,1.3865,1,0.05,ST,4.77,True,2,3610417554.9945908,3.45,0.3826086956521737
sz.000615,2025-12-29,3.71,3.71,3.71,3.71,3.53,691790.0,2566540.9,0.0748,1,0.05,ST,3.71,True,1,3431204411.764705,4.13,-0.10169491525423724
sz.000619,2025-11-11,6.5,7.15,6.45,7.15,6.5,20436412.0,144790257.8,5.6768,0,0.1,主板,7.15,True,1,2550561192.925592,5.92,0.2077702702702704
sz.000619,2025-11-12,7.54,7.87,7.54,7.87,7.15,52924014.0,413124651.69,14.7011,0,0.1,主板,7.87,True,2,2810161496.0105023,5.99,0.313856427378965
sz.000620,2025-11-03,2.45,2.73,2.41,2.73,2.48,478263797.0,1260267427.27,10.2374,0,0.1,主板,2.73,True,1,12310424788.22748,1.62,0.6851851851851851
sz.000620,2025-11-04,2.95,3.0,2.91,3.0,2.73,167343220.0,496754086.81,3.582,0,0.1,主板,3.0,True,2,13868064958.403128,1.63,0.8404907975460123
sz.000620,2025-11-05,3.15,3.3,3.03,3.3,3.0,571319091.0,1836047809.08,12.2292,0,0.1,主板,3.3,True,3,15013637924.639385,1.62,1.0370370370370368
sz.000620,2025-11-10,3.25,3.48,3.25,3.48,3.16,642214422.0,2215079582.45,13.7468,0,0.1,主板,3.48,True,1,16113419722.771845,1.64,1.1219512195121952
sz.000620,2025-11-14,3.17,3.48,3.11,3.48,3.16,606085281.0,2070221531.11,12.9734,0,0.1,主板,3.48,True,1,15957432370.1574,1.64,1.1219512195121952
sz.000620,2025-11-17,3.61,3.83,3.55,3.83,3.48,542014501.0,2007968493.75,11.602,0,0.1,主板,3.83,True,2,17307089241.079124,1.8,1.1277777777777778
sz.000620,2025-11-25,3.11,3.25,3.06,3.25,2.95,233626585.0,748519734.41,5.0008,0,0.1,主板,3.25,True,1,14967999808.230682,3.19,0.018808777429467183
sz.000620,2025-12-15,2.62,2.96,2.6,2.96,2.69,367453631.0,1054113549.97,7.8654,0,0.1,主板,2.96,True,1,13401906450.65731,3.83,-0.22715404699738906
sz.000629,2025-11-05,2.93,3.25,2.92,3.25,2.95,224917678.0,710084790.49,2.421,0,0.1,主板,3.25,True,1,29330226786.038826,3.07,0.05863192182410426
sz.000631,2025-11-11,3.27,3.59,3.26,3.59,3.26,48431376.0,165696839.84,2.022,0,0.1,主板,3.59,True,1,8194700288.822948,3.18,0.12893081761006275
sz.000631,2025-11-12,3.79,3.95,3.72,3.95,3.59,158249125.0,617846156.88,6.6067,0,0.1,主板,3.95,True,2,9351811901.25176,3.2,0.234375
sz.000632,2025-11-03,4.22,4.6,4.19,4.6,4.18,30664100.0,136654096.0,6.5876,0,0.1,主板,4.6,True,1,2074413989.9204566,3.83,0.20104438642297628
sz.000632,2025-11-07,4.5,4.94,4.49,4.94,4.49,118620067.0,569146675.31,25.4833,0,0.1,主板,4.94,True,1,2233410411.1712375,3.91,0.26342710997442453
sz.000632,2025-11-10,5.25,5.43,5.22,5.43,4.94,75790222.0,406956753.45,16.2821,0,0.1,主板,5.43,True,2,2499411952.0823483,3.88,0.39948453608247414
sz.000632,2025-11-11,5.97,5.97,5.97,5.97,5.43,15362513.0,91714202.61,3.3003,0,0.1,主板,5.97,True,3,2778965627.670212,3.89,0.5347043701799485
sz.000632,2025-11-12,6.57,6.57,6.57,6.57,5.97,5535961.0,36371263.77,1.1893,0,0.1,主板,6.57,True,4,3058207665.8538637,3.89,0.6889460154241644
sz.000632,2025-11-13,7.23,7.23,7.01,7.23,6.57,66012257.0,475708150.83,14.1815,0,0.1,主板,7.23,True,5,3354427605.18986,3.87,0.8682170542635659
sz.000632,2025-11-14,7.95,7.95,7.5,7.95,7.23,152898789.0,1210426210.7,32.8474,0,0.1,主板,7.95,True,6,3684998540.8281937,3.91,1.0332480818414322
sz.000632,2025-11-17,7.91,8.75,7.91,8.75,7.95,210107697.0,1788923067.84,45.1377,0,0.1,主板,8.75,True,7,3963257028.6922016,3.99,1.1929824561403506
sz.000632,2025-12-05,6.8,7.57,6.75,7.57,6.88,96496307.0,702773450.91,20.7304,0,0.1,主板,7.57,True,1,3390062183.6047544,4.94,0.5323886639676112
sz.000632,2025-12-19,5.65,6.25,5.65,6.25,5.68,98088598.0,586606767.97,21.0725,0,0.1,主板,6.25,True,1,2783754979.095978,6.71,-0.0685543964232489
sz.000632,2025-12-24,5.9,6.5,5.87,6.5,5.91,88399063.0,561605319.55,18.9909,0,0.1,主板,6.5,True,1,2957233830.676798,6.19,0.050080775444264924
sz.000633,2025-11-13,6.8,7.48,6.76,7.48,6.8,18111700.0,133217793.0,4.7031,0,0.1,主板,7.48,True,1,2832552848.121452,6.75,0.1081481481481481
sz.000633,2025-11-14,8.1,8.23,7.83,8.23,7.48,72244378.0,591385104.03,18.7597,0,0.1,主板,8.23,True,2,3152423034.643411,6.64,0.2394578313253013
sz.000633,2025-11-18,7.51,8.29,7.31,8.29,7.54,114509070.0,913501173.46,29.7346,0,0.1,主板,8.29,True,1,3072182485.9254875,6.98,0.1876790830945556
sz.000633,2025-11-28,7.79,8.57,7.52,8.57,7.79,45913805.0,378294294.85,11.9225,0,0.1,主板,8.57,True,1,3172944389.5994973,6.63,0.2926093514328809
sz.000638,2025-11-03,7.41,7.54,7.35,7.54,7.18,5917200.0,44182872.14,1.9079,1,0.05,ST,7.54,True,3,2315785530.6881914,3.95,0.9088607594936708
sz.000638,2025-11-17,5.54,5.71,5.48,5.71,5.44,17394994.0,98404096.74,5.6087,1,0.05,ST,5.71,True,1,1754490287.2323353,4.88,0.17008196721311486
sz.000638,2025-11-18,5.75,6.0,5.63,6.0,5.71,40629351.0,240150648.81,13.1001,1,0.05,ST,6.0,True,2,1833197065.74759,4.96,0.20967741935483875
sz.000638,2025-11-21,5.41,5.72,5.41,5.72,5.45,22309666.0,126807869.52,7.1933,1,0.05,ST,5.72,True,1,1762860849.9575994,5.74,-0.0034843205574913716
sz.000638,2025-11-24,5.7,6.01,5.52,6.01,5.72,19319610.0,113152260.2,6.2292,1,0.05,ST,6.01,True,2,1816481413.3436077,6.03,-0.0033167495854063977
sz.000638,2025-11-25,6.04,6.31,5.95,6.31,6.01,16597332.0,103380667.26,5.3515,1,0.05,ST,6.31,True,3,1931807292.5348036,6.33,-0.003159557661927437
sz.000638,2025-11-27,6.1,6.57,6.1,6.57,6.26,15358900.0,98703711.0,4.9522,1,0.05,ST,6.57,True,1,1993128528.7347038,6.84,-0.039473684210526216
sz.000638,2025-12-18,4.55,4.55,4.55,4.55,4.33,895000.0,4072250.0,0.2886,1,0.05,ST,4.55,True,1,1411036036.036036,5.45,-0.1651376146788991
sz.000638,2025-12-19,4.78,4.78,4.78,4.78,4.55,1385000.0,6620300.0,0.4466,1,0.05,ST,4.78,True,2,1482377966.8607256,5.72,-0.16433566433566427
sz.000638,2025-12-22,4.98,5.02,4.9,5.02,4.78,17065200.0,85353264.0,5.5023,1,0.05,ST,5.02,True,3,1551228831.5795212,6.01,-0.16472545757071555
sz.000638,2025-12-23,5.12,5.27,5.12,5.27,5.02,6347928.0,33119418.56,2.0468,1,0.05,ST,5.27,True,4,1618107219.0736759,6.31,-0.16481774960380347
sz.000638,2025-12-31,4.49,4.68,4.47,4.68,4.46,4117700.0,18966060.0,1.3277,1,0.05,ST,4.68,True,1,1428489869.6994803,5.8,-0.19310344827586212
sz.000639,2025-12-05,3.44,3.76,3.38,3.76,3.42,69647850.0,256365893.2,6.4523,0,0.1,主板,3.76,True,1,3973248193.6673737,3.29,0.1428571428571428
sz.000639,2025-12-19,3.28,3.62,3.25,3.62,3.29,102620019.0,355207187.74,9.5069,0,0.1,主板,3.62,True,1,3736309288.411575,3.17,0.14195583596214512
sz.000652,2025-11-26,4.16,4.59,4.15,4.59,4.17,82879121.0,375937365.3,5.621,0,0.1,主板,4.59,True,1,6688086911.581569,4.29,0.06993006993006978
sz.000656,2025-11-13,1.41,1.47,1.39,1.47,1.4,247230086.0,357829829.36,3.2487,1,0.05,ST,1.47,True,1,11014554417.459293,1.38,0.0652173913043479
sz.000656,2025-11-14,1.45,1.54,1.45,1.54,1.47,161036539.0,241738040.83,2.1161,1,0.05,ST,1.54,True,2,11423753169.982517,1.39,0.1079136690647482
sz.000656,2025-12-16,1.52,1.55,1.51,1.55,1.48,247034828.0,381261168.34,3.2461,1,0.05,ST,1.55,True,1,11745207120.544653,1.53,0.013071895424836555
sz.000657,2025-11-05,22.31,25.05,22.26,25.05,22.77,175926772.0,4175748668.06,12.1801,0,0.1,主板,25.05,True,1,34283369332.435696,18.63,0.34460547504025785
sz.000659,2025-12-26,3.22,3.53,3.19,3.53,3.21,71478481.0,245663477.13,5.5595,0,0.1,主板,3.53,True,1,4418805236.621998,2.94,0.20068027210884343
sz.000659,2025-12-29,3.54,3.88,3.54,3.88,3.53,104156443.0,389654094.93,8.1011,0,0.1,主板,3.88,True,2,4809891186.752417,3.07,0.2638436482084692
sz.000663,2025-11-17,8.15,9.0,8.03,9.0,8.18,37214033.0,311869637.42,12.1495,0,0.1,主板,9.0,True,1,2566933926.663649,6.86,0.31195335276967917
sz.000663,2025-11-19,7.93,8.91,7.72,8.91,8.1,51638403.0,441457383.73,16.8587,0,0.1,主板,8.91,True,1,2618573103.086241,6.94,0.2838616714697406
sz.000663,2025-11-20,8.67,9.8,8.15,9.8,8.91,96543544.0,878322389.09,31.5192,0,0.1,主板,9.8,True,2,2786626529.5121703,7.12,0.3764044943820226
sz.000663,2025-11-24,8.77,10.21,8.77,10.21,9.28,72921278.0,686024546.61,23.807,0,0.1,主板,10.21,True,1,2881608546.2679048,7.11,0.4360056258790437
sz.000665,2025-12-30,6.01,6.01,5.97,6.01,5.46,76281635.0,458438455.35,6.7083,0,0.1,主板,6.01,True,1,6833899130.182013,5.87,0.023850085178875657
sz.000668,2025-11-18,11.01,11.55,10.77,11.55,11.0,5442527.0,60768565.85,3.7064,1,0.05,ST,11.55,True,1,1639557679.9589899,10.04,0.15039840637450208
sz.000668,2025-11-25,11.1,11.56,10.94,11.56,11.01,2711929.0,30775352.6,1.8468,1,0.05,ST,11.56,True,1,1666415020.5761318,9.99,0.15715715715715728
sz.000668,2025-11-28,11.82,12.48,11.82,12.48,11.89,7177534.0,88785331.86,4.8879,1,0.05,ST,12.48,True,1,1816431020.6837292,10.04,0.24302788844621537
sz.000668,2025-12-23,9.32,9.65,9.26,9.65,9.19,943700.0,9042763.0,0.6427,1,0.05,ST,9.65,True,1,1406995954.5666716,11.56,-0.16522491349480972
sz.000668,2025-12-24,10.13,10.13,9.83,10.13,9.65,4612504.0,46577428.19,3.1411,1,0.05,ST,10.13,True,2,1482838120.0853205,11.96,-0.153010033444816
sz.000669,2025-11-27,2.93,3.08,2.93,3.08,2.93,10422720.0,31470526.0,1.5318,1,0.05,ST,3.08,True,1,2054480088.7844365,3.09,-0.003236245954692518
sz.000669,2025-11-28,3.15,3.23,3.14,3.23,3.08,11123660.0,35790419.6,1.6348,1,0.05,ST,3.23,True,2,2189284291.6564717,3.17,0.018927444794952786
sz.000672,2025-12-31,12.98,12.99,12.73,12.99,11.81,25918555.0,336312381.52,2.6737,0,0.1,主板,12.99,True,1,12578538411.93851,10.86,0.19613259668508287
sz.000677,2025-12-24,4.14,4.53,4.11,4.53,4.12,39981731.0,175495617.06,4.6276,0,0.1,主板,4.53,True,1,3792367902.584493,4.37,0.03661327231121292
sz.000678,2025-11-25,12.66,13.87,12.5,13.87,12.61,72853002.0,989769818.76,15.851,0,0.1,主板,13.87,True,1,6244210578.260046,13.44,0.03199404761904767
sz.000678,2025-11-28,13.24,14.76,13.04,14.76,13.42,64801341.0,930255775.02,14.0991,0,0.1,主板,14.76,True,1,6597979835.734196,13.38,0.10313901345291465
sz.000678,2025-12-10,14.07,15.51,14.0,15.51,14.1,70619912.0,1070726728.73,15.3651,0,0.1,主板,15.51,True,1,6968563359.366356,13.04,0.1894171779141105
sz.000681,2025-11-18,21.48,23.66,21.28,23.66,21.51,114760494.0,2646498466.19,16.9738,0,0.1,主板,23.66,True,1,15591667547.573318,22.35,0.05861297539149879
sz.000681,2025-11-21,23.0,25.34,23.0,25.34,23.04,126829630.0,3053878787.43,18.7589,0,0.1,主板,25.34,True,1,16279626137.086927,20.68,0.2253384912959382
sz.000686,2025-11-10,9.28,10.2,9.28,10.2,9.27,201436804.0,2000718095.93,8.6067,0,0.1,主板,10.2,True,1,23246053608.58401,8.72,0.1697247706422016
sz.000688,2025-11-10,19.6,20.92,19.6,20.92,19.02,28004774.0,581954156.11,2.4884,0,0.1,主板,20.92,True,1,23386680441.649254,15.25,0.3718032786885248
sz.000688,2025-11-11,21.01,23.01,20.5,23.01,20.92,50801583.0,1105845555.75,4.5141,0,0.1,主板,23.01,True,2,24497586578.72001,14.68,0.5674386920980927
sz.000688,2025-11-13,22.74,24.39,22.58,24.39,22.17,50063838.0,1198069305.26,4.4486,0,0.1,主板,24.39,True,1,26931378529.424988,14.44,0.6890581717451525
sz.000688,2025-11-17,26.0,27.74,25.94,27.74,25.22,46073856.0,1265132561.1,4.094,0,0.1,主板,27.74,True,1,30902114340.498287,14.15,0.960424028268551
sz.000688,2025-12-17,24.4,25.34,23.88,25.34,23.04,55971492.0,1394122190.28,4.7811,0,0.1,主板,25.34,True,1,29159025962.226265,28.24,-0.10269121813031157
sz.000688,2025-12-26,27.78,29.13,27.38,29.13,26.48,42040827.0,1198396303.5,3.5476,0,0.1,主板,29.13,True,1,33780479859.62341,25.52,0.14145768025078365
sz.000691,2025-11-03,11.79,12.32,11.62,12.32,11.73,19074906.0,231080372.91,5.9006,1,0.05,ST,12.32,True,2,3916218230.5189304,11.26,0.09413854351687401
sz.000691,2025-11-25,8.16,8.59,8.11,8.59,8.18,11650950.0,97418109.01,3.6041,1,0.05,ST,8.59,True,1,2702980189.506396,11.58,-0.25820379965457685
sz.000691,2025-11-26,8.89,9.02,8.81,9.02,8.59,6347250.0,56896855.0,1.9635,1,0.05,ST,9.02,True,2,2897726254.138019,11.17,-0.19247985675917645
sz.000691,2025-11-27,9.47,9.47,9.47,9.47,9.02,1015750.0,9619152.5,0.3142,1,0.05,ST,9.47,True,3,3061474379.376194,11.17,-0.15219337511190678
sz.000691,2025-11-28,9.94,9.94,9.94,9.94,9.47,777150.0,7724871.0,0.2404,1,0.05,ST,9.94,True,4,3213340682.196339,11.73,-0.1526001705029839
sz.000691,2025-12-01,10.44,10.44,10.44,10.44,9.94,783000.0,8174520.0,0.2422,1,0.05,ST,10.44,True,5,3375111478.117259,12.32,-0.15259740259740262
sz.000691,2025-12-02,10.96,10.96,10.85,10.96,10.44,20082657.0,220044263.5,6.2123,1,0.05,ST,10.96,True,6,3542074006.406645,12.29,-0.10821806346623253
sz.000692,2025-12-03,4.05,4.14,4.05,4.14,3.76,23452773.0,96891872.22,4.4015,0,0.1,主板,4.14,True,1,2201337549.01738,3.9,0.06153846153846154
sz.000692,2025-12-04,4.55,4.55,4.55,4.55,4.14,12754892.0,58034758.6,2.3938,0,0.1,主板,4.55,True,2,2424377917.954716,3.89,0.16966580976863743
sz.000695,2025-11-10,11.42,12.47,11.34,12.47,11.34,11127700.0,136842361.0,5.0167,0,0.1,主板,12.47,True,1,2727736579.8233895,11.15,0.11838565022421532
sz.000695,2025-11-17,13.5,15.96,13.42,15.96,14.51,43695948.0,660669096.13,19.6996,0,0.1,主板,15.96,True,1,3353718329.9660907,10.94,0.4588665447897624
sz.000695,2025-11-28,17.33,19.25,17.1,19.25,17.5,45745393.0,850143451.42,20.6236,0,0.1,主板,19.25,True,1,4122187452.3361588,11.1,0.7342342342342343
sz.000695,2025-12-23,12.43,13.6,12.22,13.6,12.36,37180399.0,480720136.98,16.7622,0,0.1,主板,13.6,True,1,2867882121.5592227,16.86,-0.19335705812574144
sz.000697,2025-11-28,8.45,8.45,8.45,8.45,8.05,529300.0,4472585.0,0.081,1,0.05,ST,8.45,True,1,5521709876.54321,8.28,0.020531400966183666
sz.000700,2025-11-06,10.12,11.08,10.01,11.08,10.07,96363956.0,1028145414.45,10.497,0,0.1,主板,11.08,True,1,9794659564.161188,11.0,0.0072727272727273196
sz.000700,2025-12-29,11.45,12.63,11.45,12.63,11.48,115927977.0,1431569166.86,12.6281,0,0.1,主板,12.63,True,1,11336378131.785461,10.43,0.21093000958772778
sz.000700,2025-12-30,13.07,13.89,12.88,13.89,12.63,115838862.0,1576563605.03,12.6184,0,0.1,主板,13.89,True,2,12494164117.716984,10.1,0.37524752475247536
sz.000701,2025-12-08,8.1,8.65,7.85,8.65,7.86,181256157.0,1484664081.8,27.1503,0,0.1,主板,8.65,True,1,5468315568.520421,6.29,0.37519872813990474
sz.000703,2025-12-02,7.94,8.21,7.94,8.21,7.46,127011373.0,1040186247.47,3.5443,0,0.1,主板,8.21,True,1,29348143426.628674,6.57,0.2496194824961948
sz.000703,2025-12-30,9.94,10.98,9.93,10.98,9.98,92070453.0,981697903.91,2.5692,0,0.1,主板,10.98,True,1,38210256263.03908,8.21,0.33739342265529837
sz.000716,2025-12-16,6.09,6.68,6.08,6.68,6.07,80044347.0,530872660.7,10.8346,0,0.1,主板,6.68,True,1,4899790123.30866,6.47,0.032457496136012454
sz.000720,2025-11-05,3.5,3.86,3.47,3.86,3.51,33782969.0,128479405.04,2.6886,0,0.1,主板,3.86,True,1,4778673102.730045,3.32,0.16265060240963858
sz.000720,2025-12-12,3.41,3.74,3.41,3.74,3.4,53871154.0,198310775.96,4.2873,0,0.1,主板,3.74,True,1,4625539989.270637,3.82,-0.020942408376963262
sz.000723,2025-11-17,5.3,5.85,5.25,5.85,5.32,376018178.0,2130752835.21,8.5532,0,0.1,主板,5.85,True,1,24911762091.497917,5.01,0.16766467065868262
sz.000727,2025-12-01,2.63,2.89,2.62,2.89,2.63,405018636.0,1146185003.09,8.9417,0,0.1,主板,2.89,True,1,12818423824.21687,2.62,0.10305343511450382
sz.000735,2025-11-03,7.36,8.06,7.34,8.06,7.33,82786652.0,646373480.42,7.1932,0,0.1,主板,8.06,True,1,8985896129.95607,6.28,0.2834394904458599
