序号,代码,名称,上榜日,解读,收盘价,涨跌幅,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜成交额,市场总成交额,净买额占总成交比,成交额占总成交比,换手率,流通市值,上榜原因,上榜后1日,上榜后2日,上榜后5日,上榜后10日
1,000016,*ST康佳A,2025-01-15,西藏自治区资金买入，成功率31.64%,6.19,1.9769,-143729101.25,178157253.33,321886354.58,500043607.91,2707128176,-5.309283192581,18.471368010689,27.0645,10783515906.88,日振幅值达到15%的前5只证券,10.01615509,2.10016155,-17.28594507,-21.00161551
2,000421,南京公用,2025-01-15,主力做T，成功率35.85%,7.35,-6.25,-13886459.75,61233815.78,75120275.53,136354091.31,1013727711,-1.369841191014,13.450760971651,21.7688,4221523464.9,日振幅值达到15%的前5只证券,-3.26530612,-11.42857143,-13.60544218,-15.37414966
3,000573,粤宏远A,2025-01-15,1家机构卖出，成功率27.49%,4.56,-5.1975,-53123395.01,209449041.15,262572436.16,472021477.31,2012424274,-2.639771130588,23.455365919026,25.4235,2886319574.64,连续三个交易日内，跌幅偏离值累计达到20%的证券,-3.28947368,-3.94736842,1.97368421,-3.50877193
4,000679,大连友谊,2025-01-15,1家机构买入，成功率29.51%,6.5,5.178,30466403.36,114783477.36,84317074.0,199100551.36,913792333,3.334062046677,21.788380594784,17.6506,2316600000.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,2.30769231,1.07692308,-1.69230769,-0.46153846
5,000795,英洛华,2025-01-15,主力做T，成功率26.85%,13.01,9.9746,92767763.75,337002963.17,244235199.42,581238162.59,3476834216,2.668167591169,16.717454053898,24.6189,14749230180.03,日涨幅偏离值达到7%的前5只证券,-4.8424289,-7.30207533,-12.52882398,-5.22674865
6,001255,博菲电气,2025-01-15,主力做T，成功率37.49%,29.34,-10.0,-6114861.6,14913518.0,21028379.6,35941897.6,158622168,-3.854985515013,22.658811219879,26.6399,586800000.0,日跌幅偏离值达到7%的前5只证券,-0.03408316,9.95228357,1.36332652,3.3060668
7,002025,航天电器,2025-01-15,5家机构卖出，成功率44.25%,44.23,-9.9919,-201899661.19,46928481.4,248828142.59,295756623.99,608844349,-33.161129198557,48.576721534127,2.9415,20016774268.44,日跌幅偏离值达到7%的前5只证券,2.19308162,7.46099932,1.65046349,4.90617228
8,002031,巨轮智能,2025-01-15,主力做T，成功率52.28%,6.68,10.0494,120668469.43,477659893.82,356991424.39,834651318.21,4457198396,2.707271669538,18.725918033154,34.6649,13252159669.84,日涨幅偏离值达到7%的前5只证券,-1.49700599,8.38323353,-0.5988024,6.58682635
9,002031,巨轮智能,2025-01-15,主力做T，成功率52.28%,6.68,10.0494,120668469.43,477659893.82,356991424.39,834651318.21,4457198396,2.707271669538,18.725918033154,34.6649,13252159669.84,日换手率达到20%的前5只证券,-1.49700599,8.38323353,-0.5988024,6.58682635
10,002103,广博股份,2025-01-15,2家机构买入，成功率23.83%,10.49,5.2156,-50510856.71,99988157.0,150499013.71,250487170.71,1180649426,-4.278226508027,21.216049844588,30.4435,3955518722.12,日换手率达到20%的前5只证券,-1.42993327,-4.09914204,-8.1029552,-2.76453765
