序号,代码,名称,收盘价,涨跌幅,买方机构数,卖方机构数,机构买入总额,机构卖出总额,机构买入净额,市场总成交额,机构净买额占总成交额比,换手率,流通市值,上榜原因,上榜日期
152,001222,源飞宠物,18.62,-10.0048,3,0,26441543.08,4456673.19,21984869.89,525523788,4.183420501985,34.0652,14.63,日跌幅偏离值达到7%的前5只证券,2025-05-22
153,002510,天汽模,7.0,10.0629,1,1,46148618.0,24243079.0,21905539.0,1396366561,1.568752762478,2.5459,70.34,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-05-19
154,600468,百利电气,7.01,10.0471,1,0,21567728.0,0.0,21567728.0,1349061260,1.598721172973,19.6712,76.25,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,2025-05-30
155,600468,百利电气,7.01,10.0471,1,0,21567728.0,0.0,21567728.0,1349061260,1.598721172973,19.6712,76.25,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,2025-05-30
156,301137,哈焊华通,32.99,20.0073,1,2,42780092.5,21360838.73,21419253.77,861262727,2.48695933291,14.6273,33.55,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-05-26
157,002560,通达股份,8.39,-9.9785,1,0,26810150.59,5781375.0,21028775.59,1381170744,1.52253265437,35.387,38.0,日跌幅偏离值达到7%的前5只证券,2025-05-20
158,002560,通达股份,8.39,-9.9785,1,0,26810150.59,5781375.0,21028775.59,1381170744,1.52253265437,35.387,38.0,日换手率达到20%的前5只证券,2025-05-20
159,002868,绿康生化,21.44,4.9951,4,1,32219426.0,11236767.94,20982658.06,253710364,8.270319638972,2.5235,33.03,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,2025-05-16
160,301459,丰茂股份,69.51,-1.1238,3,1,39824683.0,19142004.95,20682678.05,648642638,3.188609079689,45.7593,13.9,日换手率达到30%的前5只证券,2025-05-21
161,920006,晟楠科技,33.86,12.5665,1,0,20598607.36,0.0,20598607.36,574573900,3.58502315542,48.8019,11.61,当日换手率达到20%的前5只股票,2025-05-07
162,301396,宏景科技,96.0,12.6893,2,3,107314700.0,86950024.0,20364676.0,1838890469,1.107443664716,38.6652,47.82,日换手率达到30%的前5只证券,2025-05-13
163,002365,永安药业,24.63,10.0045,1,2,82819456.49,62556484.25,20262972.24,2051686032,0.987625393162,34.681,60.48,日涨幅偏离值达到7%的前5只证券,2025-05-28
164,301559,中集环科,18.62,19.9742,1,1,24910432.2,5299394.0,19611038.2,579053090,3.386742690554,36.3341,16.76,日涨幅达到15%的前5只证券,2025-05-14
165,300032,金龙机电,5.92,20.0811,1,1,34109511.0,14554506.16,19555004.84,1057933523,1.848415275144,23.9849,47.55,日涨幅达到15%的前5只证券,2025-05-08
166,300511,雪榕生物,6.88,20.0698,1,0,23764522.24,4280275.2,19484247.04,681124994,2.860597865537,21.3245,33.46,日涨幅达到15%的前5只证券,2025-05-20
167,300920,润阳科技,40.79,6.5013,3,3,86775986.86,67312118.7,19463868.16,683884915,2.846073620442,11.7435,22.59,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-05-23
168,002809,红墙股份,18.39,9.988,1,0,30479911.87,11020470.6,19459441.27,1200152689,1.621413795791,49.7866,25.33,日振幅值达到15%的前5只证券,2025-05-16
169,002809,红墙股份,18.39,9.988,1,0,30479911.87,11020470.6,19459441.27,1200152689,1.621413795791,49.7866,25.33,日换手率达到20%的前5只证券,2025-05-16
170,301335,天元宠物,37.08,20.0,2,4,88969784.26,69617868.78,19351915.48,1352246328,1.431093956722,46.0298,18.49,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-05-19
171,002365,永安药业,20.36,9.9946,2,3,72861628.72,54089880.0,18771748.72,1716431556,1.093649709153,34.9299,50.0,日换手率达到20%的前5只证券,2025-05-23
172,002365,永安药业,20.36,9.9946,2,3,72861628.72,54089880.0,18771748.72,1716431556,1.093649709153,34.9299,50.0,日涨幅偏离值达到7%的前5只证券,2025-05-23
173,002735,王子新材,15.67,2.6868,2,2,109608202.8,90988220.01,18619982.79,4431362569,0.420186398654,62.7322,43.97,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-05-21
174,300095,华伍股份,9.42,-11.8803,4,2,71017450.48,52440941.34,18576509.14,1219721522,1.523012327399,36.5007,31.91,日换手率达到30%的前5只证券,2025-05-13
175,301509,金凯生科,35.92,20.0134,1,3,35900567.24,17555833.0,18344734.24,496522540,3.694642793054,26.3664,20.38,日涨幅达到15%的前5只证券,2025-05-06
176,301138,华研精机,38.95,19.9938,2,1,29099303.5,10988706.08,18110597.42,540872605,3.348403533952,21.6557,26.7,日涨幅达到15%的前5只证券,2025-05-22
177,688336,三生国健,58.9,15.3093,2,1,44476802.69,26717421.86,17759380.83,1203888100,1.475168732875,3.4562,363.29,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,2025-05-27
178,000953,中哲精化,7.56,5.5866,2,0,23312036.8,5682889.0,17629147.8,819549700,2.151077329416,30.6223,27.68,日换手率达到20%的前5只证券,2025-05-23
179,600476,*ST湘邮,19.15,4.874,1,0,17450901.0,0.0,17450901.0,968223470,1.802362940035,30.9018,30.84,有价格涨跌幅限制的日换手率达到20%的前五只证券,2025-05-27
180,300575,中旗股份,7.12,20.0675,2,1,34016108.0,16587606.0,17428502.0,491401541,3.546692581495,21.4299,24.4,日涨幅达到15%的前5只证券,2025-05-27
181,301251,威尔高,36.71,13.4075,2,0,23174014.0,5823351.0,17350663.0,626077531,2.771328172772,32.0686,19.8,日换手率达到30%的前5只证券,2025-05-12
182,301518,长华化学,28.83,7.0951,4,3,45862904.8,29049957.0,16812947.8,567567070,2.962283875983,38.7965,15.41,日换手率达到30%的前5只证券,2025-05-19
183,000566,海南海药,5.4,-7.8498,2,3,56924707.0,40547498.0,16377209.0,728081552,2.249364642603,11.5693,62.96,日跌幅偏离值达到7%的前5只证券,2025-05-26
184,002882,金龙羽,23.77,1.8423,1,0,20442948.92,4071403.0,16371545.92,1736444410,0.942820042249,30.3947,58.65,日振幅值达到15%的前5只证券,2025-05-26
185,000677,ST海龙,6.12,10.0719,2,2,63987513.0,47844925.75,16142587.25,1629717732,0.990514303983,19.3923,52.88,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-05-20
186,688331,荣昌生物,56.35,16.0898,2,1,45720220.36,30568403.3,15151817.06,569924200,2.658567062076,6.5779,91.41,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,2025-05-20
187,301082,久盛电气,27.19,19.9912,2,2,119361493.8,104211640.0,15149853.8,3420729523,0.4428837094,37.2701,56.89,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-05-29
188,301662,宏工科技,83.3,19.9942,2,1,31301338.29,16573111.14,14728227.15,639836939,2.301871969602,52.8815,13.14,日涨幅达到15%的前5只证券,2025-05-21
189,301662,宏工科技,83.3,19.9942,2,1,31301338.29,16573111.14,14728227.15,639836939,2.301871969602,52.8815,13.14,日换手率达到30%的前5只证券,2025-05-21
190,300546,雄帝科技,25.0,13.2246,1,0,32223537.4,17496216.0,14727321.4,2129576774,0.691560951444,61.6216,33.54,日换手率达到30%的前5只证券,2025-05-30
191,688648,中邮科技,55.2,20.0,3,2,58364838.92,43641223.04,14723615.88,671297500,2.193307122401,19.2611,36.5,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,2025-05-26
192,603350,安乃达,41.6,-2.781,2,0,14572547.83,0.0,14572547.83,387847393,3.757289102108,31.8524,12.06,有价格涨跌幅限制的日换手率达到20%的前五只证券,2025-05-19
193,000677,ST海龙,6.4,9.9656,1,1,25562020.5,11110263.0,14451757.5,989132190,1.461054209549,19.178,55.29,日振幅值达到15%的前5只证券,2025-05-27
194,001316,润贝航科,47.26,10.0093,3,4,45196813.45,31195211.05,14001602.4,612074615,2.287564629682,13.654,12.86,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-05-07
195,300997,欢乐家,20.87,20.0115,1,2,26539144.08,12696179.01,13842965.07,606100756,2.2839379316,8.2711,80.56,日涨幅达到15%的前5只证券,2025-05-28
196,002365,永安药业,22.39,3.2749,2,2,207809205.32,194265624.38,13543580.94,5406525399,0.250504343187,34.3351,54.98,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-05-27
197,301560,众捷汽车,41.8,4.867,3,1,28910080.3,15436925.36,13473154.94,564405141,2.38714249061,57.9016,9.66,日换手率达到30%的前5只证券,2025-05-08
198,301277,新天地,15.8,-3.7172,3,2,33462339.4,20122927.2,13339412.2,676254518,1.972543154233,42.8962,15.96,日换手率达到30%的前5只证券,2025-05-28
199,601083,锦江航运,11.81,6.205,1,0,13327175.0,0.0,13327175.0,564337331,2.361561829763,25.3235,22.93,有价格涨跌幅限制的日换手率达到20%的前五只证券,2025-05-13
200,300130,新国都,28.07,14.013,2,3,193192957.4,179892045.91,13300911.49,5497131329,0.241960955523,27.9973,121.89,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-05-29
201,300095,华伍股份,9.74,19.9507,1,0,27687798.0,14687155.0,13000643.0,1591597617,0.816829760307,32.183,32.99,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-05-08
202,300584,海辰药业,35.16,20.0,1,1,24108125.65,11324449.78,12783675.87,1124867511,1.13646058269,39.8581,28.87,日涨幅达到15%的前5只证券,2025-05-23
203,300069,金利华电,23.4,20.0,1,0,12714000.0,0.0,12714000.0,406808546,3.125303075614,5.2284,27.38,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-05-20
204,002165,红宝丽,12.38,-9.5029,1,0,41357363.0,28698219.0,12659144.0,4038459299,0.313464691922,43.1114,90.08,日跌幅偏离值达到7%的前5只证券,2025-05-08
205,002165,红宝丽,12.38,-9.5029,1,0,41357363.0,28698219.0,12659144.0,4038459299,0.313464691922,43.1114,90.08,日换手率达到20%的前5只证券,2025-05-08
206,000565,渝三峡A,12.74,10.0173,1,0,18964790.0,6311021.0,12653769.0,1875388791,0.674727771688,35.0149,55.24,日涨幅偏离值达到7%的前5只证券,2025-05-15
207,300696,爱乐达,23.4,9.7561,2,0,23006051.2,10469570.0,12536481.2,1420021515,0.882837412502,39.4312,39.48,日换手率达到30%的前5只证券,2025-05-08
208,300963,中洲特材,24.66,20.0,2,3,175197726.79,162675663.06,12522063.73,4695517500,0.266681228001,41.6093,49.45,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-05-16
209,002640,跨境通,4.56,8.3135,3,2,162385044.75,150538839.0,11846205.75,2431794892,0.487138359776,38.7307,63.71,日换手率达到20%的前5只证券,2025-05-12
210,603822,ST嘉澳,52.71,-9.9282,1,0,11762979.0,0.0,11762979.0,281916390,4.172506252652,6.7635,40.49,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,2025-05-06
211,920475,三友科技,24.67,29.9789,1,0,11693580.0,0.0,11693580.0,239155400,4.889532078306,24.9241,10.37,当日换手率达到20%的前5只股票,2025-05-29
212,920475,三友科技,24.67,29.9789,1,0,11693580.0,0.0,11693580.0,239155400,4.889532078306,24.9241,10.37,当日收盘价涨幅达到20%的前5只股票,2025-05-29
213,920781,瑞奇智造,14.04,30.0,1,0,11658816.0,0.0,11658816.0,675401000,1.726206505469,50.7469,14.33,当日收盘价涨幅达到20%的前5只股票,2025-05-26
214,920781,瑞奇智造,14.04,30.0,1,0,11658816.0,0.0,11658816.0,675401000,1.726206505469,50.7469,14.33,当日换手率达到20%的前5只股票,2025-05-26
215,300095,华伍股份,10.69,9.641,2,2,43519647.0,31868083.59,11651563.41,1619539966,0.719436608828,47.0733,36.21,日换手率达到30%的前5只证券,2025-05-12
216,002550,千红制药,7.76,8.078,1,1,44094542.0,32677526.0,11417016.0,3196338502,0.357190453791,19.8256,74.32,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-05-30
217,002040,南京港,13.18,10.0167,2,0,36978342.06,25726493.56,11251848.5,1576257302,0.713833235584,26.4112,64.05,日涨幅偏离值达到7%的前5只证券,2025-05-21
218,002040,南京港,13.18,10.0167,2,0,36978342.06,25726493.56,11251848.5,1576257302,0.713833235584,26.4112,64.05,日振幅值达到15%的前5只证券,2025-05-21
219,301112,信邦智能,40.04,-0.5464,4,4,87561252.0,76314770.0,11246482.0,515499453,2.181667106444,35.6617,14.52,日换手率达到30%的前5只证券,2025-05-27
220,300997,欢乐家,20.87,20.0115,2,3,62504985.57,51359153.25,11145832.32,1346751153,0.827608893831,8.2711,80.56,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-05-28
221,301662,宏工科技,62.81,-0.6171,2,2,29531101.96,18453689.7,11077412.26,430916598,2.570662701649,44.8669,9.91,日换手率达到30%的前5只证券,2025-05-13
222,920128,胜业电气,39.3,0.1274,1,0,10946837.33,0.0,10946837.33,378706600,2.890585305352,45.794,8.14,当日换手率达到20%的前5只股票,2025-05-27
223,301662,宏工科技,74.59,-10.4562,1,0,14577840.0,3644978.12,10932861.88,451341293,2.422304816679,37.4167,11.77,日换手率达到30%的前5只证券,2025-05-22
224,002825,纳尔股份,12.08,10.0182,3,2,77128336.95,66278297.99,10850038.96,1511540904,0.717813122443,17.1,31.44,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-05-13
225,603630,拉芳家化,28.26,3.2517,1,3,71411740.6,60967000.4,10444740.2,664356778,1.572158295945,10.5797,63.64,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,2025-05-21
226,301079,邵阳液压,28.22,2.0984,2,2,27928021.0,17612080.11,10315940.89,609698825,1.691973227929,31.4687,19.64,日换手率达到30%的前5只证券,2025-05-06
227,605080,浙江自然,27.84,-9.7861,1,0,10193494.0,0.0,10193494.0,351272103,2.901879743066,8.8865,39.07,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,2025-05-29
228,605369,拱东医疗,26.75,-9.9933,2,1,14111797.0,4144743.0,9967054.0,161231496,6.181828146034,3.8067,42.15,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,2025-05-22
229,002809,红墙股份,16.04,4.2235,1,0,13549207.47,3613045.0,9936162.47,826224260,1.202598731487,38.8438,22.09,日换手率达到20%的前5只证券,2025-05-21
230,300584,海辰药业,35.16,20.0,2,3,73878983.65,63952995.28,9925988.37,2009023511,0.494070294133,39.8581,28.87,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-05-23
231,920128,胜业电气,39.52,0.5598,1,0,9685853.88,0.0,9685853.88,273635600,3.53969069814,32.3781,8.18,当日换手率达到20%的前5只股票,2025-05-28
232,002651,利君股份,11.89,9.9907,1,0,26278900.0,16865045.0,9413855.0,2197479104,0.428393379617,13.7606,67.23,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-05-14
233,301613,新铝时代,56.91,11.5445,2,1,24700571.35,15325062.7,9375508.65,721487767,1.299468830772,36.3431,20.47,日换手率达到30%的前5只证券,2025-05-22
234,300946,恒而达,70.56,20.0,1,0,14300384.6,4972491.28,9327893.32,795484656,1.172605059022,20.2663,39.87,日涨幅达到15%的前5只证券,2025-05-14
235,002124,天邦食品,3.59,10.1227,2,1,22255466.0,12950522.0,9304944.0,710041580,1.310478746893,10.6894,70.81,日振幅值达到15%的前5只证券,2025-05-08
236,003036,泰坦股份,14.04,-10.0,3,0,17872769.0,8629274.0,9243495.0,165328013,5.591003504046,5.2297,30.33,日跌幅偏离值达到7%的前5只证券,2025-05-23
237,301595,太力科技,41.08,-5.9739,2,0,9428708.78,261961.0,9166747.78,370845183,2.471852999638,38.4707,9.49,日换手率达到30%的前5只证券,2025-05-26
238,301518,长华化学,25.57,-9.6786,4,3,45624304.85,36542468.0,9081836.85,541423694,1.677399225531,38.3844,13.67,日换手率达到30%的前5只证券,2025-05-15
239,301560,众捷汽车,39.86,-2.5428,1,0,9340000.1,311448.0,9028552.1,515441123,1.751616566302,54.0124,9.21,日换手率达到30%的前5只证券,2025-05-07
240,000561,烽火电子,9.57,10.0,2,1,33921308.04,25247556.69,8673751.35,1168154643,0.742517388599,17.8579,57.59,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-05-23
241,300095,华伍股份,9.74,19.9507,1,0,19237514.0,10588467.0,8649047.0,1015920339,0.851350904985,32.183,32.99,日涨幅达到15%的前5只证券,2025-05-08
242,300530,领湃科技,35.04,20.0,1,1,15710500.0,7645627.0,8064873.0,676598255,1.191973662421,12.9917,55.46,日涨幅达到15%的前5只证券,2025-05-21
243,688070,纵横股份,47.11,19.9949,1,0,7933696.8,0.0,7933696.8,353202900,2.246215079208,9.0859,41.26,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,2025-05-30
244,001212,中旗新材,57.53,10.0,4,4,193367878.59,185781169.65,7586708.94,972589359,0.780052636788,11.3571,88.59,日涨幅偏离值达到7%的前5只证券,2025-05-30
245,300946,恒而达,49.0,20.0098,1,2,55314341.8,47750670.17,7563671.63,1079823780,0.700454256527,3.771,27.69,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-05-12
246,300815,玉禾田,22.32,20.0,1,2,35141595.48,27782804.16,7358791.32,1185493049,0.620736774982,14.0716,86.34,日涨幅达到15%的前5只证券,2025-05-28
247,002253,川大智胜,9.6,5.0328,3,2,25567236.0,18455376.43,7111859.57,294690481,2.413331963037,1.4955,19.94,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,2025-05-21
248,603350,安乃达,41.8,0.4808,1,0,7013852.0,0.0,7013852.0,389822071,1.799244455812,31.3979,12.12,有价格涨跌幅限制的日换手率达到20%的前五只证券,2025-05-20
249,000096,广聚能源,16.7,-9.973,1,1,42381941.0,35485364.21,6896576.79,1041789690,0.661993188856,11.4846,85.31,日跌幅偏离值达到7%的前5只证券,2025-05-28
250,002735,王子新材,18.32,-3.3755,1,1,66378936.74,59508699.64,6870237.1,3247757805,0.211537852035,61.7799,51.41,日换手率达到20%的前5只证券,2025-05-26
251,002735,王子新材,18.32,-3.3755,1,1,66378936.74,59508699.64,6870237.1,3247757805,0.211537852035,61.7799,51.41,日振幅值达到15%的前5只证券,2025-05-26
252,001332,锡装股份,40.57,10.0054,1,1,11465379.5,4650400.5,6814979.0,242023016,2.81583921754,13.8354,10.95,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-05-27
253,002849,威星智能,16.97,-10.0212,3,0,21720856.0,14981715.6,6739140.4,370223912,1.820287718207,11.3235,32.23,日跌幅偏离值达到7%的前5只证券,2025-05-16
254,000004,国华退,9.47,4.9889,3,2,23825687.59,17603581.0,6222106.59,314185609,1.980391975878,9.9059,11.96,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,2025-05-21
255,001335,信凯科技,39.0,1.5361,3,2,18058088.56,11894912.0,6163176.56,321617468,1.916306535937,36.4018,8.96,日换手率达到20%的前5只证券,2025-05-08
256,603331,百达精工,10.62,-7.4913,1,0,5999401.0,0.0,5999401.0,501317099,1.19672778207,23.1939,21.47,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,2025-05-12
257,300771,智莱科技,12.9,20.0,1,2,27600925.5,22192494.0,5408431.5,567662733,0.952754370789,25.803,23.37,日涨幅达到15%的前5只证券,2025-05-26
258,002165,红宝丽,11.14,-10.0162,1,1,43113970.0,37820510.08,5293459.92,2739852270,0.193202384594,32.79,81.06,日跌幅偏离值达到7%的前5只证券,2025-05-09
259,002898,赛隆退,6.9,5.0228,2,2,9541824.96,4459203.0,5082621.96,119765138,4.243824242076,6.8201,6.99,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,2025-05-07
260,002528,*ST英飞,2.35,4.9107,3,1,8408326.1,3357449.42,5050876.68,130076728,3.882997948718,2.0592,24.67,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,2025-05-06
261,002868,绿康生化,24.82,4.9915,3,0,14878895.0,9839663.6,5039231.4,173247679,2.908686239889,4.4448,38.23,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,2025-05-21
262,002882,金龙羽,23.35,-8.3595,1,0,20934181.0,16051712.0,4882469.0,1543817643,0.316259437903,25.7699,57.61,日跌幅偏离值达到7%的前5只证券,2025-05-29
263,300858,科拓生物,17.59,19.9864,3,4,40969155.5,36172952.78,4796202.72,448468519,1.069462518951,13.8969,33.34,日涨幅达到15%的前5只证券,2025-05-27
264,920128,胜业电气,39.25,12.1749,1,0,4412179.62,0.0,4412179.62,289655100,1.52325286867,37.3394,8.12,当日换手率达到20%的前5只股票,2025-05-26
265,002365,永安药业,15.3,-0.7138,3,1,51416832.25,47015600.0,4401232.25,1417638225,0.310462300775,36.5106,37.57,日换手率达到20%的前5只证券,2025-05-20
266,002551,尚荣医疗,3.81,-9.7156,1,0,7467528.0,3072583.1,4394944.9,660604377,0.665291519859,27.8473,23.29,日跌幅偏离值达到7%的前5只证券,2025-05-16
267,920262,太湖雪,31.69,14.0338,1,0,4502652.68,119474.24,4383178.44,361077100,1.213917592669,37.5831,9.88,当日换手率达到20%的前5只股票,2025-05-13
268,002471,中超控股,4.35,10.1266,2,3,115638039.0,111447397.47,4190641.53,2867073412,0.146164430686,41.6385,56.77,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-05-19
269,301317,鑫磊股份,41.45,8.6216,1,1,31892579.54,27813915.0,4078664.54,1992495402,0.204701327587,61.7329,18.57,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-05-14
270,300204,舒泰神,19.2,10.9827,3,3,224755235.39,220803268.32,3951967.07,3179411863,0.12429868291,13.8085,90.62,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-05-27
271,001316,润贝航科,48.66,-4.998,1,0,7328136.0,3385780.0,3942356.0,640979993,0.615051334371,48.0415,13.24,日换手率达到20%的前5只证券,2025-05-12
272,001316,润贝航科,48.66,-4.998,1,0,7328136.0,3385780.0,3942356.0,640979993,0.615051334371,48.0415,13.24,日振幅值达到15%的前5只证券,2025-05-12
273,002693,双成药业,8.58,5.0184,1,1,13981524.59,10046139.0,3935385.59,779790193,0.504672362557,15.5534,35.28,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,2025-05-22
274,301501,恒鑫生活,84.0,15.3054,5,5,143918845.69,140047843.77,3871001.92,1384967563,0.279501269446,39.7282,20.31,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-05-15
275,300040,九洲集团,7.9,5.1931,2,2,43513479.78,39745035.0,3768444.78,1228086307,0.306855044187,32.3315,37.68,日换手率达到30%的前5只证券,2025-05-09
276,000691,亚太实业,5.27,4.9801,1,0,5557127.0,1808971.0,3748156.0,249646547,1.501385076237,2.3557,17.04,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,2025-05-21
277,002809,红墙股份,15.3,6.546,1,0,8603494.0,4925140.0,3678354.0,739315762,0.497534908501,36.4091,21.07,日换手率达到20%的前5只证券,2025-05-27
278,002651,利君股份,10.81,9.9695,1,0,17615775.0,14026732.0,3589043.0,1274152310,0.281680845518,21.1136,61.13,日涨幅偏离值达到7%的前5只证券,2025-05-13
279,002977,*ST天箭,41.9,-9.4054,3,2,73170821.14,69787684.12,3383137.02,981133942,0.344819078739,34.3977,27.91,日跌幅偏离值达到7%的前5只证券,2025-05-15
280,002907,华森制药,17.09,9.9743,1,2,25448983.0,22080716.56,3368266.44,735142041,0.458178998363,11.94,52.79,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-05-28
281,002819,东方中科,35.1,-5.2632,1,1,35087348.0,31721593.4,3365754.6,2200690812,0.152940821202,24.6666,82.53,日振幅值达到15%的前5只证券,2025-05-20
282,300132,诺斯贝尔,6.4,20.075,1,1,16385082.0,13085004.0,3300078.0,646198968,0.510690694882,21.0392,32.52,日涨幅达到15%的前5只证券,2025-05-15
283,603280,南方路机,26.22,4.6289,1,0,3283248.0,0.0,3283248.0,217601206,1.508837225838,30.2033,7.33,有价格涨跌幅限制的日换手率达到20%的前五只证券,2025-05-12
284,300804,广康生化,42.25,2.3994,3,2,36484253.97,33210144.63,3274109.34,585787600,0.558924316595,49.9324,11.62,日换手率达到30%的前5只证券,2025-05-30
285,301079,邵阳液压,32.55,6.9668,2,3,61564026.2,58844612.0,2719414.2,883099273,0.307939807352,39.4025,22.65,日换手率达到30%的前5只证券,2025-05-29
286,002471,中超控股,5.51,-3.3333,1,1,42896147.0,40311765.0,2584382.0,3866669240,0.066837421036,51.8207,71.91,日换手率达到20%的前5只证券,2025-05-28
287,002898,赛隆退,10.2,5.0463,1,0,5272343.5,2832503.6,2439839.9,238937433,1.021120830406,22.8874,10.33,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,2025-05-23
288,002813,路畅科技,27.7,-5.3639,2,0,19409425.0,17020312.0,2389113.0,800238591,0.298550085796,22.2156,33.2,日振幅值达到15%的前5只证券,2025-05-21
289,002571,德力股份,6.82,-10.0264,3,3,25633835.0,23737927.11,1895907.89,223229434,0.849309096936,10.3249,20.34,日跌幅偏离值达到7%的前5只证券,2025-05-09
290,000820,神雾节能,2.65,5.1587,1,0,3417176.0,1565246.0,1851930.0,109996547,1.68362557781,4.9384,7.87,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,2025-05-21
291,300815,玉禾田,26.78,19.9821,0,1,21532331.31,19764641.87,1767689.44,1343285216,0.131594498245,13.761,103.6,日涨幅达到15%的前5只证券,2025-05-29
292,002168,ST惠程,3.03,4.8443,2,2,11576694.2,9825004.5,1751689.7,189827332,0.922780550906,3.398,23.76,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,2025-05-16
293,002650,ST加加,7.01,4.9401,1,0,5556501.5,3906670.0,1649831.5,282876031,0.583234816385,3.1746,80.75,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,2025-05-09
294,002963,豪尔赛,11.64,-6.3556,1,0,2486929.0,1053617.5,1433311.5,223985903,0.639911476929,15.7005,14.32,日跌幅偏离值达到7%的前5只证券,2025-05-12
295,002355,兴民智通,6.89,10.0639,1,2,20753710.0,19420105.0,1333605.0,551538660,0.241797193328,9.7902,42.59,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-05-06
296,002630,*ST华西,3.27,-4.9419,3,0,1147928.0,0.0,1147928.0,4071126,28.196818275828,0.0448,34.78,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,2025-05-06
297,000576,甘化科工,9.14,-8.4168,1,1,11787762.0,10733464.0,1054298.0,849357262,0.12412892044,20.9925,39.65,日跌幅偏离值达到7%的前5只证券,2025-05-16
298,002809,红墙股份,13.77,9.984,1,1,41604494.32,40552050.75,1052443.57,2003837308,0.05252140809,38.0163,18.97,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-05-09
299,002130,沃尔核材,21.21,10.0104,0,2,34419648.0,33391494.0,1028154.0,2430501070,0.042302141426,9.4882,264.94,日涨幅偏离值达到7%的前5只证券,2025-05-08
300,000669,ST金鸿,2.22,5.2133,1,0,1730600.0,818625.0,911975.0,61033823,1.49421247953,1.9432,15.11,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,2025-05-23
301,300631,久吾高科,24.58,20.0195,1,1,12491556.0,11601732.0,889824.0,512607449,0.173587801296,18.0048,29.44,日涨幅达到15%的前5只证券,2025-05-19
302,002286,保龄宝,11.3,-10.0318,3,2,50850432.8,50063840.0,786592.8,885243210,0.088856123505,20.6616,41.77,日跌幅偏离值达到7%的前5只证券,2025-05-22
