code,date,close,streak,yizi,open_gap,turn,amount,gain20,isST,board,bare_code,name
sh.601579,2025-04-29,15.42,1,False,-1.57,6.9894,498270805.59,47.42,0,0.1,601579,会稽山
sh.601595,2025-03-06,26.7,1,False,0.04,3.5716,415358725.38,-1.73,0,0.1,601595,XD上海电
sh.601595,2025-03-28,30.24,1,False,1.13,3.9123,517515914.49,23.28,0,0.1,601595,XD上海电
sh.601595,2025-04-30,32.76,1,False,0.07,3.1116,441832072.51,4.0,0,0.1,601595,XD上海电
sh.601606,2025-04-09,12.2,1,False,-0.99,3.2399,278973371.96,-7.37,0,0.1,601606,长城军工
sh.601608,2025-03-21,5.26,1,False,1.46,3.7649,885066770.62,20.92,0,0.1,601608,中信重工
sh.601608,2025-03-24,5.79,2,False,10.08,13.096,3370797031.98,32.19,0,0.1,601608,中信重工
sh.601608,2025-03-26,6.11,1,False,1.62,12.059,3234120837.37,37.0,0,0.1,601608,中信重工
sh.601611,2025-03-03,8.81,1,False,2.75,2.7709,717945891.63,7.44,0,0.1,601611,中国核建
sh.601616,2025-03-12,5.13,1,False,0.43,11.0699,465250588.36,21.28,0,0.1,601616,广电电气
sh.601619,2025-03-19,3.85,1,False,-0.29,6.0628,556790274.53,15.62,0,0.1,601619,嘉泽新能
sh.601689,2025-03-14,63.78,1,False,-0.66,3.451,3572770140.25,-7.19,0,0.1,601689,拓普集团
sh.601766,2025-04-08,7.02,1,False,4.86,1.3029,2192347896.61,-5.65,0,0.1,601766,中国中车
sh.601789,2025-03-03,6.74,2,False,9.79,9.1648,670899485.18,61.63,0,0.1,601789,宁波建工
sh.601789,2025-03-06,7.02,1,False,-2.04,28.5283,2100990550.06,52.61,0,0.1,601789,宁波建工
sh.601798,2025-03-17,7.52,1,False,2.34,3.0221,79682002.0,15.87,0,0.1,601798,蓝科高新
sh.601798,2025-03-21,8.28,1,False,2.52,10.7384,305951438.1,30.39,0,0.1,601798,蓝科高新
sh.601798,2025-04-17,6.51,1,True,9.97,1.0125,23368973.04,-10.08,0,0.1,601798,蓝科高新
sh.601798,2025-04-18,7.16,2,True,9.98,2.4878,63150512.64,-4.91,0,0.1,601798,蓝科高新
sh.601799,2025-03-20,136.43,1,False,0.85,2.3967,916550903.04,9.58,0,0.1,601799,星宇股份
sh.601811,2025-03-28,15.86,1,False,2.08,1.9268,233142943.46,14.18,0,0.1,601811,新华文轩
sh.601886,2025-03-20,6.26,1,False,6.33,3.3906,237047911.44,13.82,0,0.1,601886,江河集团
sh.601888,2025-04-09,66.87,1,False,0.02,3.5191,4408998942.23,7.51,0,0.1,601888,中国中免
sh.601890,2025-03-20,9.44,1,False,0.12,10.8155,951565455.97,25.87,0,0.1,601890,亚星锚链
sh.601890,2025-03-21,10.38,2,False,4.77,17.6259,1731194224.42,37.85,0,0.1,601890,亚星锚链
sh.601890,2025-03-24,11.42,3,False,6.94,27.2242,2908288226.17,51.06,0,0.1,601890,亚星锚链
sh.601929,2025-03-12,2.24,1,False,1.96,7.4234,573477250.41,3.23,0,0.1,601929,吉视传媒
sh.601933,2025-04-03,5.1,1,False,-0.43,6.1279,2779952494.51,1.59,0,0.1,601933,永辉超市
sh.601933,2025-04-08,5.7,1,False,2.12,5.7972,2927295197.16,14.69,0,0.1,601933,永辉超市
sh.601952,2025-04-08,11.42,1,False,0.96,6.7576,1014747742.23,19.21,0,0.1,601952,苏垦农发
sh.601956,2025-03-07,5.69,1,True,10.06,2.0513,72205986.2,16.12,0,0.1,601956,东贝集团
sh.601956,2025-04-23,5.62,1,False,0.78,5.7662,195981361.68,3.69,0,0.1,601956,东贝集团
sh.601956,2025-04-24,6.18,2,True,9.96,1.4594,55792792.8,9.96,0,0.1,601956,东贝集团
sh.601956,2025-04-25,6.8,3,True,10.03,1.1081,46612585.6,22.52,0,0.1,601956,东贝集团
sh.601956,2025-04-28,7.48,4,True,10.0,1.0298,47652462.0,37.25,0,0.1,601956,东贝集团
sh.603001,2025-03-14,5.52,1,False,0.2,4.0643,85469149.0,7.39,0,0.1,603001,奥康国际
sh.603001,2025-03-17,6.07,2,True,9.96,0.9361,22783138.0,16.73,0,0.1,603001,奥康国际
sh.603002,2025-04-17,5.7,1,False,-1.16,3.8826,237718429.3,-13.51,0,0.1,603002,宏昌电子
sh.603002,2025-04-18,6.27,2,False,-3.51,7.4755,497372789.0,-3.24,0,0.1,603002,宏昌电子
sh.603006,2025-03-26,12.41,1,False,-0.27,2.079,64676604.0,5.08,0,0.1,603006,联明股份
sh.603006,2025-04-10,10.85,1,False,2.84,2.4202,65101845.0,-11.21,0,0.1,603006,联明股份
sh.603007,2025-03-10,8.54,1,False,0.12,1.9146,80632275.22,-15.94,1,0.1,603007,顺景科技
sh.603007,2025-03-28,5.73,1,False,-0.55,7.9718,219843393.68,-33.91,1,0.1,603007,顺景科技
sh.603007,2025-04-10,4.53,1,False,2.32,3.7181,82875874.1,-44.62,1,0.1,603007,顺景科技
sh.603007,2025-04-11,4.76,2,False,0.44,3.0269,70426095.94,-42.3,1,0.1,603007,顺景科技
sh.603007,2025-04-21,4.67,1,False,0.0,1.9682,45211523.73,-26.46,1,0.1,603007,顺景科技
sh.603011,2025-03-03,8.39,1,False,0.92,9.991,404817020.0,17.67,0,0.1,603011,合锻智能
sh.603011,2025-03-24,10.22,1,False,1.08,10.5241,513622342.3,27.91,0,0.1,603011,合锻智能
sh.603011,2025-03-25,11.24,2,True,9.98,3.3562,186513075.6,39.45,0,0.1,603011,合锻智能
sh.603011,2025-03-26,12.36,3,True,9.96,1.6811,102732661.44,52.78,0,0.1,603011,合锻智能
sh.603011,2025-03-28,13.37,1,False,-1.23,38.0612,2451758793.63,75.23,0,0.1,603011,合锻智能
sh.603011,2025-04-01,14.04,1,False,-0.78,27.6897,1823640035.3,65.18,0,0.1,603011,合锻智能
sh.603011,2025-04-14,11.08,1,False,4.57,4.4175,238414779.96,33.98,0,0.1,603011,合锻智能
sh.603012,2025-03-04,6.27,1,False,0.0,7.8931,309872387.8,15.9,0,0.1,603012,创力集团
sh.603012,2025-03-06,6.89,1,False,-0.16,8.8719,379388093.66,24.59,0,0.1,603012,创力集团
sh.603015,2025-03-25,13.73,1,False,0.96,6.6277,365551030.0,0.96,0,0.1,603015,弘讯科技
sh.603021,2025-04-10,3.86,1,False,1.14,3.1268,37746519.6,-14.79,0,0.1,603021,*ST华鹏
sh.603021,2025-04-18,4.21,1,True,9.92,2.5285,34058731.6,-3.44,0,0.1,603021,*ST华鹏
sh.603023,2025-04-30,3.45,1,False,0.3,2.0541,38975811.84,10.58,1,0.1,603023,威帝股份
sh.603028,2025-03-20,7.55,1,False,2.04,10.6492,227381198.0,15.8,0,0.1,603028,赛福天
sh.603028,2025-04-25,6.44,1,False,2.39,9.0953,162644322.2,-2.57,0,0.1,603028,赛福天
sh.603029,2025-04-08,17.04,1,False,3.94,4.1835,85820799.8,-1.5,0,0.1,603029,天鹅股份
sh.603029,2025-04-22,18.89,1,False,-1.05,11.3694,254793225.6,12.17,0,0.1,603029,天鹅股份
sh.603030,2025-04-29,2.4,1,False,0.46,5.6041,174179033.09,-4.0,0,0.1,603030,全筑股份
sh.603030,2025-04-30,2.64,2,False,4.58,2.962,101558546.0,6.88,0,0.1,603030,全筑股份
sh.603032,2025-03-03,16.4,1,False,1.95,4.3627,162649677.09,24.43,0,0.1,603032,德新科技
sh.603038,2025-04-02,15.71,1,False,-0.21,7.8713,323383074.34,2.61,0,0.1,603038,华立股份
sh.603039,2025-03-06,74.21,1,True,10.01,0.9245,178783095.71,6.95,0,0.1,603039,泛微网络
sh.603039,2025-04-17,68.54,1,False,0.16,1.2682,220673843.4,-0.95,0,0.1,603039,泛微网络
sh.603040,2025-04-29,31.54,1,False,6.14,3.9099,164414251.32,8.76,0,0.1,603040,新坐标
sh.603040,2025-04-30,34.69,2,False,3.04,9.5944,437775432.31,22.15,0,0.1,603040,新坐标
sh.603042,2025-03-12,15.55,1,False,0.5,16.443,397436954.86,9.28,0,0.1,603042,华脉科技
sh.603042,2025-04-18,13.48,1,False,0.0,15.1118,322081288.41,-8.92,0,0.1,603042,华脉科技
sh.603042,2025-04-21,14.83,2,False,3.04,23.1185,542235502.48,-0.34,0,0.1,603042,华脉科技
sh.603045,2025-03-26,17.99,1,False,-5.2,8.3242,193960958.7,20.9,0,0.1,603045,福达合金
sh.603048,2025-03-04,17.28,1,False,0.06,2.3524,58122164.45,14.59,0,0.1,603048,浙江黎明
sh.603048,2025-03-05,19.01,2,False,3.53,2.5644,70434842.4,21.7,0,0.1,603048,浙江黎明
sh.603048,2025-03-06,20.91,3,True,9.99,0.6045,18565989.0,32.43,0,0.1,603048,浙江黎明
sh.603048,2025-03-07,23.0,4,False,10.0,18.3351,603162661.99,46.78,0,0.1,603048,浙江黎明
sh.603061,2025-04-11,79.16,1,False,-1.2,6.2433,201248791.8,0.6,0,0.1,603061,金海通
sh.603062,2025-03-28,47.96,1,False,7.22,6.688,105617674.29,28.37,0,0.1,603062,麦加芯彩
sh.603063,2025-03-14,34.3,1,False,5.55,14.084,2141718574.8,12.2,0,0.1,603063,禾望电气
sh.603063,2025-04-10,28.67,1,False,9.75,9.3209,1202579229.33,-9.16,0,0.1,603063,禾望电气
sh.603065,2025-04-28,8.42,1,False,0.65,10.0903,157670697.25,8.23,0,0.1,603065,宿迁联盛
sh.603065,2025-04-29,9.26,2,True,9.98,3.4184,62255507.82,21.68,0,0.1,603065,宿迁联盛
sh.603066,2025-03-25,13.24,1,False,5.32,3.5014,135615054.0,11.92,0,0.1,603066,音飞储存
sh.603067,2025-04-22,19.39,1,False,0.11,4.7029,452075275.27,4.7,0,0.1,603067,振华股份
sh.603068,2025-03-26,36.5,1,False,0.15,5.2604,285010401.5,-6.65,0,0.1,603068,博通集成
sh.603069,2025-04-09,18.13,1,False,-1.7,4.3755,233709435.54,-3.2,0,0.1,603069,海汽集团
sh.603069,2025-04-14,21.02,1,False,1.52,7.1169,456318649.5,11.69,0,0.1,603069,海汽集团
sh.603072,2025-03-19,41.72,1,False,-0.08,31.6524,812370363.2,24.24,0,0.1,603072,天和磁材
sh.603072,2025-03-24,44.86,1,False,0.1,22.1919,625395467.89,32.29,0,0.1,603072,天和磁材
sh.603072,2025-03-26,50.38,1,False,-5.68,58.1335,1808165118.99,46.33,0,0.1,603072,天和磁材
sh.603072,2025-04-02,48.4,1,False,-1.0,47.2796,1437436189.09,23.82,0,0.1,603072,天和磁材
sh.603072,2025-04-03,53.24,2,False,1.36,47.3157,1546906900.33,36.76,0,0.1,603072,天和磁材
sh.603072,2025-04-08,59.29,1,False,-7.14,51.8907,1900855119.4,53.52,0,0.1,603072,天和磁材
sh.603072,2025-04-14,59.39,1,False,0.26,31.3075,1163748572.52,58.58,0,0.1,603072,天和磁材
sh.603076,2025-04-10,22.55,1,False,1.95,1.8436,48164200.0,-2.8,0,0.1,603076,乐惠国际
sh.603078,2025-03-27,19.06,1,False,-0.23,8.0167,575730882.68,5.36,0,0.1,603078,江化微
sh.603078,2025-04-11,18.51,1,False,-1.19,10.7217,746794133.84,4.46,0,0.1,603078,江化微
sh.603079,2025-04-10,16.67,1,False,-3.89,14.0374,376559342.44,14.81,0,0.1,603079,圣达生物
sh.603081,2025-03-25,16.52,1,False,9.99,18.4818,1230483838.14,21.03,0,0.1,603081,大丰实业
sh.603082,2025-04-15,38.21,1,True,9.99,1.0272,15918286.0,-12.58,0,0.1,603082,北自科技
sh.603086,2025-03-03,6.27,1,False,1.75,6.9107,182649470.77,47.88,0,0.1,603086,先达股份
sh.603086,2025-04-21,6.02,1,False,0.55,3.7921,95703242.7,12.1,0,0.1,603086,先达股份
sh.603086,2025-04-22,6.62,2,True,9.97,1.5998,46050030.76,26.82,0,0.1,603086,先达股份
sh.603086,2025-04-23,7.28,3,True,9.97,4.6415,146924020.88,37.1,0,0.1,603086,先达股份
sh.603086,2025-04-24,8.01,4,False,7.14,33.2796,1143578737.16,44.32,0,0.1,603086,先达股份
sh.603086,2025-04-29,8.78,1,False,-0.5,25.9126,933850913.84,62.89,0,0.1,603086,先达股份
sh.603087,2025-04-25,49.81,1,False,6.85,7.757,2111235055.52,9.69,0,0.1,603087,甘李药业
sh.603088,2025-03-06,11.2,1,False,1.57,4.2228,201139860.8,17.65,0,0.1,603088,宁波精达
sh.603088,2025-03-26,11.99,1,False,-0.46,8.123,407793190.49,15.73,0,0.1,603088,宁波精达
sh.603090,2025-03-18,22.62,1,False,0.0,3.5219,77046748.0,12.76,0,0.1,603090,宏盛股份
sh.603090,2025-03-24,25.19,1,False,-0.87,10.928,258271413.7,29.18,0,0.1,603090,宏盛股份
sh.603090,2025-03-26,25.87,1,False,-1.28,9.0257,221405795.59,34.18,0,0.1,603090,宏盛股份
sh.603090,2025-04-15,22.64,1,False,1.75,5.6697,124860364.0,10.12,0,0.1,603090,宏盛股份
sh.603098,2025-03-28,10.82,1,False,-0.41,2.3045,133813046.14,12.59,0,0.1,603098,森特股份
sh.603101,2025-04-11,7.8,1,False,4.94,3.9042,141779546.41,11.27,0,0.1,603101,汇嘉时代
sh.603102,2025-03-13,39.45,1,False,3.18,5.7582,80699294.65,10.2,0,0.1,603102,百合股份
sh.603103,2025-04-10,15.97,1,False,-2.89,4.0515,391761903.77,17.43,0,0.1,603103,横店影视
sh.603103,2025-04-21,16.24,1,False,0.0,1.7762,179238104.84,23.59,0,0.1,603103,横店影视
sh.603108,2025-03-10,22.84,1,True,10.02,1.6451,226813624.96,14.2,0,0.1,603108,润达医疗
sh.603109,2025-03-18,26.06,1,False,-1.65,12.9266,663572754.47,29.2,0,0.1,603109,神驰机电
sh.603110,2025-04-15,15.99,1,False,-0.28,5.0309,154097735.56,-11.75,0,0.1,603110,东方材料
sh.603110,2025-04-16,17.59,2,False,0.0,19.6798,676402895.16,-3.51,0,0.1,603110,东方材料
sh.603110,2025-04-21,18.8,1,False,1.81,16.2735,592984308.0,1.46,0,0.1,603110,东方材料
sh.603113,2025-04-28,6.09,1,False,8.3,3.3932,173914557.61,4.1,0,0.1,603113,金能科技
sh.603116,2025-04-17,5.39,1,False,-2.04,2.1859,65790790.34,-10.61,0,0.1,603116,红蜻蜓
sh.603116,2025-04-18,5.93,2,False,0.0,6.8965,215658874.14,0.17,0,0.1,603116,红蜻蜓
sh.603117,2025-04-03,6.06,1,False,0.0,5.217,182212148.2,-0.98,0,0.1,603117,万林物流
sh.603117,2025-04-22,6.29,1,False,0.52,6.3183,236977031.6,11.72,0,0.1,603117,万林物流
sh.603119,2025-03-14,35.07,1,False,-1.25,14.6358,1000263958.58,16.16,0,0.1,603119,浙江荣泰
sh.603119,2025-04-02,41.69,1,False,0.0,8.2428,673724874.62,24.45,0,0.1,603119,浙江荣泰
sh.603119,2025-04-21,39.44,1,False,-2.65,9.1151,707492756.76,-1.2,0,0.1,603119,浙江荣泰
sh.603119,2025-04-23,42.68,1,False,3.07,11.515,974741953.43,13.0,0,0.1,603119,浙江荣泰
sh.603119,2025-04-24,46.95,2,False,-0.19,14.7262,1327208074.09,17.73,0,0.1,603119,浙江荣泰
sh.603123,2025-03-04,8.66,1,False,-0.51,6.264,342048711.2,13.95,0,0.1,603123,翠微股份
sh.603123,2025-04-16,8.49,1,False,0.39,4.1958,223096088.83,-4.18,0,0.1,603123,翠微股份
sh.603123,2025-04-22,9.15,1,False,2.64,6.8116,399960605.75,10.91,0,0.1,603123,翠微股份
sh.603123,2025-04-30,8.43,1,False,3.0,3.4214,186245612.0,7.25,0,0.1,603123,翠微股份
sh.603125,2025-03-27,21.82,1,False,-0.25,17.9873,261990276.58,11.21,0,0.1,603125,常青科技
sh.603128,2025-04-15,6.58,1,False,-0.33,5.5291,456484909.9,12.67,0,0.1,603128,华贸物流
sh.603128,2025-04-16,7.24,2,True,10.03,2.03,192393805.2,24.19,0,0.1,603128,华贸物流
sh.603128,2025-04-17,7.96,3,False,8.98,29.393,2939489917.17,36.77,0,0.1,603128,华贸物流
sh.603128,2025-04-22,7.62,1,False,2.45,20.047,1976227985.0,32.98,0,0.1,603128,华贸物流
sh.603129,2025-04-10,155.61,1,False,10.0,1.7773,420555934.43,-9.75,0,0.1,603129,春风动力
sh.603139,2025-03-17,17.11,1,False,0.26,4.9472,82181917.0,15.92,0,0.1,603139,康惠股份
sh.603139,2025-03-18,18.82,2,False,9.99,8.0608,151472029.0,32.16,0,0.1,603139,康惠股份
sh.603139,2025-03-21,20.7,1,True,9.99,0.5267,10890270.0,43.05,0,0.1,603139,康惠股份
sh.603139,2025-04-14,19.56,1,False,1.24,2.7444,52195589.04,25.79,0,0.1,603139,康惠股份
sh.603158,2025-03-07,10.41,1,False,0.0,5.5591,278152936.0,17.23,0,0.1,603158,腾龙股份
sh.603166,2025-03-05,11.75,1,False,-0.09,12.6891,940448431.0,27.86,0,0.1,603166,福达股份
sh.603166,2025-03-06,12.93,2,False,2.04,11.8895,941888452.4,27.89,0,0.1,603166,福达股份
sh.603166,2025-03-12,14.07,1,False,1.88,6.2636,547366510.14,32.99,0,0.1,603166,福达股份
sh.603166,2025-03-17,14.19,1,False,8.37,3.2743,292743188.67,39.12,0,0.1,603166,福达股份
sh.603166,2025-03-28,15.22,1,False,1.88,11.3432,1097428603.92,49.36,0,0.1,603166,福达股份
sh.603166,2025-04-09,12.28,1,False,-5.02,8.1124,583324940.41,-3.99,0,0.1,603166,福达股份
sh.603166,2025-04-30,16.43,1,False,0.8,5.7781,583067189.6,15.7,0,0.1,603166,福达股份
sh.603168,2025-03-14,7.81,1,False,0.0,12.7942,317820653.83,13.35,0,0.1,603168,莎普爱思
sh.603169,2025-03-25,6.45,1,False,-1.37,5.0924,417808575.45,17.06,0,0.1,603169,兰石重装
sh.603169,2025-03-31,7.4,1,False,-1.93,10.6552,1004368070.09,35.78,0,0.1,603169,兰石重装
sh.603169,2025-04-01,8.14,2,False,6.89,4.187,439826850.02,46.93,0,0.1,603169,兰石重装
sh.603169,2025-04-03,9.56,1,False,-3.8,18.6496,2285751933.58,71.63,0,0.1,603169,兰石重装
sh.603171,2025-03-06,48.55,1,False,0.61,1.5481,293839833.54,27.83,0,0.1,603171,税友股份
sh.603171,2025-04-17,46.16,1,False,-0.26,1.1453,205785650.62,-3.73,0,0.1,603171,税友股份
sh.603173,2025-04-22,27.94,1,False,10.0,9.8164,135191874.62,10.04,0,0.1,603173,福斯达
sh.603178,2025-03-04,20.16,1,False,-0.87,5.9889,278291370.59,16.73,0,0.1,603178,圣龙股份
sh.603178,2025-03-05,22.18,2,False,0.2,12.8715,636386937.91,27.03,0,0.1,603178,圣龙股份
sh.603178,2025-04-02,19.34,1,False,6.37,2.1456,96563430.0,-12.8,0,0.1,603178,圣龙股份
sh.603178,2025-04-22,17.94,1,False,0.0,4.1295,170180870.0,-7.14,0,0.1,603178,圣龙股份
sh.603178,2025-04-23,19.73,2,False,3.51,4.6397,207709457.84,5.62,0,0.1,603178,圣龙股份
sh.603182,2025-04-08,12.28,1,False,-0.45,7.1716,80744595.76,0.99,0,0.1,603182,嘉华股份
sh.603183,2025-03-17,4.69,1,False,3.05,10.9412,250883862.99,18.43,0,0.1,603183,建研院
sh.603185,2025-04-30,14.2,1,False,2.63,2.1185,199456922.72,-3.92,0,0.1,603185,弘元绿能
sh.603188,2025-03-25,3.74,1,False,1.18,6.9697,146463518.58,1.08,0,0.1,603188,亚邦股份
sh.603188,2025-04-01,3.75,1,False,3.23,2.0259,42526505.0,3.31,0,0.1,603188,亚邦股份
sh.603188,2025-04-11,3.83,1,False,-0.86,2.9394,62810626.84,6.98,0,0.1,603188,亚邦股份
sh.603188,2025-04-14,4.21,2,False,5.48,6.9295,163994666.02,15.98,0,0.1,603188,亚邦股份
sh.603188,2025-04-17,4.48,1,False,0.49,4.4541,110580251.6,22.07,0,0.1,603188,亚邦股份
sh.603189,2025-03-13,19.51,1,False,-0.11,12.4683,645488558.77,13.04,0,0.1,603189,*ST网达
sh.603192,2025-04-01,18.3,1,False,0.0,3.0979,75441040.7,9.25,0,0.1,603192,汇得科技
sh.603196,2025-03-17,17.39,1,False,1.39,3.6337,147187554.01,25.11,0,0.1,603196,璞源材料
sh.603200,2025-03-03,41.21,1,False,4.11,10.7911,759469057.9,63.27,0,0.1,603200,上海洗霸
sh.603205,2025-04-16,37.69,1,False,-1.02,15.2675,164729449.94,-2.18,0,0.1,603205,健尔康
sh.603205,2025-04-23,39.77,1,False,4.07,21.1793,244469240.58,7.08,0,0.1,603205,健尔康
sh.603205,2025-04-24,43.75,2,False,1.38,53.691,656164519.66,16.23,0,0.1,603205,健尔康
sh.603206,2025-03-11,20.3,1,False,-1.36,15.8532,273488682.1,16.47,0,0.1,603206,嘉环科技
sh.603206,2025-03-12,22.33,2,True,10.0,8.8641,172599132.09,22.56,0,0.1,603206,嘉环科技
sh.603206,2025-03-13,24.56,3,False,9.99,45.9235,977341295.66,38.52,0,0.1,603206,嘉环科技
sh.603211,2025-03-18,21.31,1,False,0.98,31.1267,433845314.8,11.05,0,0.1,603211,晋拓股份
sh.603214,2025-03-14,21.29,1,False,7.39,9.7745,283867236.15,-6.62,0,0.1,603214,爱婴室
sh.603214,2025-03-17,23.42,2,False,10.0,11.6923,378939173.02,1.96,0,0.1,603214,爱婴室
sh.603214,2025-04-08,21.54,1,False,-0.41,10.1516,298907623.8,8.57,0,0.1,603214,爱婴室
sh.603214,2025-04-10,24.53,1,False,-3.59,14.6603,476556333.52,28.09,0,0.1,603214,爱婴室
sh.603215,2025-04-14,15.55,1,False,3.96,2.0563,58368161.0,-14.7,0,0.1,603215,比依股份
sh.603217,2025-03-26,18.92,1,False,0.17,4.7647,184190385.37,7.93,0,0.1,603217,元利科技
sh.603219,2025-03-06,20.31,1,False,0.38,2.0174,222817531.4,29.28,0,0.1,603219,富佳股份
sh.603220,2025-03-06,29.26,1,False,1.5,19.443,2369995469.55,32.16,0,0.1,603220,中贝通信
sh.603221,2025-04-03,10.48,1,False,0.73,2.8987,71903267.0,8.71,0,0.1,603221,爱丽家居
sh.603221,2025-04-07,11.53,2,True,10.02,3.3206,91886605.5,20.61,0,0.1,603221,爱丽家居
sh.603221,2025-04-08,12.68,3,False,0.0,12.9374,374298465.07,30.99,0,0.1,603221,爱丽家居
sh.603221,2025-04-09,13.95,4,False,9.62,18.1281,580236453.34,42.78,0,0.1,603221,爱丽家居
sh.603226,2025-03-27,7.01,1,False,0.0,2.9825,71500839.23,10.57,0,0.1,603226,菲林格尔
sh.603226,2025-04-11,6.6,1,False,0.0,1.9098,43113117.47,-7.43,0,0.1,603226,菲林格尔
sh.603226,2025-04-24,6.82,1,False,0.48,2.4913,59353958.54,7.06,0,0.1,603226,菲林格尔
sh.603236,2025-04-10,69.16,1,False,10.0,7.0627,1271768234.64,-16.25,0,0.1,603236,移远通信
sh.603237,2025-04-17,21.51,1,False,-1.33,15.5618,399587370.28,16.27,0,0.1,603237,五芳斋
sh.603237,2025-04-21,22.28,1,False,-3.11,22.5225,591923121.6,22.69,0,0.1,603237,五芳斋
sh.603238,2025-03-14,14.16,1,False,-0.31,8.2086,198658846.81,10.19,0,0.1,603238,诺邦股份
sh.603238,2025-03-17,15.58,2,False,8.4,13.1153,357353977.32,19.66,0,0.1,603238,诺邦股份
sh.603238,2025-03-19,16.87,1,False,-1.83,13.8963,394895719.32,32.73,0,0.1,603238,诺邦股份
sh.603238,2025-03-25,15.84,1,False,-0.62,9.3114,251418205.35,23.17,0,0.1,603238,诺邦股份
sh.603238,2025-04-02,16.94,1,False,0.06,9.0018,259945970.35,28.43,0,0.1,603238,诺邦股份
sh.603255,2025-04-29,23.96,1,False,-0.96,6.3285,88406402.1,-23.18,0,0.1,603255,鼎际得
sh.603256,2025-04-21,8.8,1,False,0.12,0.6978,52264711.0,-3.08,0,0.1,603256,宏和科技
sh.603261,2025-03-04,25.0,1,False,-0.09,7.4825,48391495.0,14.47,0,0.1,603261,立航科技
sh.603261,2025-04-09,17.82,1,False,-1.54,5.644,72683039.0,-32.88,0,0.1,603261,立航科技
sh.603266,2025-03-18,18.48,1,False,0.48,4.8494,175308287.6,12.41,0,0.1,603266,天龙股份
sh.603266,2025-04-02,18.71,1,False,-0.65,5.8058,210233434.68,9.29,0,0.1,603266,天龙股份
sh.603267,2025-03-11,49.29,1,False,-0.98,8.4866,945096314.45,34.64,0,0.1,603267,鸿远电子
sh.603267,2025-03-12,54.22,2,False,2.76,9.6554,1162972953.2,46.42,0,0.1,603267,鸿远电子
sh.603267,2025-03-25,56.13,1,False,-0.06,5.1966,658047671.08,49.28,0,0.1,603267,鸿远电子
sh.603267,2025-04-09,56.98,1,False,-0.62,4.5921,579745104.73,15.6,0,0.1,603267,鸿远电子
sh.603268,2025-03-06,42.34,1,False,-1.2,3.9793,203688130.2,8.59,0,0.1,603268,松发股份
sh.603268,2025-03-18,43.73,1,False,0.0,3.9849,213157072.8,12.36,0,0.1,603268,松发股份
sh.603268,2025-04-29,35.37,1,False,-4.87,2.1136,89591224.5,6.25,1,0.1,603268,松发股份
sh.603268,2025-04-30,37.14,2,True,5.0,0.1801,8307475.2,6.14,1,0.1,603268,松发股份
sh.603270,2025-03-06,27.24,1,False,1.78,19.8282,377109808.3,25.59,0,0.1,603270,金帝股份
sh.603270,2025-03-19,31.08,1,False,0.18,22.5238,473227453.98,26.34,0,0.1,603270,金帝股份
sh.603271,2025-04-18,38.68,1,False,-0.28,22.2578,320796732.26,-5.2,0,0.1,603271,永杰新材
sh.603272,2025-04-09,14.25,1,False,0.23,4.9744,27941133.6,-14.93,0,0.1,603272,*ST联翔
sh.603273,2025-04-25,19.13,1,False,0.06,25.9212,274218008.01,6.16,0,0.1,603273,天元智能
sh.603275,2025-03-03,45.87,1,False,0.12,7.945,147748098.75,29.03,0,0.1,603275,众辰科技
sh.603277,2025-04-10,20.52,1,False,6.6,0.4571,39254899.96,-24.48,0,0.1,603277,银都股份
sh.603278,2025-03-20,12.8,1,False,-0.26,19.0306,807307846.7,12.08,0,0.1,603278,大业股份
sh.603280,2025-03-21,28.0,1,False,-1.93,32.9818,249020109.18,13.04,0,0.1,603280,南方路机
sh.603280,2025-03-24,30.8,2,False,9.93,20.6621,177117567.57,20.17,0,0.1,603280,南方路机
sh.603280,2025-04-25,24.86,1,False,0.22,23.0558,155192318.8,-1.27,0,0.1,603280,南方路机
sh.603281,2025-04-11,25.41,1,False,0.95,3.0662,193691981.0,1.8,0,0.1,603281,江瀚新材
sh.603283,2025-03-06,66.79,1,False,0.59,5.3892,684838459.84,7.8,0,0.1,603283,赛腾股份
sh.603285,2025-03-25,26.51,1,False,-1.16,36.2633,371090973.09,14.56,0,0.1,603285,键邦股份
sh.603285,2025-03-26,29.16,2,False,9.05,24.8316,287153147.17,25.15,0,0.1,603285,键邦股份
sh.603286,2025-03-06,34.05,1,False,0.52,6.5189,245510599.42,47.02,0,0.1,603286,日盈电子
sh.603286,2025-04-29,31.67,1,False,-1.56,17.2918,613664529.8,-1.25,0,0.1,603286,日盈电子
sh.603289,2025-03-25,10.67,1,False,1.86,8.9376,272870341.55,16.48,0,0.1,603289,泰瑞机器
sh.603296,2025-04-10,64.53,1,False,10.01,1.8731,689063203.1,-22.63,0,0.1,603296,华勤技术
sh.603297,2025-03-12,107.03,1,False,10.0,4.8282,569531431.42,-1.94,0,0.1,603297,永新光学
sh.603300,2025-03-05,10.6,1,True,9.96,1.4596,305222664.6,94.85,0,0.1,603300,海南华铁
sh.603300,2025-03-06,11.66,2,True,10.0,1.8635,428665138.44,94.98,0,0.1,603300,海南华铁
sh.603300,2025-03-07,12.83,3,False,5.49,42.5878,10556058891.65,94.98,0,0.1,603300,海南华铁
sh.603308,2025-04-21,19.49,1,False,0.62,2.39,307797158.65,-1.52,0,0.1,603308,应流股份
