序号,营业部代码,营业部名称,营业部简称,交易日期,股票代码,股票名称,涨跌幅,买入金额,卖出金额,净额,上榜原因,1日后涨跌幅,2日后涨跌幅,3日后涨跌幅,5日后涨跌幅,10日后涨跌幅,20日后涨跌幅,30日后涨跌幅
1,10634757,深股通专用,深股通专用,2026-08-25,000506,招金黄金,-7.744,102727962.0,49769900.0,52958062.0,日跌幅偏离值达到7%的前5只证券,,,,,,,
2,10634757,深股通专用,深股通专用,2026-08-25,000603,盛达资源,-9.0065,189477396.63,256264228.84,-66786832.21,日跌幅偏离值达到7%的前5只证券,,,,,,,
3,10634757,深股通专用,深股通专用,2026-08-25,000688,国城矿业,-8.6431,83916035.57,76961625.99,6954409.58,日跌幅偏离值达到7%的前5只证券,,,,,,,
4,10634757,深股通专用,深股通专用,2026-08-25,002041,登海种业,10.0098,52142736.01,41306553.02,10836182.99,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,,,,
5,10634757,深股通专用,深股通专用,2026-08-25,002081,金螳螂,10.0,18717208.26,34802244.52,-16085036.26,日涨幅偏离值达到7%的前5只证券,,,,,,,
6,10634757,深股通专用,深股通专用,2026-08-25,002132,恒星科技,-7.5,41747776.0,63514721.68,-21766945.68,日跌幅偏离值达到7%的前5只证券,,,,,,,
7,10634757,深股通专用,深股通专用,2026-08-25,002437,誉衡药业,9.1371,117095969.8,85735261.04,31360708.76,日换手率达到20%的前5只证券,,,,,,,
8,10634757,深股通专用,深股通专用,2026-08-25,002445,中南文化,10.089,0.0,1187388.0,-1187388.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,,,,
9,10634757,深股通专用,深股通专用,2026-08-25,002491,通鼎互联,2.8352,242991317.02,340242036.37,-97250719.35,日换手率达到20%的前5只证券,,,,,,,
10,10634757,深股通专用,深股通专用,2026-08-25,002536,飞龙股份,5.6557,689938022.88,779132261.46,-89194238.58,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,,,,
11,10634757,深股通专用,深股通专用,2026-08-25,002580,圣阳股份,0.8551,104565132.63,91951470.0,12613662.63,日换手率达到20%的前5只证券,,,,,,,
12,10634757,深股通专用,深股通专用,2026-08-25,002636,金安国纪,5.9368,208556185.0,225783221.48,-17227036.48,日振幅值达到15%的前5只证券,,,,,,,
13,10634757,深股通专用,深股通专用,2026-08-25,002703,浙江世宝,9.9792,87073831.85,42515103.0,44558728.85,日涨幅偏离值达到7%的前5只证券,,,,,,,
14,10634757,深股通专用,深股通专用,2026-08-25,002821,凯莱英,10.0019,209710927.05,251350977.24,-41640050.19,日涨幅偏离值达到7%的前5只证券,,,,,,,
15,10634757,深股通专用,深股通专用,2026-08-25,002837,英维克,10.0091,212377640.99,320497676.4,-108120035.41,日涨幅偏离值达到7%的前5只证券,,,,,,,
16,10634757,深股通专用,深股通专用,2026-08-25,300189,神农种业,6.6781,70688567.93,17781288.26,52907279.67,日换手率达到30%的前5只证券,,,,,,,
17,10634757,深股通专用,深股通专用,2026-08-25,300542,新晨科技,16.7364,35552034.74,29394402.76,6157631.98,日涨幅达到15%的前5只证券,,,,,,,
18,10634757,深股通专用,深股通专用,2026-08-24,000065,北方国际,10.0331,71752862.35,60332683.07,11420179.28,日涨幅偏离值达到7%的前5只证券,0.0,,,,,,
19,10634757,深股通专用,深股通专用,2026-08-24,000506,招金黄金,7.559,213098827.32,261444539.3,-48345711.98,连续三个交易日内，涨幅偏离值累计达到20%的证券,-7.74395703,,,,,,
20,10634757,深股通专用,深股通专用,2026-08-24,000534,万泽股份,-9.9889,22779307.0,32654998.95,-9875691.95,日跌幅偏离值达到7%的前5只证券,-0.73982737,,,,,,
21,10634757,深股通专用,深股通专用,2026-08-24,000603,盛达资源,8.8774,567098612.72,548220399.48,18878213.24,连续三个交易日内，涨幅偏离值累计达到20%的证券,-9.00652283,,,,,,
22,10634757,深股通专用,深股通专用,2026-08-24,000620,盈新发展,10.1587,45758299.0,48218684.08,-2460385.08,日涨幅偏离值达到7%的前5只证券,0.0,,,,,,
23,10634757,深股通专用,深股通专用,2026-08-24,000628,高新发展,5.3142,218803667.85,184586349.13,34217318.72,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.20938023,,,,,,
24,10634757,深股通专用,深股通专用,2026-08-24,001257,盛龙股份,3.0556,49126203.94,51505547.93,-2379343.99,日换手率达到20%的前5只证券,-1.65575664,,,,,,
25,10634757,深股通专用,深股通专用,2026-08-24,002017,东信和平,9.9794,90784398.84,77317446.68,13466952.16,连续三个交易日内，涨幅偏离值累计达到20%的证券,6.07008761,,,,,,
26,10634757,深股通专用,深股通专用,2026-08-24,002038,双鹭药业,-10.0282,35196089.52,41152255.82,-5956166.3,日跌幅偏离值达到7%的前5只证券,0.0,,,,,,
27,10634757,深股通专用,深股通专用,2026-08-24,002104,恒宝股份,7.1695,197204504.86,178066126.95,19138377.91,连续三个交易日内，涨幅偏离值累计达到20%的证券,-1.56385752,,,,,,
28,10634757,深股通专用,深股通专用,2026-08-24,002437,誉衡药业,-9.4253,86921389.16,83154565.55,3766823.61,日换手率达到20%的前5只证券,9.13705584,,,,,,
29,10634757,深股通专用,深股通专用,2026-08-24,002487,大金重工,-10.0051,79120003.93,103800538.69,-24680534.76,日跌幅偏离值达到7%的前5只证券,-0.28360749,,,,,,
30,10634757,深股通专用,深股通专用,2026-08-24,002580,圣阳股份,9.9791,85459011.21,3042463.05,82416548.16,日涨幅偏离值达到7%的前5只证券,0.85510689,,,,,,
31,10634757,深股通专用,深股通专用,2026-08-24,002716,湖南白银,9.9808,533221543.68,418805804.77,114415738.91,连续三个交易日内，涨幅偏离值累计达到20%的证券,-6.02094241,,,,,,
32,10634757,深股通专用,深股通专用,2026-08-24,002716,湖南白银,9.9808,260347999.63,316469939.17,-56121939.54,日涨幅偏离值达到7%的前5只证券,-6.02094241,,,,,,
33,10634757,深股通专用,深股通专用,2026-08-24,003040,楚天龙,10.0078,51594225.95,8706182.46,42888043.49,连续三个交易日内，涨幅偏离值累计达到20%的证券,10.02132196,,,,,,
34,10634757,深股通专用,深股通专用,2026-08-24,003040,楚天龙,10.0078,44400404.95,5755874.26,38644530.69,日涨幅偏离值达到7%的前5只证券,10.02132196,,,,,,
35,10634757,深股通专用,深股通专用,2026-08-24,300139,晓程科技,8.6624,146935404.63,152533248.27,-5597843.64,日换手率达到30%的前5只证券,-5.67460998,,,,,,
36,10634757,深股通专用,深股通专用,2026-08-24,300189,神农种业,4.4723,16368125.8,35171414.35,-18803288.55,日换手率达到30%的前5只证券,6.67808219,,,,,,
37,10634757,深股通专用,深股通专用,2026-08-24,301216,万凯新材,15.8692,33678561.26,25561171.48,8117389.78,日涨幅达到15%的前5只证券,-4.86147412,,,,,,
38,10634757,深股通专用,深股通专用,2026-08-21,000523,红棉股份,-9.915,1927297.0,20908867.39,-18981570.39,日跌幅偏离值达到7%的前5只证券,-3.4591195,2.20125786,,,,,
39,10634757,深股通专用,深股通专用,2026-08-21,000603,盛达资源,10.006,276965459.0,213178549.32,63786909.68,日涨幅偏离值达到7%的前5只证券,8.87735591,-0.928708,,,,,
40,10634757,深股通专用,深股通专用,2026-08-21,002038,双鹭药业,9.9379,24471364.5,25427164.0,-955799.5,连续三个交易日内，涨幅偏离值累计达到20%的证券,-10.02824859,-10.02824859,,,,,
41,10634757,深股通专用,深股通专用,2026-08-21,002365,永安药业,5.2665,101965446.31,70175931.3,31789515.01,日换手率达到20%的前5只证券,-8.92103677,-5.24412297,,,,,
42,10634757,深股通专用,深股通专用,2026-08-21,002396,星网锐捷,10.0166,203281039.69,90537674.63,112743365.06,日涨幅偏离值达到7%的前5只证券,-3.2861019,-7.02441966,,,,,
43,10634757,深股通专用,深股通专用,2026-08-21,002437,誉衡药业,-8.0338,87772073.0,56133722.28,31638350.72,日换手率达到20%的前5只证券,-9.42528736,-1.14942529,,,,,
44,10634757,深股通专用,深股通专用,2026-08-21,002491,通鼎互联,10.0156,309323470.14,290704771.04,18618699.1,日涨幅偏离值达到7%的前5只证券,-1.83962264,0.94339623,,,,,
45,10634757,深股通专用,深股通专用,2026-08-21,002491,通鼎互联,10.0156,309323470.14,290704771.04,18618699.1,日换手率达到20%的前5只证券,-1.83962264,0.94339623,,,,,
46,10634757,深股通专用,深股通专用,2026-08-21,002716,湖南白银,10.0317,272873544.05,102335865.6,170537678.45,日涨幅偏离值达到7%的前5只证券,9.98080614,3.35892514,,,,,
47,10634757,深股通专用,深股通专用,2026-08-21,003031,中瓷电子,9.9977,126429000.48,167372763.23,-40943762.75,日涨幅偏离值达到7%的前5只证券,-5.23796114,-9.88453957,,,,,
48,10634757,深股通专用,深股通专用,2026-08-21,300016,北陆药业,20.0,99145180.7,40666183.18,58478997.52,日涨幅达到15%的前5只证券,-6.70498084,-6.99233716,,,,,
49,10634757,深股通专用,深股通专用,2026-08-21,300142,沃森生物,6.4815,601076558.43,94277115.2,506799443.23,日换手率达到30%的前5只证券,-7.45341615,-10.43478261,,,,,
50,10634757,深股通专用,深股通专用,2026-08-21,300189,神农种业,-11.8297,28531834.0,62263360.77,-33731526.77,日换手率达到30%的前5只证券,4.47227191,11.4490161,,,,,
51,10634757,深股通专用,深股通专用,2026-08-20,000523,红棉股份,9.9688,19788062.83,32310877.29,-12522814.46,日振幅值达到15%的前5只证券,-9.91501416,-13.03116147,-7.93201133,,,,
52,10634757,深股通专用,深股通专用,2026-08-20,000523,红棉股份,9.9688,54234768.63,64734428.48,-10499659.85,连续三个交易日内，涨幅偏离值累计达到20%的证券,-9.91501416,-13.03116147,-7.93201133,,,,
53,10634757,深股通专用,深股通专用,2026-08-20,000703,恒逸石化,5.3459,603174719.46,403229160.91,199945558.55,连续三个交易日内，涨幅偏离值累计达到20%的证券,3.48258706,-5.37313433,-8.75621891,,,,
54,10634757,深股通专用,深股通专用,2026-08-20,002346,柘中股份,-10.0,35463796.0,38455043.0,-2991247.0,日跌幅偏离值达到7%的前5只证券,-2.53485425,-9.92817913,-12.88550908,,,,
55,10634757,深股通专用,深股通专用,2026-08-20,002365,永安药业,9.9791,56805932.0,46234276.0,10571656.0,日换手率达到20%的前5只证券,5.26649746,-4.12436548,-0.25380711,,,,
56,10634757,深股通专用,深股通专用,2026-08-20,002365,永安药业,9.9791,56805932.0,46234276.0,10571656.0,日涨幅偏离值达到7%的前5只证券,5.26649746,-4.12436548,-0.25380711,,,,
57,10634757,深股通专用,深股通专用,2026-08-20,002437,誉衡药业,10.0,61656535.36,62471252.66,-814717.3,日涨幅偏离值达到7%的前5只证券,-8.03382664,-16.70190275,-9.09090909,,,,
58,10634757,深股通专用,深股通专用,2026-08-20,002491,通鼎互联,9.9886,210718246.99,97522229.91,113196017.08,日涨幅偏离值达到7%的前5只证券,10.01556824,7.99169694,11.05345096,,,,
59,10634757,深股通专用,深股通专用,2026-08-20,002552,宝鼎科技,10.0096,58111948.0,65714807.0,-7602859.0,日涨幅偏离值达到7%的前5只证券,-3.33099579,1.4200561,-2.52454418,,,,
60,10634757,深股通专用,深股通专用,2026-08-20,002896,中大力德,-10.0,22630341.58,6602249.0,16028092.58,日跌幅偏离值达到7%的前5只证券,-0.20360675,-6.41361257,-5.831879,,,,
61,10634757,深股通专用,深股通专用,2026-08-20,300009,安科生物,19.9764,97603128.16,55813889.73,41789238.43,日涨幅达到15%的前5只证券,-11.62561576,-16.3546798,-14.87684729,,,,
62,10634757,深股通专用,深股通专用,2026-08-20,300109,新开源,19.97,79903093.12,53008645.77,26894447.35,日涨幅达到15%的前5只证券,2.62828536,-0.18773467,-1.12640801,,,,
63,10634757,深股通专用,深股通专用,2026-08-20,300189,神农种业,1.6026,68764701.9,93257296.06,-24492594.16,日换手率达到30%的前5只证券,-11.829653,-7.88643533,-1.73501577,,,,
64,10634757,深股通专用,深股通专用,2026-08-20,300363,博腾股份,20.0,124143097.33,70725175.42,53417921.91,日涨幅达到15%的前5只证券,-10.58006536,-16.42156863,-14.70588235,,,,
65,10634757,深股通专用,深股通专用,2026-08-20,300601,康泰生物,19.9834,65672084.28,42840480.16,22831604.12,日涨幅达到15%的前5只证券,-9.95162405,-12.78507256,-10.50449205,,,,
66,10634757,深股通专用,深股通专用,2026-08-20,300765,石药创新,20.0,172452033.06,52171922.0,120280111.06,日涨幅达到15%的前5只证券,-5.36886829,-12.63035921,-14.46504442,,,,
67,10634757,深股通专用,深股通专用,2026-08-19,000526,学大教育,9.9887,22980289.59,29682559.0,-6702269.41,连续三个交易日内，涨幅偏离值累计达到20%的证券,-3.9396265,-8.92811461,-11.53747762,,,,
68,10634757,深股通专用,深股通专用,2026-08-19,000560,我爱我家,10.1852,15244060.58,44835720.69,-29591660.11,日涨幅偏离值达到7%的前5只证券,-2.10084034,-6.30252101,-8.82352941,,,,
69,10634757,深股通专用,深股通专用,2026-08-19,000620,盈新发展,3.8123,165459962.68,117159723.39,48300239.29,日振幅值达到15%的前5只证券,-8.1920904,-11.01694915,-1.97740113,,,,
70,10634757,深股通专用,深股通专用,2026-08-19,000723,美锦能源,9.887,22408207.8,33111532.53,-10703324.73,日涨幅偏离值达到7%的前5只证券,-7.19794344,-8.99742931,0.0,,,,
71,10634757,深股通专用,深股通专用,2026-08-19,001270,铖昌科技,-8.4233,70760700.94,156152205.39,-85391504.45,日振幅值达到15%的前5只证券,-8.51297041,-5.09682134,-10.02922908,,,,
72,10634757,深股通专用,深股通专用,2026-08-19,001301,尚太科技,10.0071,68339144.4,50341013.2,17998131.2,日涨幅偏离值达到7%的前5只证券,2.96807316,1.39579657,2.39050217,,,,
73,10634757,深股通专用,深股通专用,2026-08-19,001400,江顺科技,9.9962,18454651.2,75147621.47,-56692970.27,日涨幅偏离值达到7%的前5只证券,-4.29369327,-6.5278101,-5.57365604,,,,
74,10634757,深股通专用,深股通专用,2026-08-19,002041,登海种业,1.0204,63430087.42,57401949.17,6028138.25,连续三个交易日内，涨幅偏离值累计达到20%的证券,2.82828283,-6.46464646,2.92929293,,,,
75,10634757,深股通专用,深股通专用,2026-08-19,002346,柘中股份,0.7663,174601685.25,201285846.66,-26684161.41,连续三个交易日内，涨幅偏离值累计达到20%的证券,-10.0,-12.28136882,-18.93536122,,,,
76,10634757,深股通专用,深股通专用,2026-08-19,002361,神剑股份,-7.0132,79304263.68,227543388.32,-148239124.64,日换手率达到20%的前5只证券,-9.05057675,-7.18722272,-10.38154392,,,,
77,10634757,深股通专用,深股通专用,2026-08-19,002361,神剑股份,-7.0132,79304263.68,227543388.32,-148239124.64,日振幅值达到15%的前5只证券,-9.05057675,-7.18722272,-10.38154392,,,,
78,10634757,深股通专用,深股通专用,2026-08-19,002365,永安药业,-7.8457,58245184.0,62109614.0,-3864430.0,日换手率达到20%的前5只证券,9.9790649,15.77110956,5.44312631,,,,
79,10634757,深股通专用,深股通专用,2026-08-19,002437,誉衡药业,-9.6639,92956015.9,195703802.75,-102747786.85,日换手率达到20%的前5只证券,10.0,1.1627907,-8.37209302,,,,
80,10634757,深股通专用,深股通专用,2026-08-19,002437,誉衡药业,-9.6639,92956015.9,195703802.75,-102747786.85,日振幅值达到15%的前5只证券,10.0,1.1627907,-8.37209302,,,,
81,10634757,深股通专用,深股通专用,2026-08-19,300189,神农种业,0.1605,99553078.47,102506529.21,-2953450.74,日换手率达到30%的前5只证券,1.6025641,-10.41666667,-6.41025641,,,,
82,10634757,深股通专用,深股通专用,2026-08-19,300503,昊志机电,-15.1829,86516830.43,91754878.8,-5238048.37,日跌幅达到15%的前5只证券,0.92020129,0.14378145,-3.6232926,,,,
83,10634757,深股通专用,深股通专用,2026-08-19,300598,诚迈科技,2.7457,76270114.94,76699209.27,-429094.33,连续三个交易日内，涨幅偏离值累计达到30%的证券,2.67229255,-7.36990155,-7.79184248,,,,
84,10634757,深股通专用,深股通专用,2026-08-19,300718,长盛轴承,-16.0638,34803405.67,19665936.0,15137469.67,日跌幅达到15%的前5只证券,-5.79590489,-4.83817701,-8.65257596,,,,
85,10634757,深股通专用,深股通专用,2026-08-19,300911,亿田智能,19.982,35584503.7,7638347.46,27946156.24,日涨幅达到15%的前5只证券,-7.50187547,-8.51462866,-17.66691673,,,,
86,10634757,深股通专用,深股通专用,2026-08-19,301211,亨迪药业,19.967,16250295.49,25449193.63,-9198898.14,日涨幅达到15%的前5只证券,-7.29023384,-14.23658872,-19.18844567,,,,
87,10634757,深股通专用,深股通专用,2026-08-19,301516,中远通,3.6,55539143.57,81083509.66,-25544366.09,日换手率达到30%的前5只证券,0.81510082,3.9039039,3.51780352,,,,
88,10634757,深股通专用,深股通专用,2026-08-19,301529,福赛科技,-16.181,63263119.0,33789321.8,29473797.2,日跌幅达到15%的前5只证券,12.65765254,21.92932621,25.19031928,,,,
89,10634757,深股通专用,深股通专用,2026-08-18,000551,创元科技,-9.7357,30246198.0,37064166.85,-6817968.85,日跌幅偏离值达到7%的前5只证券,-8.5,-10.0,-10.57142857,-11.35714286,,,
90,10634757,深股通专用,深股通专用,2026-08-18,000620,盈新发展,10.0,43560645.78,22716556.0,20844089.78,日涨幅偏离值达到7%的前5只证券,3.81231672,-4.69208211,-7.62463343,1.75953079,,,
91,10634757,深股通专用,深股通专用,2026-08-18,000620,盈新发展,10.0,291949623.63,188946123.25,103003500.38,连续三个交易日内，涨幅偏离值累计达到20%的证券,3.81231672,-4.69208211,-7.62463343,1.75953079,,,
92,10634757,深股通专用,深股通专用,2026-08-18,002025,航天电器,10.0061,140462152.38,93347687.52,47114464.86,日涨幅偏离值达到7%的前5只证券,-10.00279018,-15.20647321,-12.56975446,-15.35993304,,,
93,10634757,深股通专用,深股通专用,2026-08-18,002047,宝鹰股份,-6.3187,27595337.0,37848777.44,-10253440.44,连续三个交易日内，跌幅偏离值累计达到20%的证券,-8.79765396,-7.91788856,-5.86510264,-3.22580645,,,
94,10634757,深股通专用,深股通专用,2026-08-18,002081,金螳螂,7.732,476870932.98,400452635.5,76418297.48,连续三个交易日内，涨幅偏离值累计达到20%的证券,-10.04784689,-11.48325359,-17.86283892,-12.28070175,,,
95,10634757,深股通专用,深股通专用,2026-08-18,002385,大北农,10.0977,61807177.4,55128439.16,6678738.24,日涨幅偏离值达到7%的前5只证券,-4.43786982,0.88757396,-5.91715976,-3.55029586,,,
96,10634757,深股通专用,深股通专用,2026-08-18,002437,誉衡药业,-4.4177,199309023.15,225198767.36,-25889744.21,日换手率达到20%的前5只证券,-9.66386555,-0.6302521,-8.61344538,-9.66386555,,,
97,10634757,深股通专用,深股通专用,2026-08-18,002515,金字火腿,9.9747,228111725.49,184659939.43,43451786.06,连续三个交易日内，涨幅偏离值累计达到20%的证券,-7.11825488,-7.23306544,-5.39609644,-4.13318025,,,
98,10634757,深股通专用,深股通专用,2026-08-18,002515,金字火腿,9.9747,95168097.3,77640578.96,17527518.34,日涨幅偏离值达到7%的前5只证券,-7.11825488,-7.23306544,-5.39609644,-4.13318025,,,
99,10634757,深股通专用,深股通专用,2026-08-18,002724,海洋王,-9.8886,15218737.0,20377177.4,-5158440.4,日跌幅偏离值达到7%的前5只证券,-10.04636785,-8.80989181,-4.79134467,3.70942813,,,
100,10634757,深股通专用,深股通专用,2026-08-18,002747,埃斯顿,10.0,230409928.0,297258475.17,-66848547.17,日涨幅偏离值达到7%的前5只证券,-9.99000999,-18.15684316,-16.15884116,-20.87912088,,,
101,10634757,深股通专用,深股通专用,2026-08-18,002907,华森制药,-5.7772,26870031.66,41794911.65,-14924879.99,日振幅值达到15%的前5只证券,2.08596713,-4.23514539,-9.86093552,-0.505689,,,
102,10634757,深股通专用,深股通专用,2026-08-18,002951,金时科技,-10.0214,22705504.0,38380704.0,-15675200.0,日跌幅偏离值达到7%的前5只证券,-5.89636689,-4.28826683,-2.38237046,-1.84633711,,,
103,10634757,深股通专用,深股通专用,2026-08-18,300189,神农种业,20.0385,83719570.93,120512257.65,-36792686.72,日涨幅达到15%的前5只证券,0.16051364,1.76565008,-10.27287319,0.0,,,
104,10634757,深股通专用,深股通专用,2026-08-18,300189,神农种业,20.0385,83719570.93,120512257.65,-36792686.72,日换手率达到30%的前5只证券,0.16051364,1.76565008,-10.27287319,0.0,,,
105,10634757,深股通专用,深股通专用,2026-08-18,300189,神农种业,20.0385,196495091.87,173940077.16,22555014.71,连续三个交易日内，涨幅偏离值累计达到30%的证券,0.16051364,1.76565008,-10.27287319,0.0,,,
106,10634757,深股通专用,深股通专用,2026-08-18,300558,贝达药业,-20.0,17824516.85,45906935.4,-28082418.55,日跌幅达到15%的前5只证券,-8.16582915,-0.03589375,-8.14788227,-11.73725772,,,
107,10634757,深股通专用,深股通专用,2026-08-18,300570,太辰光,2.8225,863110116.79,840791658.67,22318458.12,连续三个交易日内，涨幅偏离值累计达到30%的证券,-9.53480203,7.09088172,7.62282331,1.72128268,,,
108,10634757,深股通专用,深股通专用,2026-08-18,300598,诚迈科技,20.0139,34575590.44,31542188.8,3033401.64,日涨幅达到15%的前5只证券,2.74566474,5.49132948,-4.8265896,-6.50289017,,,
109,10634757,深股通专用,深股通专用,2026-08-18,300684,中石科技,20.0049,346422231.55,68721317.13,277700914.42,日涨幅达到15%的前5只证券,-10.73195876,-6.5257732,-13.29896907,-11.32989691,,,
110,10634757,深股通专用,深股通专用,2026-08-18,301282,金禄电子,11.0606,286364651.62,216889578.37,69475073.25,连续三个交易日内，涨幅偏离值累计达到30%的证券,-3.58422939,-6.01638505,-8.42293907,-12.95442908,,,
111,10634757,深股通专用,深股通专用,2026-08-18,301516,中远通,16.4596,64946297.8,76179483.74,-11233185.94,日换手率达到30%的前5只证券,3.6,4.44444444,7.64444444,4.31111111,,,
112,10634757,深股通专用,深股通专用,2026-08-18,301516,中远通,16.4596,109543028.79,123105389.68,-13562360.89,连续三个交易日内，涨幅偏离值累计达到30%的证券,3.6,4.44444444,7.64444444,4.31111111,,,
113,10634757,深股通专用,深股通专用,2026-08-17,002081,金螳螂,10.0189,193392319.53,111206082.22,82186237.31,日涨幅偏离值达到7%的前5只证券,7.73195876,-3.09278351,-4.63917526,-14.08934708,,,
114,10634757,深股通专用,深股通专用,2026-08-17,002156,通富微电,10.0064,955170417.84,415743415.64,539427002.2,日涨幅偏离值达到7%的前5只证券,2.02136876,-8.18654346,-8.82183078,-11.5795553,,,
115,10634757,深股通专用,深股通专用,2026-08-17,002235,安妮股份,-8.4372,26051015.7,48949214.2,-22898198.5,日跌幅偏离值达到7%的前5只证券,-3.87434555,-8.58638743,-8.79581152,-15.39267016,,,
116,10634757,深股通专用,深股通专用,2026-08-17,002353,杰瑞股份,10.0007,330065736.09,363711420.54,-33645684.45,日涨幅偏离值达到7%的前5只证券,-2.13137456,-9.38647721,-7.73074839,-14.21518454,,,
117,10634757,深股通专用,深股通专用,2026-08-17,002436,兴森科技,9.9943,388956069.59,304854350.5,84101719.09,日涨幅偏离值达到7%的前5只证券,-1.93211488,-11.74934726,-11.7232376,-13.21148825,,,
118,10634757,深股通专用,深股通专用,2026-08-17,002437,誉衡药业,9.9338,167825811.83,134357631.9,33468179.93,日换手率达到20%的前5只证券,-4.41767068,-13.65461847,-5.02008032,-20.88353414,,,
119,10634757,深股通专用,深股通专用,2026-08-17,002437,誉衡药业,9.9338,167825811.83,134357631.9,33468179.93,日涨幅偏离值达到7%的前5只证券,-4.41767068,-13.65461847,-5.02008032,-20.88353414,,,
120,10634757,深股通专用,深股通专用,2026-08-17,002739,儒意电影,-8.342,302874180.81,456635921.16,-153761740.35,连续三个交易日内，跌幅偏离值累计达到20%的证券,0.22753129,-3.75426621,-3.29920364,-6.59840728,,,
121,10634757,深股通专用,深股通专用,2026-08-17,002739,儒意电影,-8.342,21698725.0,90356047.96,-68657322.96,日跌幅偏离值达到7%的前5只证券,0.22753129,-3.75426621,-3.29920364,-6.59840728,,,
122,10634757,深股通专用,深股通专用,2026-08-17,002907,华森制药,10.0262,35987707.0,14449584.0,21538123.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,-5.77724836,-3.81179273,-9.76771888,-14.77069684,,,
123,10634757,深股通专用,深股通专用,2026-08-17,300189,神农种业,11.1349,112775520.94,53427819.51,59347701.43,日换手率达到30%的前5只证券,20.03853565,20.23121387,22.15799615,12.52408478,,,
124,10634757,深股通专用,深股通专用,2026-08-17,300570,太辰光,20.0,264810021.97,258073324.81,6736697.16,日涨幅达到15%的前5只证券,2.82249742,-6.98142415,10.11351909,4.69556244,,,
125,10634757,深股通专用,深股通专用,2026-08-17,300679,电连技术,20.0047,144156942.62,155130333.0,-10973390.38,日涨幅达到15%的前5只证券,8.16884893,-4.27985148,-1.40707446,-1.89564198,,,
126,10634757,深股通专用,深股通专用,2026-08-17,301127,武汉天源,19.9735,130802755.38,35860878.36,94941877.02,日涨幅达到15%的前5只证券,7.00110254,2.31532525,1.70893054,2.09481808,,,
127,10634757,深股通专用,深股通专用,2026-08-17,301282,金禄电子,19.9932,130739345.37,64617722.61,66121622.76,日涨幅达到15%的前5只证券,11.06056298,7.07989764,4.37873187,-4.80523173,,,
128,10634757,深股通专用,深股通专用,2026-08-17,301626,苏州天脉,20.0,125698220.0,83318920.0,42379300.0,日涨幅达到15%的前5只证券,-4.27250228,-16.00234467,-15.4650254,-17.94320698,,,
129,10634757,深股通专用,深股通专用,2026-08-14,000582,北部湾港,-10.0,24163029.0,36648449.87,-12485420.87,日跌幅偏离值达到7%的前5只证券,-3.2627866,-1.49911817,-5.20282187,-3.79188713,,,
130,10634757,深股通专用,深股通专用,2026-08-14,000593,德龙汇能,-10.0,17435050.62,65778584.14,-48343533.52,日跌幅偏离值达到7%的前5只证券,4.15667466,7.71382894,-0.83932854,-3.47721823,,,
131,10634757,深股通专用,深股通专用,2026-08-14,000620,盈新发展,10.1818,132111307.55,27324454.4,104786853.15,日涨幅偏离值达到7%的前5只证券,2.31023102,12.54125413,16.83168317,3.96039604,,,
132,10634757,深股通专用,深股通专用,2026-08-14,000831,中国稀土,9.9982,495524236.47,259704612.77,235819623.7,日涨幅偏离值达到7%的前5只证券,3.01886792,2.5266612,-2.31337162,-7.57998359,,,
133,10634757,深股通专用,深股通专用,2026-08-14,001311,多利科技,0.3863,35530325.07,17013237.48,18517087.59,日振幅值达到15%的前5只证券,3.35349093,1.04452996,-2.14403518,-2.25398571,,,
134,10634757,深股通专用,深股通专用,2026-08-14,002081,金螳螂,9.9792,102860767.56,71261345.13,31599422.43,日涨幅偏离值达到7%的前5只证券,10.01890359,18.52551985,6.61625709,-2.64650284,,,
135,10634757,深股通专用,深股通专用,2026-08-14,002229,鸿博股份,-7.9853,86052705.26,61747334.69,24305370.57,日换手率达到20%的前5只证券,10.03184713,0.15923567,-9.87261146,-12.5,,,
136,10634757,深股通专用,深股通专用,2026-08-14,002322,理工能科,10.0337,17066101.0,19974777.06,-2908676.06,连续三个交易日内，涨幅偏离值累计达到20%的证券,-0.45977011,-2.83524904,-6.97318008,-9.96168582,,,
137,10634757,深股通专用,深股通专用,2026-08-14,002400,省广集团,-9.9371,103634440.0,141562941.4,-37928501.4,日跌幅偏离值达到7%的前5只证券,-2.23463687,-5.72625698,-10.05586592,-10.19553073,,,
138,10634757,深股通专用,深股通专用,2026-08-14,002437,誉衡药业,6.5882,168948683.85,95137051.92,73811631.93,日换手率达到20%的前5只证券,9.93377483,5.07726269,-5.07726269,-3.97350993,,,
139,10634757,深股通专用,深股通专用,2026-08-14,002645,华宏科技,9.9846,86054815.6,78116947.03,7937868.57,日涨幅偏离值达到7%的前5只证券,-1.81564246,-3.53817505,-10.5679702,-9.45065177,,,
140,10634757,深股通专用,深股通专用,2026-08-14,002724,海洋王,10.0649,12069959.08,13067366.0,-997406.92,连续三个交易日内，涨幅偏离值累计达到20%的证券,5.89970501,-4.57227139,-14.15929204,-9.14454277,,,
