序号,营业部代码,营业部名称,营业部简称,交易日期,股票代码,股票名称,涨跌幅,买入金额,卖出金额,净额,上榜原因,1日后涨跌幅,2日后涨跌幅,3日后涨跌幅,5日后涨跌幅,10日后涨跌幅,20日后涨跌幅,30日后涨跌幅
1089,10634757,深股通专用,深股通专用,2026-06-24,000029,深深房A,-9.9828,512792.0,8411826.0,-7899034.0,日跌幅偏离值达到7%的前5只证券,-8.03059273,-10.7456979,-15.64053537,-13.95793499,-15.44933078,-23.32695985,-15.64053537
1090,10634757,深股通专用,深股通专用,2026-06-24,000566,海南海药,10.049,17301601.0,28634585.0,-11332984.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,2.22717149,-8.01781737,1.11358575,22.27171492,16.03563474,16.03563474,36.52561247
1091,10634757,深股通专用,深股通专用,2026-06-24,000962,东方钽业,4.9176,942143070.36,646789337.2,295353733.16,连续三个交易日内，涨幅偏离值累计达到20%的证券,10.00261849,13.94344069,22.911757,13.00078555,-17.46530505,-34.4069128,-32.40377062
1092,10634757,深股通专用,深股通专用,2026-06-24,001257,盛龙股份,-2.5633,79603223.99,43773698.19,35829525.8,日换手率达到20%的前5只证券,0.0,-3.37268128,-1.45025295,-1.6612559,-13.39408537,-13.32626555,-12.95325652
1093,10634757,深股通专用,深股通专用,2026-06-24,001359,平安电工,10.0,140644606.44,191616139.52,-50971533.08,连续三个交易日内，涨幅偏离值累计达到20%的证券,-1.1315198,0.69751221,-8.93590638,-3.92931876,-17.22080136,-33.6743393,-33.2170813
1094,10634757,深股通专用,深股通专用,2026-06-24,001696,宗申动力,4.4643,214901068.45,82254948.08,132646120.37,日振幅值达到15%的前5只证券,7.94871795,1.62393162,-6.15384615,-14.18803419,-23.93162393,-37.82051282,-33.63247863
1095,10634757,深股通专用,深股通专用,2026-06-24,002008,大族激光,4.9066,1171164946.75,1228951732.09,-57786785.34,日振幅值达到15%的前5只证券,0.37443342,-0.63062471,-7.24561519,-9.36083558,-15.98239506,-31.07140511,-37.72580963
1096,10634757,深股通专用,深股通专用,2026-06-24,002068,黑猫股份,6.5613,98612278.7,91351667.11,7260611.59,日振幅值达到15%的前5只证券,10.0148368,8.30860534,6.89910979,13.57566766,-15.9495549,-44.13946588,-39.91097923
1097,10634757,深股通专用,深股通专用,2026-06-24,002167,东方锆业,9.9949,423987971.36,131697121.66,292290849.7,日涨幅偏离值达到7%的前5只证券,6.10438024,0.46598322,-6.52376514,13.14072693,-6.33737185,-20.31686859,-22.78657968
1098,10634757,深股通专用,深股通专用,2026-06-24,002167,东方锆业,9.9949,423987971.36,131697121.66,292290849.7,日换手率达到20%的前5只证券,6.10438024,0.46598322,-6.52376514,13.14072693,-6.33737185,-20.31686859,-22.78657968
1099,10634757,深股通专用,深股通专用,2026-06-24,002297,博云新材,2.5594,193780336.88,130242526.45,63537810.43,日换手率达到20%的前5只证券,-1.63398693,-8.22935235,-14.52762923,-16.33986928,-27.89661319,-49.25727867,-46.93998812
1100,10634757,深股通专用,深股通专用,2026-06-24,002346,柘中股份,7.4953,79930039.7,59637018.0,20293021.7,连续三个交易日内，涨幅偏离值累计达到20%的证券,-0.86617583,-7.83889129,-10.00433088,-10.61065396,-19.94982573,-24.83364114,-11.20335633
1101,10634757,深股通专用,深股通专用,2026-06-24,002367,康力电梯,9.5159,49982591.66,41069078.01,8913513.65,连续三个交易日内，涨幅偏离值累计达到20%的证券,3.04878049,1.82926829,-0.76219512,7.62195122,-5.0304878,-22.56097561,-17.5304878
1102,10634757,深股通专用,深股通专用,2026-06-24,002409,雅克科技,9.9987,538365864.01,350897351.32,187468512.69,日涨幅偏离值达到7%的前5只证券,4.61138399,8.98584224,19.88442647,36.42877781,9.79485698,-13.40075123,-18.74024848
1103,10634757,深股通专用,深股通专用,2026-06-24,002421,达实智能,1.7413,84416537.76,116097929.58,-31681391.82,日换手率达到20%的前5只证券,-8.31295844,-11.49144254,-16.13691932,-15.15892421,-24.20537897,-33.7408313,-13.69193154
1104,10634757,深股通专用,深股通专用,2026-06-24,002428,云南锗业,10.0,478144935.62,754752012.1,-276607076.48,日涨幅偏离值达到7%的前5只证券,5.6950199,-2.12039971,0.73929645,-6.69428873,-19.56351826,-38.90077347,-32.79897571
1105,10634757,深股通专用,深股通专用,2026-06-24,002428,云南锗业,10.0,478144935.62,754752012.1,-276607076.48,日振幅值达到15%的前5只证券,5.6950199,-2.12039971,0.73929645,-6.69428873,-19.56351826,-38.90077347,-32.79897571
1106,10634757,深股通专用,深股通专用,2026-06-24,002428,云南锗业,10.0,1767492219.34,1633955131.88,133537087.46,连续三个交易日内，涨幅偏离值累计达到20%的证券,5.6950199,-2.12039971,0.73929645,-6.69428873,-19.56351826,-38.90077347,-32.79897571
1107,10634757,深股通专用,深股通专用,2026-06-24,002580,圣阳股份,10.0043,277460849.52,270883810.16,6577039.36,日换手率达到20%的前5只证券,-0.90160721,-10.81928655,-18.81615053,-20.97216778,-30.22344179,-40.18032144,-20.07056056
1108,10634757,深股通专用,深股通专用,2026-06-24,002580,圣阳股份,10.0043,365091470.47,322649384.51,42442085.96,连续三个交易日内，涨幅偏离值累计达到20%的证券,-0.90160721,-10.81928655,-18.81615053,-20.97216778,-30.22344179,-40.18032144,-20.07056056
1109,10634757,深股通专用,深股通专用,2026-06-24,002584,西陇科学,9.98,30937219.0,26744062.0,4193157.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,-6.80580762,-12.70417423,-15.15426497,-9.25589837,-13.06715064,-36.66061706,-29.31034483
1110,10634757,深股通专用,深股通专用,2026-06-24,002600,领益智造,10.0312,699280049.23,460402539.28,238877509.95,日涨幅偏离值达到7%的前5只证券,1.24575311,-7.0781427,-10.7587769,0.79275198,-14.72253681,-31.31370328,-26.55719139
1111,10634757,深股通专用,深股通专用,2026-06-24,002631,德尔未来,10.0111,61636139.15,55351251.0,6284888.15,连续三个交易日内，涨幅偏离值累计达到20%的证券,-1.21334681,0.0,3.74115268,16.0768453,1.61779575,-35.0859454,-24.87360971
1112,10634757,深股通专用,深股通专用,2026-06-24,002672,东江环保,-8.7167,11280188.96,11910773.04,-630584.08,日跌幅偏离值达到7%的前5只证券,2.3872679,-7.4270557,-6.36604775,-10.61007958,-10.61007958,-16.44562334,-4.77453581
1113,10634757,深股通专用,深股通专用,2026-06-24,301310,鑫宏业,20.0089,70279084.76,65899245.16,4379839.6,日涨幅达到15%的前5只证券,3.41626439,1.55959896,7.70516153,-1.57816561,-3.63906424,24.54511697,1.80096547
1114,10634757,深股通专用,深股通专用,2026-06-24,301366,一博科技,19.9924,81830847.65,78317957.82,3512889.83,日涨幅达到15%的前5只证券,-2.29153405,-0.63653724,-3.78739656,-0.04154383,-14.2917208,-39.66787488,-26.94791825
1115,10634757,深股通专用,深股通专用,2026-06-24,301396,宏景科技,20.0,428592908.69,253295949.05,175296959.64,日涨幅达到15%的前5只证券,1.81451613,-2.65456989,-1.20967742,10.04704301,-13.64247312,-29.76814516,-33.16532258
1116,10634757,深股通专用,深股通专用,2026-06-24,301396,宏景科技,20.0,1139209015.15,1110206711.64,29002303.51,连续三个交易日内，涨幅偏离值累计达到30%的证券,1.81451613,-2.65456989,-1.20967742,10.04704301,-13.64247312,-29.76814516,-33.16532258
1117,10634757,深股通专用,深股通专用,2026-06-23,000060,中金岭南,-9.9886,203220440.15,249852594.06,-46632153.91,日跌幅偏离值达到7%的前5只证券,3.02648172,0.37831021,-3.15258512,-4.53972257,-13.36696091,-20.96400784,-18.04145507
1118,10634757,深股通专用,深股通专用,2026-06-23,000070,特发信息,10.0,182646543.4,64060425.2,118586118.2,日涨幅偏离值达到7%的前5只证券,0.99681021,-1.23604466,-11.12440191,-16.90590112,-27.51196172,-45.1754386,-46.1323764
1119,10634757,深股通专用,深股通专用,2026-06-23,000070,特发信息,10.0,274270741.4,67220270.2,207050471.2,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.99681021,-1.23604466,-11.12440191,-16.90590112,-27.51196172,-45.1754386,-46.1323764
1120,10634757,深股通专用,深股通专用,2026-06-23,000426,兴业银锡,-9.9977,95995886.0,347689984.68,-251694098.68,日跌幅偏离值达到7%的前5只证券,-2.29914751,-8.86075949,-14.72487729,-14.85404288,-11.90906742,-23.48230431,-14.02738311
1121,10634757,深股通专用,深股通专用,2026-06-23,000571,新大洲A,9.9485,59927080.24,8178849.0,51748231.24,连续三个交易日内，涨幅偏离值累计达到20%的证券,-2.3400936,4.52418097,-2.49609984,-1.24804992,1.71606864,-11.07644306,4.36817473
1122,10634757,深股通专用,深股通专用,2026-06-23,000630,铜陵有色,-9.9622,108521513.79,239527956.31,-131006442.52,日跌幅偏离值达到7%的前5只证券,-2.80112045,-6.44257703,-12.88515406,-10.92436975,-14.84593838,-16.2464986,-11.20448179
1123,10634757,深股通专用,深股通专用,2026-06-23,000783,长江证券,10.0,179179515.04,236519884.64,-57340369.6,连续三个交易日内，涨幅偏离值累计达到20%的证券,-2.43128964,7.29386892,3.17124736,3.06553911,-2.43128964,-9.09090909,-6.65961945
1124,10634757,深股通专用,深股通专用,2026-06-23,000783,长江证券,10.0,74159406.0,42704687.0,31454719.0,日涨幅偏离值达到7%的前5只证券,-2.43128964,7.29386892,3.17124736,3.06553911,-2.43128964,-9.09090909,-6.65961945
1125,10634757,深股通专用,深股通专用,2026-06-23,000811,冰轮环境,1.7651,224418826.33,301228302.12,-76809475.79,日振幅值达到15%的前5只证券,8.40560374,19.25729626,18.36598612,25.27363968,17.20728295,-1.73305745,-20.04948076
1126,10634757,深股通专用,深股通专用,2026-06-23,000823,超声电子,-10.0168,156943453.8,128371418.43,28572035.37,日振幅值达到15%的前5只证券,10.00935454,21.00093545,33.1150608,19.97193639,-9.63517306,-35.36014967,-37.32460243
1127,10634757,深股通专用,深股通专用,2026-06-23,000831,中国稀土,-10.0,344453059.74,307892626.96,36560432.78,日跌幅偏离值达到7%的前5只证券,-2.3294788,-3.40204458,-8.0274845,-7.00519524,-14.91766341,-16.35973691,-17.56705426
1128,10634757,深股通专用,深股通专用,2026-06-23,000960,锡业股份,-7.5365,793866714.73,661908707.48,131958007.25,日振幅值达到15%的前5只证券,9.7762073,4.64075383,0.30624264,0.56537102,-12.10836278,-26.69022379,-14.393404
1129,10634757,深股通专用,深股通专用,2026-06-23,001257,盛龙股份,-9.997,93992095.73,29942434.0,64049661.73,日换手率达到20%的前5只证券,-2.56325994,-2.56325994,-5.84949063,-8.70851134,-13.73069947,-18.65376564,-16.37395647
1130,10634757,深股通专用,深股通专用,2026-06-23,001696,宗申动力,-6.7832,225585982.59,219449775.74,6136206.85,日振幅值达到15%的前5只证券,4.46428571,12.76785714,6.16071429,-7.09821429,-17.23214286,-32.58928571,-30.9375
1131,10634757,深股通专用,深股通专用,2026-06-23,002068,黑猫股份,10.0,93333965.91,97243401.54,-3909435.63,日涨幅偏离值达到7%的前5只证券,6.56126482,17.23320158,15.41501976,18.81422925,-2.3715415,-36.2055336,-37.39130435
1132,10634757,深股通专用,深股通专用,2026-06-23,002068,黑猫股份,10.0,175714318.1,153421786.0,22292532.1,连续三个交易日内，涨幅偏离值累计达到20%的证券,6.56126482,17.23320158,15.41501976,18.81422925,-2.3715415,-36.2055336,-37.39130435
1133,10634757,深股通专用,深股通专用,2026-06-23,002297,博云新材,5.1923,544075182.38,18730849.0,525344333.38,日换手率达到20%的前5只证券,2.55941499,0.88360756,-5.88056063,-11.66971359,-22.30347349,-45.94759293,-48.53747715
1134,10634757,深股通专用,深股通专用,2026-06-23,002354,天娱数科,-4.5882,177235732.66,238382255.65,-61146522.99,日换手率达到20%的前5只证券,9.98766954,-0.9864365,8.87792848,14.67324291,7.39827374,-18.6189889,-2.83600493
1135,10634757,深股通专用,深股通专用,2026-06-23,002421,达实智能,-4.5131,75744500.0,122689337.47,-46944837.47,日换手率达到20%的前5只证券,1.74129353,-6.71641791,-9.95024876,-13.68159204,-22.13930348,-33.33333333,-13.43283582
1136,10634757,深股通专用,深股通专用,2026-06-23,002484,江海股份,-10.0,511976993.93,473275420.78,38701573.15,日跌幅偏离值达到7%的前5只证券,6.8042328,17.48148148,15.34391534,11.11111111,-6.31746032,-23.22751323,-37.23809524
1137,10634757,深股通专用,深股通专用,2026-06-23,002580,圣阳股份,10.0095,87630620.95,51765574.35,35865046.6,日涨幅偏离值达到7%的前5只证券,10.0043122,9.01250539,-1.89736956,-13.06597671,-19.01681759,-33.20396723,-16.77447176
1138,10634757,深股通专用,深股通专用,2026-06-23,002672,东江环保,10.1333,23386750.0,13431054.88,9955695.12,连续三个交易日内，涨幅偏离值累计达到20%的证券,-8.71670702,-6.53753027,-15.49636804,-20.5811138,-16.46489104,-22.51815981,-14.76997579
1139,10634757,深股通专用,深股通专用,2026-06-23,002805,丰元股份,-0.5749,199525782.52,68890279.52,130635503.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.39455782,-0.74829932,-9.65986395,-2.75510204,-10.44217687,-43.19727891,-40.71428571
1140,10634757,深股通专用,深股通专用,2026-06-23,002842,翔鹭钨业,-7.8301,300593621.0,100385113.0,200208508.0,日换手率达到20%的前5只证券,-3.38983051,6.26291856,7.81314593,-0.37205457,-22.0959074,-35.65522943,-35.05580819
1141,10634757,深股通专用,深股通专用,2026-06-23,300085,银之杰,20.0,151590729.53,96492893.53,55097836.0,日涨幅达到15%的前5只证券,-0.72127769,-0.51519835,-7.23853684,-9.91756826,-14.8119526,-18.23802164,-21.20041216
1142,10634757,深股通专用,深股通专用,2026-06-23,300085,银之杰,20.0,376360495.98,228946533.22,147413962.76,连续三个交易日内，涨幅偏离值累计达到30%的证券,-0.72127769,-0.51519835,-7.23853684,-9.91756826,-14.8119526,-18.23802164,-21.20041216
1143,10634757,深股通专用,深股通专用,2026-06-23,300149,睿智医药,19.9475,11048385.0,17366206.4,-6317821.4,日涨幅达到15%的前5只证券,-1.42231947,-0.32822757,-7.00218818,4.37636761,-3.93873085,6.56455142,4.15754923
1144,10634757,深股通专用,深股通专用,2026-06-23,300179,四方达,-0.8525,553326060.1,597243529.39,-43917469.29,日换手率达到30%的前5只证券,4.57975083,8.79101597,0.68433058,4.28145289,-2.78996315,-35.37462713,-46.37655729
1145,10634757,深股通专用,深股通专用,2026-06-23,300835,龙磁科技,19.999,148261860.81,152700575.6,-4438714.79,日涨幅达到15%的前5只证券,5.9835261,8.04062993,3.43561948,-2.05710384,-27.95868721,-38.77768768,-45.34590927
1146,10634757,深股通专用,深股通专用,2026-06-23,300943,春晖智控,-0.8536,118464438.76,15674042.0,102790396.76,连续三个交易日内，涨幅偏离值累计达到30%的证券,-1.05960265,4.63576159,-0.59602649,-0.77262693,2.5607064,-45.43046358,-44.59161148
1147,10634757,深股通专用,深股通专用,2026-06-23,301013,利和兴,3.5946,290152069.89,420022078.52,-129870008.63,日换手率达到30%的前5只证券,6.58418658,20.7480091,3.91069397,2.74459613,-15.00284414,-43.51535836,-38.5523322
1148,10634757,深股通专用,深股通专用,2026-06-23,301071,力量钻石,7.648,584647979.48,432053419.18,152594560.3,连续三个交易日内，涨幅偏离值累计达到30%的证券,1.86963113,4.05255179,-1.36432542,-6.51844366,-13.96664982,-38.44365841,-47.44820616
1149,10634757,深股通专用,深股通专用,2026-06-23,301548,崇德科技,5.0398,89337775.5,23914371.0,65423404.5,连续三个交易日内，涨幅偏离值累计达到30%的证券,-2.55754476,-3.49872123,-5.57544757,-9.18670077,-13.16624041,-34.57800512,-36.64450128
1150,10634757,深股通专用,深股通专用,2026-06-23,301580,爱迪特,10.8311,267764627.91,131288292.47,136476335.44,连续三个交易日内，涨幅偏离值累计达到30%的证券,-3.96381383,-13.70074991,-20.78324009,-23.42578264,-29.00845137,-34.29353648,-39.98333532
1151,10634757,深股通专用,深股通专用,2026-06-23,301580,爱迪特,10.8311,249431232.05,127391818.87,122039413.18,日换手率达到30%的前5只证券,-3.96381383,-13.70074991,-20.78324009,-23.42578264,-29.00845137,-34.29353648,-39.98333532
1152,10634757,深股通专用,深股通专用,2026-06-23,301687,新广益,11.0028,54740585.04,98784602.65,-44044017.61,日换手率达到30%的前5只证券,5.07162662,3.58133087,-3.07301294,-10.14325323,-25.75092421,-44.37384473,-45.93345656
1153,10634757,深股通专用,深股通专用,2026-06-22,000016,*ST康佳A,-4.4776,0.0,3035058.0,-3035058.0,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,2.34375,-2.734375,-7.421875,-14.453125,0.0,-6.25,0.390625
1154,10634757,深股通专用,深股通专用,2026-06-22,000403,派林生物,-9.9907,20808830.7,21501229.58,-692398.88,日跌幅偏离值达到7%的前5只证券,0.30832477,-4.31654676,-4.00822199,-5.75539568,-0.30832477,-0.10277492,9.14696814
1155,10634757,深股通专用,深股通专用,2026-06-22,000403,派林生物,-9.9907,62428149.79,34706503.77,27721646.02,连续三个交易日内，跌幅偏离值累计达到20%的证券,0.30832477,-4.31654676,-4.00822199,-5.75539568,-0.30832477,-0.10277492,9.14696814
1156,10634757,深股通专用,深股通专用,2026-06-22,000657,中钨高新,10.002,821079275.75,566812070.91,254267204.84,日涨幅偏离值达到7%的前5只证券,-5.38170405,-7.61561894,-2.44622911,-11.77882396,-25.53586206,-48.13608886,-55.58620458
1157,10634757,深股通专用,深股通专用,2026-06-22,000776,广发证券,9.9806,279690348.2,341148994.11,-61458645.91,日涨幅偏离值达到7%的前5只证券,2.73127753,-0.17621145,1.93832599,2.46696035,5.11013216,0.08810573,-8.32599119
1158,10634757,深股通专用,深股通专用,2026-06-22,000811,冰轮环境,10.0075,264497588.54,207981229.22,56516359.32,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.76510523,10.31907671,21.36231303,15.89738077,21.61174977,-8.84220882,-26.03066796
1159,10634757,深股通专用,深股通专用,2026-06-22,000887,中鼎股份,-8.9744,172747963.92,78781659.79,93966304.13,日跌幅偏离值达到7%的前5只证券,-3.52112676,-6.84104628,-8.65191147,-15.04024145,-6.18712274,-16.09657948,-13.02816901
1160,10634757,深股通专用,深股通专用,2026-06-22,000960,锡业股份,9.9904,473212591.12,173723928.92,299488662.2,日涨幅偏离值达到7%的前5只证券,-7.53648443,1.50294054,-3.24548029,-2.35242866,-11.97996079,-36.61511653,-24.17773905
1161,10634757,深股通专用,深股通专用,2026-06-22,001257,盛龙股份,5.7885,37563850.12,91008525.69,-53444675.57,日换手率达到20%的前5只证券,-9.9970423,-12.30405206,-12.30405206,-13.57586513,-21.49268699,-25.80464168,-28.65945307
1162,10634757,深股通专用,深股通专用,2026-06-22,001382,新亚电缆,-8.7151,2357351.0,1788493.4,568857.6,日跌幅偏离值达到7%的前5只证券,-3.98254228,-7.2558647,-10.96563011,-13.91162029,-12.71140207,-17.89416258,-3.98254228
1163,10634757,深股通专用,深股通专用,2026-06-22,002126,银轮股份,-6.8272,128582119.0,66664358.87,61917760.13,日振幅值达到15%的前5只证券,-1.1398331,1.01770812,1.09912477,-5.14960309,12.35497659,-15.53022593,-22.87807857
1164,10634757,深股通专用,深股通专用,2026-06-22,002272,川润股份,6.6509,181161919.86,168092719.33,13069200.53,日换手率达到20%的前5只证券,1.99026979,2.60946484,3.62671384,4.46704998,0.92879257,-29.72136223,-41.48606811
1165,10634757,深股通专用,深股通专用,2026-06-22,002407,多氟多,10.0052,213605783.03,336499722.74,-122893939.71,日涨幅偏离值达到7%的前5只证券,-2.01593999,3.72714487,2.64885138,7.0323488,7.50117206,-34.08345054,-29.65307079
1166,10634757,深股通专用,深股通专用,2026-06-22,002409,雅克科技,10.0027,306865604.64,531137311.93,-224271707.29,日涨幅偏离值达到7%的前5只证券,-4.75844533,4.76449933,9.59559269,25.59631917,12.87686161,-20.99527788,-26.8010655
1167,10634757,深股通专用,深股通专用,2026-06-22,002421,达实智能,9.9217,221313764.74,90463490.0,130850274.74,日换手率达到20%的前5只证券,-4.51306413,-2.85035629,-10.9263658,-18.52731591,-24.70308789,-38.00475059,-24.94061758
1168,10634757,深股通专用,深股通专用,2026-06-22,002501,*ST利源,-2.1583,0.0,5119490.0,-5119490.0,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,-0.73529412,-5.14705882,-8.82352941,-10.29411765,-0.73529412,-8.82352941,-8.08823529
1169,10634757,深股通专用,深股通专用,2026-06-22,002568,百润股份,-6.5296,56935168.2,41804451.82,15130716.38,连续三个交易日内，跌幅偏离值累计达到20%的证券,-0.45278137,-5.04527814,-7.50323415,11.90168176,8.66752911,19.66364812,29.04269082
1170,10634757,深股通专用,深股通专用,2026-06-22,002579,中京电子,4.0354,255551609.18,204004176.61,51547432.57,日换手率达到20%的前5只证券,-5.86565752,-8.42005676,0.75685904,-3.02743614,-15.27909177,-47.54020814,-49.24314096
1171,10634757,深股通专用,深股通专用,2026-06-22,002631,德尔未来,4.878,31084286.0,0.0,31084286.0,日振幅值达到15%的前5只证券,10.03671971,21.05263158,19.58384333,25.58139535,31.45654835,-18.97184823,-19.95104039
1172,10634757,深股通专用,深股通专用,2026-06-22,002779,中坚科技,-9.4639,34651939.16,90186749.2,-55534810.04,日跌幅偏离值达到7%的前5只证券,-0.21387515,-2.01844673,-4.05026066,-4.53147975,7.15145034,-21.42761663,-17.80510627
1173,10634757,深股通专用,深股通专用,2026-06-22,002779,中坚科技,-9.4639,34651939.16,90186749.2,-55534810.04,日振幅值达到15%的前5只证券,-0.21387515,-2.01844673,-4.05026066,-4.53147975,7.15145034,-21.42761663,-17.80510627
1174,10634757,深股通专用,深股通专用,2026-06-22,002842,翔鹭钨业,9.9958,132848091.32,0.0,132848091.32,日换手率达到20%的前5只证券,-7.83006287,-10.95446752,-2.05753477,-5.8106306,-22.57572871,-45.05620118,-43.60830634
1175,10634757,深股通专用,深股通专用,2026-06-22,002980,华盛昌,-9.9886,94293523.0,0.0,94293523.0,日跌幅偏离值达到7%的前5只证券,-3.62006259,-4.78727903,4.73653049,-2.35980716,-6.08136683,-26.43998985,-46.7732386
1176,10634757,深股通专用,深股通专用,2026-06-22,300085,银之杰,19.9926,224769766.45,132453639.69,92316126.76,日涨幅达到15%的前5只证券,20.0,19.13446677,19.38176198,6.98608964,4.17310665,-5.93508501,-7.75888717
1177,10634757,深股通专用,深股通专用,2026-06-22,300179,四方达,20.0,500042545.39,177816470.13,322226075.26,日涨幅达到15%的前5只证券,-0.85247042,3.68823939,7.86360473,-6.12386917,-0.10438413,-43.0236604,-50.20876827
1178,10634757,深股通专用,深股通专用,2026-06-22,300319,麦捷科技,13.9409,871574584.95,833782347.12,37792237.83,连续三个交易日内，涨幅偏离值累计达到30%的证券,1.26462219,-1.6123933,-4.900411,-6.44957319,-24.53367057,-54.60006323,-54.78975656
1179,10634757,深股通专用,深股通专用,2026-06-22,300319,麦捷科技,13.9409,626658015.92,570600811.84,56057204.08,日换手率达到30%的前5只证券,1.26462219,-1.6123933,-4.900411,-6.44957319,-24.53367057,-54.60006323,-54.78975656
1180,10634757,深股通专用,深股通专用,2026-06-22,300401,花园生物,19.9879,134310095.56,40919879.84,93390215.72,日涨幅达到15%的前5只证券,4.93205838,0.30196276,11.22294917,1.10719678,2.91897333,-36.38651233,-36.83945647
1181,10634757,深股通专用,深股通专用,2026-06-22,300475,香农芯创,12.9203,2244677469.22,2634211690.66,-389534221.44,连续三个交易日内，涨幅偏离值累计达到30%的证券,-1.49061849,0.62543433,6.41070188,2.84920083,-7.92216817,-46.58248749,-53.41261581
1182,10634757,深股通专用,深股通专用,2026-06-22,301071,力量钻石,20.0,317598338.89,79543136.36,238055202.53,日涨幅达到15%的前5只证券,7.64795474,9.66057441,12.01044386,-2.92645779,-5.53742385,-38.7510879,-47.32375979
1183,10634757,深股通专用,深股通专用,2026-06-22,301127,武汉天源,14.885,133617234.8,94847360.82,38769873.98,连续三个交易日内，涨幅偏离值累计达到30%的证券,0.23557126,4.2991755,11.36631331,18.19787986,20.43580683,-11.46779199,-19.73079807
1184,10634757,深股通专用,深股通专用,2026-06-22,301563,云汉芯城,1.3344,25810685.28,53925927.7,-28115242.42,日换手率达到30%的前5只证券,-10.05764262,-11.09620354,-5.88849135,-17.8095806,-23.1216458,-43.54005168,-44.1363546
1185,10634757,深股通专用,深股通专用,2026-06-22,301687,新广益,-5.41,74477265.18,57392574.95,17084690.23,日换手率达到30%的前5只证券,11.00282124,16.63246986,14.97819954,-1.66709413,-14.09335727,-41.97230059,-41.11310592
1186,10634757,深股通专用,深股通专用,2026-06-18,000539,粤电力A,-9.9757,71227874.16,87084040.51,-15856166.35,日跌幅偏离值达到7%的前5只证券,0.54054054,-3.64864865,-6.62162162,-11.75675676,-12.02702703,-28.24324324,-24.33546919
1187,10634757,深股通专用,深股通专用,2026-06-18,000657,中钨高新,9.9966,645570852.26,606342659.0,39228193.26,日涨幅偏离值达到7%的前5只证券,10.00203087,4.08204712,1.62469537,1.04589764,-8.98659626,-38.14346248,-49.59649156
1188,10634757,深股通专用,深股通专用,2026-06-18,000777,中核科技,-10.0183,15435411.0,40011522.7,-24576111.7,日跌幅偏离值达到7%的前5只证券,-2.79613625,-7.93085918,-10.82867311,-14.59074733,-4.16878495,-16.4613114,-12.00796219
1189,10634757,深股通专用,深股通专用,2026-06-18,001257,盛龙股份,-2.3227,66729020.28,137425545.13,-70696524.85,日换手率达到20%的前5只证券,5.78848561,-4.78723404,-7.22778473,-10.35669587,-12.44966886,-24.30970294,-24.27824396
1190,10634757,深股通专用,深股通专用,2026-06-18,001339,智微智能,10.0009,284317855.0,384297213.35,-99979358.35,连续三个交易日内，涨幅偏离值累计达到20%的证券,3.35618057,-1.91444103,7.89411487,1.00055149,-0.11609921,-18.85329455,-31.17743123
1191,10634757,深股通专用,深股通专用,2026-06-18,002137,实益达,3.8386,54564549.84,63702398.0,-9137848.16,日换手率达到20%的前5只证券,3.79146919,-1.42180095,-3.22274882,4.4549763,-1.23222749,-30.42654028,-30.71090047
1192,10634757,深股通专用,深股通专用,2026-06-18,002281,光迅科技,10.0,753681516.43,743653154.26,10028362.17,日涨幅偏离值达到7%的前5只证券,3.71149512,0.26296018,0.06010518,-9.71450038,-18.35837716,-28.83170548,-39.27498122
1193,10634757,深股通专用,深股通专用,2026-06-18,002354,天娱数科,9.9573,172145861.29,158777526.88,13368334.41,日涨幅偏离值达到7%的前5只证券,9.96119017,4.91591203,15.39456662,14.23027167,21.2160414,-7.37386805,-15.78266494
1194,10634757,深股通专用,深股通专用,2026-06-18,002436,兴森科技,8.9121,735964882.74,961653177.27,-225688294.53,日振幅值达到15%的前5只证券,2.38186708,-6.83826354,-3.5151748,-0.48021514,-10.9296965,-34.57548982,-47.15712639
1195,10634757,深股通专用,深股通专用,2026-06-18,002568,百润股份,-10.0109,11097898.0,5129678.0,5968220.0,日跌幅偏离值达到7%的前5只证券,-6.52962515,-6.9528416,-11.24546554,-4.89721886,1.93470375,10.64087062,24.54655381
1196,10634757,深股通专用,深股通专用,2026-06-18,002579,中京电子,10.0162,264838998.37,197453707.2,67385291.17,连续三个交易日内，涨幅偏离值累计达到20%的证券,4.03543307,-2.06692913,-4.72440945,12.10629921,-3.69094488,-39.37007874,-46.60433071
1197,10634757,深股通专用,深股通专用,2026-06-18,002741,光华科技,4.716,170161618.41,225672481.85,-55510863.44,日换手率达到20%的前5只证券,0.62953995,-9.44309927,-15.32687651,-5.30266344,-19.27360775,-39.95157385,-49.49152542
1198,10634757,深股通专用,深股通专用,2026-06-18,002975,博杰股份,-4.0471,324920001.35,373973986.1,-49053984.75,日振幅值达到15%的前5只证券,10.0,5.70175439,10.61403509,5.57748538,-10.52631579,-33.64766082,-46.34502924
