序号,代码,名称,收盘价,涨跌幅,买方机构数,卖方机构数,机构买入总额,机构卖出总额,机构买入净额,市场总成交额,机构净买额占总成交额比,换手率,流通市值,上榜原因,上榜日期
1,603019,中科曙光,102.46,4.583,3,0,2080312304.18,0.0,2080312304.18,36158578749,5.753302193155,7.9376,1498.69,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2025-09-15
2,300502,新易盛,183.5,8.0683,3,4,3925062463.22,2069917142.9,1855145320.32,39825073580,4.65823450795,7.657,1624.25,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-07-17
3,603986,兆易创新,157.8,4.5864,3,2,2688146632.48,889320920.18,1798825712.3,36215597700,4.966991645978,12.5987,1047.34,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2025-08-25
4,688228,开普云,214.0,14.561,2,2,5461977700.0,3954453000.0,1507524700.0,18057798800,8.348330362392,9.4075,144.49,有价格涨跌幅限制的连续30个交易日内收盘价格涨幅偏离值累计达到200%的证券,2025-09-22
5,601138,工业富联,34.61,6.0355,2,0,1498357688.77,0.0,1498357688.77,22629027211,6.621396822757,1.5222,6872.92,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2025-07-31
6,601606,长城军工,67.82,10.0081,2,2,12933059300.0,11568052000.0,1365007300.0,50479709100,2.704071248303,9.4237,491.17,有价格涨跌幅限制的连续10个交易日内收盘价格涨幅偏离值累计达到100%的证券,2025-08-13
7,603986,兆易创新,122.9,7.1958,3,1,1486497944.81,350476744.2,1136021200.61,17991781757,6.314111720303,9.6068,814.81,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2025-01-09
8,300274,阳光电源,191.49,15.4389,4,3,2339803498.04,1284693450.18,1055110047.86,26410424684,3.995051425656,9.1395,3044.13,日涨幅达到15%的前5只证券,2025-10-29
9,600629,华建集团,40.93,9.9973,2,2,16674562900.0,15623758600.0,1050804300.0,42349849200,2.48124685176,5.1592,390.11,有价格涨跌幅限制的连续30个交易日内收盘价格涨幅偏离值累计达到200%的证券,2025-10-21
10,002157,正邦科技,3.73,4.4818,4,2,1267200306.89,363516235.51,903684071.38,8086173994,11.175669383945,9.5198,269.37,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-12-15
11,601929,吉视传媒,6.25,8.3189,2,2,17113871200.0,16284492000.0,829379200.0,93318287000,0.888763849684,25.0803,218.11,有价格涨跌幅限制的连续30个交易日内收盘价格涨幅偏离值累计达到200%的证券,2025-09-12
12,300308,中际旭创,174.81,16.68,3,2,1287273590.62,470563571.66,816710018.96,15619206714,5.228882835823,8.3588,1932.53,日涨幅达到15%的前5只证券,2025-07-15
13,000547,航天发展,28.16,10.0,3,1,1674390993.45,880726495.09,793664498.36,33720932736,2.353625579024,18.9281,447.5,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-12-26
14,000063,中兴通讯,46.55,9.375,2,2,1800484761.9,1071148491.6,729336270.3,55047845402,1.32491338212,11.0154,1874.74,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-08-22
15,688521,芯原股份,80.06,13.239,4,1,809170841.79,99781444.84,709389396.95,7120492600,9.962644957317,7.4445,399.09,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,2025-02-26
16,688347,华虹宏力,114.56,15.7172,3,0,684290599.43,0.0,684290599.43,4529402200,15.107746435722,10.3327,467.12,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,2025-09-30
17,603663,三祥新材,37.48,10.0088,1,0,654653754.75,0.0,654653754.75,4746409774,13.792609275669,10.8292,158.47,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2025-11-11
18,688353,华盛锂电,93.0,20.0,2,2,3726498400.0,3077282800.0,649215600.0,6743420800,9.62739267287,13.7963,110.74,有价格涨跌幅限制的连续10个交易日内收盘价格涨幅偏离值累计达到100%的证券,2025-11-10
19,000063,中兴通讯,37.82,-9.9952,2,1,1034107228.49,401837937.21,632269291.28,16918578961,3.737130008008,10.8302,1523.15,日跌幅偏离值达到7%的前5只证券,2025-12-11
20,300394,天孚通信,173.66,-15.4157,4,3,1167671790.0,544835371.6,622836418.4,12065869737,5.161968693314,8.4513,1347.35,日跌幅达到15%的前5只证券,2025-09-04
21,688411,海博思创,378.16,20.0013,1,1,772188465.46,162804130.62,609384334.84,7049600900,8.644238780099,22.0705,143.45,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,2025-11-13
22,002460,赣锋锂业,66.97,10.0033,2,2,1005469637.77,427014892.23,578454745.54,21926634552,2.638137394812,10.6981,808.89,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-10-09
23,300115,长盈精密,34.5,9.0392,4,4,1441494889.22,870629114.4,570865774.82,23823043124,2.396275622088,23.1428,467.96,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-09-18
24,123254,亿纬转债,114.9,14.9,3,0,552819929.74,0.0,552819929.74,6461064865,8.556173653892,,,上市首日可转债,2025-04-11
25,601519,大智慧,12.95,10.0255,2,0,541961466.42,0.0,541961466.42,8168575261,6.634712285844,10.113,257.6,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2025-07-08
26,002460,赣锋锂业,66.97,10.0033,1,1,597677894.75,76585644.9,521092249.85,8465988299,6.15512603427,10.6981,808.89,日涨幅偏离值达到7%的前5只证券,2025-10-09
27,688158,优刻得,28.68,20.0,2,2,1530272400.0,1009789300.0,520483100.0,5458397200,9.535456672153,35.7957,115.37,有价格涨跌幅限制的连续10个交易日内收盘价格涨幅偏离值累计达到100%的证券,2025-02-10
28,601888,中国中免,90.53,4.1892,2,0,516814161.61,0.0,516814161.61,26036169981,1.98498535686,7.0816,1767.58,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2025-11-11
29,002027,分众传媒,7.18,9.9541,4,4,808424329.32,295128690.55,513295638.77,3779808065,13.579939244084,3.7161,1036.95,日涨幅偏离值达到7%的前5只证券,2025-04-10
30,002131,利欧股份,5.07,3.8934,3,1,819715087.39,308191960.74,511523126.65,22014981986,2.323522803586,39.5129,296.58,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-08-20
31,688228,开普云,182.99,13.7078,2,0,497517129.44,0.0,497517129.44,3298214000,15.084440531755,11.3463,123.55,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,2025-09-15
32,300342,天银机电,30.78,17.2125,5,2,661387232.36,165386423.43,496000808.93,4305639461,11.519794293571,35.9999,128.91,日换手率达到30%的前5只证券,2025-12-24
33,300189,神农种业,7.79,9.2567,5,4,938472023.74,453073007.55,485399016.19,8641383985,5.617144395303,62.1678,69.04,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-12-23
34,002163,海南发展,22.75,10.0097,4,3,1229622831.27,745670947.01,483951884.26,13877538806,3.487303411832,28.3728,182.81,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-12-26
35,000547,航天发展,28.16,10.0,3,0,564738358.69,82973098.0,481765260.69,8424016376,5.718949716937,18.9281,447.5,日涨幅偏离值达到7%的前5只证券,2025-12-26
36,002131,利欧股份,5.07,3.8934,3,0,597835718.39,126629613.74,471206104.65,11893306173,3.961943784141,39.5129,296.58,日换手率达到20%的前5只证券,2025-08-20
37,002648,卫星化学,19.15,9.9943,2,2,689154439.53,219610228.05,469544211.48,11388773936,4.122868836616,9.0148,644.68,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-04-25
38,603063,禾望电气,37.9,10.0145,1,0,457059984.7,0.0,457059984.7,6030799018,7.578763333612,7.3599,172.28,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2025-07-31
39,688183,生益电子,41.33,7.9958,3,3,596441476.03,139541569.42,456899906.61,3278466900,13.9363891888,4.3731,343.79,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,2025-06-06
40,002759,ST天际,21.69,9.9899,5,3,679566701.55,237692208.1,441874493.45,3843792715,11.49579402983,36.2814,108.65,日换手率达到20%的前5只证券,2025-10-09
41,002759,ST天际,21.69,9.9899,5,3,679566701.55,237692208.1,441874493.45,3843792715,11.49579402983,36.2814,108.65,日涨幅偏离值达到7%的前5只证券,2025-10-09
42,300456,赛微电子,48.48,15.1818,3,3,1032261994.43,591231968.73,441030025.7,18891784446,2.334506975562,37.2843,289.64,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-11-27
43,002407,多氟多,20.5,5.6701,3,1,601435871.76,161207843.93,440228027.83,9075649475,4.850650402956,24.0118,221.51,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-09-30
44,002407,多氟多,32.1,10.0069,2,2,596319683.44,157983251.47,438336431.97,7154216696,6.126966103991,21.1917,346.86,日涨幅偏离值达到7%的前5只证券,2025-11-07
45,300100,双林股份,60.3,10.0767,3,2,716520649.33,282704159.0,433816490.33,8549643360,5.074088731697,14.6777,233.4,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-03-18
46,002460,赣锋锂业,52.82,9.9958,3,1,584701126.22,154466702.43,430234423.79,7897773261,5.447540839322,12.6199,637.98,日涨幅偏离值达到7%的前5只证券,2025-09-19
47,688353,华盛锂电,120.0,20.0,2,2,8498599500.0,8071969700.0,426629800.0,18306790200,2.330445672557,10.2417,142.89,有价格涨跌幅限制的连续30个交易日内收盘价格涨幅偏离值累计达到200%的证券,2025-11-13
48,127108,太能转债,109.45,9.45,4,0,424228002.14,0.0,424228002.14,2493950840,17.010279245921,,,上市首日可转债,2025-04-16
49,688108,赛诺医疗,29.5,17.4831,2,2,2984341100.0,2560302600.0,424038500.0,8996749700,4.713241049709,30.1313,122.73,有价格涨跌幅限制的连续10个交易日内收盘价格涨幅偏离值累计达到100%的证券,2025-08-13
50,600699,均胜电子,27.0,5.7994,1,0,412154793.82,0.0,412154793.82,10520463989,3.917648444507,15.4352,365.86,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2025-09-09
51,688691,灿芯股份,122.26,20.0039,3,0,409309245.74,0.0,409309245.74,3343902000,12.240467745167,23.6898,87.37,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,2025-10-09
52,300548,长芯博创,134.67,12.4875,4,4,1161890473.99,752697738.45,409192735.54,11946981495,3.425072146561,13.2461,362.01,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-08-27
53,300502,新易盛,312.1,-15.5825,2,2,1530496458.88,1121969305.84,408527153.04,34970233130,1.168213982221,11.7653,2762.56,日跌幅达到15%的前5只证券,2025-09-04
54,600744,华银电力,9.17,6.8765,2,2,4766910700.0,4361271600.0,405639100.0,24765068300,1.637948642363,23.5226,186.25,有价格涨跌幅限制的连续10个交易日内收盘价格涨幅偏离值累计达到100%的证券,2025-07-14
55,300803,指南针,109.87,19.9978,1,0,438349625.17,38906216.0,399443409.17,10690237885,3.736524981642,17.5596,657.67,日涨幅达到15%的前5只证券,2025-08-15
56,688627,精智达,190.28,15.4472,3,0,398292469.93,0.0,398292469.93,1335821900,29.816285384302,10.2514,137.67,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,2025-10-27
57,601699,潞安环能,14.18,7.3429,4,0,397162839.07,0.0,397162839.07,6529795252,6.082316883494,6.1054,424.18,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2025-07-24
58,688472,阿特斯,21.28,20.0226,3,1,544800168.64,153657860.18,391142308.46,11158219000,3.505418816928,15.4587,296.37,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,2025-11-05
59,300803,指南针,125.96,14.6446,1,1,719032682.27,334016061.01,385016621.26,26484000751,1.453770617513,21.681,753.98,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-08-18
60,688411,海博思创,378.16,20.0013,2,0,381589456.36,0.0,381589456.36,2869349100,13.298815970493,22.0705,143.45,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,2025-11-13
61,002384,东山精密,68.82,4.2411,4,3,1265385822.37,888325647.6,377060174.77,20535851556,1.83610683853,6.7184,954.07,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-09-01
62,002475,立讯精密,65.7,7.7933,3,3,2740021288.54,2366669182.34,373352106.2,59683008590,0.625558454609,7.6548,4755.94,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-09-23
63,600362,江西铜业,39.04,10.0028,1,0,372062196.24,0.0,372062196.24,7329253551,5.076399576724,1.7069,810.18,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2025-10-09
64,605178,时空科技,84.05,9.9987,2,0,365323502.0,0.0,365323502.0,4668033439,7.826068659831,17.1922,83.28,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2025-11-17
65,603799,华友钴业,70.29,6.6616,1,0,364274585.24,0.0,364274585.24,28198795603,1.291809020387,8.8831,1324.32,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2025-10-09
66,002916,深南电路,198.0,6.1947,4,2,716085493.06,353034347.46,363051145.6,8033250394,4.519355526017,2.2242,1316.74,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-08-29
67,001309,德明利,170.62,9.9994,4,3,764055973.01,402243888.66,361812084.35,5040461044,7.17815456149,19.0375,272.61,日涨幅偏离值达到7%的前5只证券,2025-09-23
68,688123,聚辰股份,107.89,15.3534,3,1,453943380.39,94542212.1,359401168.29,1921847600,18.700815209801,11.6757,170.76,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,2025-09-22
69,688691,灿芯股份,122.26,20.0039,3,0,357826539.27,0.0,357826539.27,2031231100,17.616239691781,23.6898,87.37,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,2025-10-09
70,300139,晓程科技,27.41,0.2194,5,1,417575078.29,64593531.5,352981546.79,3209453577,10.998182036954,50.9986,64.05,日换手率达到30%的前5只证券,2025-09-10
71,002157,正邦科技,3.45,9.8726,4,2,422988821.6,77073166.59,345915655.01,2159673927,16.017031584509,8.902,249.15,日涨幅偏离值达到7%的前5只证券,2025-12-11
72,300963,中洲特材,31.5,6.4549,4,0,418512689.29,73988160.45,344524528.84,2985079069,11.54155454098,46.128,63.17,日换手率达到30%的前5只证券,2025-05-20
73,603158,腾龙股份,12.85,10.0171,1,0,343554166.8,0.0,343554166.8,4214959487,8.150829630975,7.0614,63.07,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2025-08-19
74,601519,大智慧,18.7,8.5947,1,0,342359317.64,0.0,342359317.64,8692891891,3.938382323545,11.1558,371.97,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2025-08-19
75,000021,深科技,31.72,3.4573,2,0,438429498.9,97037958.0,341391540.9,11769973621,2.900529363047,24.5564,498.46,日振幅值达到15%的前5只证券,2025-10-10
76,300763,锦浪科技,89.24,19.9946,4,2,659095305.56,319912291.18,339183014.38,10734402467,3.159775454877,16.5439,286.91,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-09-05
77,603083,剑桥科技,109.0,7.3997,1,2,597143225.86,258704595.2,338438630.66,7085835708,4.776269795218,24.1246,292.14,有价格涨跌幅限制的日换手率达到20%的前五只证券,2025-09-15
78,601138,工业富联,61.9,4.8442,1,1,891857609.22,553605233.16,338252376.06,53107662675,0.63691821297,1.5893,12292.22,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2025-09-12
79,688347,华虹宏力,60.28,17.9648,3,0,335829405.46,0.0,335829405.46,4128958300,8.133514098701,18.386,235.96,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,2025-02-19
80,002407,多氟多,20.5,5.6701,3,1,421906477.7,89523857.63,332382620.07,5327312614,6.239217484563,24.0118,221.51,日换手率达到20%的前5只证券,2025-09-30
81,002402,和而泰,53.42,10.0082,3,0,399657072.8,69783696.72,329873376.08,6087503927,5.418860998461,14.5246,430.47,日涨幅偏离值达到7%的前5只证券,2025-12-04
82,002683,广东宏大,44.87,7.757,4,0,416888225.79,91668916.5,325219309.29,4332812279,7.505963525497,4.5738,296.31,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-09-19
83,603228,景旺电子,77.19,10.0043,2,2,705033230.64,382802068.72,322231161.92,8123564367,3.966622868516,6.3841,753.16,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2025-10-28
84,000426,兴业银锡,32.89,5.2143,4,3,631838877.75,311793308.65,320045569.1,6660854661,4.804872428367,4.9506,583.87,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-09-30
85,603728,鸣志电器,90.74,10.0012,2,1,390351872.25,76216431.0,314135441.25,5781655367,5.433313148393,6.1991,380.09,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2025-02-21
86,002213,大为股份,33.31,10.0066,4,2,502660843.34,189714286.44,312946556.9,4130096253,7.577221878853,43.5123,68.85,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-11-19
87,600988,赤峰黄金,27.59,7.3541,3,1,443079379.36,133496530.04,309582849.32,8493181938,3.64507497402,6.2935,459.07,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2025-04-14
88,300972,万辰集团,211.8,20.0,3,0,307893646.31,0.0,307893646.31,1695750067,18.156782199319,5.3364,346.17,日涨幅达到15%的前5只证券,2025-08-29
89,603605,珀莱雅,93.18,9.9988,3,2,380800219.16,75014859.68,305785359.48,3382442349,9.040371658379,7.0241,368.44,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2025-04-28
90,688733,壹石通,32.7,17.5413,1,0,302039744.21,0.0,302039744.21,2559727100,11.799685373101,18.9615,65.33,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,2025-08-15
91,113070,渝水转债,122.351,22.351,2,0,301897810.0,0.0,301897810.0,2298585580,13.134068734565,,,向不特定对象发行的可转债上市首日交易公开信息,2025-02-13
92,603800,洪田股份,38.6,2.7415,3,1,325687053.12,24996845.0,300690208.12,2046400278,14.693616461676,12.2233,80.29,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2025-08-07
93,002080,中材科技,40.36,6.4627,4,4,1148649007.3,849973011.09,298675996.21,11386985303,2.622959354583,6.3471,677.29,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-12-24
94,688648,中邮科技,68.48,14.6877,2,2,3555887500.0,3261196300.0,294691200.0,8252508500,3.57092876669,18.3155,45.29,有价格涨跌幅限制的连续30个交易日内收盘价格涨幅偏离值累计达到200%的证券,2025-05-29
95,688167,炬光科技,186.02,17.3406,2,1,332920931.06,41598137.83,291322793.23,2025453100,14.383092515448,12.9027,167.16,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,2025-12-17
96,000938,紫光股份,32.42,10.0102,4,1,365656442.64,75791740.63,289864702.01,7579818518,3.824164144849,8.4479,927.24,日涨幅偏离值达到7%的前5只证券,2025-02-21
97,688228,开普云,153.8,16.5152,2,2,1159014100.0,869569100.0,289445000.0,4067837800,7.115450866797,18.7775,103.84,有价格涨跌幅限制的连续10个交易日内收盘价格涨幅偏离值累计达到100%的证券,2025-08-29
98,000559,万向钱潮,17.2,9.624,2,2,547466317.6,258616417.97,288849899.63,11469054004,2.518515472412,14.3124,570.07,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-12-31
99,002163,海南发展,20.68,6.8734,5,2,661092897.25,372402220.15,288690677.1,6404468017,4.507644918106,38.8809,166.17,日换手率达到20%的前5只证券,2025-12-25
100,603009,北特科技,44.09,1.6367,2,0,288132633.95,0.0,288132633.95,4150372219,6.942332367949,11.3372,149.2,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2025-01-10
101,300390,天华新能,48.93,-19.7079,3,2,500481343.3,212694703.61,287786639.69,5347832925,5.381369308391,15.7492,329.07,日跌幅达到15%的前5只证券,2025-11-21
102,301488,豪恩汽电,218.03,14.2236,3,2,468766749.05,181509493.89,287257255.16,6103371342,4.706534127839,46.2079,51.05,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-09-17
103,688110,东芯股份,73.2,20.0,2,2,12063054000.0,11779600900.0,283453100.0,35398141500,0.800757011495,14.6516,323.73,有价格涨跌幅限制的连续10个交易日内收盘价格涨幅偏离值累计达到100%的证券,2025-08-07
104,002173,创新医疗,22.65,10.0049,3,1,626866246.92,346518382.8,280347864.12,9094721202,3.082533899537,35.2942,94.29,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-08-13
105,300403,汉宇集团,21.19,0.8088,3,2,435460942.34,156048925.5,279412016.84,4476696869,6.241477254689,47.9228,89.62,日换手率达到30%的前5只证券,2025-02-27
106,600879,航天电子,19.47,4.6212,1,0,278196425.29,0.0,278196425.29,35630725673,0.780776759483,25.1786,642.37,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2025-12-26
107,688472,阿特斯,16.25,9.5013,2,1,351144283.85,73841854.07,277302429.78,5937105000,4.670667434381,16.1863,226.32,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,2025-10-30
108,002049,紫光国微,69.06,10.0032,3,0,319954149.55,45573584.55,274380565.0,3966993673,6.916586907297,6.9312,586.61,日涨幅偏离值达到7%的前5只证券,2025-04-09
109,688520,神州细胞,85.41,16.4576,4,1,497924398.19,224569564.77,273354833.42,2522622200,10.836138420569,4.5288,380.36,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,2025-07-04
110,688521,芯原股份,203.0,17.341,1,0,272791783.83,0.0,272791783.83,8081538400,3.375493257942,8.243,1016.73,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,2025-09-22
111,300520,科大国创,41.79,12.6415,4,3,471921386.18,199242819.66,272678566.52,4607776725,5.917790353004,39.8105,116.18,日换手率达到30%的前5只证券,2025-10-29
112,300763,锦浪科技,89.24,19.9946,3,1,392404280.83,120234997.01,272169283.82,4431980018,6.141031383594,16.5439,286.91,日涨幅达到15%的前5只证券,2025-09-05
113,600376,首开股份,5.51,9.98,2,2,1768529600.0,1499774900.0,268754700.0,9385519700,2.863503658727,11.6435,142.13,有价格涨跌幅限制的连续10个交易日内收盘价格涨幅偏离值累计达到100%的证券,2025-09-12
114,603236,移远通信,90.18,10.0024,2,0,268388004.92,0.0,268388004.92,6416954580,4.182482540183,13.1467,235.96,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2025-01-21
115,301205,联特科技,129.43,14.9467,4,3,586280485.0,319677586.31,266602898.69,4660860229,5.720036336451,29.8924,87.96,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-10-29
116,300189,神农种业,6.88,20.0698,4,2,333202652.46,67832528.3,265370124.16,2940157893,9.025709972645,51.3332,60.97,日涨幅达到15%的前5只证券,2025-12-10
117,300189,神农种业,6.88,20.0698,4,2,333202652.46,67832528.3,265370124.16,2940157893,9.025709972645,51.3332,60.97,日换手率达到30%的前5只证券,2025-12-10
118,603659,璞泰来,23.84,6.3336,2,1,346430364.91,81375064.1,265055300.81,7044416841,3.762629424019,6.2392,509.32,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2025-09-01
119,002402,和而泰,36.14,10.0152,2,0,309973165.02,47908548.0,262064617.02,6237507789,4.201431499327,21.7187,291.23,日涨幅偏离值达到7%的前5只证券,2025-08-22
120,300726,宏达电子,56.25,6.4333,4,3,483451638.94,222465819.33,260985819.61,5298502901,4.925652103743,20.8468,120.62,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-12-24
121,688700,东威科技,39.74,19.9879,3,1,271602317.92,10669465.66,260932852.26,755442500,34.540398807322,6.6035,118.58,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,2025-03-10
122,688205,德科立,165.02,19.9971,2,1,387538566.75,127412057.71,260126509.04,7932525400,3.279239534991,19.9395,261.2,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,2025-12-09
123,002915,中欣氟材,26.21,-2.4563,5,2,428576154.39,168835508.57,259740645.82,2995446273,8.671183594953,37.448,75.51,日换手率达到20%的前5只证券,2025-08-08
124,601869,长飞光纤,109.65,10.002,2,0,257228167.58,0.0,257228167.58,7500759554,3.429361596358,6.4589,445.55,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2025-09-18
125,688017,绿的谐波,149.0,14.9514,1,0,257006600.0,0.0,257006600.0,6220425300,4.131656399764,9.7801,251.46,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,2025-01-14
126,002008,大族激光,33.88,10.0,2,3,435592917.09,178609834.8,256983082.29,8844960201,2.905418186743,9.9319,324.14,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-08-11
127,300047,天源迪科,17.7,8.4559,4,1,416517647.64,160754366.33,255763281.31,8080496482,3.165192657156,48.9047,97.3,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-05-07
128,688353,华盛锂电,93.0,20.0,2,0,251909784.21,0.0,251909784.21,3019653100,8.342341847479,13.7963,110.74,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,2025-11-10
129,118053,正帆转债,127.403,27.403,4,1,296190540.0,44437520.0,251753020.0,1366770180,18.419557558682,,,向不特定对象发行的可转债上市首日交易公开信息,2025-04-03
130,688158,优刻得,27.9,-2.7197,1,0,251366644.32,0.0,251366644.32,5273875300,4.76626067211,42.7673,112.23,有价格涨跌幅限制的日换手率达到30%的前五只证券,2025-02-11
131,300803,指南针,78.72,20.0,3,1,561904408.35,310615829.27,251288579.08,11920650101,2.108010695314,17.0544,465.33,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-06-25
132,300223,君正股份,95.28,20.0,2,0,266536685.47,15753221.28,250783464.19,6297508432,3.98226484169,16.8635,400.72,日涨幅达到15%的前5只证券,2025-12-01
133,002190,成飞集成,39.06,9.9972,3,0,250916967.5,1385983.0,249530984.5,2278912835,10.949562469773,16.5686,140.12,日涨幅偏离值达到7%的前5只证券,2025-06-30
134,688109,品茗科技,100.6,18.6041,2,2,903581900.0,655291500.0,248290400.0,2043715600,12.148970238325,15.9224,79.32,有价格涨跌幅限制的连续10个交易日内收盘价格涨幅偏离值累计达到100%的证券,2025-09-30
135,688799,华纳药厂,46.36,12.9354,3,1,286457232.54,38667619.51,247789613.03,1653921900,14.98194159168,13.2419,60.88,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,2025-05-30
136,688353,华盛锂电,77.5,19.1574,2,0,246403490.79,0.0,246403490.79,1529454000,16.110552575625,17.8815,92.28,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,2025-11-07
137,601698,中国卫通,30.0,5.9696,1,0,246308485.91,0.0,246308485.91,21278224179,1.157561288188,7.0998,1267.32,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2025-12-29
138,601208,东材科技,20.52,3.4274,3,1,287751079.03,42692108.24,245058970.79,4714746058,5.197713042767,10.278,208.92,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2025-09-12
