序号,代码,名称,收盘价,涨跌幅,买方机构数,卖方机构数,机构买入总额,机构卖出总额,机构买入净额,市场总成交额,机构净买额占总成交额比,换手率,流通市值,上榜原因,上榜日期
4159,300125,聆达股份,7.16,-16.9374,1,0,5649683.0,988869.53,4660813.47,211141775,2.207433119287,10.6271,19.0,日跌幅达到15%的前5只证券,2025-12-04
4160,002549,凯美特气,27.06,-5.1192,3,4,325890390.66,321236388.28,4654002.38,4991057749,0.093246814885,26.8072,187.35,日换手率达到20%的前5只证券,2025-10-15
4161,920199,倍益康,42.58,1.381,1,1,11573965.18,6924871.72,4649093.46,525452200,0.884779521334,30.4921,15.84,当日换手率达到20%的前5只股票,2025-08-08
4162,300903,科翔股份,14.76,20.0,4,5,131710511.2,127067563.04,4642948.16,755060571,0.614910689066,16.5339,48.47,日涨幅达到15%的前5只证券,2025-10-24
4163,001318,阳光乳业,16.49,10.0067,1,1,24041740.36,19411639.0,4630101.36,989822670,0.467770793732,11.0226,46.61,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-07-30
4164,688198,佰仁医疗,121.89,16.0305,1,0,4602092.57,0.0,4602092.57,148911000,3.090498734143,0.9157,167.47,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,2025-02-26
4165,002725,跃岭股份,17.17,-10.0105,4,1,53765046.0,49165936.0,4599110.0,904626692,0.508398662196,24.4123,36.4,日跌幅偏离值达到7%的前5只证券,2025-12-15
4166,000638,*ST万方,4.67,-3.7113,3,1,19345525.64,14758555.0,4586970.64,216358279,2.120080942223,5.1332,14.48,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,2025-12-29
4167,920706,铁拓机械,26.82,-14.066,1,0,6055623.28,1482074.34,4573548.94,544858600,0.839401073967,42.9598,11.36,当日换手率达到20%的前5只股票,2025-07-23
4168,920779,武汉蓝电,43.8,6.0533,1,0,6045810.04,1494773.84,4551036.2,202378200,2.248777882203,22.8481,8.77,当日换手率达到20%的前5只股票,2025-08-29
4169,301176,逸豪新材,21.23,20.0113,1,3,20698387.0,16157375.0,4541012.0,348417266,1.303325765721,30.4017,11.96,日涨幅达到15%的前5只证券,2025-06-18
4170,920223,荣亿精密,21.97,7.2754,1,0,8618287.66,4077839.22,4540448.44,419705000,1.081819001441,23.5637,17.92,当日换手率达到20%的前5只股票,2025-09-11
4171,002910,庄园牧场,13.65,9.9919,3,2,44210480.4,39670822.36,4539658.04,547117816,0.829740488656,25.087,23.35,日振幅值达到15%的前5只证券,2025-12-19
4172,001234,泰慕士,21.52,-9.9582,1,0,6063388.0,1545100.0,4518288.0,250767620,1.801782861759,10.5771,23.16,日跌幅偏离值达到7%的前5只证券,2025-06-13
4173,002295,精艺股份,11.39,10.0483,1,1,11201715.0,6687342.0,4514373.0,458927266,0.983679405093,16.8356,28.51,日振幅值达到15%的前5只证券,2025-07-11
4174,688353,华盛锂电,93.0,20.0,1,1,40020911.67,35512056.82,4508854.85,1490199200,0.302567257451,13.7963,110.74,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,2025-11-10
4175,300797,钢研纳克,20.2,8.6022,1,1,33261987.3,28761406.22,4500581.08,2348416062,0.191643259166,17.4627,76.48,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-08-29
4176,301078,孩子王,12.14,19.9605,1,1,21346524.0,16872801.0,4473723.0,1073135368,0.41688338055,7.3723,151.28,日涨幅达到15%的前5只证券,2025-04-08
4177,300352,ST信源,7.57,19.9683,0,1,23553182.0,19107984.16,4445197.84,3012687129,0.14754926913,32.9935,96.64,日涨幅达到15%的前5只证券,2025-08-21
4178,000859,国风新材,7.54,10.073,1,1,41010933.2,36573823.49,4437109.71,3131894070,0.141674961248,21.2191,67.55,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-04-21
4179,002780,三夫户外,19.2,10.0287,1,1,17788128.0,13364197.4,4423930.6,1027785423,0.430433288992,41.9147,25.09,日换手率达到20%的前5只证券,2025-11-14
4180,920128,胜业电气,39.25,12.1749,1,0,4412179.62,0.0,4412179.62,289655100,1.52325286867,37.3394,8.12,当日换手率达到20%的前5只股票,2025-05-26
4181,002164,宁波东力,8.99,10.0367,3,3,78680367.0,74279058.0,4401309.0,1401150278,0.314121123844,21.9318,43.13,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-04-30
4182,002365,永安药业,15.3,-0.7138,3,1,51416832.25,47015600.0,4401232.25,1417638225,0.310462300775,36.5106,37.57,日换手率达到20%的前5只证券,2025-05-20
4183,920478,峆一药业,25.1,9.2254,1,0,7246717.85,2847435.12,4399282.73,359419200,1.22399769684,30.8813,11.85,当日换手率达到20%的前5只股票,2025-07-30
4184,002551,尚荣医疗,3.81,-9.7156,1,0,7467528.0,3072583.1,4394944.9,660604377,0.665291519859,27.8473,23.29,日跌幅偏离值达到7%的前5只证券,2025-05-16
4185,000620,盈新发展,1.97,10.0559,1,1,19195008.0,14807069.0,4387939.0,994493816,0.441223356989,7.2047,92.03,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-04-21
4186,920262,太湖雪,31.69,14.0338,1,0,4502652.68,119474.24,4383178.44,361077100,1.213917592669,37.5831,9.88,当日换手率达到20%的前5只股票,2025-05-13
4187,300539,横河精密,23.75,-14.9964,1,0,7674076.0,3304161.2,4369914.8,787159850,0.555149605255,18.0551,40.98,日跌幅达到15%的前5只证券,2025-08-01
4188,301248,杰创智能,19.0,-4.8096,1,0,7485220.0,3122729.0,4362491.0,704013595,0.619660050741,35.2392,19.41,日换手率达到30%的前5只证券,2025-02-05
4189,000509,华塑控股,3.8,10.1449,2,4,53934763.88,49584775.17,4349988.71,644369007,0.675077271369,8.6288,40.78,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-10-22
4190,301176,逸豪新材,37.3,8.0533,3,4,56606193.25,52279002.0,4327191.25,861548896,0.502257187037,42.2309,21.02,日换手率达到30%的前5只证券,2025-07-14
4191,000695,滨海能源,15.5,-2.5157,1,0,12578202.0,8260868.0,4317334.0,1148759536,0.37582573765,32.7264,34.37,日振幅值达到15%的前5只证券,2025-06-04
4192,002431,ST棕榈,2.9,-7.3482,2,2,25181651.0,20865333.52,4316317.48,603248108,0.715512808537,11.2296,52.57,日跌幅偏离值达到7%的前5只证券,2025-11-07
4193,002164,宁波东力,13.21,9.9917,4,4,188095910.18,183783606.75,4312303.43,3494867055,0.123389627191,20.7295,63.38,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-08-20
4194,002702,海欣食品,8.68,-9.9585,1,1,35203113.0,30892669.4,4310443.6,2015338012,0.213881918285,46.6983,39.82,日振幅值达到15%的前5只证券,2025-12-04
4195,002702,海欣食品,8.68,-9.9585,1,1,35203113.0,30892669.4,4310443.6,2015338012,0.213881918285,46.6983,39.82,日跌幅偏离值达到7%的前5只证券,2025-12-04
4196,002702,海欣食品,8.68,-9.9585,1,1,35203113.0,30892669.4,4310443.6,2015338012,0.213881918285,46.6983,39.82,日换手率达到20%的前5只证券,2025-12-04
4197,300191,潜能恒信,13.62,15.131,2,1,6499471.4,2200142.0,4299329.4,159458993,2.696197510792,5.4164,30.13,日涨幅达到15%的前5只证券,2025-01-13
4198,300157,新锦动力,3.54,10.9718,4,3,42134702.04,37841544.37,4293157.67,735945730,0.583352480352,22.6943,24.93,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-04-29
4199,603400,华之杰,55.8,-2.7536,1,0,4287361.0,0.0,4287361.0,374507910,1.144798517073,33.7555,10.94,有价格涨跌幅限制的日换手率达到20%的前五只证券,2025-07-01
4200,301076,新瀚新材,44.58,20.0,1,3,72244293.92,67962419.54,4281874.38,1258898628,0.340128608036,27.1258,48.95,日涨幅达到15%的前5只证券,2025-08-06
4201,301563,云汉芯城,164.31,-1.0181,5,5,145630640.67,141349268.58,4281372.09,905017834,0.473070466587,39.8878,22.92,日换手率达到30%的前5只证券,2025-10-20
4202,920158,长江能科,19.45,5.192,1,0,5229524.49,960458.63,4269065.86,210200600,2.030948465418,29.7398,7.42,当日换手率达到20%的前5只股票,2025-10-29
4203,920706,铁拓机械,32.29,6.0427,1,0,8159376.08,3916085.15,4243290.93,471407200,0.900132821476,34.7407,13.67,当日换手率达到20%的前5只股票,2025-07-28
4204,002765,蓝黛科技,15.73,10.0,0,2,30764131.0,26538605.0,4225526.0,1426149726,0.29628908683,15.6169,93.73,日涨幅偏离值达到7%的前5只证券,2025-09-26
4205,301292,海科新源,21.96,3.6827,3,3,47026174.64,42802767.0,4223407.64,570426663,0.740394500108,30.342,18.68,日换手率达到30%的前5只证券,2025-09-09
4206,002300,太阳电缆,8.32,5.8524,3,2,46065300.86,41846375.93,4218924.93,1292470854,0.326423216194,22.2233,60.09,日振幅值达到15%的前5只证券,2025-11-10
4207,002554,惠博普,3.17,8.1911,2,2,19196670.0,14979940.0,4216730.0,530202494,0.795305576213,13.378,42.27,日振幅值达到15%的前5只证券,2025-06-17
4208,603280,南方路机,25.45,0.1574,1,0,4206058.0,0.0,4206058.0,276671224,1.520236885929,37.5526,7.11,有价格涨跌幅限制的日换手率达到20%的前五只证券,2025-03-20
4209,002846,英联股份,14.91,10.0369,2,2,78065554.6,73860006.64,4205547.96,1606992461,0.261703029856,27.6275,38.32,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-06-23
4210,001331,胜通能源,12.54,4.5,3,4,27914504.8,23710037.32,4204467.48,356431335,1.179600968585,40.501,8.85,日换手率达到20%的前5只证券,2025-08-14
4211,000678,襄阳轴承,13.84,10.0159,1,0,27237796.0,23034695.0,4203101.0,2219708657,0.189353723821,35.5721,63.61,日涨幅偏离值达到7%的前5只证券,2025-03-13
4212,000678,襄阳轴承,13.84,10.0159,1,0,27237796.0,23034695.0,4203101.0,2219708657,0.189353723821,35.5721,63.61,日换手率达到20%的前5只证券,2025-03-13
4213,002086,东方海洋,2.95,10.0746,1,1,18537852.0,14340608.82,4197243.18,661124323,0.634864432298,3.6592,44.75,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-03-14
4214,920826,盖世食品,14.28,3.2538,1,0,6179448.59,1982934.18,4196514.41,184413500,2.275600435977,20.965,8.92,当日换手率达到20%的前5只股票,2025-12-03
4215,002963,豪尔赛,16.7,-10.0216,3,1,8932199.0,4740620.0,4191579.0,157613058,2.659410998802,8.2004,19.07,日跌幅偏离值达到7%的前5只证券,2025-10-27
4216,002471,中超控股,4.35,10.1266,2,3,115638039.0,111447397.47,4190641.53,2867073412,0.146164430686,41.6385,56.77,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-05-19
4217,301366,一博科技,68.48,19.993,1,1,34257492.6,30072344.4,4185148.2,2593603204,0.161364243904,38.9811,37.47,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-02-27
4218,002669,康达新材,14.04,10.0313,1,1,16200992.98,12024112.0,4176880.98,842690622,0.495660076303,20.0373,42.39,日涨幅偏离值达到7%的前5只证券,2025-07-02
4219,002808,恒久退,2.63,-5.0542,4,0,7310909.32,3137301.52,4173607.8,48703281,8.569459211588,3.6489,4.91,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,2025-01-21
4220,002702,海欣食品,8.76,10.0503,1,2,53409916.5,49252661.22,4157255.28,2148102916,0.193531476031,32.0947,40.19,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-12-02
4221,002658,雪迪龙,9.38,-9.9808,2,1,37661176.0,33517299.72,4143876.28,1473778885,0.281173541172,40.0543,33.64,日振幅值达到15%的前5只证券,2025-07-04
4222,002658,雪迪龙,9.38,-9.9808,2,1,37661176.0,33517299.72,4143876.28,1473778885,0.281173541172,40.0543,33.64,日换手率达到20%的前5只证券,2025-07-04
4223,002658,雪迪龙,9.38,-9.9808,2,1,37661176.0,33517299.72,4143876.28,1473778885,0.281173541172,40.0543,33.64,日跌幅偏离值达到7%的前5只证券,2025-07-04
4224,001208,华菱线缆,24.04,-1.3946,3,2,184353200.85,180215074.0,4138126.85,3319082090,0.124676845519,53.0823,63.28,日换手率达到20%的前5只证券,2025-12-31
4225,688117,圣诺生物,35.71,15.0081,1,1,20998855.69,16861270.99,4137584.7,879991400,0.470184674532,16.5127,56.2,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,2025-06-20
4226,001239,永达股份,15.63,-2.5561,2,1,39157387.32,35028687.0,4128700.32,1270221149,0.325037913536,18.9359,14.44,连续三个交易日内，跌幅偏离值累计达到20%的证券,2025-03-26
4227,002848,高斯贝尔,8.77,5.0299,3,2,21335514.0,17211333.0,4124181.0,189407184,2.177415298039,4.9185,14.46,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,2025-10-13
4228,920184,国源科技,22.24,2.963,1,0,5392337.44,1271672.3,4120665.14,385681200,1.068412237879,20.3801,19.51,当日换手率达到20%的前5只股票,2025-07-28
4229,002757,南兴股份,16.95,9.9935,1,3,55844574.0,51725259.0,4119315.0,1051678318,0.391689638314,10.2106,47.81,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-01-24
4230,002289,宇顺电子,34.98,5.0135,1,1,9740383.0,5626393.0,4113990.0,347473770,1.183971382933,1.7246,97.93,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,2025-09-16
4231,920662,方盛股份,38.17,10.6377,1,0,5415150.03,1303843.08,4111306.95,369468300,1.112763111206,39.3722,9.38,当日换手率达到20%的前5只股票,2025-09-11
4232,300366,ST创意,7.16,19.933,1,1,8395139.0,4290871.0,4104268.0,366306853,1.120445322381,9.9295,37.98,日涨幅达到15%的前5只证券,2025-04-30
4233,002816,*ST和科,22.05,5.0,2,2,13193232.0,9097337.0,4095895.0,129193162,3.170365162206,4.9308,22.05,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,2025-10-13
4234,301479,弘景光电,120.72,-13.1073,1,1,10745859.0,6659547.26,4086311.74,748518318,0.545920071925,41.1834,17.15,日换手率达到30%的前5只证券,2025-03-25
4235,002915,中欣氟材,14.89,9.9705,2,2,33240532.88,29154611.82,4085921.06,795404394,0.5136910345,13.5984,42.93,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-04-23
4236,000551,创元科技,13.78,9.9761,1,1,39465417.4,35383487.96,4081929.44,1767681855,0.230919915168,13.1794,66.55,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-12-23
4237,301317,鑫磊股份,41.45,8.6216,1,1,31892579.54,27813915.0,4078664.54,1992495402,0.204701327587,61.7329,18.57,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-05-14
4238,920252,天宏锂电,28.09,29.9861,1,1,12450964.48,8374428.18,4076536.3,490506700,0.831086772107,27.1457,19.17,当日收盘价涨幅达到20%的前5只股票,2025-09-04
4239,300546,雄帝科技,27.97,0.9747,2,2,59043057.45,54967618.1,4075439.35,1874552822,0.217408616187,49.2067,37.52,日换手率达到30%的前5只证券,2025-06-10
4240,920116,星图测控,78.77,8.2154,1,0,9995207.08,5931033.3,4064173.78,752389300,0.540169002935,23.285,31.97,当日换手率达到20%的前5只股票,2025-12-01
4241,002097,山河智能,15.84,10.0,1,1,61696978.0,57641216.66,4055761.34,4040216388,0.100384755432,24.2447,169.92,日涨幅偏离值达到7%的前5只证券,2025-09-19
4242,920009,丹娜生物,94.79,11.7938,1,1,10026258.5,5972256.6,4054001.9,348542700,1.163129194787,50.6515,6.82,当日换手率达到20%的前5只股票,2025-11-14
4243,300971,博亚精工,20.58,8.2019,2,2,9431704.0,5377769.0,4053935.0,77077392,5.259564309078,5.9054,13.54,日振幅值达到30%的前5只证券,2025-01-07
4244,301150,中一科技,62.74,20.0077,4,3,181678724.36,177628107.53,4050616.83,2006856949,0.201838842176,15.4245,139.65,日涨幅达到15%的前5只证券,2025-11-17
4245,920693,阿为特,52.16,11.453,1,0,6509817.73,2465248.19,4044569.54,454153700,0.890572847915,23.9721,19.1,当日换手率达到20%的前5只股票,2025-08-07
4246,002090,金智科技,10.65,10.0207,1,1,12428468.0,8397817.0,4030651.0,382225831,1.054520828552,2.3085,42.18,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-01-21
4247,920299,灿能电力,24.54,11.2925,1,1,9147658.42,5125191.13,4022467.29,340823800,1.180219013461,31.3649,10.81,当日换手率达到20%的前5只股票,2025-12-12
4248,002235,安妮股份,9.9,5.0955,1,0,28906201.92,24884524.0,4021677.92,2726512330,0.147502649291,51.6406,54.8,日振幅值达到15%的前5只证券,2025-06-26
4249,002235,安妮股份,9.9,5.0955,1,0,28906201.92,24884524.0,4021677.92,2726512330,0.147502649291,51.6406,54.8,日换手率达到20%的前5只证券,2025-06-26
4250,301008,宏昌科技,30.64,20.0157,0,3,36437477.52,32432827.52,4004650.0,555643475,0.720722941991,17.1134,35.49,日涨幅达到15%的前5只证券,2025-08-20
4251,001208,华菱线缆,19.84,-5.6586,1,0,29461407.0,25458282.0,4003125.0,3202334833,0.125006447132,56.7606,52.26,日振幅值达到15%的前5只证券,2025-12-23
4252,001208,华菱线缆,19.84,-5.6586,1,0,29461407.0,25458282.0,4003125.0,3202334833,0.125006447132,56.7606,52.26,日换手率达到20%的前5只证券,2025-12-23
4253,002235,安妮股份,9.93,9.9668,1,1,51428904.33,47434295.0,3994609.33,2346591625,0.170230273024,44.6852,54.97,日涨幅偏离值达到7%的前5只证券,2025-06-23
4254,002235,安妮股份,9.93,9.9668,1,1,51428904.33,47434295.0,3994609.33,2346591625,0.170230273024,44.6852,54.97,日换手率达到20%的前5只证券,2025-06-23
4255,920091,大鹏工业,88.6,14.3521,1,1,16062458.13,12078077.89,3984380.24,604463700,0.659159555818,52.2311,12.04,当日换手率达到20%的前5只股票,2025-12-29
4256,002728,特一药业,14.01,-6.4128,3,1,92223702.82,88256591.6,3967111.22,1875538249,0.211518545256,34.8887,52.79,日换手率达到20%的前5只证券,2025-11-28
4257,300204,舒泰神,19.2,10.9827,3,3,224755235.39,220803268.32,3951967.07,3179411863,0.12429868291,13.8085,90.62,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-05-27
4258,920670,数字人,18.7,8.5316,1,0,6841138.14,2890488.5,3950649.64,358559900,1.101810224735,29.526,12.46,当日换手率达到20%的前5只股票,2025-08-28
4259,001316,润贝航科,48.66,-4.998,1,0,7328136.0,3385780.0,3942356.0,640979993,0.615051334371,48.0415,13.24,日换手率达到20%的前5只证券,2025-05-12
4260,001316,润贝航科,48.66,-4.998,1,0,7328136.0,3385780.0,3942356.0,640979993,0.615051334371,48.0415,13.24,日振幅值达到15%的前5只证券,2025-05-12
4261,000638,*ST万方,6.84,5.0691,1,0,6435847.0,2495673.0,3940174.0,423298073,0.930827294364,5.15,21.21,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,2025-10-30
4262,002693,双成药业,8.58,5.0184,1,1,13981524.59,10046139.0,3935385.59,779790193,0.504672362557,15.5534,35.28,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,2025-05-22
4263,000972,中基健康,4.43,4.9763,2,2,22295045.0,18375779.5,3919265.5,420876419,0.931215274382,5.3114,34.17,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,2025-08-28
4264,002987,京北方,18.21,10.0302,2,2,135556590.53,131643840.59,3912749.94,5230221910,0.074810400158,12.5621,153.59,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-06-25
4265,300267,尔康制药,3.12,20.0,0,1,8066128.0,4159362.0,3906766.0,380785159,1.025976435179,9.0814,44.38,日涨幅达到15%的前5只证券,2025-04-24
4266,603166,福达股份,18.71,2.3523,1,1,25853474.0,21953667.0,3899807.0,1018728799,0.382811107709,8.689,119.56,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,2025-08-19
4267,603177,德创环保,13.18,10.0167,1,1,6135290.0,2241918.0,3893372.0,48188716,8.079426727203,1.7906,26.91,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,2025-08-28
4268,920002,万达轴承,188.4,4.6667,1,0,4878714.25,991743.47,3886970.78,247516900,1.570386014046,24.0214,10.83,当日换手率达到20%的前5只股票,2025-03-31
4269,301501,恒鑫生活,84.0,15.3054,5,5,143918845.69,140047843.77,3871001.92,1384967563,0.279501269446,39.7282,20.31,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-05-15
4270,603616,韩建河山,5.46,10.0806,1,0,3854270.0,0.0,3854270.0,283415829,1.359934628069,14.1472,20.82,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,2025-07-22
4271,920407,驰诚股份,34.71,30.0,1,0,6366136.71,2516622.53,3849514.18,246271900,1.563115475213,23.9805,12.07,当日价格振幅达到30%的前5只股票,2025-12-18
4272,920407,驰诚股份,34.71,30.0,1,0,6366136.71,2516622.53,3849514.18,246271900,1.563115475213,23.9805,12.07,当日收盘价涨幅达到20%的前5只股票,2025-12-18
4273,920896,旺成科技,26.76,2.1764,1,0,6680641.43,2845774.72,3834866.71,323204900,1.186512552873,27.1493,11.88,当日换手率达到20%的前5只股票,2025-09-09
4274,002453,华软科技,7.33,10.0601,1,2,22872431.0,19038461.0,3833970.0,486236235,0.788499442046,1.827,44.92,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-09-22
4275,301388,欣灵电气,40.21,4.9869,1,1,9302529.0,5475701.0,3826828.0,569869168,0.671527468915,53.1816,11.0,日换手率达到30%的前5只证券,2025-07-18
4276,301326,捷邦科技,134.5,15.9483,4,3,67947657.0,64123463.22,3824193.78,673894180,0.567476896744,19.7573,36.73,日涨幅达到15%的前5只证券,2025-09-25
4277,001256,炜冈科技,20.87,-4.3976,4,3,59125686.6,55303625.4,3822061.2,465260014,0.821489293082,23.5337,8.03,连续三个交易日内，跌幅偏离值累计达到20%的证券,2025-04-29
4278,920060,万源通,37.86,4.011,1,0,11607363.55,7821952.92,3785410.63,633763900,0.597290352133,24.2441,26.54,当日换手率达到20%的前5只股票,2025-07-28
4279,002289,宇顺电子,38.12,5.0138,1,0,12792231.0,9017363.0,3774868.0,497282982,0.759098568951,1.6405,106.72,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,2025-10-15
4280,300040,九洲集团,7.9,5.1931,2,2,43513479.78,39745035.0,3768444.78,1228086307,0.306855044187,32.3315,37.68,日换手率达到30%的前5只证券,2025-05-09
4281,300947,德必集团,19.04,19.9748,1,0,7345011.0,3580049.86,3764961.14,442794042,0.850273667413,15.769,28.77,日涨幅达到15%的前5只证券,2025-01-02
4282,000691,亚太实业,5.27,4.9801,1,0,5557127.0,1808971.0,3748156.0,249646547,1.501385076237,2.3557,17.04,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,2025-05-21
4283,000681,视觉中国,23.66,9.9954,0,3,85635924.18,81898641.6,3737282.58,2646498466,0.141216124929,16.9738,159.97,日涨幅偏离值达到7%的前5只证券,2025-11-18
4284,300340,科恒股份,13.1,6.1588,1,1,25246678.0,21509929.26,3736748.74,2032609077,0.183840010471,31.0058,27.57,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-06-06
4285,600610,中毅达,6.57,10.0503,1,1,10366313.0,6638280.0,3728033.0,216044636,1.725584614839,4.6605,46.56,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,2025-03-18
4286,920642,通易航天,16.18,-10.6077,1,0,4710649.88,983509.93,3727139.95,373687600,0.997394601801,23.2209,16.15,当日换手率达到20%的前5只股票,2025-10-27
4287,300746,汉嘉数智,13.67,20.0176,2,3,14308974.0,10588091.0,3720883.0,176843810,2.104050461252,6.1013,30.33,日涨幅达到15%的前5只证券,2025-02-27
4288,002295,精艺股份,10.53,-10.0,1,0,4285918.0,571130.0,3714788.0,174214735,2.132304136042,6.5531,26.36,日跌幅偏离值达到7%的前5只证券,2025-07-15
4289,002189,中光学,30.8,10.0,1,2,43935282.11,40224520.0,3710762.11,1521211871,0.243934601139,19.7026,80.44,日振幅值达到15%的前5只证券,2025-06-30
4290,605033,美邦股份,16.01,10.0344,1,0,3702066.0,0.0,3702066.0,270682081,1.367680485654,13.6011,21.65,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,2025-01-06
4291,920082,方正阀门,23.6,-4.2596,1,0,4940999.9,1255551.6,3685448.3,234736100,1.570038992724,24.7494,9.23,当日换手率达到20%的前5只股票,2025-07-25
4292,301141,中科磁业,55.02,20.0,3,3,129958910.28,126275038.19,3683872.09,2269409485,0.162327341731,59.0434,24.49,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-06-10
4293,002809,红墙股份,15.3,6.546,1,0,8603494.0,4925140.0,3678354.0,739315762,0.497534908501,36.4091,21.07,日换手率达到20%的前5只证券,2025-05-27
4294,920035,精创电气,47.02,12.488,1,1,8677676.71,5008458.19,3669218.52,293270300,1.251138802668,50.4885,6.12,当日换手率达到20%的前5只股票,2025-12-16
4295,002796,世嘉科技,18.31,-9.9803,4,2,58355754.72,54691511.34,3664243.38,457626737,0.800705702648,10.4213,41.69,日跌幅偏离值达到7%的前5只证券,2025-12-03
4296,000798,中水渔业,15.09,9.9854,2,1,58707537.72,55050532.99,3657004.73,2162572345,0.169104388043,26.4612,55.2,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-11-21
4297,300095,华伍股份,12.73,19.9811,0,2,35469237.0,31816249.0,3652988.0,1095797294,0.333363480637,26.3583,43.12,日涨幅达到15%的前5只证券,2025-07-22
4298,000668,荣丰控股,6.11,10.0901,1,2,8269004.0,4620321.0,3648683.0,89923901,4.057523038285,10.6414,8.97,日振幅值达到15%的前5只证券,2025-01-27
4299,300531,优博讯,15.18,20.0,1,2,13024670.0,9377230.0,3647440.0,304321183,1.198549494335,6.5838,47.73,日涨幅达到15%的前5只证券,2025-04-22
4300,000876,新希望,10.2,4.8304,1,2,55792811.1,52145719.4,3647091.7,2998751368,0.121620343017,4.8449,458.97,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-04-07
4301,920942,恒立钻具,65.34,-5.0291,1,0,10550796.53,6904467.9,3646328.63,983232900,0.3708509581,34.9578,26.77,当日换手率达到20%的前5只股票,2025-07-30
4302,920396,常辅股份,35.64,-6.2105,1,0,3637609.5,0.0,3637609.5,386915500,0.940156054746,25.7929,15.09,当日换手率达到20%的前5只股票,2025-04-02
4303,920407,驰诚股份,34.71,30.0,1,1,12112931.65,8475526.92,3637404.73,572667900,0.635168258951,23.9805,12.07,北交所股票最近3个有成交的交易日以内收盘价涨跌幅偏离值累计达到+40%(-40%),2025-12-18
4304,301048,金鹰重工,15.13,11.5782,1,0,16634604.0,12997663.0,3636941.0,1770252760,0.20544755428,14.747,80.69,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-08-11
4305,301357,北方长龙,77.99,-11.4354,1,0,10955897.0,7322314.4,3633582.6,907648277,0.400329366791,47.4235,18.56,日换手率达到30%的前5只证券,2025-07-02
4306,301157,华塑科技,63.87,4.8596,3,2,25400833.0,21773882.16,3626950.84,531192972,0.682793453826,40.9177,13.2,日换手率达到30%的前5只证券,2025-02-24
4307,001318,阳光乳业,15.0,5.2632,4,5,63261103.3,59646472.44,3614630.86,476698771,0.758263096088,42.1092,11.56,日换手率达到20%的前5只证券,2025-04-14
4308,920725,惠丰钻石,43.27,16.1611,1,1,9507290.51,5908512.68,3598777.83,451323000,0.79738409742,25.4184,18.21,当日换手率达到20%的前5只股票,2025-11-11
4309,002651,利君股份,10.81,9.9695,1,0,17615775.0,14026732.0,3589043.0,1274152310,0.281680845518,21.1136,61.13,日涨幅偏离值达到7%的前5只证券,2025-05-13
