序号,营业部名称,上榜日,买入个股数,卖出个股数,买入总金额,卖出总金额,总买卖净额,买入股票,营业部代码
1,联储证券股份有限公司宁波分公司,2025-01-10,1,1,617432528.78,56312580.47,561119948.31,粤宏远A 方正科技,10915756
2,国泰君安证券股份有限公司上海海阳西路证券营业部,2025-01-16,1,0,421704113.3,,421704113.3,五洲新春,10000526029
3,国泰君安证券股份有限公司上海海阳西路证券营业部,2025-01-10,2,0,437936875.0,34391688.0,403545187.0,中坚科技 双林股份,10000526029
4,东方财富证券股份有限公司拉萨金融城南环路证券营业部,2025-01-16,17,9,786360220.19,473566869.38,312793350.81,卓郎智能 *ST康佳A 天下秀 中百集团 三维通信 东百集团 弘讯科技 东港股份 利欧股份 天和磁材 先达股份 广百股份 福达股份 建设工业 来伊份 遥望科技 中利集团 美邦股份 好想你 跨境通,10678762
5,中信证券股份有限公司上海分公司,2025-01-14,8,2,313873119.84,47083314.4,266789805.44,华胜天成 万控智造 天和磁材 浙江荣泰 福达股份 麦迪科技 东鹏饮料 凯尔达 奥普特,10135341
6,国泰君安证券股份有限公司三亚迎宾路证券营业部,2025-01-13,3,0,266004125.2,0.0,266004125.2,来伊份 国星光电 好想你,10564207
7,东亚前海证券有限责任公司苏州分公司,2025-01-16,6,2,289985354.9,36619404.08,253365950.82,遥望科技 国旅联合 跨境通 苏豪汇鸿 博通集成 歌力思 金奥博 鸿泉技术,10000526027
8,瑞银证券有限责任公司上海浦东新区花园石桥路第二证券营业部,2025-01-14,2,0,239054607.5,,239054607.5,东鹏饮料 绿的谐波,10342152
9,东方财富证券股份有限公司拉萨金融城南环路证券营业部,2025-01-10,24,16,627304776.17,396822818.77,230481957.4,骏创科技 中百集团 *ST博信 神雾节能 鸿智科技 中化装备 速达股份 哈药股份 东百集团 巨轮智能 济高发展 利欧股份 海得控制 银座股份 日海智能 万控智造 华培动力 康盛股份 比依股份 国星光电 祥和实业 电光科技 五洲新春 *ST吉药 来伊份 立方退 力鼎光电 同星科技 黄山谷捷 强达电路,10678762
10,华鑫证券有限责任公司上海宛平南路证券营业部,2025-01-16,2,0,229035755.26,,229035755.26,博通集成 五洲新春,10028416
11,华泰证券股份有限公司天津东丽开发区二纬路证券营业部,2025-01-10,4,0,263228912.24,41973480.0,221255432.24,速达股份 天和磁材 利欧股份 五洲新春,10147201
12,国泰君安证券股份有限公司上海分公司,2025-01-10,2,0,196144478.8,,196144478.8,五洲新春 来伊份,10201214
13,国泰君安证券股份有限公司咸宁咸宁大道证券营业部,2025-01-10,3,1,268669958.12,119331279.69,149338678.43,三花智控 博实股份 肇民科技,10429230
14,中信证券股份有限公司西安朱雀大街证券营业部,2025-01-17,2,0,144951770.7,323503.0,144628267.7,巨轮智能 川发龙蟒,10453418
15,广发证券股份有限公司天津环湖中路证券营业部,2025-01-13,1,0,144039243.6,91945.0,143947298.6,德福科技,10021807
16,国泰君安证券股份有限公司咸宁咸宁大道证券营业部,2025-01-16,3,1,223308140.0,79836196.12,143471943.88,中百集团 立方退 挖金客,10429230
17,国泰君安证券股份有限公司宜昌沿江大道证券营业部,2025-01-17,4,1,188409869.0,48643692.0,139766177.0,福达股份 康强电子 川发龙蟒 圣邦股份 挖金客,10026729
18,国泰君安证券股份有限公司咸宁咸宁大道证券营业部,2025-01-14,3,0,136096251.0,219462.0,135876789.0,弘讯科技 银之杰 立方退,10429230
19,开源证券股份有限公司西安西大街证券营业部,2025-01-17,5,2,140799915.0,19008276.0,121791639.0,闽发铝业 *ST柳化 先锋电子 科泰电源 格尔软件 奕东电子,10046745
20,高盛（中国）证券有限责任公司上海浦东新区世纪大道证券营业部,2025-01-10,6,6,168868115.5,47493373.54,121374741.96,江钨装备 锦江在线 友好集团 济高发展 禾望电气 博通集成 时空科技 福莱新材,10000399618
21,中国国际金融股份有限公司北京建国门外大街证券营业部,2025-01-14,6,0,120251755.32,,120251755.32,万控智造 天和磁材 浙江荣泰 麦迪科技 东鹏饮料 凯尔达,10050414
22,中信证券股份有限公司上海凯滨路证券营业部,2025-01-15,2,0,119262758.2,,119262758.2,弘讯科技 五洲新春,10492220
23,国泰君安证券股份有限公司上海海阳西路证券营业部,2025-01-15,1,0,119045464.0,,119045464.0,五洲新春,10000526029
24,东方财富证券股份有限公司拉萨金融城南环路证券营业部,2025-01-15,15,7,360397277.93,241354698.15,119042579.78,天罡股份 *ST康佳A 哈空调 南京公用 粤宏远A 英洛华 弘讯科技 广博股份 天和磁材 海得控制 先达股份 广百股份 比依股份 来伊份 中恒电气 康盛股份 德力股份 好想你 跨境通,10678762
25,东吴证券股份有限公司上海西藏南路证券营业部,2025-01-10,4,1,163878233.45,47274708.0,116603525.45,方正科技 蔚蓝锂芯 建设工业 雄韬股份 震裕科技,10143030
26,国泰君安证券股份有限公司咸宁咸宁大道证券营业部,2025-01-13,4,1,209075521.4,95950992.0,113124529.4,北方铜业 日海智能 立方退 安培龙,10429230
27,东海证券股份有限公司福州长乐北路证券营业部,2025-01-16,3,0,112243577.5,0.0,112243577.5,ST汇洲 共进股份 五洲新春,10913655
28,招商证券股份有限公司福州六一中路证券营业部,2025-01-16,2,0,110027655.0,59020.0,109968635.0,金奥博 五洲新春,10318896
29,东方财富证券股份有限公司拉萨东环路第二证券营业部,2025-01-13,13,10,234226035.83,126678488.9,107547546.93,ST宁科 骏创科技 顺钠股份 大连友谊 鲁抗医药 海鸥股份 北方铜业 麦迪科技 中百集团 东方新能 美邦股份 康盛股份 力鼎光电 国星光电 茂硕电源 京泉华 蒙娜丽莎 ST迪威迅 黄山谷捷 强达电路,10472087
30,国泰君安证券股份有限公司上海松江中山东路证券营业部,2025-01-16,1,0,107244514.72,37845.0,107206669.72,天孚通信,10134445
31,中信证券股份有限公司浙江分公司,2025-01-16,5,6,233171707.38,127518602.12,105653105.26,天下秀 *ST康佳A 好想你 东百集团 先达股份 福达股份 来伊份 跨境通,10520724
32,东莞证券股份有限公司南京分公司,2025-01-14,5,0,115263385.3,10641670.0,104621715.3,建设工业 云里物里 天下秀 立方退 旺成科技,10485003
33,开源证券股份有限公司西安西大街证券营业部,2025-01-15,9,5,247659334.56,143876891.58,103782442.98,广博股份 苏豪弘业 宁波东力 *ST柳化 广百股份 金瑞矿业 宝鼎科技 建设机械 跨境通 弘讯科技 金奥博 *ST新元 英特科技,10046745
34,浙商证券股份有限公司杭州五星路证券营业部,2025-01-14,2,1,133949459.0,31746639.15,102202819.85,蓝色光标 苏豪弘业 天下秀,10949092
35,国盛证券有限责任公司宁波桑田路证券营业部,2025-01-17,3,2,236930960.6,135742926.1,101188034.5,ST汇洲 *ST柳化 电光科技 金奥博,10456710
36,天风证券股份有限公司深圳分公司,2025-01-16,1,0,100760906.0,419565.4,100341340.6,天孚通信,10915765
37,深股通专用,2025-01-15,7,7,619463325.09,521979221.15,97484103.94,*ST康佳A 英洛华 航天电器 巨轮智能 利欧股份 建设工业 宝鼎科技 汉威科技,10634757
38,中泰证券股份有限公司深圳分公司,2025-01-17,1,0,97754744.0,396857.0,97357887.0,巨轮智能,10484895
39,天风证券股份有限公司深圳分公司,2025-01-10,1,0,97024920.5,,97024920.5,北特科技,10915765
40,东方财富证券股份有限公司拉萨团结路第一证券营业部,2025-01-16,14,8,467209428.37,372536612.01,94672816.36,东百集团 柏星龙 *ST康佳A 星图测控 天和磁材 福达股份 中百集团 来伊份 东港股份 利欧股份 美邦股份 建设工业 好想你 姚记科技 跨境通 慧翰股份,10484371
41,国盛证券有限责任公司南昌金融大街证券营业部,2025-01-17,1,0,94974816.9,353787.0,94621029.9,巨轮智能,10456701
42,国泰君安证券股份有限公司上海松江中山东路证券营业部,2025-01-13,2,0,94478329.0,87905.0,94390424.0,康尼机电 北方铜业,10134445
43,东吴证券股份有限公司苏州干将东路证券营业部,2025-01-15,2,0,93011493.8,90315.0,92921178.8,来伊份 英洛华,10141748
44,国投证券股份有限公司西安朱雀大街证券营业部,2025-01-10,1,0,89527970.0,,89527970.0,方正科技,10561512
45,华鑫证券有限责任公司上海分公司,2025-01-10,5,2,129220677.03,39883776.56,89336900.47,锦江在线 飞龙股份 福达股份 金奥博 德福科技 强达电路,10274545
46,国泰君安证券股份有限公司上海江苏路证券营业部,2025-01-15,2,1,120015743.6,30769808.0,89245935.6,五洲新春 壹网壹创 来伊份,10025080
47,东方财富证券股份有限公司拉萨东环路第一证券营业部,2025-01-10,11,8,252159690.17,164462660.18,87697029.99,星图测控 天创转债 神雾节能 *ST博信 巨能股份 巨轮智能 海得控制 *ST美讯 广百股份 比依股份 康盛股份 双林股份 *ST吉药 天迈科技 贝仕达克 华塑科技 威士顿 强达电路,10428246
48,国泰君安证券股份有限公司上海松江中山东路证券营业部,2025-01-17,2,0,87287341.0,24429.0,87262912.0,科泰电源 圣邦股份,10134445
49,中泰证券股份有限公司深圳科苑南路证券营业部,2025-01-17,1,0,86839935.0,0.0,86839935.0,巨轮智能,10921344
50,国金证券股份有限公司上海互联网证券分公司,2025-01-10,1,0,85246444.2,,85246444.2,禾望电气,10074763
51,国泰君安证券股份有限公司北京光华路证券营业部,2025-01-15,1,0,84869510.0,641.0,84868869.0,巨轮智能,10949120
52,沪股通专用,2025-01-10,7,8,750019874.81,667394611.85,82625262.96,方正科技 信达地产 哈药股份 北特科技 禾望电气 万控智造 旭升集团 五洲新春 力鼎光电,10434470
53,华泰证券股份有限公司苏州人民路证券营业部,2025-01-17,1,0,83348442.0,1710492.0,81637950.0,遥望科技,10021776
54,东方财富证券股份有限公司拉萨东环路第二证券营业部,2025-01-10,17,11,272852372.85,193454509.29,79397863.56,西磁科技 哈药股份 中百集团 银座股份 星图测控 巨轮智能 海得控制 天和磁材 骏创科技 巨能股份 广百股份 比依股份 电光科技 鸿智科技 祥和实业 *ST吉药 欣天科技 凯伦股份 贝仕达克 钧崴电子 黄山谷捷 强达电路,10472087
55,国盛证券有限责任公司宁波桑田路证券营业部,2025-01-14,2,1,111398927.34,32063791.0,79335136.34,粤宏远A 苏豪弘业 弘讯科技,10456710
56,东方财富证券股份有限公司昌都两江大道证券营业部,2025-01-13,5,3,113423393.58,34588955.0,78834438.58,良品铺子 东方新能 中恒电气 康盛股份 好想你 德福科技,10342919
57,开源证券股份有限公司西安永城路证券营业部,2025-01-16,1,2,162350774.8,83597028.8,78753746.0,立方退 *ST柳化,10495079
58,中信证券股份有限公司上海分公司,2025-01-17,4,7,180545534.51,101935331.04,78610203.47,红星发展 天下秀 光大嘉宝 博通集成 先达股份 福达股份 格尔软件 锦和商管 一鸣食品,10135341
59,金元证券股份有限公司东阳中山路证券营业部,2025-01-17,1,2,151811060.0,73217980.0,78593080.0,苏豪弘业 金奥博,10441337
60,华泰证券股份有限公司天津东丽开发区二纬路证券营业部,2025-01-14,2,1,88291887.06,10853533.71,77438353.35,华胜天成 银之杰 鸿智科技,10147201
61,华鑫证券有限责任公司上海分公司,2025-01-16,6,2,102009454.52,25021168.0,76988286.52,红星发展 华媒控股 鹏欣资源 广百股份 苏豪汇鸿 金安国纪 挖金客 鸿泉技术,10274545
62,中信证券股份有限公司浙江分公司,2025-01-10,8,4,271077304.36,195149582.59,75927721.77,中百集团 东百集团 神雾节能 银座股份 速达股份 利欧股份 海得控制 日海智能 电光科技,10520724
63,国泰君安证券股份有限公司成都北一环路证券营业部,2025-01-14,2,0,76914961.0,1051153.0,75863808.0,蓝色光标 华胜天成,10026897
64,沪股通专用,2025-01-16,4,4,270390383.11,194591157.08,75799226.03,鹏欣资源 苏豪汇鸿 共进股份 五洲新春,10434470
65,国泰君安证券股份有限公司宜昌沿江大道证券营业部,2025-01-14,3,1,136801157.1,62267308.1,74533849.0,弘讯科技 汉威科技 三丰智能 安硕信息,10026729
66,浙商证券股份有限公司杭州五星路证券营业部,2025-01-17,1,1,124428028.0,50103716.0,74324312.0,天下秀 遥望科技,10949092
67,申港证券股份有限公司深圳深南东路证券营业部,2025-01-16,1,1,138094375.12,64269021.6,73825353.52,立方退 来伊份,10747429
68,中国国际金融股份有限公司上海分公司,2025-01-16,6,3,141878188.26,69902072.28,71976115.98,三维通信 鹏欣资源 广百股份 弘讯科技 姚记科技 东方国信 立方退 博实结,10088113
69,广发证券股份有限公司天津环湖中路证券营业部,2025-01-10,1,0,72022452.2,56823.0,71965629.2,德福科技,10021807
70,东莞证券股份有限公司南京分公司,2025-01-17,1,1,81850131.0,9900710.0,71949421.0,ST汇洲 歌力思,10485003
71,国泰君安证券股份有限公司咸宁咸宁大道证券营业部,2025-01-17,2,1,103897357.0,32546363.2,71350993.8,康强电子 圣邦股份 挖金客,10429230
72,华泰证券股份有限公司天津东丽开发区二纬路证券营业部,2025-01-17,2,1,91013906.64,20136298.0,70877608.64,康强电子 一鸣食品,10147201
73,平安证券股份有限公司山东分公司,2025-01-10,1,0,71302779.14,686649.0,70616130.14,粤宏远A,10390301
74,中信证券股份有限公司深圳分公司,2025-01-13,1,0,71621994.7,1018210.0,70603784.7,德福科技,10492423
75,中信证券股份有限公司浙江分公司,2025-01-17,4,4,211720606.26,142781638.64,68938967.62,天下秀 大连友谊 博通集成 好想你 美邦股份 电光科技,10520724
76,东方财富证券股份有限公司拉萨团结路第一证券营业部,2025-01-15,13,8,253673589.87,186080498.4,67593091.47,*ST康佳A 柏星龙 哈空调 骏创科技 南京公用 广博股份 天和磁材 利欧股份 海得控制 先达股份 比依股份 广百股份 康盛股份 德力股份 好想你 ST围海 跨境通 华塑科技 惠通科技,10484371
77,东方财富证券股份有限公司拉萨团结路第二证券营业部,2025-01-15,11,5,169433766.5,101843347.34,67590419.16,柏星龙 英洛华 天和磁材 海得控制 星图测控 比依股份 骏创科技 福石控股 鸿智科技 佳云科技 立方退 惠通科技,10495103
78,国投证券股份有限公司深圳安信金融大厦证券营业部,2025-01-10,1,0,65025318.0,,65025318.0,方正科技,10131677
79,中信证券股份有限公司浙江分公司,2025-01-15,7,2,149781737.38,84769644.47,65012092.91,先达股份 *ST康佳A 南京公用 博菲电气 广博股份 海得控制 好想你 跨境通,10520724
80,东方财富证券股份有限公司拉萨团结路第一证券营业部,2025-01-17,19,11,337939424.29,273943576.27,63995848.02,星图测控 巨轮智能 苏豪弘业 骏创科技 东港股份 哈空调 康强电子 宁波东力 博通集成 天和磁材 先达股份 广百股份 福达股份 ST如意 德创环保 遥望科技 五洲新春 康盛股份 锦和商管 歌力思 好想你 电光科技 钧崴电子 强达电路,10484371
81,国泰君安证券股份有限公司上海分公司,2025-01-16,1,0,62762163.0,80100.0,62682063.0,东方国信,10201214
82,华宝证券股份有限公司上海东大名路证券营业部,2025-01-13,3,0,62704725.0,166418.0,62538307.0,大连友谊 康盛股份 好想你,10456831
83,爱建证券有限责任公司上海浦东新区前滩大道证券营业部,2025-01-10,1,0,62259681.0,0.0,62259681.0,建设工业,10491827
84,华鑫证券有限责任公司南昌分公司,2025-01-15,1,0,61811160.0,,61811160.0,苏豪弘业,10455924
85,东方财富证券股份有限公司拉萨团结路第二证券营业部,2025-01-13,16,15,282947000.34,221413813.15,61533187.19,顺钠股份 星图测控 ST宁科 骏创科技 建设工业 鲁抗医药 神剑股份 天和磁材 康盛股份 福达股份 五洲新春 锦和商管 茂硕电源 京泉华 蒙娜丽莎 ST迪威迅 威士顿 无线传媒 黄山谷捷 博实结 强达电路,10495103
86,东方财富证券股份有限公司拉萨团结路第一证券营业部,2025-01-13,19,15,392979791.3,332290307.66,60689483.64,骏创科技 ST宁科 顺钠股份 鲁抗医药 中百集团 天和磁材 建设工业 东方新能 共进股份 神剑股份 中恒电气 海鸥股份 梦洁股份 锦和商管 良品铺子 德力股份 麦迪科技 茂硕电源 京泉华 蒙娜丽莎 泰永长征 威士顿 黄山谷捷 强达电路,10484371
87,国泰君安证券股份有限公司北京知春路证券营业部,2025-01-13,1,0,60581517.6,,60581517.6,五洲新春,10025390
88,国信证券股份有限公司浙江互联网分公司,2025-01-16,4,4,250502750.64,190174874.99,60327875.65,东百集团 中百集团 先达股份 利欧股份 好想你 跨境通,10000213448
89,中国中金财富证券有限公司杭州江河汇证券营业部,2025-01-14,2,0,59156595.0,17246.0,59139349.0,粤宏远A 哈空调,10185896
90,国泰君安证券股份有限公司广州珠江新城证券营业部,2025-01-15,2,0,58748575.8,,58748575.8,国旅联合 来伊份,10000186653
91,申万宏源证券有限公司南宁英华路证券营业部,2025-01-15,1,0,57981312.0,95283.0,57886029.0,巨轮智能,10061327
92,中信证券股份有限公司西安朱雀大街证券营业部,2025-01-13,1,0,57825876.0,,57825876.0,五洲新春,10453418
93,中国银河证券股份有限公司绍兴证券营业部,2025-01-13,3,2,76911056.0,20398236.0,56512820.0,强达电路 哈空调 先达股份 美邦股份 茂莱光学,10023543
94,国投证券股份有限公司西安朱雀大街证券营业部,2025-01-14,2,0,55692100.0,0.0,55692100.0,埃夫特 骏创科技,10561512
95,中信证券股份有限公司上海溧阳路证券营业部,2025-01-16,2,0,54289632.36,407683.0,53881949.36,*ST动力 壹网壹创,10045025
96,国泰君安证券股份有限公司南京太平南路证券营业部,2025-01-14,3,2,98260573.0,45500350.54,52760222.46,拓日新能 华胜天成 安硕信息 康尼机电,10025054
97,方正证券股份有限公司温州怀江路证券营业部,2025-01-15,1,0,50891522.9,25308.0,50866214.9,巨轮智能,10495041
98,方正证券股份有限公司乐山龙游路证券营业部,2025-01-17,1,0,50721174.2,136540.0,50584634.2,金奥博,10057044
99,华鑫证券有限责任公司深圳财富大厦证券营业部,2025-01-10,3,0,49758233.6,0.0,49758233.6,福达股份 广百股份 德福科技,10000734168
100,麦高证券有限责任公司北京第二分公司,2025-01-10,1,1,116311380.25,66697439.2,49613941.05,肇民科技,10488161
101,麦高证券有限责任公司北京分公司,2025-01-10,1,1,116311380.25,66697439.2,49613941.05,巨轮智能,10488161
102,华林证券股份有限公司深圳分公司,2025-01-13,2,0,49582198.0,9923.0,49572275.0,北方铜业 安培龙,10000279530
103,国泰君安证券股份有限公司宁波广福街证券营业部,2025-01-17,1,0,49477626.1,,49477626.1,五洲新春,10023415
104,中信证券股份有限公司深圳分公司,2025-01-10,1,0,49836836.0,390001.0,49446835.0,德福科技,10492423
105,国泰君安证券股份有限公司北京知春路证券营业部,2025-01-15,2,1,60905392.0,11543563.0,49361829.0,南京公用 建设工业,10025390
106,中泰证券股份有限公司威海海滨北路证券营业部,2025-01-10,1,0,68506246.0,19262211.0,49244035.0,中坚科技,10065510
107,国盛证券有限责任公司宁波桑田路证券营业部,2025-01-15,3,2,159654810.54,111003537.32,48651273.22,粤宏远A 苏豪弘业 金奥博,10456710
108,东吴证券股份有限公司苏州干将东路证券营业部,2025-01-17,1,0,48463215.0,28602.0,48434613.0,ST汇洲,10141748
109,申万宏源证券有限公司成都天府四街证券营业部,2025-01-15,1,0,49139432.0,813206.59,48326225.41,巨轮智能,10025425
110,平安证券股份有限公司深圳分公司,2025-01-10,3,1,108154972.97,60802868.26,47352104.71,江钨装备 粤宏远A 弘讯科技,10048273
111,华泰证券股份有限公司北京东三环北路证券营业部,2025-01-17,1,0,47343650.0,110744.0,47232906.0,ST汇洲,10079640
112,开源证券股份有限公司西安永城路证券营业部,2025-01-14,1,0,46908244.4,0.0,46908244.4,立方退,10495079
113,高盛（中国）证券有限责任公司上海浦东新区世纪大道证券营业部,2025-01-13,4,6,92662500.45,45934458.0,46728042.45,华资实业 五洲新春 灵康药业 锦和商管 *ST四通 野马电池 茂莱光学,10000399618
114,方正证券股份有限公司乐山龙游路证券营业部,2025-01-16,1,0,46068426.2,83412.0,45985014.2,金奥博,10057044
115,东吴证券股份有限公司上海西藏南路证券营业部,2025-01-15,2,0,54118005.7,8950189.0,45167816.7,金瑞矿业 英洛华,10143030
116,国泰君安证券股份有限公司总部,2025-01-17,8,5,164592811.96,119975021.53,44617790.43,哈空调 红星发展 光大嘉宝 天和磁材 先达股份 福达股份 德创环保 格尔软件 歌力思 一鸣食品,10023614
117,上海证券有限责任公司杭州学院路证券营业部,2025-01-15,1,0,44680414.0,63910.0,44616504.0,汉威科技,10176801
118,中信证券股份有限公司上海分公司,2025-01-16,7,5,128576325.54,84203020.32,44373305.22,红星发展 卓郎智能 济高发展 弘讯科技 博通集成 先达股份 共进股份 福达股份 鸿泉技术,10135341
119,国金证券股份有限公司宁波江澄南路证券营业部,2025-01-10,1,0,67901289.0,24932850.0,42968439.0,双林股份,10000125619
120,中国银河证券股份有限公司厦门嘉禾路证券营业部,2025-01-17,3,1,54175487.92,11576011.0,42599476.92,红星发展 万和电气 闽发铝业 好想你,10023542
121,华泰证券股份有限公司上海普陀区江宁路证券营业部,2025-01-17,1,0,44679898.0,2476377.0,42203521.0,东港股份,10079785
122,华鑫证券有限责任公司深圳财富大厦证券营业部,2025-01-13,2,0,41516879.0,0.0,41516879.0,雅化集团 福达股份,10000734168
123,金元证券股份有限公司东阳中山路证券营业部,2025-01-14,1,0,41438945.11,0.0,41438945.11,慈星股份,10441337
124,中信证券股份有限公司东阳吴宁西路证券营业部,2025-01-13,2,1,62601222.0,21817073.0,40784149.0,康尼机电 雅化集团 金奥博,10124373
125,方正证券股份有限公司温州怀江路证券营业部,2025-01-16,1,0,40668730.74,0.0,40668730.74,金奥博,10495041
126,爱建证券有限责任公司上海浦东新区前滩大道证券营业部,2025-01-16,1,0,40433350.0,,40433350.0,天下秀,10491827
127,申港证券股份有限公司陕西分公司,2025-01-15,1,0,40180314.0,160036.0,40020278.0,英洛华,10948128
128,华鑫证券有限责任公司长沙芙蓉中路证券营业部,2025-01-13,1,0,39972017.0,,39972017.0,弘讯科技,10000278700
129,国泰君安证券股份有限公司宜昌沿江大道证券营业部,2025-01-16,2,1,152385570.0,112516132.0,39869438.0,广百股份 挖金客,10026729
130,中信证券（山东）有限责任公司淄博分公司,2025-01-15,2,0,39850674.0,474909.0,39375765.0,汉威科技 华塑科技,10492356
131,申港证券股份有限公司深圳深南东路证券营业部,2025-01-15,1,0,39358414.0,,39358414.0,来伊份,10747429
132,申港证券股份有限公司深圳深南东路证券营业部,2025-01-13,1,0,39329592.0,,39329592.0,来伊份,10747429
133,中国银河证券股份有限公司北京中关村大街证券营业部,2025-01-17,4,3,88477075.8,49174488.0,39302587.8,大连友谊 哈空调 宁波东力 锦和商管 广百股份 康盛股份 壹网壹创,10115140
134,中信建投证券股份有限公司泉州分公司,2025-01-16,1,0,38555876.0,711170.0,37844706.0,金奥博,10003306
135,东方财富证券股份有限公司昌都两江大道证券营业部,2025-01-15,4,2,161696152.0,123882179.76,37813972.24,哈空调 *ST康佳A 利欧股份 康盛股份 好想你,10342919
136,华泰证券股份有限公司上海武定路证券营业部,2025-01-13,2,1,57170489.25,19598830.7,37571658.55,哈空调 无线传媒,10098087
137,中国国际金融股份有限公司深圳分公司,2025-01-17,1,0,37256102.35,24253.0,37231849.35,圣邦股份,10484767
138,兴业证券股份有限公司厦门湖里大道证券营业部,2025-01-17,1,0,37221374.0,347730.0,36873644.0,ST汇洲,10119151
139,申万宏源证券有限公司南宁英华路证券营业部,2025-01-14,1,0,36787388.0,0.0,36787388.0,国星光电,10061327
140,东方财富证券股份有限公司昌都两江大道证券营业部,2025-01-16,4,5,118800624.0,82020669.16,36779954.84,先达股份 *ST康佳A 美邦股份 中百集团 东港股份 中利集团 好想你 摩登大道,10342919
141,国泰君安证券股份有限公司北京知春路证券营业部,2025-01-17,1,0,36933454.0,302890.4,36630563.6,金奥博,10025390
142,国泰君安证券股份有限公司上海分公司,2025-01-17,1,0,36500000.0,0.0,36500000.0,康盛股份,10201214
143,中信建投证券股份有限公司安徽分公司,2025-01-14,1,0,36389000.0,,36389000.0,埃夫特,10158366
144,中信证券股份有限公司东阳吴宁西路证券营业部,2025-01-14,2,0,35865269.0,,35865269.0,康尼机电 腾龙股份,10124373
145,财信证券股份有限公司长沙金马路证券营业部,2025-01-16,1,0,35464513.0,0.0,35464513.0,挖金客,10000071785
146,华鑫证券有限责任公司上海光复路证券营业部,2025-01-10,1,0,35457787.0,203044.0,35254743.0,建设工业,10993987
147,华泰证券股份有限公司天津东丽开发区二纬路证券营业部,2025-01-13,1,1,73609634.48,38490740.0,35118894.48,天和磁材 五洲新春,10147201
148,中国银河证券股份有限公司北京中关村大街证券营业部,2025-01-14,2,1,44884654.0,9782443.0,35102211.0,弘讯科技 好想你 万控智造,10115140
149,华鑫证券有限责任公司佛山顺德近良路证券营业部,2025-01-16,1,0,35128456.0,49445.0,35079011.0,金奥博,10456801
150,中信证券股份有限公司上海溧阳路证券营业部,2025-01-15,2,0,36892590.0,2908239.0,33984351.0,跨境通 立方退,10045025
151,国泰君安证券股份有限公司上海松江中山东路证券营业部,2025-01-14,2,1,68793395.0,34845296.21,33948098.79,康尼机电 腾龙股份,10134445
152,平安证券股份有限公司深圳分公司,2025-01-14,3,1,40539217.38,6620362.0,33918855.38,久盛电气 万控智造 黄山谷捷 天和磁材,10048273
153,招商证券股份有限公司深圳前海大道证券营业部,2025-01-13,1,0,33852749.69,,33852749.69,天和磁材,10046536
154,东海证券股份有限公司福州长乐北路证券营业部,2025-01-10,1,0,33215952.0,,33215952.0,博通集成,10913655
155,长城证券股份有限公司西安锦业路证券营业部,2025-01-14,1,0,32986768.0,,32986768.0,海鸥股份,10484324
156,中国银河证券股份有限公司大连黄河路证券营业部,2025-01-16,1,1,63194801.97,30224870.2,32969931.77,建设工业 东方国信,10030463
157,国信证券股份有限公司烟台环山路证券营业部,2025-01-10,1,0,32664993.0,62468.0,32602525.0,雄韬股份,10033696
158,东亚前海证券有限责任公司上海分公司,2025-01-10,1,0,32564576.0,,32564576.0,来伊份,10924074
159,浙商证券股份有限公司杭州五星路证券营业部,2025-01-13,1,0,31441124.0,,31441124.0,苏豪弘业,10949092
160,华鑫证券有限责任公司江苏分公司,2025-01-10,1,0,31426059.0,,31426059.0,五洲新春,10442978
161,湘财证券股份有限公司北京分公司,2025-01-13,1,0,31357220.0,46100.02,31311119.98,雄韬股份,10484729
162,中国银河证券股份有限公司大连黄河路证券营业部,2025-01-14,1,0,31196528.0,39392.0,31157136.0,建设工业,10030463
163,东吴证券股份有限公司苏州干将东路证券营业部,2025-01-13,1,0,31145483.8,,31145483.8,来伊份,10141748
164,上海证券有限责任公司苏州中心广场证券营业部,2025-01-13,1,0,30475593.0,21440.0,30454153.0,中百集团,10547746
165,中国中金财富证券有限公司杭州环球中心证券营业部,2025-01-17,2,0,31899221.76,1597820.62,30301401.14,星图测控,10185896
166,中国中金财富证券有限公司杭州江河汇证券营业部,2025-01-17,2,0,31899221.76,1597820.62,30301401.14,*ST柳化,10185896
167,国泰君安证券股份有限公司扬州文汇西路证券营业部,2025-01-17,1,0,30112706.0,95222.0,30017484.0,金奥博,10456740
168,国泰君安证券股份有限公司上海陆家嘴东路证券营业部,2025-01-17,1,0,30056935.24,203662.0,29853273.24,遥望科技,10025382
169,中泰证券股份有限公司湖北分公司,2025-01-13,1,0,29835606.58,44064.0,29791542.58,康盛股份,10484897
170,华福证券有限责任公司南京胜太路证券营业部,2025-01-16,2,0,29617252.0,0.0,29617252.0,*ST冀凯 思美传媒,10747353
171,上海证券有限责任公司崇明区堡镇中路证券营业部,2025-01-16,1,0,29424751.24,,29424751.24,红星发展,10048468
172,东亚前海证券有限责任公司苏州留园路营业部,2025-01-14,3,0,29393248.71,0.0,29393248.71,海达尔 鸿智科技,10000526027
173,东亚前海证券有限责任公司苏州分公司,2025-01-14,3,0,29393248.71,0.0,29393248.71,苏豪弘业,10000526027
174,东吴证券股份有限公司上海西藏南路证券营业部,2025-01-16,2,1,45308615.7,16127451.0,29181164.7,宁波东力 卓郎智能 金瑞矿业,10143030
175,华林证券股份有限公司深圳分公司,2025-01-15,2,1,52493314.0,23611713.0,28881601.0,粤宏远A 利欧股份 壹网壹创,10000279530
