序号,营业部名称,上榜日,买入个股数,卖出个股数,买入总金额,卖出总金额,总买卖净额,买入股票,营业部代码
345,国泰君安证券股份有限公司总部,2025-01-10,9,12,307281104.52,292417498.92,14863605.6,江钨装备 中化装备 锦江在线 哈药股份 友好集团 济高发展 弘讯科技 禾望电气 博通集成 万控智造 华培动力 旭升集团 力鼎光电 时空科技 福莱新材,10023614
346,国盛证券有限责任公司杭州义蓬中路证券营业部,2025-01-16,1,0,14878018.0,68940.0,14809078.0,遥望科技,10456637
347,广发证券股份有限公司肇庆新元北路证券营业部,2025-01-15,1,0,14794990.0,,14794990.0,超讯科技,10023745
348,联储证券股份有限公司杭州西湖桃源岭证券营业部,2025-01-14,1,0,14778361.0,,14778361.0,苏豪弘业,10000866015
349,广发证券股份有限公司郑州农业路证券营业部,2025-01-14,1,0,14759486.0,,14759486.0,华胜天成,10031937
350,国泰君安证券股份有限公司上海四平路证券营业部,2025-01-10,1,0,14743767.0,,14743767.0,福莱新材,10023412
351,华泰证券股份有限公司佛山灯湖东路证券营业部,2025-01-15,1,0,14676244.8,,14676244.8,苏豪弘业,10265139
352,高盛（中国）证券有限责任公司上海浦东新区世纪大道证券营业部,2025-01-16,1,1,19127389.0,4493171.0,14634218.0,卓郎智能 济高发展,10000399618
353,华泰证券股份有限公司郑州如意西路证券营业部,2025-01-13,1,0,14832282.0,259417.0,14572865.0,国星光电,10133760
354,中泰证券股份有限公司常州惠国路证券营业部,2025-01-16,3,1,21618259.0,7215733.2,14402525.8,济高发展 华媒控股 中利集团,10741097
355,财通证券股份有限公司金华分公司,2025-01-14,1,0,14331600.0,37631.0,14293969.0,安硕信息,10913508
356,中国中金财富证券有限公司南昌红谷中大道证券营业部,2025-01-16,1,0,14281639.0,,14281639.0,共进股份,10028588
357,中泰证券股份有限公司深圳分公司,2025-01-16,1,0,14231937.6,35010.0,14196927.6,广百股份,10484895
358,国泰君安证券股份有限公司宜昌沿江大道证券营业部,2025-01-13,2,1,113216097.0,99057864.0,14158233.0,北方铜业 安培龙,10026729
359,国金证券股份有限公司福州长乐中路证券营业部,2025-01-10,1,0,14017440.0,0.0,14017440.0,立方退,10384570
360,财通证券股份有限公司温岭中华路证券营业部,2025-01-16,1,0,13951070.0,,13951070.0,狮头股份,10022026
361,中信建投证券股份有限公司厦门杏东路证券营业部,2025-01-14,1,0,14023144.73,100452.15,13922692.58,骏创科技,10146924
362,国投证券股份有限公司北京远大路证券营业部,2025-01-10,1,0,13904151.0,14570.0,13889581.0,德福科技,10046724
363,华鑫证券有限责任公司南京清凉门大街证券营业部,2025-01-10,1,0,13878172.0,11470.0,13866702.0,金奥博,10993985
364,国投证券股份有限公司西安曲江池南路证券营业部,2025-01-10,1,0,13827909.0,0.0,13827909.0,飞龙股份,10573482
365,中泰证券股份有限公司湖南分公司,2025-01-14,1,0,13776179.86,6130.0,13770049.86,顺钠股份,10506947
366,国泰君安证券股份有限公司上海商城路证券营业部,2025-01-17,1,0,13737015.0,,13737015.0,格尔软件,10025203
367,东方证券股份有限公司张家港东环路证券营业部,2025-01-13,1,1,22450684.0,8770210.0,13680474.0,北方铜业 雅化集团,10702252
368,华鑫证券有限责任公司绍兴胜利东路证券营业部,2025-01-16,1,0,13660475.0,0.0,13660475.0,*ST动力,10000170384
369,国泰君安证券股份有限公司深圳前海证券营业部,2025-01-17,1,1,20532578.04,6937169.0,13595409.04,瀛通通讯 *ST柳化,10537511
370,国泰君安证券股份有限公司三亚迎宾路证券营业部,2025-01-16,1,0,13539104.3,,13539104.3,*ST柳化,10564207
371,东方证券股份有限公司张家港东环路证券营业部,2025-01-17,1,0,13330000.0,,13330000.0,光大嘉宝,10702252
372,国金证券股份有限公司上海奉贤区金碧路证券营业部,2025-01-15,1,0,13264130.0,,13264130.0,超讯科技,10467671
373,长城证券股份有限公司北京西直门外大街证券营业部,2025-01-13,1,0,13216869.0,6448.0,13210421.0,中恒电气,10025275
374,长江证券股份有限公司武汉新华路证券营业部,2025-01-16,1,0,13719485.0,650831.0,13068654.0,英思特,10025412
375,甬兴证券有限公司上海分公司,2025-01-16,1,0,18868396.0,5829254.0,13039142.0,ST汇洲,10000169317
376,东方证券股份有限公司深圳深南大道证券营业部,2025-01-13,1,0,13025921.0,6360.0,13019561.0,中恒电气,10078196
377,中山证券有限责任公司广州琶洲大道东证券营业部,2025-01-14,1,0,13001685.0,0.0,13001685.0,ST云动,10709452
378,国泰君安证券股份有限公司三亚迎宾路证券营业部,2025-01-10,1,0,12852840.0,,12852840.0,友好集团,10564207
379,光大证券股份有限公司北京总部基地证券营业部,2025-01-15,1,0,12804600.0,,12804600.0,苏豪弘业,10637135
380,中国银河证券股份有限公司上海虹井路证券营业部,2025-01-13,1,0,20072396.32,7357458.0,12714938.32,中百集团,10135465
381,东莞证券股份有限公司成都高升桥路证券营业部,2025-01-17,1,0,12678266.0,0.0,12678266.0,闽发铝业,10000234303
382,华宝证券股份有限公司上海东大名路证券营业部,2025-01-10,1,0,12542441.0,63694.0,12478747.0,广百股份,10456831
383,国金证券股份有限公司深圳湾一号证券营业部,2025-01-16,3,0,16991211.03,4518650.92,12472560.11,柏星龙 骏创科技 鸿智科技,10396105
384,国泰君安证券股份有限公司临沂沂蒙路证券营业部,2025-01-10,1,0,12448083.34,,12448083.34,福莱新材,10148549
385,中国银河证券股份有限公司厦门自贸金融中心证券营业部,2025-01-13,1,0,12444395.0,0.0,12444395.0,博实结,10671759
386,东北证券股份有限公司武汉香港路证券营业部,2025-01-16,1,1,32245804.0,19846357.0,12399447.0,天下秀 引力传媒,10083742
387,中信证券股份有限公司宜昌西陵一路证券营业部,2025-01-16,1,0,12309680.0,0.0,12309680.0,金安国纪,10638946
388,华鑫证券有限责任公司上海宛平南路证券营业部,2025-01-10,2,1,42082717.0,29893504.0,12189213.0,福达股份 五洲新春,10028416
389,东兴证券股份有限公司上海肇嘉浜路证券营业部,2025-01-14,1,0,12151560.0,,12151560.0,天下秀,10045064
390,华源证券股份有限公司江苏分公司,2025-01-16,1,0,12020946.0,,12020946.0,国旅联合,10484864
391,中国银河证券股份有限公司大连一德街证券营业部,2025-01-13,1,0,11987168.0,0.0,11987168.0,中恒电气,10023593
392,中国银河证券股份有限公司平湖解放西路证券营业部,2025-01-10,1,0,11932657.0,,11932657.0,奥康国际,10160485
393,国信证券股份有限公司深圳红岭中路证券营业部,2025-01-14,5,3,36740690.62,24849260.21,11891430.41,星图测控 云里物里 骏创科技 巨能股份 旺成科技 鸿智科技,10045166
394,海通证券股份有限公司北京中关村南大街证券营业部,2025-01-16,1,0,11834798.0,,11834798.0,济高发展,10025071
395,财信证券股份有限公司杭州西湖国贸中心证券营业部,2025-01-16,1,0,11852550.0,50007.0,11802543.0,宁波东力,10656871
396,首创证券股份有限公司徐州新淮海西路证券营业部,2025-01-17,2,1,27752031.05,15971348.2,11780682.85,思美传媒 瀛通通讯,10000614974
397,国金证券股份有限公司成都东城根街证券营业部,2025-01-15,1,0,11712693.0,,11712693.0,双良节能,10290537
398,国金证券股份有限公司深圳分公司,2025-01-10,1,1,26199735.0,14555689.0,11644046.0,天创转债 江钨装备 来伊份,10000104821
399,国泰君安证券股份有限公司仙居西门街证券营业部,2025-01-10,1,0,11609936.56,,11609936.56,祥和实业,10150359
400,广发证券股份有限公司珠海山场路证券营业部,2025-01-17,1,0,11584350.0,,11584350.0,博通集成,10141667
401,华泰证券股份有限公司总部,2025-01-14,2,0,11539483.0,,11539483.0,国旅联合 腾龙股份,10028451
402,恒泰证券股份有限公司杭州民和路证券营业部,2025-01-15,1,0,11492742.0,,11492742.0,德创环保,10495051
403,华泰证券股份有限公司总部,2025-01-16,1,0,11484163.0,,11484163.0,福达股份,10028451
404,华鑫证券有限责任公司深圳财富大厦证券营业部,2025-01-16,2,1,34163355.0,22745545.0,11417810.0,红星发展 金瑞矿业,10000734168
405,国泰君安证券股份有限公司上海宛平南路证券营业部,2025-01-10,2,2,65134827.0,53798303.0,11336524.0,弘讯科技 国货航 万控智造 飞龙股份,10023418
406,国金证券股份有限公司成都东城根街证券营业部,2025-01-17,1,0,11710625.0,397196.0,11313429.0,强达电路,10290537
407,中国银河证券股份有限公司长兴金陵北路证券营业部,2025-01-13,1,0,11244592.0,42316.0,11202276.0,京泉华,10146891
408,天风证券股份有限公司浙江分公司,2025-01-14,1,0,11174017.92,0.0,11174017.92,久盛电气,10570378
409,中信建投证券股份有限公司南昌北京东路证券营业部,2025-01-13,1,0,11115654.0,,11115654.0,先达股份,10131328
410,申港证券股份有限公司深圳分公司,2025-01-13,1,0,11100321.47,,11100321.47,美邦股份,10787117
411,中信证券股份有限公司杭州新天地证券营业部,2025-01-17,1,1,15456196.8,4363385.0,11092811.8,福达股份 锦和商管,10133941
412,广发证券股份有限公司珠海横琴环岛东路证券营业部,2025-01-14,1,0,10988044.0,,10988044.0,麦迪科技,10000262430
413,天风证券股份有限公司杭州教工路证券营业部,2025-01-17,1,0,10908843.0,,10908843.0,博通集成,10456542
414,中国银河证券股份有限公司绍兴证券营业部,2025-01-17,2,2,38202303.0,27360224.96,10842078.04,壹网壹创 福达股份 歌力思 清溢光电,10023543
415,中信证券股份有限公司上海浦东新区东方路证券营业部,2025-01-17,1,0,10794671.0,,10794671.0,光大嘉宝,10045021
416,华鑫证券有限责任公司深圳益田路证券营业部,2025-01-16,1,0,10716092.0,,10716092.0,爱慕股份,10495078
417,中泰证券股份有限公司招远温泉路证券营业部,2025-01-15,1,0,15427977.0,4750229.0,10677748.0,宝鼎科技,10103085
418,华泰证券股份有限公司杭州学院路证券营业部,2025-01-17,1,0,10468182.0,,10468182.0,德创环保,10361223
419,华鑫证券有限责任公司深圳益田路证券营业部,2025-01-10,1,0,10460114.5,10500.0,10449614.5,郑中设计,10495078
420,中信证券股份有限公司杭州崇仁路证券营业部,2025-01-10,1,0,10390329.0,,10390329.0,东百集团,10136923
421,华鑫证券有限责任公司上海分公司,2025-01-15,5,6,102532528.8,92460457.37,10072071.43,红星发展 大连友谊 德创环保 博菲电气 巨轮智能 宁波东力 金奥博 富春股份 *ST新元 英特科技,10274545
422,平安证券股份有限公司北京望京证券营业部,2025-01-14,1,0,10359146.2,313071.0,10046075.2,久盛电气,10338758
423,光大证券股份有限公司丹阳中新路证券营业部,2025-01-16,1,0,10033124.0,,10033124.0,天和磁材,10067894
424,中信证券股份有限公司杭州凤起路证券营业部,2025-01-17,1,1,34901633.0,24880702.25,10020930.75,思美传媒 金奥博,10046604
425,国泰君安证券股份有限公司成都北一环路证券营业部,2025-01-10,1,0,9988533.0,,9988533.0,信达地产,10026897
426,中国银河证券股份有限公司重庆万象城证券营业部,2025-01-16,1,0,9965942.0,8575.0,9957367.0,博实结,10339781
427,华鑫证券有限责任公司上海茅台路证券营业部,2025-01-16,1,0,9916980.0,,9916980.0,国旅联合,10028419
428,华鑫证券有限责任公司上海茅台路证券营业部,2025-01-15,1,0,9916980.0,,9916980.0,国旅联合,10028419
429,华鑫证券有限责任公司上海茅台路证券营业部,2025-01-13,1,0,9916980.0,,9916980.0,福达股份,10028419
430,中信证券股份有限公司东阳吴宁西路证券营业部,2025-01-16,2,1,23649290.0,13825895.0,9823395.0,苏豪汇鸿 鸿泉技术,10124373
431,华泰证券股份有限公司江西分公司,2025-01-14,1,0,9720748.0,,9720748.0,腾龙股份,10427427
432,国信证券股份有限公司佛山顺德大良证券营业部,2025-01-10,1,0,9706068.0,25899.0,9680169.0,金奥博,10028422
433,中国银河证券股份有限公司北京安贞门证券营业部,2025-01-13,2,0,9775388.92,96425.0,9678963.92,博实结 野马电池,10023519
434,沪股通专用,2025-01-13,9,8,441431611.94,431762432.23,9669179.71,哈药股份 鲁抗医药 万控智造 康尼机电 共进股份 五洲新春 良品铺子 力鼎光电 长光华芯 茂莱光学,10434470
435,东吴证券股份有限公司海宁海州西路证券营业部,2025-01-16,1,0,9753638.0,116960.0,9636678.0,姚记科技,10583934
436,国泰君安证券股份有限公司深圳福田中心区华融大厦证券营业部,2025-01-14,1,0,31070888.0,21474808.0,9596080.0,慈星股份,10026941
437,上海证券有限责任公司上海分公司,2025-01-17,1,0,9804053.0,233764.0,9570289.0,钧崴电子,10913317
438,国盛证券有限责任公司深圳梅园路证券营业部,2025-01-10,1,0,9558088.0,,9558088.0,苏豪弘业,10456723
439,华源证券股份有限公司武汉分公司,2025-01-10,1,0,9504249.0,,9504249.0,苏豪弘业,10000722572
440,中国银河证券股份有限公司北京金融街证券营业部,2025-01-17,1,0,9474848.0,,9474848.0,来伊份,10030485
441,财信证券股份有限公司杭州西湖国贸中心证券营业部,2025-01-10,1,0,9349730.0,0.0,9349730.0,立方退,10656871
442,国泰君安证券股份有限公司上海宛平南路证券营业部,2025-01-13,1,1,29119323.0,19782161.0,9337162.0,弘讯科技 雅化集团,10023418
443,东方财富证券股份有限公司山南香曲东路证券营业部,2025-01-13,3,1,23494587.2,14202543.0,9292044.2,威士顿 先达股份 力鼎光电,10281327
444,东方证券股份有限公司洛阳南昌路营业部,2025-01-10,1,0,9242848.97,0.0,9242848.97,星图测控,10918123
445,申港证券股份有限公司福建分公司,2025-01-10,1,0,9157340.0,0.0,9157340.0,立方退,10768240
446,东莞证券股份有限公司湖北分公司,2025-01-10,1,0,9014998.0,,9014998.0,锦江在线,10682464
447,国泰君安证券股份有限公司苏州苏州大道东证券营业部,2025-01-10,1,0,8828948.0,28406.0,8800542.0,天迈科技,10426030
448,上海证券有限责任公司临平路证券营业部,2025-01-15,1,0,8742363.0,,8742363.0,超讯科技,10028432
449,东吴证券股份有限公司上海西藏南路证券营业部,2025-01-14,1,2,14374978.02,5634642.34,8740335.68,黄山谷捷 卓郎智能 巨能股份,10143030
450,财达证券股份有限公司唐山北新道证券营业部,2025-01-13,1,0,8706519.0,,8706519.0,美邦股份,10108317
451,湘财证券股份有限公司上海陆家嘴证券营业部,2025-01-17,1,0,8699966.0,,8699966.0,来伊份,10429176
452,招商证券股份有限公司上海江苏路证券营业部,2025-01-17,1,0,8759848.0,73195.0,8686653.0,东港股份,10128358
453,东莞证券股份有限公司厦门分公司,2025-01-10,1,0,8658910.7,,8658910.7,锦江在线,10145500
454,中信建投证券股份有限公司汕头海滨路证券营业部,2025-01-16,1,0,8639458.0,,8639458.0,金瑞矿业,10282096
455,中信建投证券股份有限公司汕头海滨路证券营业部,2025-01-15,1,0,8639458.0,,8639458.0,金瑞矿业,10282096
456,天风证券股份有限公司成都高华横街证券营业部,2025-01-10,1,0,8637340.0,,8637340.0,时空科技,10138480
457,国泰君安证券股份有限公司广州珠江新城证券营业部,2025-01-13,1,0,8544626.32,,8544626.32,美邦股份,10000186653
458,中泰证券股份有限公司常州惠国路证券营业部,2025-01-10,1,0,8517672.0,,8517672.0,时空科技,10741097
459,东方财富证券股份有限公司山南香曲东路证券营业部,2025-01-15,1,1,14862522.06,6421457.01,8441065.05,骏创科技 比依股份,10281327
460,光大证券股份有限公司苏州苏惠路证券营业部,2025-01-10,1,0,8423505.0,,8423505.0,锦江在线,10118980
461,国投证券股份有限公司西安曲江池南路证券营业部,2025-01-17,1,0,8389376.2,,8389376.2,光大嘉宝,10573482
462,中国中金财富证券有限公司深圳分公司,2025-01-14,1,0,8323613.0,5540.0,8318073.0,黄山谷捷,10048460
463,国信证券股份有限公司北京分公司,2025-01-16,2,0,11200615.8,2888549.58,8312066.22,柏星龙 骏创科技,10122926
464,国盛证券有限责任公司宁波天童南路证券营业部,2025-01-14,1,0,8284500.0,,8284500.0,卓郎智能,10664100
465,东亚前海证券有限责任公司浙江分公司,2025-01-13,1,0,8387920.4,132446.0,8255474.4,京泉华,10000011376
466,联储证券股份有限公司深圳分公司,2025-01-14,1,0,8162754.5,0.0,8162754.5,华塑科技,10913335
467,方正证券股份有限公司温州小南路证券营业部,2025-01-10,1,0,8983590.0,831455.0,8152135.0,天迈科技,10026996
468,申万宏源证券有限公司上海嘉定区塔城路证券营业部,2025-01-16,1,0,11384705.0,3286171.0,8098534.0,*ST动力,10048537
469,长江证券股份有限公司西安太白北路证券营业部,2025-01-15,1,0,8069548.0,,8069548.0,建设机械,10082574
470,国信证券股份有限公司北京分公司,2025-01-10,2,0,10127759.15,2070283.05,8057476.1,星图测控 巨能股份,10122926
471,东方财富证券股份有限公司拉萨团结路第二证券营业部,2025-01-17,8,6,94926910.28,86871284.08,8055626.2,星图测控 苏豪弘业 东港股份 骏创科技 康强电子 遥望科技 鸿智科技 天和磁材 钧崴电子 强达电路,10495103
472,南京证券股份有限公司常熟吉祥商城证券营业部,2025-01-10,1,0,7976502.84,,7976502.84,万控智造,10055716
473,长江证券股份有限公司上海东明路证券营业部,2025-01-10,1,0,7982873.0,11293.0,7971580.0,天迈科技,10093321
474,国泰君安证券股份有限公司上海天山路证券营业部,2025-01-15,1,0,7941791.0,,7941791.0,德创环保,10048511
475,中信证券华南股份有限公司佛山分公司,2025-01-13,1,0,7932528.0,,7932528.0,*ST四通,10913504
476,国泰君安证券股份有限公司揭阳黄岐山大道证券营业部,2025-01-13,1,0,7814044.0,0.0,7814044.0,大连友谊,10547767
477,国投证券股份有限公司福州分公司,2025-01-17,1,0,7763934.0,14780.0,7749154.0,三德科技,10116663
478,华鑫证券有限责任公司上海宛平南路证券营业部,2025-01-17,1,2,100218858.92,92487644.72,7731214.2,德创环保 五洲新春,10028416
479,东海证券股份有限公司长沙芙蓉中路证券营业部,2025-01-17,1,0,7624862.0,0.0,7624862.0,闽发铝业,10436793
480,东方财富证券股份有限公司拉萨东城区江苏大道证券营业部,2025-01-10,1,1,17202625.0,9606827.0,7595798.0,威士顿 哈药股份,10708576
481,华泰证券股份有限公司江西分公司,2025-01-10,1,1,27677413.0,20142483.0,7534930.0,博实股份 博通集成,10427427
482,上海证券有限责任公司苏州中心广场证券营业部,2025-01-10,1,0,7495040.0,,7495040.0,苏豪弘业,10547746
483,国盛证券有限责任公司宁波天童南路证券营业部,2025-01-15,1,0,7406556.86,,7406556.86,金瑞矿业,10664100
484,国泰君安证券股份有限公司重庆观音桥步行街营业部,2025-01-15,1,0,7338922.07,0.0,7338922.07,鸿智科技,10719914
485,中国银河证券股份有限公司广州天河北路证券营业部,2025-01-16,1,0,7320257.62,,7320257.62,*ST柳化,10023537
486,华泰证券股份有限公司苏州新市路证券营业部,2025-01-17,1,0,7365730.72,47940.0,7317790.72,星图测控,10026756
487,国信证券股份有限公司佛山分公司,2025-01-13,1,0,7218022.0,,7218022.0,*ST四通,10046442
488,方正证券股份有限公司杭州新业路证券营业部,2025-01-16,1,0,7176033.02,,7176033.02,先达股份,10101331
489,国盛证券有限责任公司宁波天童南路证券营业部,2025-01-17,1,1,22365528.0,15203640.0,7161888.0,康强电子 宁波东力,10664100
490,申万宏源证券有限公司浙江杭州华浙广场证券营业部,2025-01-15,1,0,7221915.51,97676.38,7124239.13,星图测控,10041879
491,东方证券股份有限公司杭州龙井路证券营业部,2025-01-17,1,0,7111907.0,,7111907.0,天和磁材,10086482
492,南京证券股份有限公司常熟吉祥商城证券营业部,2025-01-13,1,0,7099285.0,,7099285.0,万控智造,10055716
493,广发证券股份有限公司广州中山三路中华广场证券营业部,2025-01-13,1,0,7074204.0,,7074204.0,华资实业,10022059
494,华源证券股份有限公司山东分公司,2025-01-17,1,0,7012632.0,,7012632.0,德创环保,10484866
495,渤海证券股份有限公司天津中山路分公司,2025-01-14,1,0,7017015.2,8065.26,7008949.94,骏创科技,10046729
496,广发证券股份有限公司上海长宁路证券营业部,2025-01-10,1,0,6941306.0,3630.0,6937676.0,天迈科技,10110346
497,平安证券股份有限公司北京市分公司,2025-01-15,1,0,8288982.0,1356881.0,6932101.0,宝鼎科技,10023369
498,中信证券股份有限公司深圳分公司,2025-01-16,1,0,6930624.0,,6930624.0,美邦股份,10492423
499,广发证券股份有限公司中山市中山四路证券营业部,2025-01-13,1,0,6841412.0,,6841412.0,共进股份,10048489
500,东方财富证券股份有限公司山南香曲东路证券营业部,2025-01-10,2,3,33968550.58,27210616.32,6757934.26,西磁科技 天和磁材 立方退 钧崴电子 星图测控,10281327
501,中国银河证券股份有限公司北京朝阳门北大街证券营业部,2025-01-17,1,0,6753719.0,5034.0,6748685.0,大连友谊,10137410
502,光大证券股份有限公司北京东中街证券营业部,2025-01-13,1,0,6718873.0,0.0,6718873.0,德力股份,10028449
503,国金证券股份有限公司德阳岷江东路证券营业部,2025-01-16,1,0,6712972.0,,6712972.0,国旅联合,10340382
504,国金证券股份有限公司德阳岷江东路证券营业部,2025-01-15,1,0,6712972.0,,6712972.0,国旅联合,10340382
505,粤开证券股份有限公司山东分公司,2025-01-17,1,0,12383411.0,5705513.3,6677897.7,思美传媒,10532642
506,招商证券股份有限公司杭州天目山路证券营业部,2025-01-14,1,0,6651500.0,,6651500.0,凯尔达,10108628
507,中国银河证券股份有限公司杭州东宁路证券营业部,2025-01-14,1,0,6681669.78,65615.0,6616054.78,华塑科技,10030469
508,东亚前海证券有限责任公司苏州留园路证券营业部,2025-01-10,1,0,6587447.18,,6587447.18,银座股份,10000526027
509,中信证券（山东）有限责任公司青岛分公司,2025-01-10,1,0,6577455.0,0.0,6577455.0,华塑科技,10030231
510,浙商证券股份有限公司永康九铃东路证券营业部,2025-01-16,1,0,6572164.0,,6572164.0,*ST元成,10046773
511,华鑫证券有限责任公司长沙芙蓉中路证券营业部,2025-01-16,1,0,6498960.0,0.0,6498960.0,*ST冀凯,10000278700
512,国金证券股份有限公司上海静安区南京西路证券营业部,2025-01-10,1,0,6474520.0,,6474520.0,中化装备,10342130
513,中国银河证券股份有限公司北京安贞门证券营业部,2025-01-16,2,0,10104765.0,3658998.0,6445767.0,先达股份 博实结,10023519
514,中国银河证券股份有限公司如皋健康路证券营业部,2025-01-13,1,0,6408078.0,0.0,6408078.0,博实结,10499350
515,广发证券股份有限公司无锡太湖东大道证券营业部,2025-01-10,1,0,6552070.0,144658.0,6407412.0,凯伦股份,10145309
516,海通证券股份有限公司南京广州路证券营业部,2025-01-13,1,0,6393680.0,70447.0,6323233.0,德力股份,10048429
517,申万宏源西部证券有限公司乌鲁木齐人民路证券营业部,2025-01-10,1,0,6249599.0,,6249599.0,友好集团,10022011
518,华福证券有限责任公司上海宛平南路证券营业部,2025-01-13,1,0,6246744.0,0.0,6246744.0,德力股份,10058644
519,平安证券股份有限公司深圳深南大道证券营业部,2025-01-14,1,0,12635687.0,6418553.94,6217133.06,粤宏远A,10146911
520,申万宏源证券有限公司上海闵行区莘松路证券营业部,2025-01-13,1,0,6200677.0,,6200677.0,方大特钢,10462050
521,华泰证券股份有限公司盐城分公司,2025-01-15,1,0,6192017.0,,6192017.0,哈空调,10401800
522,东莞证券股份有限公司东莞长安分公司,2025-01-17,1,0,6185138.0,42269.0,6142869.0,闽发铝业,10449176
523,平安证券股份有限公司山东分公司,2025-01-16,1,0,6239868.0,106704.0,6133164.0,*ST冀凯,10390301
524,粤开证券股份有限公司山东分公司,2025-01-16,1,0,6127728.0,0.0,6127728.0,*ST冀凯,10532642
525,平安证券股份有限公司深圳分公司,2025-01-17,1,1,29616013.96,23495708.0,6120305.96,壹网壹创 光大嘉宝,10048273
526,华泰证券股份有限公司沈阳青年大街证券营业部,2025-01-16,1,0,6135038.0,16960.0,6118078.0,博实结,10109192
527,华泰证券股份有限公司成都蜀金路证券营业部,2025-01-10,2,1,9968929.7,3850917.22,6118012.48,西磁科技 信达地产,10175321
528,中信证券股份有限公司北京首体南路证券营业部,2025-01-13,1,0,6030572.0,,6030572.0,共进股份,10050624
529,华泰证券股份有限公司苏州苏州大道东证券营业部,2025-01-14,1,0,5986481.0,,5986481.0,哈空调,10397699
530,爱建证券有限责任公司上海江宁路证券营业部,2025-01-17,1,0,5966686.0,0.0,5966686.0,三德科技,10508940
531,华创证券有限责任公司北京万寿路证券营业部,2025-01-14,1,0,5900983.74,0.0,5900983.74,海达尔,10516826
532,中信证券股份有限公司杭州新天地证券营业部,2025-01-13,1,0,5885000.0,,5885000.0,哈空调,10133941
533,中泰证券股份有限公司常州惠国路证券营业部,2025-01-14,1,1,9840000.0,4009874.2,5830125.8,卓郎智能 中利集团,10741097
534,中信建投证券股份有限公司广州市黄埔东路证券营业部,2025-01-13,1,0,5773185.0,,5773185.0,哈空调,10051462
535,渤海证券股份有限公司沈阳分公司,2025-01-13,1,0,5759402.0,,5759402.0,华资实业,10152449
536,国金证券股份有限公司上海静安区南京西路证券营业部,2025-01-17,1,0,5738454.0,,5738454.0,来伊份,10342130
537,广发证券股份有限公司苏州分公司（对外营业部）,2025-01-14,1,1,8129453.4,2391708.0,5737745.4,*ST步森,10424414
538,光大证券股份有限公司北京月坛北街营业部,2025-01-15,1,0,5904795.27,180474.13,5724321.14,星图测控,10021726
539,国盛证券有限责任公司福建分公司,2025-01-14,1,0,5701615.84,0.0,5701615.84,华塑科技,10941149
540,摩根大通证券（中国）有限公司上海银城中路证券营业部,2025-01-16,1,0,5675666.0,,5675666.0,鹏欣资源,10000100571
541,中原证券股份有限公司洛阳开元大道证券营业部,2025-01-15,1,0,5899224.0,249800.0,5649424.0,航天电器,10140820
542,华西证券股份有限公司北京紫竹院路证券营业部,2025-01-16,1,0,5569120.0,0.0,5569120.0,博实结,10030384
543,华泰证券股份有限公司北京东三环北路证券营业部,2025-01-10,1,0,5551604.0,,5551604.0,时空科技,10079640
544,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,2025-01-14,2,0,11150603.0,5608602.0,5542001.0,ST百利 威士顿,10143566
545,兴业证券股份有限公司南京分公司,2025-01-15,1,0,5602963.97,98869.0,5504094.97,华塑科技,10077331
546,华林证券股份有限公司深圳泰然路证券营业部,2025-01-13,1,0,5491385.0,,5491385.0,*ST四通,10654997
547,国信证券股份有限公司浙江互联网分公司,2025-01-14,4,2,57425376.8,51935728.0,5489648.8,卓郎智能 顺钠股份 粤宏远A 国星光电 电光科技,10000213448
548,华鑫证券有限责任公司深圳分公司,2025-01-14,1,0,5428406.0,6494.0,5421912.0,博菲电气,10030347
549,华鑫证券有限责任公司上海东大名路证券营业部,2025-01-10,1,0,5405680.0,,5405680.0,福达股份,10026767
550,中信建投证券股份有限公司上海华灵路证券营业部,2025-01-10,1,0,7880888.5,2526942.74,5353945.76,星图测控,10021794
551,湘财证券股份有限公司上海陆家嘴证券营业部,2025-01-16,1,0,5326706.4,,5326706.4,先达股份,10429176
552,中信证券股份有限公司湖北分公司,2025-01-16,1,0,5291800.0,,5291800.0,鸿泉技术,10135343
553,中信证券股份有限公司余姚南雷路证券营业部,2025-01-10,1,0,5264653.0,,5264653.0,比依股份,10073046
554,国新证券股份有限公司北京中关村大街证券营业部,2025-01-17,1,0,5180048.0,,5180048.0,德创环保,10919501
555,东北证券股份有限公司南京溧水双塘南路证券营业部,2025-01-16,1,0,5176756.0,,5176756.0,狮头股份,10000186631
556,恒泰证券股份有限公司临河胜利北路证券营业部,2025-01-16,1,0,5145714.9,0.0,5145714.9,云里物里,10030423
557,华泰证券股份有限公司深圳竹子林四路证券营业部,2025-01-16,1,0,5343282.02,232324.0,5110958.02,星图测控,10046450
558,申万宏源证券有限公司武汉中山路证券营业部,2025-01-13,1,0,5144099.0,71024.0,5073075.0,强达电路,10025462
559,长城证券股份有限公司长沙五一中路证券营业部,2025-01-13,1,0,6261835.52,1217287.5,5044548.02,星图测控,10025236
560,大通证券股份有限公司上海南车站路证券营业部,2025-01-17,1,0,5010805.0,,5010805.0,德创环保,10026751
561,光大证券股份有限公司广州马场路营业部,2025-01-14,1,0,4998607.02,0.0,4998607.02,天罡股份,10331995
562,江海证券有限公司哈尔滨金江路证券营业部,2025-01-13,1,0,13714691.0,8716354.0,4998337.0,梦洁股份,10000110051
