序号,代码,名称,上榜日,解读,收盘价,涨跌幅,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜成交额,市场总成交额,净买额占总成交比,成交额占总成交比,换手率,流通市值,上榜原因,上榜后1日,上榜后2日,上榜后5日,上榜后10日
16505,605580,恒盛能源,2025-01-06,普通席位买入，成功率39.56%,12.4,4.8183,-11221339.68,24467264.0,35688603.68,60155867.68,290915847.0,-3.857245934079,20.67809928553,8.6248,3472000000.0,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,-1.29032258,-0.72580645,-5.64516129,-5.48387097
16506,605580,恒盛能源,2025-01-03,普通席位买入，成功率39.82%,11.83,6.0036,6082521.0,63730394.0,57647873.0,121378267.0,556861563.0,1.092286019389,21.796847738259,7.0714,3312400000.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,4.81825866,3.465765,2.11327134,-3.12764159
16507,605588,冠石科技,2025-08-15,买一主买，成功率52.44%,63.07,9.993,90783765.6,151921531.6,61137766.0,213059297.6,416375989.0,21.803314311671,51.169928917299,5.7549,4610389312.27,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.58664975,-9.32297447,-9.90962423,-11.85983827
16508,605588,冠石科技,2025-04-01,普通席位卖出，成功率40.88%,57.62,-0.792,20960624.9,77757755.0,56797130.1,134554885.1,736127702.0,2.847416941796,18.278742225625,17.8384,4211996704.82,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,-8.0006942,-15.46338077,-22.76987157,-23.0822631
16509,605588,冠石科技,2025-03-28,普通席位买入，成功率41.14%,54.3,10.0081,47029816.2,109805701.2,62775885.0,172581586.2,597582676.0,7.870009973315,28.879951365926,8.9375,3969306162.3,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,6.96132597,6.11418048,-19.26335175,-13.66482505
16510,605598,上海港湾,2025-12-25,1家机构买入，成功率42.53%,61.9,10.0053,60404519.47,302977602.01,242573082.54,545550684.55,1217618456.0,4.960874169765,44.804731881462,4.4026,15042740477.1,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,10.0,14.13570275,6.05815832,22.42326333
16511,605598,上海港湾,2025-12-24,2家机构买入，成功率45.11%,56.27,10.0098,126900174.85,195021719.81,68121544.96,263143264.77,567052214.0,22.378922384386,46.405473477263,4.3789,13674555842.43,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,10.00533144,21.00586458,23.47609739,25.02221432
16512,605598,上海港湾,2025-11-26,1家机构卖出，成功率37.56%,46.87,-4.3079,-228867571.4,61601441.2,290469012.6,352070453.8,1181081549.0,-19.377795851081,29.809157047461,10.4473,11390197837.83,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,-2.81630041,3.05099211,-10.753147,7.74482611
16513,605598,上海港湾,2025-11-24,买一主买，成功率48.42%,47.84,10.0023,-14055329.48,337789216.03,351844545.51,689633761.54,2159760768.0,-0.650781775845,31.931025498654,5.1748,11625924142.56,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2.38294314,-2.02759197,-0.85702341,4.03428094
16514,605598,上海港湾,2025-10-24,广东资金买入，成功率42.65%,30.75,10.0179,41032356.0,53831791.0,12799435.0,66631226.0,110082854.0,37.274066313724,60.528250839136,1.5021,7472766876.75,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,1.59349593,2.17886179,-1.91869919,18.11382114
16515,605598,上海港湾,2025-10-14,1家机构买入，成功率46.07%,31.23,6.5143,164789514.1,341000552.8,176211038.7,517211591.5,1403166687.0,11.744115337596,36.860310060939,9.3767,7589414945.07,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.9285943,-0.96061479,-4.22670509,0.60838937
16516,605598,上海港湾,2025-08-15,1家机构卖出，成功率49.91%,28.31,-6.5985,-88350056.5,76949297.8,165299354.3,242248652.1,920795882.0,-9.594966509635,26.308615930583,13.1788,6879805862.79,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,-1.97809961,-4.09749205,-5.40445072,-8.90144825
16517,605598,上海港湾,2025-08-12,普通席位卖出，成功率33.38%,29.03,-9.9845,18209801.8,133901163.8,115691362.0,249592525.8,1024423923.0,1.77756506766,24.364183634942,13.9235,7054777965.27,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,-5.0981743,4.40923183,-6.47605925,-6.5449535
16518,605598,上海港湾,2025-08-08,买一主买，成功率52.38%,29.32,10.0188,-7615887.19,172273665.61,179889552.8,352163218.41,857138106.0,-0.888525097261,41.085936553846,2.7458,7125252839.88,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,9.99317872,-0.98908595,-3.44474761,-8.66302865
16519,605598,上海港湾,2025-01-06,1家机构买入，成功率41.12%,23.7,0.5089,-8238299.4,23040551.6,31278851.0,54319402.6,260236371.0,-3.165698694745,20.873101784839,4.6047,5759499131.7,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,10.0,7.38396624,-9.95780591,-4.7257384
16520,605599,菜百股份,2025-06-04,3家机构买入，成功率40.35%,18.71,9.9941,35488984.91,180464539.2,144975554.29,325440093.49,941274965.0,3.770310082559,34.574391712415,4.1428,14552222638.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,-3.95510422,-8.12399786,-9.67397114,-6.90858126
16521,688005,容百科技,2025-11-17,买一主买，成功率37.31%,35.4,20.0,195788529.43,458885370.04,263096840.61,721982210.65,2838588900.0,6.897389383507,25.434546392047,11.3707,25297503820.8,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,-4.51977401,0.64971751,-13.84180791,-15.76271186
16522,688006,杭可科技,2025-09-10,2家机构买入，成功率25.96%,41.39,5.8839,0.0,13345230100.0,13345230200.0,13345230100.0,13345230200.0,-7.49331e-07,99.999999250669,7.0042,24985990371.28,有价格涨跌幅限制的连续10个交易日内收盘价格涨幅偏离值累计达到100%的证券,-3.35829911,-9.35008456,-13.84392365,-0.0966417
16523,688006,杭可科技,2025-09-05,买一主买，成功率53.64%,38.54,19.9875,-64099818.58,299242840.8,363342659.38,662585500.18,3298245100.0,-1.943452249198,20.089031593801,7.9461,23265524738.08,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,2.25739491,1.42708874,-2.64660093,-3.42501297
16524,688006,杭可科技,2025-09-01,买一主买，成功率46.96%,30.15,17.1329,-19323302.44,262629994.89,281953297.33,544583292.22,2236165000.0,-0.864126861837,24.353448525489,9.2277,18200715382.8,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,0.56384743,-3.05140962,30.71310116,26.53399668
16525,688006,杭可科技,2025-08-29,1家机构买入，成功率48.23%,25.74,20.0,65348797.31,142897179.33,77548382.02,220445561.35,586735300.0,11.137696557545,37.571552512692,3.9327,15538521192.48,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,17.13286713,17.79331779,49.72804973,45.76534577
16526,688011,新光光电,2025-09-29,2家机构卖出，成功率51.78%,35.2,-17.5644,-108079384.03,97076111.91,205155495.94,302231607.85,393502400.0,-27.466003772785,76.805531008197,11.103,3520000000.0,有价格涨跌幅限制的日收盘价格跌幅达到15%的前五只证券,0.0,6.53409091,10.19886364,10.96590909
16527,688011,新光光电,2025-07-21,买一主买，成功率41.65%,29.31,16.0792,16710350.76,41633920.91,24923570.15,66557491.06,212721300.0,7.85551365096,31.288587959927,7.7192,2931000000.0,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,-2.69532583,-3.17297851,26.88502218,67.38314568
16528,688011,新光光电,2025-06-19,普通席位买入，成功率45.29%,28.98,10.3159,-575734.760000005,48304070.26,48879805.02,97183875.28,515582500.0,-0.11166685448,18.849335514685,11.7909,2898000000.0,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,-9.79986197,-8.14354727,-14.87232574,-15.07936508
16529,688011,新光光电,2025-06-18,普通席位买入，成功率44.28%,26.27,20.0091,7796831.41,37613937.41,29817106.0,67431043.41,200597900.0,3.886796127975,33.615029574088,8.0636,2627000000.0,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,10.31594975,-0.49486106,-5.9383327,-6.77578987
16530,688017,绿的谐波,2025-01-14,1家机构买入，成功率41.02%,149.0,14.9514,445680400.0,1191220300.0,745539900.0,1936760200.0,6220425300.0,7.164789841621,31.135494867208,9.7801,25145816332.0,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,-2.02013423,-4.14765101,-1.27516779,9.47651007
16531,688018,乐鑫科技,2025-08-27,买一主买，成功率49.41%,219.99,17.328,92514400.23,426432927.47,333918527.24,760351454.71,2717937200.0,3.403846131176,27.975313583772,8.0212,34473031812.78,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,1.31369608,-1.08186736,-14.67339425,-19.18269012
16532,688020,方邦股份,2025-07-29,1家机构买入，成功率39.07%,56.57,20.0042,-19407723.71,75066977.62,94474701.33,169541678.95,490934700.0,-3.953218973929,34.534466386263,11.1415,4576060440.0,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,-1.71468976,0.3712215,-4.08343645,-4.15414531
16533,688020,方邦股份,2025-07-29,1家机构买入，成功率41.40%,56.57,20.0042,-27090940.74,102196533.58,129287474.32,231484007.9,822789400.0,-3.292572891678,28.134053246189,11.1415,4576060440.0,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,-1.71468976,0.3712215,-4.08343645,-4.15414531
16534,688020,方邦股份,2025-07-28,普通席位买入，成功率30.63%,47.14,20.0102,6238227.71000001,71078733.79,64840506.08,135919239.87,331854700.0,1.879806948643,40.957455136239,9.1518,3813248880.0,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,20.00424268,17.94654221,18.94357234,14.57361052
16535,688022,ST瀚川,2025-01-06,普通席位买入，成功率41.90%,12.3,20.0,18967400.0,32640200.0,13672800.0,46313000.0,110589200.0,17.151222723376,41.878411273434,5.417,2163303385.2,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,-1.54471545,-2.5203252,-10.08130081,-4.22764228
16536,688023,安恒信息,2025-02-06,1家机构买入，成功率33.83%,62.54,19.9923,21822630.18,193009720.37,171187090.19,364196810.56,1419616400.0,1.53722020822,25.654593068945,18.5259,6383179184.3,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,7.45123121,28.94147745,8.81036137,6.87559962
16537,688023,安恒信息,2025-02-05,普通席位买入，成功率37.04%,52.12,20.0092,-5119203.03,68745796.45,73864999.48,142610795.93,309063500.0,-1.656359625126,46.142878706156,5.8157,5319656205.4,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,19.9923254,28.93323101,38.35379893,28.72217959
16538,688027,国盾量子,2025-10-30,上海资金买入，成功率48.43%,599.0,17.2211,345499081.65,1455338820.08,1109839738.43,2565178558.51,11361659600.0,3.040920902524,22.577498788205,15.2765,48144247630.0,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,-3.20534224,-1.52086811,-5.80467446,-16.19365609
16539,688027,国盾量子,2025-10-30,买一主买，成功率49.65%,599.0,17.2211,164080986.85,992541168.15,828460181.3,1821001349.45,6995797800.0,2.345422088243,26.029931131657,15.2765,48144247630.0,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,-3.20534224,-1.52086811,-5.80467446,-16.19365609
16540,688028,沃尔德,2025-11-11,2家机构买入，成功率46.13%,83.9,17.953,44849501.08,334778140.88,289928639.8,624706780.68,2505592800.0,1.789975652867,24.932494245673,12.0587,12664621100.0,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,-11.12038141,-10.21454112,-22.47914184,-20.79856973
16541,688028,沃尔德,2025-11-07,2家机构买入，成功率45.50%,64.78,14.8785,-5703474.93000001,313719556.0,319423030.93,633142586.93,2032830900.0,-0.280568094965,31.145856102935,9.801,9778476220.0,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,9.80240815,29.51528249,11.93269528,-0.66378512
16542,688028,沃尔德,2025-10-30,普通席位买入，成功率32.67%,53.8,19.6353,38413411.03,175709275.66,137295864.63,313005140.29,952278100.0,4.03384379311,32.869089427763,12.5498,8121056200.0,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,-4.27509294,-2.86245353,4.81412639,40.01858736
16543,688028,沃尔德,2025-09-12,上海资金买入，成功率63.73%,43.26,15.36,-15847494.61,150460837.98,166308332.59,316769170.57,1098069200.0,-1.443214563344,28.847833139296,16.779,6530053740.0,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,3.99907536,-0.25427647,3.55987055,25.11913516
16544,688028,沃尔德,2025-09-08,普通席位买入，成功率52.53%,35.42,19.9864,33734357.95,115757162.76,82022804.81,197779967.57,715696400.0,4.713501136795,27.634618194251,13.7819,5346613580.0,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,-5.33596838,2.51270469,27.01863354,43.16770186
16545,688031,星环科技,2025-12-16,买一主买，成功率43.82%,92.7,5.3289,-65195861.75,552498084.7,617693946.45,1170192031.15,3716892500.0,-1.754042166945,31.483074400188,18.3035,8711254828.8,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,5.70658037,13.86192017,4.25026969,5.22114347
16546,688031,星环科技,2025-12-15,1家机构买入，成功率55.92%,88.01,17.2685,-45062768.9,302581261.38,347644030.28,650225291.66,1612532600.0,-2.794533822138,40.323233878186,20.2205,8270523597.44,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,5.32893989,11.3396205,8.94216566,13.61208954
16547,688031,星环科技,2025-12-05,上海资金买入，成功率44.14%,72.96,17.0168,85020872.88,223730874.8,138710001.92,362440876.72,1150897900.0,7.387351465321,31.492009562273,17.303,6856236810.24,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,4.89309211,2.80975877,2.86458333,32.99067982
16548,688031,星环科技,2025-10-27,1家机构买入，成功率44.23%,61.39,16.4675,140475130.28,201294733.62,60819603.34,262114336.96,793019700.0,17.713952160331,33.052689228275,14.4138,5768974476.16,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,1.5637726,-3.81169572,18.35803877,9.67584297
16549,688031,星环科技,2025-01-24,2家机构买入，成功率38.91%,48.1,17.3171,65922.5400000066,82077099.75,82011177.21,164088276.96,444978700.0,0.014814763044,36.875535157076,10.3741,4505945277.6,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,-3.11850312,3.8045738,16.42411642,43.24324324
16550,688033,*ST天宜,2025-11-27,普通席位买入，成功率31.37%,6.77,20.0355,77912662.87,132465357.42,54552694.55,187018051.97,452734500.0,17.209349601146,41.308548822765,12.3547,3806084494.92,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,0.88626292,3.84047267,-5.02215657,-1.32939439
16551,688035,德邦科技,2025-08-19,买一主买，成功率64.36%,60.66,5.9008,-1397133.88,254865791.0,256262924.88,511128715.88,2241527200.0,-0.062329552816,22.802699689747,19.7764,5387676950.52,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,1.58259149,-7.27002967,-8.20969337,-13.78173426
16552,688035,德邦科技,2025-01-08,普通席位买入，成功率42.84%,40.93,19.9941,27023600.0,75937500.0,48913900.0,124851400.0,487851500.0,5.539308580582,25.592091035899,14.157,3635305268.46,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,-0.90398241,-9.57732714,-5.71707794,-6.71878817
16553,688039,当虹科技,2025-09-30,普通席位买入，成功率45.17%,61.32,20.0,37239718.0,129384706.35,92144988.35,221529694.7,817979800.0,4.552645187571,27.082538554131,12.3201,6782079319.68,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,4.2074364,-7.64840183,-13.74755382,-17.25375082
16554,688039,当虹科技,2025-08-06,普通席位买入，成功率41.56%,58.56,20.0,27925871.45,79028480.13,51102608.68,130131088.81,742092600.0,3.763124905167,17.535694172129,12.7596,6476819389.44,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,1.05874317,-9.32377049,-11.16803279,-11.16803279
16555,688039,当虹科技,2025-07-30,1家机构买入，成功率35.71%,44.0,15.7895,10431490.95,77256673.49,66825182.54,144081856.03,625830200.0,1.666824475712,23.02251569675,13.4075,4866462656.0,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,4.15909091,3.81818182,33.09090909,18.22727273
16556,688039,当虹科技,2025-02-05,普通席位买入，成功率56.49%,32.82,20.0,20188660.47,46018470.35,25829809.88,71848280.23,269097400.0,7.502361773098,26.699730369004,7.8673,3673112887.74,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,5.17976843,3.90006094,12.30956734,10.84704449
16557,688041,海光信息,2025-09-11,买一主买，成功率40.88%,220.84,20.0022,155114367.49,2360346662.03,2205232294.54,4565578956.57,15996969900.0,0.969648430044,28.540273471228,3.3377,513306824016.44,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,-0.37130955,4.82702409,10.40119544,21.3186017
16558,688041,海光信息,2025-08-22,上海资金买入，成功率48.25%,186.06,20.0,449269258.85,2167470635.46,1718201376.61,3885672012.07,13309982000.0,3.375431002461,29.193668421715,3.2334,432466345211.46,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,12.92056326,6.00343975,4.54692035,-3.57949049
16559,688048,长光华芯,2025-12-08,2家机构买入，成功率44.48%,148.48,15.2616,-90974904.84,422734148.58,513709053.42,936443202.0,3462070700.0,-2.62775987908,27.048644673836,14.0031,26174045936.64,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,-4.88954741,2.80172414,-2.68049569,-5.03771552
16560,688048,长光华芯,2025-12-08,1家机构买入，成功率44.05%,148.48,15.2616,-53872385.64,805409243.83,859281629.47,1664690873.3,5933497800.0,-0.90793638855,28.055810070411,14.0031,26174045936.64,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,-4.88954741,2.80172414,-2.68049569,-5.03771552
16561,688048,长光华芯,2025-12-05,2家机构买入，成功率43.50%,128.82,20.0,24294115.56,472363981.1,448069865.54,920433846.64,2471427200.0,0.982999440971,37.243008680976,11.8792,22708382257.26,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,15.26160534,9.6258345,15.88262692,5.57366868
16562,688048,长光华芯,2025-11-26,2家机构买入，成功率43.81%,107.15,20.0022,198575576.72,750091455.82,551515879.1,1301607334.92,5130132300.0,3.870769116812,25.371808343422,17.636,18888395892.45,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,7.10219319,10.77928138,0.57862809,42.45450303
16563,688048,长光华芯,2025-11-26,2家机构买入，成功率46.96%,107.15,20.0022,129459212.58,551033245.54,421574032.96,972607278.5,3101125300.0,4.174588256076,31.3630435539,17.636,18888395892.45,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,7.10219319,10.77928138,0.57862809,42.45450303
16564,688048,长光华芯,2025-11-25,买一主买，成功率47.27%,89.29,19.9973,176712705.83,362716875.56,186004169.73,548721045.29,2029007000.0,8.709319673614,27.043822189376,13.5178,15740036110.47,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,20.00223989,28.5250308,23.75405981,58.15880838
16565,688048,长光华芯,2025-11-06,1家机构买入，成功率46.44%,80.27,20.003,66542576.87,351196598.26,284654021.39,635850619.65,1730258600.0,3.845816854775,36.748877864268,12.8358,14149991024.61,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,9.00710103,8.01046468,12.63236577,3.87442382
16566,688048,长光华芯,2025-02-07,2家机构买入，成功率37.78%,56.52,20.0,52228451.28,195855356.09,143626904.81,339482260.9,1122355300.0,4.653468583433,30.247307684118,20.5299,5630829755.76,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,-1.27388535,-1.09695683,5.41401274,13.92427459
16567,688048,长光华芯,2025-01-13,1家机构买入，成功率36.86%,43.08,20.0,64623900.0,134550100.0,69926200.0,204476300.0,606950000.0,10.647318560013,33.68915067139,14.6059,4291863869.04,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,2.08913649,-0.30176416,0.30176416,0.69637883
16568,688049,炬芯科技,2025-04-11,2家机构买入，成功率48.87%,48.46,12.7501,94035880.53,202901258.46,108865377.93,311766636.39,1359660900.0,6.916127435157,22.929734641189,19.4241,5440511350.64,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,-0.12381345,3.34296327,7.57325629,1.21749897
16569,688049,炬芯科技,2025-04-10,1家机构买入，成功率36.12%,42.98,19.9888,38639436.63,78298805.11,39659368.48,117958173.59,336399400.0,11.486178818987,35.064917948724,7.0063,4825282250.32,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,12.75011633,12.61051652,22.87110284,14.4253141
16570,688050,爱博医疗,2025-04-23,3家机构卖出，成功率42.18%,85.98,-20.0037,-208147241.0,267735529.56,475882770.56,743618300.12,1365413700.0,-15.244261940539,54.461025264358,8.2231,16297038517.44,有价格涨跌幅限制的日收盘价格跌幅达到15%的前五只证券,-4.67550593,-5.05931612,-8.08327518,-7.96696906
16571,688051,佳华科技,2025-11-07,普通席位卖出，成功率46.49%,48.55,-15.2557,-8042473.38,43093618.07,51136091.45,94229709.52,246119900.0,-3.267705447629,38.286099384893,6.1939,3754565700.0,有价格涨跌幅限制的日收盘价格跌幅达到15%的前五只证券,4.2430484,-0.61791967,-1.85375901,-1.13285273
16572,688051,佳华科技,2025-10-24,普通席位买入，成功率48.83%,52.5,16.6407,7571771.55,62457827.48,54886055.93,117343883.41,225612800.0,3.356091298898,52.011181728164,5.7461,4060035000.0,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,0.57142857,1.96190476,3.39047619,-7.52380952
16573,688052,纳芯微,2025-04-11,3家机构买入，成功率43.17%,187.45,19.9987,-80323051.91,342652897.74,422975949.65,765628847.39,1351192700.0,-5.944603749709,56.663187078349,8.1327,17496686659.85,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,1.41371032,5.42544679,8.07148573,-1.36036276
16574,688052,纳芯微,2025-01-17,3家机构买入，成功率40.98%,146.6,15.0436,179291200.0,323339200.0,144048000.0,467387200.0,764597600.0,23.449092699219,61.128520413875,5.9164,13683725069.8,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,-5.49795362,-4.2633015,-5.65484311,4.57708049
16575,688058,宝兰德,2025-02-10,普通席位买入，成功率35.82%,41.5,12.1319,-14757468.7,38411843.12,53169311.82,91581154.94,841342900.0,-1.7540373491,10.885116513136,10.3972,3225833885.5,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,-10.12048193,-11.44578313,-12.38554217,-15.20481928
16576,688059,华锐精密,2025-02-20,普通席位买入，成功率32.15%,61.38,20.0,20922449.57,69103026.79,48180577.22,117283604.01,368398600.0,5.67929671014,31.836061268963,10.1728,3821274323.46,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,3.61681329,-4.5617465,5.71847507,0.63538612
16577,688062,迈威生物,2025-09-02,1家机构买入，成功率47.33%,59.17,2.7257,93801061.41,839506546.03,745705484.62,1585212030.65,4728900900.0,1.983570038653,33.52178580545,17.5032,12080738900.0,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,1.3520365,-8.36572587,-15.1259084,-15.49771844
16578,688062,迈威生物,2025-09-01,1家机构买入，成功率52.21%,57.6,20.0,87240778.44,318932019.57,231691241.13,550623260.7,1496478900.0,5.829736619741,36.794588998214,12.9585,11760192000.0,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,2.72569444,4.11458333,-6.94444444,-14.09722222
16579,688062,迈威生物,2025-07-17,1家机构买入，成功率44.69%,37.33,19.9936,-14663985.61,216685325.62,231349311.23,448034636.85,1269363300.0,-1.15522369443,35.296013115394,17.7987,7621666100.0,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,-2.75917493,-3.83069917,-10.95633539,-7.55424591
16580,688062,迈威生物,2025-06-27,1家机构买入，成功率44.14%,28.62,20.0,99223719.64,182826450.8,83602731.16,266429181.96,827465300.0,11.991284666559,32.19823018077,14.514,5843345400.0,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,-1.18798043,1.85185185,7.0230608,11.80992313
16581,688062,迈威生物,2025-06-06,2家机构买入，成功率39.85%,27.9,17.6719,34172687.61,116737660.33,82564972.72,199302633.05,692344800.0,4.935790318639,28.786615144651,13.0551,5696343000.0,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,0.03584229,5.01792115,2.43727599,-12.65232975
16582,688063,派能科技,2025-09-30,买一主买，成功率53.68%,74.24,19.9935,110958200.7,331483721.53,220525520.83,552009242.36,1778863200.0,6.237590428539,31.031573555516,10.2485,18215470645.76,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,-3.69073276,-7.51616379,-9.65786638,-13.92780172
16583,688066,*ST航图,2025-11-06,1家机构卖出，成功率46.83%,24.5,-15.9231,56432.3600000143,178075905.34,178019472.98,356095378.32,963974200.0,0.00585413593,36.940343249851,14.6627,6401305389.5,有价格涨跌幅限制的日收盘价格跌幅达到15%的前五只证券,2.36734694,5.34693878,1.75510204,-3.10204082
16584,688066,*ST航图,2025-08-29,买一主买，成功率49.11%,38.72,17.9409,117235330.28,346924845.48,229689515.2,576614360.68,2283728300.0,5.133506042728,25.24881618711,23.5651,10116661199.04,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,-5.47520661,-3.66735537,-6.30165289,-10.30475207
16585,688066,*ST航图,2025-08-26,买一主买，成功率47.68%,36.6,14.4465,-13431269.75,523707025.15,537138294.9,1060845320.05,3503499700.0,-0.383367229916,30.279589293243,21.9163,9562753096.2,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,-6.66666667,-10.30054645,1.91256831,-2.15846995
16586,688066,*ST航图,2025-08-25,买一主买，成功率50.12%,31.98,20.0,100871946.79,326191739.62,225319792.83,551511532.45,1447889100.0,6.966828246031,38.090730322509,17.9323,8355651475.86,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,14.44652908,6.81676048,14.44652908,23.76485303
16587,688068,热景生物,2025-07-04,2家机构买入，成功率48.33%,194.81,20.0012,79826414.25,343066508.45,263240094.2,606306602.65,1579442100.0,5.054089304698,38.387390246847,5.6778,18060433791.4,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,-6.13931523,-10.86699861,-4.00903444,2.15081361
16588,688068,热景生物,2025-07-04,2家机构买入，成功率49.53%,194.81,20.0012,47826893.64,252850495.99,205023602.35,457874098.34,984120300.0,4.859862522905,46.526232447395,5.6778,18060433791.4,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,-6.13931523,-10.86699861,-4.00903444,2.15081361
16589,688068,热景生物,2025-06-09,3家机构买入，成功率44.00%,161.15,18.1452,95039515.44,237061906.22,142022390.78,379084297.0,902384900.0,10.532037431034,42.009157843843,6.4126,14939884531.0,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,-1.95470059,-3.09649395,-7.29134347,-10.76636674
