序号,代码,名称,上榜日,解读,收盘价,涨跌幅,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜成交额,市场总成交额,净买额占总成交比,成交额占总成交比,换手率,流通市值,上榜原因,上榜后1日,上榜后2日,上榜后5日,上榜后10日
1,000002,万科A,2025-12-10,普通席位买入，成功率63.97%,5.25,10.0629,2462336.15999997,463811384.13,461349047.97,925160432.1,3229111691.0,0.076254288969,28.650617279005,6.5478,51011098052.25,日涨幅偏离值达到7%的前5只证券,-3.42857143,-4.38095238,-5.52380952,-9.33333333
2,000004,国华退,2025-12-01,1家机构买入，成功率38.49%,12.36,5.0127,12064466.0,48346408.0,36281942.0,84628350.0,261261715.0,4.617770345724,32.392174260971,7.3439,1560916812.48,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,-2.99352751,-5.66343042,-8.17152104,-12.45954693
3,000004,国华退,2025-10-10,3家机构买入，成功率43.16%,12.26,4.9658,-25843521.0,29755776.92,55599297.92,85355074.84,217603533.0,-11.876425278444,39.225040909607,12.8739,1548288035.68,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,4.97553018,8.89070147,-0.16313214,9.62479608
4,000004,国华退,2025-08-28,3家机构买入，成功率30.55%,11.82,4.6944,-5473544.97,36786931.43,42260476.4,79047407.83,323989852.0,-1.689418645742,24.398112268652,13.7631,1492721417.76,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,-4.31472081,-6.2605753,-12.85956007,-8.9678511
5,000004,国华退,2025-05-21,3家机构买入，成功率44.10%,9.47,4.9889,5861791.19,39476140.19,33614349.0,73090489.19,314185609.0,1.865709638534,23.263474550166,9.9059,1195948240.71,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,-0.73917635,-4.01267159,4.96304118,4.11826822
6,000004,国华退,2025-05-13,2家机构买入，成功率44.91%,8.53,5.0493,9420650.16,52327627.6,42906977.44,95234605.04,314171830.0,2.998566154069,30.31290394177,11.5964,1077237433.29,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,-0.58616647,1.992966,5.74443142,17.46776084
7,000004,国华退,2025-05-06,主力做T，成功率47.54%,7.57,-5.0188,2186562.0,3584755.0,1398193.0,4982948.0,8098494.0,26.99961252055,61.52931643834,0.727,956000864.01,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,2.11360634,-1.05680317,12.68163804,19.15455746
8,000004,国华退,2025-01-20,普通席位卖出，成功率42.05%,11.97,-10.0,-3474891.0,4173939.0,7648830.0,11822769.0,53374230.0,-6.510428347163,22.150706436421,3.5308,1511668473.21,日跌幅偏离值达到7%的前5只证券,-4.34419382,-9.77443609,-13.03258145,14.45279866
9,000006,深振业A,2025-10-21,1家机构买入，成功率44.20%,13.22,9.9834,92705768.38,219555456.61,126849688.23,346405144.84,1207541059.0,7.677235294738,28.68682122717,7.0884,17846833375.12,日涨幅偏离值达到7%的前5只证券,-0.68078669,7.03479576,-3.10136157,-9.75794251
10,000006,深振业A,2025-10-16,2家机构卖出，成功率41.72%,11.45,-7.7357,52878749.66,204531999.01,151653249.35,356185248.36,1642459095.0,3.21948655044,21.686095528607,10.5637,15457355684.2,日跌幅偏离值达到7%的前5只证券,6.89956332,4.97816594,23.58078603,10.48034934
11,000006,深振业A,2025-10-15,2家机构卖出，成功率24.74%,12.41,-10.0073,-10033330.52,124723869.0,134757199.52,259481068.52,1114119702.0,-0.900561268416,23.290232463729,6.5659,16753343584.36,日跌幅偏离值达到7%的前5只证券,-7.73569702,-1.36986301,5.80177276,4.99597099
12,000006,深振业A,2025-10-10,1家机构买入，成功率42.37%,11.94,10.0461,9086149.97999999,180543570.67,171457420.69,352000991.36,1283165582.0,0.70810424683,27.432234490841,8.4037,16118849508.24,日涨幅偏离值达到7%的前5只证券,9.96649916,15.49413735,2.51256281,17.5879397
13,000006,深振业A,2025-10-10,2家机构买入，成功率31.77%,11.94,10.0461,71330567.27,405775697.53,334445130.26,740220827.79,2905107374.0,2.455350459965,25.479981718225,8.4037,16118849508.24,连续三个交易日内，涨幅偏离值累计达到20%的证券,9.96649916,15.49413735,2.51256281,17.5879397
14,000006,深振业A,2025-03-27,浙江资金买入，成功率44.45%,7.44,10.0592,49922292.37,143553932.77,93631640.4,237185573.17,770545145.0,6.478827709699,30.781528468394,7.8806,10043906226.24,日涨幅偏离值达到7%的前5只证券,4.30107527,-2.01612903,-6.3172043,-15.45698925
15,000007,全新好,2025-12-16,3家机构买入，成功率17.59%,12.0,3.3592,2950712.35999998,177945866.85,174995154.49,352941021.34,1061275685.0,0.278034482624,33.256299595708,11.2712,4157376528.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,-4.0,-4.16666667,-1.5,-3.16666667
16,000010,*ST美丽,2025-08-11,2家机构买入，成功率19.38%,5.1,9.9138,-5334549.0,309877702.0,315212251.0,625089953.0,1466088868.0,-0.363862594992,42.636566353084,22.3942,3730925966.1,连续三个交易日内，涨幅偏离值累计达到20%的证券,-6.66666667,-11.56862745,-8.62745098,-5.09803922
17,000010,*ST美丽,2025-07-16,4家机构卖出，成功率47.69%,3.37,-9.6515,17702441.0,53591601.0,35889160.0,89480761.0,470992128.0,3.758542860402,18.998355955537,25.1534,1825037354.07,日跌幅偏离值达到7%的前5只证券,-3.26409496,-5.6379822,1.48367953,0.29673591
18,000010,*ST美丽,2025-07-15,3家机构卖出，成功率23.35%,3.73,-4.359,-49618448.33,61994067.91,111612516.24,173606584.15,740433428.0,-6.701270695466,23.446616209499,35.413,2019996834.03,日换手率达到20%的前5只证券,-9.65147453,-12.60053619,-3.75335121,-7.2386059
19,000010,*ST美丽,2025-07-15,3家机构卖出，成功率23.35%,3.73,-4.359,-49618448.33,61994067.91,111612516.24,173606584.15,740433428.0,-6.701270695466,23.446616209499,35.413,2019996834.03,日振幅值达到15%的前5只证券,-9.65147453,-12.60053619,-3.75335121,-7.2386059
20,000010,*ST美丽,2025-07-14,3家机构卖出，成功率54.29%,3.9,-2.0101,-362988.569999993,98059868.7,98422857.27,196482725.97,837958751.0,-0.04331819073,23.447780184349,38.6416,2112061032.9,日振幅值达到15%的前5只证券,-4.35897436,-13.58974359,-10.25641026,-11.28205128
21,000010,*ST美丽,2025-07-14,3家机构卖出，成功率54.29%,3.9,-2.0101,-362988.569999993,98059868.7,98422857.27,196482725.97,837958751.0,-0.04331819073,23.447780184349,38.6416,2112061032.9,日换手率达到20%的前5只证券,-4.35897436,-13.58974359,-10.25641026,-11.28205128
22,000010,*ST美丽,2025-07-10,1家机构买入，成功率33.76%,3.62,10.0304,12352436.96,63461125.0,51108688.04,114569813.04,384584358.0,3.211892710415,29.790554570605,14.3015,1960425881.82,连续三个交易日内，涨幅偏离值累计达到20%的证券,9.94475138,7.73480663,-9.94475138,-4.6961326
23,000011,深物业A,2025-10-24,2家机构卖出，成功率34.85%,10.35,-8.4071,3375955.34,53154891.3,49778935.96,102933827.26,483363384.0,0.698430094572,21.295329904427,8.7273,5690372587.56,日跌幅偏离值达到7%的前5只证券,-2.89855072,6.85990338,7.82608696,-1.73913043
24,000014,沙河股份,2025-10-23,1家机构卖出，成功率26.45%,22.46,-3.6052,-44091343.8,41952312.8,86043656.6,127995969.4,794197712.0,-5.551683558615,16.116386066849,13.7774,5436358191.04,日振幅值达到15%的前5只证券,-3.6064114,-2.76046305,-7.25734639,-19.23419412
25,000014,沙河股份,2025-09-23,1家机构买入，成功率50.81%,21.07,10.0261,51727671.79,152197280.59,100469608.8,252666889.39,1502614405.0,3.442511373369,16.815151548477,12.9971,5099913939.68,连续三个交易日内，涨幅偏离值累计达到20%的证券,-4.22401519,-2.46796393,-6.59705743,-3.65448505
26,000014,沙河股份,2025-09-23,1家机构买入，成功率53.89%,21.07,10.0261,48402899.01,92618327.99,44215428.98,136833756.97,618769098.0,7.822449305637,22.113864026545,12.9971,5099913939.68,日振幅值达到15%的前5只证券,-4.22401519,-2.46796393,-6.59705743,-3.65448505
27,000016,*ST康佳A,2025-04-15,1家机构买入，成功率35.04%,5.68,7.5758,123161135.95,200096069.96,76934934.01,277031003.97,1490436516.0,8.263427165656,18.587239442676,17.1024,9936799004.56,日振幅值达到15%的前5只证券,-7.04225352,-10.73943662,-13.38028169,-12.85211268
28,000016,*ST康佳A,2025-04-11,主力做T，成功率29.94%,5.1,9.9138,4932610.90000001,149286563.34,144353952.44,293640515.78,1430381982.0,0.344845709892,20.528818139154,10.0751,9002661084.48,连续三个交易日内，涨幅偏离值累计达到20%的证券,3.52941176,11.37254902,-4.70588235,-3.33333333
29,000016,*ST康佳A,2025-03-03,普通席位买入，成功率47.14%,5.76,9.9237,129270947.96,191192815.96,61921868.0,253114683.96,1144047275.0,11.29944109696,22.124495157772,12.9216,10056412992.48,日涨幅偏离值达到7%的前5只证券,0.69444444,-4.51388889,-5.90277778,-7.29166667
30,000016,*ST康佳A,2025-01-16,西藏自治区资金买入，成功率24.06%,6.81,10.0162,28799074.1,202501186.34,173702112.24,376203298.58,2465157769.0,1.168244664182,15.260820354415,24.4547,11830198675.44,日振幅值达到15%的前5只证券,-7.19530103,-12.48164464,-27.01908957,-28.78120411
31,000016,*ST康佳A,2025-01-16,西藏自治区资金买入，成功率24.06%,6.81,10.0162,28799074.1,202501186.34,173702112.24,376203298.58,2465157769.0,1.168244664182,15.260820354415,24.4547,11830198675.44,日涨幅偏离值达到7%的前5只证券,-7.19530103,-12.48164464,-27.01908957,-28.78120411
32,000016,*ST康佳A,2025-01-15,西藏自治区资金买入，成功率31.64%,6.19,1.9769,-143729101.25,178157253.33,321886354.58,500043607.91,2707128176.0,-5.309283192581,18.471368010689,27.0645,10783515906.88,日振幅值达到15%的前5只证券,10.01615509,2.10016155,-17.28594507,-21.00161551
33,000017,深中华A,2025-11-20,主力做T，成功率45.37%,8.39,9.9607,10137295.77,119513920.77,109376625.0,228890545.77,860627492.0,1.177895879952,26.59577435042,11.5782,4205156652.17,连续三个交易日内，涨幅偏离值累计达到20%的证券,10.01191895,-0.95351609,-13.11084625,-9.17759237
34,000019,深粮控股,2025-04-08,3家机构买入，成功率26.54%,7.38,7.7372,8212309.0,91310528.17,83098219.17,174408747.34,672040468.0,1.221996202764,25.952119797048,13.1214,3242967200.46,连续三个交易日内，涨幅偏离值累计达到20%的证券,-3.52303523,-1.89701897,2.30352304,-4.74254743
35,000020,深华发A,2025-09-29,卖一主卖，成功率37.90%,15.45,-8.5799,-61483576.22,46959951.0,108443527.22,155403478.22,503765670.0,-12.204796769895,30.848366110378,17.7082,3103972840.59,日跌幅偏离值达到7%的前5只证券,-4.33656958,-4.66019417,-3.55987055,-5.95469256
36,000020,深华发A,2025-09-26,主力做T，成功率37.74%,16.9,10.026,40835724.28,181223399.0,140387674.72,321611073.72,456311354.0,8.949092307705,70.480620501939,8.9575,3382981991.3,连续三个交易日内，涨幅偏离值累计达到20%的证券,-8.57988166,-12.5443787,-14.55621302,-15.50295858
37,000020,深华发A,2025-06-18,1家机构买入，成功率20.69%,15.16,10.0145,4023349.31999999,84251158.91,80227809.59,164478968.5,516537225.0,0.778907913171,31.842616667172,14.8945,2996357125.76,连续三个交易日内，涨幅偏离值累计达到20%的证券,-3.82585752,-9.96042216,-7.51978892,-7.91556728
38,000021,深科技,2025-10-17,2家机构卖出，成功率16.75%,27.4,-9.9869,-57072265.09,603327504.76,660399769.85,1263727274.61,5681892656.0,-1.004458699686,22.241308506163,12.83,43057159888.2,日跌幅偏离值达到7%的前5只证券,-0.58394161,3.39416058,8.17518248,-0.3649635
39,000021,深科技,2025-10-10,2家机构买入，成功率44.65%,31.72,3.4573,-96681002.99,1395648799.66,1492329802.65,2887978602.31,11769973621.0,-0.821420727889,24.536831562284,24.5564,49845734001.96,日振幅值达到15%的前5只证券,-1.04035309,-9.04791929,-13.61916772,-6.55737705
40,000021,深科技,2025-10-09,主力做T，成功率48.11%,30.66,10.0108,801724258.5,1569982992.55,768258734.05,2338241726.6,11072864214.0,7.240441524482,21.116864448167,11.2223,48180019057.38,连续三个交易日内，涨幅偏离值累计达到20%的证券,3.45727332,2.38095238,-0.71754729,-8.80626223
41,000021,深科技,2025-10-09,普通席位买入，成功率48.11%,30.66,10.0108,551492723.06,1056734037.12,505241314.06,1561975351.18,5383958804.0,10.243256739823,29.011651241082,11.2223,48180019057.38,日涨幅偏离值达到7%的前5只证券,3.45727332,2.38095238,-0.71754729,-8.80626223
42,000021,深科技,2025-09-30,主力做T，成功率55.62%,27.87,9.9842,190430080.46,334181976.02,143751895.56,477933871.58,1974743380.0,9.643282382342,24.202328080725,4.5489,43795731608.91,日涨幅偏离值达到7%的前5只证券,10.01076426,13.81413706,5.84858271,-0.1435235
43,000021,深科技,2025-09-24,上海资金买入，成功率37.77%,25.0,9.9868,191973754.03,519821954.76,327848200.73,847670155.49,3268717165.0,5.873061030963,25.932808276179,8.7227,39175733650.0,日涨幅偏离值达到7%的前5只证券,-0.6,-2.16,22.64,21.76
44,000025,特力A,2025-04-18,普通席位买入，成功率43.38%,21.19,10.0208,42675023.97,157128233.21,114453209.24,271581442.45,1629108932.0,2.619531642836,16.670551435538,19.7986,8499060600.8,日涨幅偏离值达到7%的前5只证券,-5.19112789,-8.96649363,-19.20717319,-18.21613969
45,000025,特力A,2025-04-17,1家机构买入，成功率44.65%,19.26,9.9943,-5052579.72,144301959.5,149354539.22,293656498.72,1470496085.0,-0.343596951501,19.969893270406,15.3362,7740998443.2,连续三个交易日内，涨幅偏离值累计达到20%的证券,10.02076843,4.30944964,-10.33229491,-9.65732087
46,000025,特力A,2025-04-17,1家机构买入，成功率30.77%,19.26,9.9943,-17132896.08,93479550.5,110612446.58,204091997.08,1145636215.0,-1.495491837258,17.814729877407,15.3362,7740998443.2,日涨幅偏离值达到7%的前5只证券,10.02076843,4.30944964,-10.33229491,-9.65732087
47,000025,特力A,2025-03-31,普通席位买入，成功率48.09%,18.04,10.0,38794214.36,79576941.2,40782726.84,120359668.04,521235255.0,7.442745667693,23.091236996239,7.4464,7257215292.8,日涨幅偏离值达到7%的前5只证券,-0.77605322,1.44124169,-15.68736142,-11.75166297
48,000026,飞亚达,2025-08-14,1家机构卖出，成功率9.59%,19.63,-9.6641,7866783.85000001,92739724.68,84872940.83,177612665.51,1015723786.0,0.774500307902,17.486315468643,13.7392,7470873594.79,日跌幅偏离值达到7%的前5只证券,1.83392766,0.50942435,-3.36220071,-10.44319918
49,000026,飞亚达,2025-07-02,3家机构买入，成功率40.17%,18.16,9.9939,32482448.7,297570947.04,265088498.34,562659445.38,3134208330.0,1.036384479905,17.952203112803,23.8642,6906559355.98,连续三个交易日内，涨幅偏离值累计达到20%的证券,3.52422907,-3.74449339,-4.18502203,-9.63656388
50,000026,飞亚达,2025-07-02,3家机构买入，成功率45.80%,18.16,9.9939,30777904.86,193259742.81,162481837.95,355741580.76,1548791482.0,1.987220695471,22.968978386982,23.8642,6906559355.98,日涨幅偏离值达到7%的前5只证券,3.52422907,-3.74449339,-4.18502203,-9.63656388
51,000026,飞亚达,2025-06-27,5家机构买入，成功率43.74%,14.38,10.023,102889466.11,235532991.51,132643525.4,368176516.91,1058522038.0,9.72010618734,34.782130526601,14.3918,5517275122.54,连续三个交易日内，涨幅偏离值累计达到20%的证券,10.01390821,14.81223922,21.55771905,14.39499305
52,000026,飞亚达,2025-06-05,主力做T，成功率51.18%,13.32,-10.0,-5229993.0,22540018.0,27770011.0,50310029.0,117894776.0,-4.436153303349,42.673671138745,2.4163,5124532500.06,日跌幅偏离值达到7%的前5只证券,-2.85285285,-1.57657658,-7.58258258,-13.96396396
53,000027,深圳能源,2025-10-23,1家机构买入，成功率29.60%,7.51,9.9561,-71479123.39,161153621.28,232632744.67,393786365.95,1288371488.0,-5.54802120784,30.564660085834,3.7172,35727998269.16,日涨幅偏离值达到7%的前5只证券,-3.4620506,-3.4620506,-2.66311585,-4.66045273
54,000029,深深房A,2025-10-21,2家机构卖出，成功率18.15%,27.47,-6.976,-22405001.78,37752500.8,60157502.58,97910003.38,280134035.0,-7.997957756186,34.951127370153,1.1465,25032700200.0,日跌幅偏离值达到7%的前5只证券,5.06006553,7.13505643,7.06224973,3.78594831
55,000029,深深房A,2025-10-09,主力做T，成功率10.00%,30.22,-10.006,-25299869.8,37309245.48,62609115.28,99918360.76,348313113.0,-7.26354215668,28.686362077904,1.2643,27513565200.0,日跌幅偏离值达到7%的前5只证券,-2.18398412,-1.81998676,-3.7723362,-2.61416281
56,000029,深深房A,2025-08-27,浙江资金卖出，成功率32.48%,29.77,-10.006,-34539385.52,52546929.0,87086314.52,139633243.52,490164188.0,-7.046493066115,28.487034944299,1.8265,27109918200.0,日跌幅偏离值达到7%的前5只证券,-2.31776957,-3.72858582,-5.6768559,-7.62512597
57,000029,深深房A,2025-08-26,2家机构买入，成功率0.00%,33.08,10.01,-39128070.91,159104005.42,198232076.33,357336081.75,1117120891.0,-3.502581611823,31.987234741455,1.7435,30123712800.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,-10.00604595,-12.09189843,-15.05441354,-17.83555018
58,000032,深桑达A,2025-08-01,2家机构买入，成功率45.56%,24.77,9.9911,193198029.41,348025156.79,154827127.38,502852284.17,1798022688.0,10.745027340278,27.966959901343,6.9065,26983540434.28,日涨幅偏离值达到7%的前5只证券,4.9656843,2.62414211,-2.38191361,-1.09002826
59,000032,深桑达A,2025-03-10,1家机构卖出，成功率41.71%,24.36,-8.3866,-180004070.55,360235276.01,540239346.56,900474622.57,2405498609.0,-7.483025343541,37.434011360511,15.1954,15706446435.96,日跌幅偏离值达到7%的前5只证券,1.3136289,8.62068966,6.69129721,-3.9408867
60,000032,深桑达A,2025-02-27,1家机构卖出，成功率56.50%,29.25,-10.0,30976132.76,666869900.91,635893768.15,1302763669.06,4454951783.0,0.69531914752,29.24304756858,22.3527,18859341471.75,日跌幅偏离值达到7%的前5只证券,-9.98290598,-11.45299145,-8.54700855,-13.5042735
61,000032,深桑达A,2025-02-24,买一主买，成功率21.85%,31.32,10.0105,232474874.33,732130602.24,499655727.91,1231786330.15,4122582065.0,5.639059954771,29.879000847737,21.3201,20194002560.52,日振幅值达到15%的前5只证券,-2.39463602,3.76756066,-17.30523627,-22.22222222
62,000032,深桑达A,2025-02-24,买一主买，成功率21.85%,31.32,10.0105,232474874.33,732130602.24,499655727.91,1231786330.15,4122582065.0,5.639059954771,29.879000847737,21.3201,20194002560.52,日涨幅偏离值达到7%的前5只证券,-2.39463602,3.76756066,-17.30523627,-22.22222222
63,000032,深桑达A,2025-02-21,主力做T，成功率42.78%,28.47,10.0077,128354346.52,370578864.41,242224517.89,612803382.3,2679757105.0,4.7897753972,22.867870418427,15.1956,18356425699.17,日涨幅偏离值达到7%的前5只证券,10.01053741,7.37618546,-7.51668423,-6.60344222
64,000032,深桑达A,2025-02-17,1家机构买入，成功率30.50%,25.34,5.7155,106395175.71,867522212.67,761127036.96,1628649249.63,7407082891.0,1.436397800263,21.987728146109,25.8257,16338314970.74,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.94711918,1.42067877,23.59905288,2.20994475
65,000034,神州数码,2025-02-14,普通席位买入，成功率31.62%,52.94,9.9938,379727801.53,753712344.09,373984542.56,1127696886.65,4065225403.0,9.340879382722,27.740082648746,14.6538,29259616601.26,日涨幅偏离值达到7%的前5只证券,2.41783151,7.10238005,7.78239516,-8.12240272
66,000034,神州数码,2025-02-10,1家机构买入，成功率37.48%,43.87,10.005,281600717.3,1011660090.88,730059373.58,1741719464.46,9321040636.0,3.021129595899,18.6858906905,13.3536,24246682665.23,连续三个交易日内，涨幅偏离值累计达到20%的证券,-0.38750855,2.39343515,23.59243219,31.86687942
67,000034,神州数码,2025-02-10,1家机构买入，成功率33.20%,43.87,10.005,110288187.29,503957363.31,393669176.02,897626539.33,3218705918.0,3.426476046576,27.887808398717,13.3536,24246682665.23,日涨幅偏离值达到7%的前5只证券,-0.38750855,2.39343515,23.59243219,31.86687942
68,000034,神州数码,2025-02-07,1家机构买入，成功率34.64%,39.88,10.0138,262467665.17,557598212.8,295130547.63,852728760.43,4356471671.0,6.024776125992,19.573839217328,20.3017,22041433888.52,日涨幅偏离值达到7%的前5只证券,10.00501505,9.57873621,32.74824473,43.07923771
69,000036,华联控股,2025-12-29,3家机构卖出，成功率43.32%,7.03,-9.9872,-82104250.65,161545849.86,243650100.51,405195950.37,1157451342.0,-7.09353798909,35.007601241349,11.4447,9850091410.49,日跌幅偏离值达到7%的前5只证券,-4.12517781,-6.11664296,-10.6685633,-1.56472262
70,000036,华联控股,2025-12-26,2家机构买入，成功率34.53%,7.81,10.0,65747913.6,397921389.47,332173475.87,730094865.34,3416920146.0,1.924186424929,21.367045003808,3.7161,10942989177.23,连续三个交易日内，涨幅偏离值累计达到20%的证券,-9.9871959,-13.70038412,-16.90140845,-10.88348271
71,000036,华联控股,2025-12-23,2家机构买入，成功率26.00%,6.13,10.0539,1404698.46000001,204478456.1,203073757.64,407552213.74,1985356327.0,0.070752964639,20.527912707531,1.5064,8589055525.79,连续三个交易日内，涨幅偏离值累计达到20%的证券,9.95106036,15.82381729,9.95106036,4.24143556
72,000036,华联控股,2025-11-17,1家机构买入，成功率52.66%,5.28,10.0,96550256.8,317260788.16,220710531.36,537971319.52,2180720462.0,4.427447647804,24.669430534284,14.599,7398077190.24,连续三个交易日内，涨幅偏离值累计达到20%的证券,-3.40909091,-13.06818182,-20.07575758,-10.22727273
73,000037,深南电A,2025-07-07,1家机构买入，成功率40.06%,10.56,10.0,16685778.28,115438695.46,98752917.18,214191612.64,1220505277.0,1.367120535604,17.549421266451,28.5341,4080193511.4,连续三个交易日内，涨幅偏离值累计达到20%的证券,-0.28409091,-1.70454545,-2.74621212,-8.4280303
74,000039,中集集团,2025-11-26,3家机构买入，成功率43.47%,9.35,10.0,228158609.99,343327136.7,115168526.71,458495663.41,1764493053.0,12.930547366117,25.984554749619,8.4619,21518156768.35,日涨幅偏离值达到7%的前5只证券,-4.70588235,-2.88770053,-4.06417112,-0.21390374
75,000040,*ST旭蓝,2025-03-31,主力做T，成功率28.29%,0.49,-5.7692,-674535.0,1344840.0,2019375.0,3364215.0,7942677.0,-8.492539731881,42.356185452336,0.9324,516753015.1,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,,,,
76,000040,*ST旭蓝,2025-03-26,广东资金卖出，成功率33.33%,0.58,-4.918,-1084880.0,1022990.0,2107870.0,3130860.0,3157156.0,-34.362571884316,99.167098489907,0.1558,611666834.2,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,-5.17241379,-10.34482759,,
77,000040,*ST旭蓝,2025-03-19,浙江资金卖出，成功率30.00%,0.74,-5.1282,-1364038.72,3140374.0,4504412.72,7644786.72,24454386.0,-5.577889872189,31.261413474049,0.577,780402512.6,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,-5.40540541,-9.45945946,-21.62162162,
78,000040,*ST旭蓝,2025-03-14,西藏自治区资金买入，成功率29.52%,0.86,4.878,-698756.25,14342352.0,15041108.25,29383460.25,215800997.0,-0.323796580977,13.615998377431,15.158,906954271.4,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,-4.65116279,-9.30232558,-22.09302326,-39.53488372
79,000040,*ST旭蓝,2025-03-11,1家机构卖出，成功率39.88%,0.74,-5.1282,-8898756.04,7760534.0,16659290.04,24419824.04,100529099.0,-8.851920616537,24.291299019799,0.4963,780402512.6,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,5.40540541,10.81081081,5.40540541,-17.56756757
80,000042,中洲控股,2025-03-05,3家机构卖出，成功率30.95%,6.04,-9.9851,-19317697.0,16690094.0,36007791.0,52697885.0,159951269.0,-12.077238974578,32.946212511762,3.9823,4011352460.08,日跌幅偏离值达到7%的前5只证券,0.49668874,-0.66225166,2.98013245,4.63576159
81,000042,中洲控股,2025-03-05,4家机构卖出，成功率26.16%,6.04,-9.9851,-27792219.0,32944861.0,60737080.0,93681941.0,305424488.0,-9.099538541258,30.672701332318,3.9823,4011352460.08,连续三个交易日内，跌幅偏离值累计达到20%的证券,0.49668874,-0.66225166,2.98013245,4.63576159
82,000042,中洲控股,2025-03-04,3家机构卖出，成功率36.86%,6.71,-10.0536,-5906706.0,27222594.0,33129300.0,60351894.0,145473219.0,-4.060339106128,41.486601049228,3.1669,4456320365.42,日跌幅偏离值达到7%的前5只证券,-9.98509687,-9.53800298,-8.94187779,-6.55737705
83,000045,深纺织A,2025-10-15,主力做T，成功率43.96%,14.63,-9.9692,10422491.4,82418936.0,71996444.6,154415380.6,1006037026.0,1.035994812382,15.348876493538,14.6339,6912939650.87,日跌幅偏离值达到7%的前5只证券,-6.28844839,-4.8530417,-4.8530417,-4.7163363
84,000045,深纺织A,2025-10-13,2家机构买入，成功率28.15%,14.85,10.0,42471944.0,117916895.0,75444951.0,193361846.0,858483724.0,4.947320818397,22.523647285828,4.8026,7031304457.65,连续三个交易日内，涨幅偏离值累计达到20%的证券,9.42760943,-1.48148148,-10.63973064,-6.26262626
85,000048,京基智农,2025-05-21,1家机构卖出，成功率28.67%,16.88,-9.8291,-3970704.42,78951380.27,82922084.69,161873464.96,557226233.0,-0.712583899473,29.049864377078,6.2077,8891704580.0,日跌幅偏离值达到7%的前5只证券,-2.60663507,-2.96208531,-6.63507109,-4.20616114
86,000056,*ST皇庭,2025-10-10,2家机构买入，成功率18.20%,2.49,5.5085,63476377.04,95434730.04,31958353.0,127393083.04,406043392.0,15.632904830034,31.374253478801,19.131,2425408275.81,日振幅值达到15%的前5只证券,-0.80321285,-2.81124498,-7.22891566,-4.81927711
87,000056,*ST皇庭,2025-09-17,上海资金买入，成功率46.34%,3.16,4.9834,51721365.58,138287305.0,86565939.42,224853244.42,916141049.0,5.645567965376,24.543518125886,31.5566,3074687355.08,日换手率达到20%的前5只证券,-4.43037975,-8.86075949,-12.65822785,-25.3164557
88,000056,*ST皇庭,2025-09-10,2家机构买入，成功率20.48%,3.01,8.2734,-9036642.47,80906987.8,89943630.27,170850618.07,710672561.0,-1.271562033756,24.040694328988,27.0166,2934263674.89,日振幅值达到15%的前5只证券,-3.32225914,-3.65448505,4.9833887,-8.30564784
89,000056,*ST皇庭,2025-08-14,3家机构买入，成功率42.04%,2.94,7.2993,56445446.0,132202416.0,75756970.0,207959386.0,585466993.0,9.641097905583,35.520257928529,22.8207,2880732218.06,日振幅值达到15%的前5只证券,0.34013605,-2.38095238,-4.42176871,-10.20408163
90,000056,*ST皇庭,2025-08-12,浙江资金卖出，成功率39.27%,2.76,-10.0977,-13529835.0,19696550.0,33226385.0,52922935.0,150201207.0,-9.007807107702,35.234693553428,6.0082,2713196741.88,日跌幅偏离值达到7%的前5只证券,-0.72463768,6.52173913,3.98550725,-1.08695652
91,000056,*ST皇庭,2025-03-28,2家机构买入，成功率45.64%,3.63,4.0115,58833416.72,124282022.0,65448605.28,189730627.28,637925496.0,9.222615664197,29.741816006677,21.0965,3572209769.94,日振幅值达到15%的前5只证券,3.30578512,-3.85674931,-17.3553719,-5.78512397
92,000056,*ST皇庭,2025-03-27,1家机构卖出，成功率27.74%,3.49,-10.0515,-106271409.0,56802390.0,163073799.0,219876189.0,697892760.0,-15.227469761973,31.505727183644,21.2078,3438398701.46,日跌幅偏离值达到7%的前5只证券,4.01146132,7.44985673,-4.58452722,-6.01719198
