code,date,open,high,low,close,preclose,volume,amount,turn,isST,pct,board,limit_price,is_limitup,streak,circ_mkt_est,close_20d_ago,ret_20d_pre,code6,name
sz.002969,2025-12-30,11.85,11.85,11.85,11.85,10.77,8274524.0,98053109.4,0.8716,0,0.1,主板,11.85,True,10,11249783088.57274,4.08,1.9044117647058822,002969,嘉美包装
sz.000609,2025-11-04,7.99,7.99,7.99,7.99,7.61,2347161.0,18753816.39,0.8064,1,0.05,ST,7.99,True,9,2325622072.172619,4.23,0.8888888888888888,000609,*ST中迪
sz.002047,2025-11-06,3.74,3.74,3.74,3.74,3.56,4989100.0,18659234.0,0.3291,1,0.05,ST,3.74,True,9,5669776359.769067,2.29,0.6331877729257642,002047,宝鹰股份
sh.603122,2025-11-07,14.14,15.77,13.0,15.77,14.34,126770791.0,1781413029.27,31.8477,0,0.1,主板,15.77,True,9,5593537458.811782,6.42,1.4563862928348907,603122,合富中国
sz.002713,2025-11-10,15.26,15.26,15.26,15.26,14.53,4841403.0,73879809.78,1.1765,1,0.05,ST,15.26,True,9,6279626840.6289835,6.6,1.312121212121212,002713,东易日盛
sz.002868,2025-11-18,44.7,44.7,44.7,44.7,42.57,111600.0,4988520.0,0.0724,1,0.05,ST,44.7,True,9,6890220994.475138,28.83,0.5504682622268473,002868,绿康生化
sz.001331,2025-12-24,34.79,34.79,34.79,34.79,31.63,8210604.0,285646913.16,4.8909,0,0.1,主板,34.79,True,9,5840375251.180764,13.51,1.5751295336787563,001331,胜通能源
sz.002969,2025-12-29,10.77,10.77,10.77,10.77,9.79,8883845.0,95679010.65,0.9358,0,0.1,主板,10.77,True,9,10224301202.179953,3.86,1.790155440414508,002969,嘉美包装
sz.000609,2025-11-03,7.61,7.61,7.61,7.61,7.25,3133501.0,23845942.61,1.0766,1,0.05,ST,7.61,True,8,2214930578.673602,4.24,0.7948113207547169,000609,*ST中迪
sz.002047,2025-11-05,3.56,3.56,3.56,3.56,3.39,10132072.0,36070176.32,0.6683,1,0.05,ST,3.56,True,8,5397303055.51399,2.34,0.5213675213675215,002047,宝鹰股份
sh.603122,2025-11-06,14.34,14.34,13.14,14.34,13.04,125405436.0,1757103346.99,31.5047,0,0.1,主板,14.34,True,8,5577273698.813193,6.4,1.2406249999999996,603122,合富中国
sz.002713,2025-11-07,13.9,14.53,13.4,14.53,13.84,37021414.0,529604726.16,8.9967,1,0.05,ST,14.53,True,8,5886655397.645803,6.29,1.3100158982511925,002713,东易日盛
sz.002451,2025-11-13,14.0,15.19,14.0,15.19,13.81,116846575.0,1730958286.09,26.6075,0,0.1,主板,15.19,True,8,6505527712.449496,6.88,1.2078488372093021,002451,摩恩电气
sz.002868,2025-11-17,42.57,42.57,42.57,42.57,40.54,227630.0,9690209.1,0.1478,1,0.05,ST,42.57,True,8,6556298443.843032,28.36,0.5010578279266573,002868,绿康生化
sh.600165,2025-12-22,4.19,4.19,3.99,4.19,3.99,43943500.0,183476859.0,5.9957,1,0.05,ST,4.19,True,8,3060140750.871458,3.92,0.06887755102040827,600165,宁科生物
sz.001331,2025-12-23,31.63,31.63,31.63,31.63,28.75,2708800.0,85679344.0,1.6136,0,0.1,主板,31.63,True,8,5309825483.391175,13.43,1.355174981384959,001331,胜通能源
sz.002969,2025-12-26,9.79,9.79,9.79,9.79,8.9,2588493.0,25341346.47,0.2727,0,0.1,主板,9.79,True,8,9292756314.631462,3.86,1.5362694300518132,002969,嘉美包装
sz.002361,2025-12-29,14.47,14.49,14.06,14.49,13.17,185686395.0,2681343785.7,22.9491,0,0.1,主板,14.49,True,8,11683873379.348207,6.41,1.2605304212168487,002361,神剑股份
sz.002047,2025-11-04,3.39,3.39,3.39,3.39,3.23,6050123.0,20509916.97,0.399,1,0.05,ST,3.39,True,7,5140330067.669172,2.35,0.4425531914893617,002047,宝鹰股份
sh.603122,2025-11-05,13.04,13.04,13.04,13.04,11.85,5867110.0,76507114.4,1.474,0,0.1,主板,13.04,True,7,5190441953.867028,6.42,1.0311526479750777,603122,合富中国
sz.002713,2025-11-06,13.84,13.84,12.62,13.84,13.18,61364149.0,826861733.21,14.9123,1,0.05,ST,13.84,True,7,5544830329.392515,5.99,1.310517529215359,002713,东易日盛
sz.002451,2025-11-12,12.6,13.81,12.31,13.81,12.55,153155720.0,2038160944.52,34.8756,0,0.1,主板,13.81,True,7,5844088544.7705555,6.91,0.9985528219971056,002451,摩恩电气
sz.002868,2025-11-14,40.54,40.54,40.54,40.54,38.61,204000.0,8270160.0,0.1324,1,0.05,ST,40.54,True,7,6246344410.876133,27.01,0.5009255831173638,002868,绿康生化
sz.000632,2025-11-17,7.91,8.75,7.91,8.75,7.95,210107697.0,1788923067.84,45.1377,0,0.1,主板,8.75,True,7,3963257028.6922016,3.99,1.1929824561403506,000632,ST三木
sh.601566,2025-11-20,17.93,18.41,15.07,18.41,16.74,95947032.0,1655178333.13,16.697,0,0.1,主板,18.41,True,7,9913028287.297121,9.16,1.0098253275109168,601566,九牧王
sz.000798,2025-11-24,15.1,16.6,15.1,16.6,15.09,52727193.0,863586086.4,14.4128,0,0.1,主板,16.6,True,7,5991799555.950266,8.03,1.0672478206724785,000798,中水渔业
sz.001270,2025-12-18,74.4,74.4,71.01,74.4,70.86,26070791.0,1920302784.83,12.8112,1,0.05,ST,74.4,True,7,14989249912.810665,43.5,0.710344827586207,001270,铖昌科技
sh.600165,2025-12-19,3.99,3.99,3.99,3.99,3.8,177400.0,707826.0,0.0242,1,0.05,ST,3.99,True,7,2924900826.446281,3.96,0.007575757575757569,600165,宁科生物
sz.001331,2025-12-22,28.75,28.75,28.75,28.75,26.14,573722.0,16494507.5,0.3418,0,0.1,主板,28.75,True,7,4825777501.462844,13.31,1.160030052592036,001331,胜通能源
sz.002969,2025-12-25,8.9,8.9,8.9,8.9,8.09,2063561.0,18365692.9,0.2174,0,0.1,主板,8.9,True,7,8447880818.767248,3.76,1.3670212765957448,002969,嘉美包装
sz.002361,2025-12-26,13.17,13.17,13.17,13.17,11.97,12684596.0,167056129.32,1.5677,0,0.1,主板,13.17,True,7,10656128680.232187,6.34,1.0772870662460567,002361,神剑股份
sh.600735,2025-11-03,7.69,7.69,7.61,7.69,7.32,7728631.0,59409353.77,1.8166,1,0.05,ST,7.69,True,6,3270359670.263129,5.6,0.37321428571428594,600735,ST新华锦
sz.002047,2025-11-03,3.23,3.23,3.23,3.23,3.08,722700.0,2334321.0,0.0477,1,0.05,ST,3.23,True,6,4893754716.9811325,2.34,0.3803418803418803,002047,宝鹰股份
sh.603122,2025-11-04,11.85,11.85,11.61,11.85,10.77,24698800.0,292415981.0,6.2049,0,0.1,主板,11.85,True,6,4712662266.91808,6.43,0.8429237947122863,603122,合富中国
sz.002713,2025-11-05,13.01,13.18,12.92,13.18,12.55,7327254.0,95800415.92,1.7806,1,0.05,ST,13.18,True,6,5380232276.760643,5.7,1.312280701754386,002713,东易日盛
sz.002485,2025-11-07,5.19,5.19,5.18,5.19,4.94,4058802.0,21064805.38,0.7461,1,0.05,ST,5.19,True,6,2823321991.690122,3.53,0.47025495750708224,002485,ST雪发
sz.002451,2025-11-11,12.32,12.55,11.0,12.55,11.41,173049655.0,2111874607.4,39.4057,0,0.1,主板,12.55,True,6,5359312504.0286045,6.76,0.8565088757396451,002451,摩恩电气
sz.002868,2025-11-13,37.87,38.61,37.82,38.61,36.77,628030.0,24031850.3,0.4077,1,0.05,ST,38.61,True,6,5894493573.706157,27.48,0.40502183406113534,002868,绿康生化
sz.000632,2025-11-14,7.95,7.95,7.5,7.95,7.23,152898789.0,1210426210.7,32.8474,0,0.1,主板,7.95,True,6,3684998540.8281937,3.91,1.0332480818414322,000632,ST三木
sh.600829,2025-11-17,16.64,16.64,16.2,16.64,15.13,76802128.0,1276133498.91,13.2443,0,0.1,主板,16.64,True,6,9635341232.907742,8.22,1.0243309002433088,600829,人民同泰
sz.000407,2025-11-18,6.7,6.7,6.61,6.7,6.09,284790577.0,1907119245.93,32.5184,0,0.1,主板,6.7,True,6,5864738873.776077,3.86,0.7357512953367877,000407,胜利股份
sh.601566,2025-11-19,15.83,16.74,14.41,16.74,15.22,73360457.0,1199283322.26,12.7664,0,0.1,主板,16.74,True,6,9394060363.610727,8.93,0.8745800671892496,601566,九牧王
sz.003041,2025-11-19,54.59,54.59,51.0,54.59,49.63,21364968.0,1146632685.36,15.615,0,0.1,主板,54.59,True,6,7343148801.5369835,27.5,0.9850909090909092,003041,真爱美家
sz.000798,2025-11-21,13.74,15.09,13.43,15.09,13.72,96804517.0,1416131995.0,26.4612,0,0.1,主板,15.09,True,6,5351730061.372878,8.12,0.8583743842364533,000798,中水渔业
sz.000691,2025-12-02,10.96,10.96,10.85,10.96,10.44,20082657.0,220044263.5,6.2123,1,0.05,ST,10.96,True,6,3542074006.406645,12.29,-0.10821806346623253,000691,亚太实业
sz.002702,2025-12-03,9.64,9.64,9.0,9.64,8.76,158937395.0,1507288814.08,34.6462,0,0.1,主板,9.64,True,6,4350516980.4480715,5.12,0.8828125,002702,海欣食品
sh.603696,2025-12-09,22.5,23.56,20.36,23.56,21.42,58516115.0,1314665484.75,24.8793,0,0.1,主板,23.56,True,6,5284173930.737601,14.26,0.6521739130434783,603696,安记食品
sz.002682,2025-12-10,9.8,10.49,9.18,10.49,9.54,312234137.0,3119761930.94,55.5221,0,0.1,主板,10.49,True,6,5618955210.519775,5.35,0.9607476635514021,002682,龙洲股份
sz.001270,2025-12-17,70.86,70.86,70.86,70.86,67.49,702108.0,49751372.88,0.345,1,0.05,ST,70.86,True,6,14420687791.30435,44.93,0.5771199643890497,001270,铖昌科技
sh.600165,2025-12-18,3.8,3.8,3.8,3.8,3.62,313400.0,1190920.0,0.0428,1,0.05,ST,3.8,True,6,2782523364.4859815,4.03,-0.057071960297766844,600165,宁科生物
sh.600865,2025-12-18,16.53,17.4,15.41,17.4,15.82,87530265.0,1463878775.4,23.2645,0,0.1,主板,17.4,True,6,6292328549.506759,9.27,0.8770226537216828,600865,百大集团
sz.001331,2025-12-19,26.14,26.14,26.14,26.14,23.76,1112909.0,29091441.26,0.6629,0,0.1,主板,26.14,True,6,4388511277.719113,13.24,0.9743202416918428,001331,胜通能源
sz.002969,2025-12-24,8.09,8.09,8.09,8.09,7.35,2962967.0,23970403.03,0.3121,0,0.1,主板,8.09,True,6,7680359830.182634,3.7,1.1864864864864861,002969,嘉美包装
sz.002361,2025-12-25,11.97,11.97,11.7,11.97,10.88,78246843.0,934260609.21,9.6706,0,0.1,主板,11.97,True,6,9660833962.835812,6.27,0.9090909090909094,002361,神剑股份
sh.603278,2025-12-31,17.03,17.04,13.95,17.04,15.49,122768807.0,1920769082.59,35.9226,0,0.1,主板,17.04,True,6,5346965650.008629,9.46,0.8012684989429173,603278,大业股份
sh.603122,2025-11-03,10.77,10.77,10.51,10.77,9.79,25225380.0,271109160.14,6.3372,0,0.1,主板,10.77,True,5,4278059081.9289274,6.43,0.6749611197511665,603122,合富中国
sz.002713,2025-11-04,12.55,12.55,11.9,12.55,11.95,31206663.0,387296019.7,7.5836,1,0.05,ST,12.55,True,5,5107020672.240097,5.43,1.3112338858195214,002713,东易日盛
sh.603021,2025-11-05,5.6,5.6,5.6,5.6,5.33,3392140.0,18995984.0,1.0602,1,0.05,ST,5.6,True,5,1791735898.8870025,4.63,0.20950323974082075,603021,*ST华鹏
sz.000736,2025-11-06,6.81,6.81,6.81,6.81,6.49,1512536.0,10300370.16,0.2097,1,0.05,ST,6.81,True,5,4911955250.357654,4.85,0.4041237113402063,000736,中交发展
sz.002485,2025-11-06,4.94,4.94,4.75,4.94,4.7,8965100.0,44110170.0,1.648,1,0.05,ST,4.94,True,5,2676587985.4368935,3.55,0.39154929577464803,002485,ST雪发
sz.002255,2025-11-07,13.8,14.38,13.63,14.38,13.07,163327760.0,2306798967.19,25.6011,0,0.1,主板,14.38,True,5,9010546293.674881,9.5,0.513684210526316,002255,海陆重工
sz.002451,2025-11-10,10.64,11.41,10.56,11.41,10.37,143140868.0,1589891926.17,32.5951,0,0.1,主板,11.41,True,5,4877702250.246202,6.78,0.682890855457227,002451,摩恩电气
sz.002083,2025-11-12,9.1,9.55,8.34,9.55,8.68,278708032.0,2494875599.1,29.4516,0,0.1,主板,9.55,True,5,8471103773.988509,5.22,0.8295019157088124,002083,孚日股份
