序号,代码,名称,上榜日,解读,收盘价,涨跌幅,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜成交额,市场总成交额,净买额占总成交比,成交额占总成交比,换手率,流通市值,上榜原因,上榜后1日,上榜后2日,上榜后5日,上榜后10日
1,000070,特发信息,2025-08-15,主力做T，成功率32.61%,10.69,-2.7298,-243776025.35,100854332.78,344630358.13,445484690.91,1837743111,-13.264967442449,24.240857617341,19.2405,9499976927.88,日振幅值达到15%的前5只证券,-0.84190833,-6.36108513,-10.66417212,10.00935454
2,000901,航天科技,2025-08-15,2家机构卖出，成功率19.44%,19.82,-9.9909,-152523766.81,336675452.37,489199219.18,825874671.55,4071757617,-3.745895044764,20.283001819703,25.3395,15820192811.42,日跌幅偏离值达到7%的前5只证券,4.43995964,-3.63269425,-7.6185671,0.25227043
3,000970,中科三环,2025-08-15,1家机构买入，成功率44.43%,15.11,9.9709,134953098.69,391499182.69,256546084.0,648045266.69,3007643869,4.487003932911,21.546609070623,16.6305,18369616430.03,日涨幅偏离值达到7%的前5只证券,-0.06618134,0.39708802,0.26472535,4.89741893
4,002104,恒宝股份,2025-08-15,西藏自治区资金买入，成功率34.32%,29.01,7.3649,-122278851.27,670387019.93,792665871.2,1463052891.13,8875376050,-1.377731496459,16.484404524246,51.6243,17396716916.04,日换手率达到20%的前5只证券,5.13615994,-2.1027232,-0.55153395,-9.65184419
5,002148,北纬科技,2025-08-15,1家机构买入，成功率30.89%,13.35,3.972,46920852.07,229852680.24,182931828.17,412784508.41,2740542008,1.712101180461,15.06214855328,45.3928,5998390106.85,日换手率达到20%的前5只证券,5.01872659,-5.16853933,-11.16104869,-19.3258427
6,002173,创新医疗,2025-08-15,3家机构买入，成功率53.83%,26.67,7.0225,41446659.54,558810692.1,517364032.56,1076174724.66,4686761082,0.88433480638,22.962013762408,42.2461,11102839494.81,日换手率达到20%的前5只证券,0.11248594,-6.86164229,-14.13573303,-14.13573303
7,002298,中电鑫龙,2025-08-15,1家机构买入，成功率54.43%,10.68,9.9897,118611938.03,200848694.74,82236756.71,283085451.45,1325070339,8.9513691869,21.363805612285,19.2736,7055779508.16,日涨幅偏离值达到7%的前5只证券,5.8988764,16.47940075,1.87265918,4.21348315
8,002342,巨力索具,2025-08-15,2家机构买入，成功率29.43%,8.86,6.8758,-111344662.14,256428955.76,367773617.9,624202573.66,3117517894,-3.571580530598,20.022421518778,37.6574,8458553400.0,日换手率达到20%的前5只证券,6.20767494,-0.33860045,-2.03160271,-2.03160271
9,002536,飞龙股份,2025-08-15,买一主买，成功率42.64%,29.62,9.9889,179383480.75,511544298.62,332160817.87,843705116.49,4055919629,4.422757282156,20.801820392531,26.5284,16125637464.0,日涨幅偏离值达到7%的前5只证券,9.99324781,10.56718433,-4.25388251,-8.71033086
10,002549,凯美特气,2025-08-15,主力做T，成功率50.21%,16.68,10.0264,196606193.42,362486367.04,165880173.62,528366540.66,1629264075,12.0671778404,32.42976683568,14.5563,11548556893.68,日涨幅偏离值达到7%的前5只证券,2.75779376,6.47482014,-5.45563549,-4.19664269
11,002598,ST章鼓,2025-08-15,1家机构买入，成功率47.69%,13.26,10.0415,36865884.45,160724784.0,123858899.55,284583683.55,1055648138,3.492251169963,26.95819499944,17.3378,3740440098.72,连续三个交易日内，涨幅偏离值累计达到20%的证券,2.63951735,7.76772247,-5.05279035,-8.22021116
12,002670,国盛证券,2025-08-15,西藏自治区资金买入，成功率23.79%,20.48,2.3488,-372386434.13,618172293.44,990558727.57,1608731021.01,5641034299,-6.601385745802,28.518369783626,17.1432,33246220984.32,日振幅值达到15%的前5只证券,-3.61328125,-3.61328125,-5.51757813,-4.63867187
13,002820,桂发祥,2025-08-15,1家机构卖出，成功率27.88%,14.56,-5.4545,-53939081.0,50016581.2,103955662.2,153972243.4,758954536,-7.107023997021,20.2874132898,25.6175,2924642375.2,日跌幅偏离值达到7%的前5只证券,-0.96153846,8.92857143,-8.72252747,-10.98901099
14,002830,名雕股份,2025-08-15,主力做T，成功率38.89%,16.88,-5.5928,-19832326.0,26207805.0,46040131.0,72247936.0,270028037,-7.344543263113,26.755716481396,24.3138,1128470200.0,日跌幅偏离值达到7%的前5只证券,-2.36966825,-0.47393365,3.08056872,0.29620853
15,002871,伟隆股份,2025-08-15,4家机构买入，成功率42.72%,14.04,9.0909,39135887.08,159613503.25,120477616.17,280091119.42,979704324,3.994663095924,28.589352170707,34.3006,2152241133.12,连续三个交易日内，涨幅偏离值累计达到20%的证券,9.97150997,20.94017094,31.26780627,41.52421652
16,002871,伟隆股份,2025-08-15,3家机构买入，成功率40.63%,14.04,9.0909,52055834.55,144051393.78,91995559.23,236046953.01,685049541,7.598842336864,34.456917183746,34.3006,2152241133.12,日振幅值达到15%的前5只证券,9.97150997,20.94017094,31.26780627,41.52421652
17,002871,伟隆股份,2025-08-15,3家机构买入，成功率40.63%,14.04,9.0909,52055834.55,144051393.78,91995559.23,236046953.01,685049541,7.598842336864,34.456917183746,34.3006,2152241133.12,日换手率达到20%的前5只证券,9.97150997,20.94017094,31.26780627,41.52421652
18,002911,佛燃能源,2025-08-15,4家机构买入，成功率44.94%,13.4,10.0164,7882919.03,189668617.95,181785698.92,371454316.87,778553711,1.012508054181,47.7108145041,4.9535,16835382816.8,日振幅值达到15%的前5只证券,-0.59701493,-8.20895522,-13.05970149,-12.8358209
19,002911,佛燃能源,2025-08-15,2家机构买入，成功率37.42%,13.4,10.0164,-73430891.57,273344801.95,346775693.52,620120495.47,1683765835,-4.36111067487,36.829378680795,4.9535,16835382816.8,连续三个交易日内，涨幅偏离值累计达到20%的证券,-0.59701493,-8.20895522,-13.05970149,-12.8358209
20,002915,中欣氟材,2025-08-15,3家机构买入，成功率29.55%,31.22,3.8589,39202280.3,336939248.12,297736967.82,634676215.94,2800645883,1.399758553481,22.661780262635,31.539,8993931747.5,日振幅值达到15%的前5只证券,0.83279949,-5.15695067,-10.37796284,-13.42088405
21,002939,长城证券,2025-08-15,1家机构买入，成功率42.56%,12.06,10.0365,-104619245.82,307200502.53,411819748.35,719020250.88,3083291866,-3.393102254563,23.319889330257,7.6439,42060732861.42,日涨幅偏离值达到7%的前5只证券,10.0331675,14.26202322,1.49253731,1.40961857
22,002951,金时科技,2025-08-15,2家机构买入，成功率43.26%,18.4,9.9821,56784077.0,106404883.0,49620806.0,156025689.0,552687873,10.274167350873,28.230344218173,4.6548,7451937900.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,-2.06521739,1.63043478,0.27173913,-10.70652174
23,113068,金铜转债,2025-08-15,,203.291,7.0082,-561670.0,1853307090.0,1853868760.0,3707175850.0,7875759350,-0.00713162979,47.070710076991,,,连续3个交易日内日收盘价格涨幅偏离值达到30%的可转债,,,,
24,123241,欧通转债,2025-08-15,,552.24,20.0,-7129519.97000003,1907608225.96,1914737745.93,3822345971.89,8119774057,-0.087804413275,47.07453612696,,,日涨幅达到15%的前5只可转债,,,,
25,123241,欧通转债,2025-08-15,,552.24,20.0,-2886759.52999973,3925022618.53,3927909378.06,7852931996.59,16923916314,-0.017057278448,46.401387544642,,,连续三个交易日内，涨幅偏离值累计达到30%的可转债,,,,
26,300539,横河精密,2025-08-15,2家机构买入，成功率46.91%,30.46,20.0158,65839681.46,146038349.04,80198667.58,226237016.62,1111588545,5.923026263283,20.352586182867,23.3988,5255447321.5,日涨幅达到15%的前5只证券,8.33880499,16.54629022,5.15430072,4.56336179
27,300547,川环科技,2025-08-15,1家机构买入，成功率48.08%,48.48,20.0,361780186.0,467966028.0,106185842.0,574151870.0,1887351307,19.168672237023,30.42103862013,23.2634,8640279982.56,日涨幅达到15%的前5只证券,8.91089109,11.24174917,2.82590759,2.72277228
28,300561,汇金科技,2025-08-15,西藏自治区资金买入，成功率20.55%,17.92,17.1242,-41682145.37,162125714.87,203807860.24,365933575.11,2435884752,-1.711170667486,15.022614465218,23.4098,4319751726.08,连续三个交易日内，涨幅偏离值累计达到30%的证券,1.11607143,-1.78571429,-4.74330357,-0.78125
29,300690,双一科技,2025-08-15,3家机构买入，成功率43.75%,38.68,15.3938,159885954.37,269125564.52,109239610.15,378365174.67,1671555408,9.565100480953,22.635514973608,40.6364,4285023739.72,日换手率达到30%的前5只证券,6.9803516,2.01654602,-3.46432265,-5.24819028
30,300730,科创信息,2025-08-15,1家机构买入，成功率45.74%,17.71,19.9864,119460454.5,174905506.4,55445051.9,230350558.3,1147064386,10.414450658396,20.081746161022,34.8929,3423680889.09,日涨幅达到15%的前5只证券,19.98870695,13.608131,33.93562959,12.87408244
31,300803,指南针,2025-08-15,1家机构买入，成功率46.82%,109.87,19.9978,1127952188.33,2018236830.3,890284641.97,2908521472.27,10690237885,10.55123562697,27.207266139055,17.5596,65767073521.57,日涨幅达到15%的前5只证券,14.64457996,15.18157823,28.63383999,36.5704924
32,300870,欧陆通,2025-08-15,1家机构买入，成功率50.42%,248.5,19.3392,144936204.36,935448757.38,790512553.02,1725961310.4,5304497939,2.732326527915,32.537694052255,11.2244,26617700028.5,连续三个交易日内，涨幅偏离值累计达到30%的证券,0.20120724,3.72635815,8.14889336,7.47686117
33,301117,ST佳缘,2025-08-15,上海资金卖出，成功率37.51%,40.9,-3.9906,-27728711.39,109079026.56,136807737.95,245886764.51,1308131367,-2.119719172669,18.796794474389,39.3718,3249500378.3,日换手率达到30%的前5只证券,-7.70171149,-7.33496333,-10.73349633,-13.71638142
34,301176,逸豪新材,2025-08-15,4家机构买入，成功率43.16%,34.51,11.719,103709551.0,168602645.0,64893094.0,233495739.0,798820596,12.982833882766,29.230059937012,41.8351,1944830237.56,日换手率达到30%的前5只证券,1.27499276,-1.27499276,-0.95624457,-5.09997102
35,301181,标榜股份,2025-08-15,3家机构买入，成功率39.00%,33.77,5.1043,11306274.44,64864210.64,53557936.2,118422146.84,529520083,2.135192753397,22.364052024067,42.8318,1267758658.21,日换手率达到30%的前5只证券,2.99082025,-3.31655315,-6.54427006,-7.66952917
36,301526,国际复材,2025-08-15,买一主买，成功率45.00%,6.38,19.9248,256183966.19,393463200.15,137279233.96,530742434.11,1614244657,15.870206853657,32.878686127812,19.0395,8960026848.74,日涨幅达到15%的前5只证券,9.87460815,2.97805643,1.56739812,21.78683386
37,301616,浙江华业,2025-08-15,3家机构买入，成功率33.10%,64.83,13.9167,-6350926.52,63782592.26,70133518.78,133916111.04,668401998,-0.950165699535,20.035264921515,54.3468,1296600000.0,日换手率达到30%的前5只证券,-0.26222428,-5.27533549,-11.66126793,-15.14730834
38,600110,诺德股份,2025-08-15,买一主买，成功率45.71%,7.0,10.0629,241346114.41,334073252.73,92727138.32,426800391.05,1560227348,15.468650432219,27.35501281894,13.0728,12146266524.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,10.0,21.0,3.57142857,1.57142857
39,600113,浙江东日,2025-08-15,普通席位买入，成功率47.64%,50.9,10.0065,74942575.04,341733690.47,266791115.43,608524805.9,3188403578,2.350473307617,19.085564013879,4.9713,20941846044.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,-1.57170923,0.5697446,-2.65225933,16.16895874
40,600200,退市苏吴,2025-08-15,西藏自治区资金卖出，成功率27.51%,0.94,-5.0505,1180581.0,10864707.0,9684126.0,20548833.0,158705075,0.743883584063,12.947810900187,3.2595,668226711.2,ST、*ST证券连续三个交易日内收盘价格跌幅偏离值累计达到12%的证券,4.25531915,-1.06382979,7.44680851,15.95744681
41,600203,福日电子,2025-08-15,西藏自治区资金买入，成功率31.26%,17.5,0.5747,-34413903.08,219666569.0,254080472.08,473747041.08,3615918573,-0.951733353095,13.101706565448,34.7213,10377291435.0,有价格涨跌幅限制的日换手率达到20%的前五只证券,-2.74285714,2.8,-9.02857143,-16.28571429
42,600208,衢州发展,2025-08-15,普通席位买入，成功率47.52%,5.48,10.0402,-51058206.68,91399873.32,142458080.0,233857953.32,274481434,-18.601697730856,85.199916771056,0.5887,46623710326.76,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,-2.55474453,1.09489051,-11.67883212,-11.31386861
43,600265,*ST景谷,2025-08-15,普通席位买入，成功率46.53%,19.93,4.95,-682556.229999997,19984510.01,20667066.24,40651576.25,101219230,-0.674334540976,40.161910192362,1.4033,2586914000.0,ST、*ST证券连续三个交易日内收盘价格涨幅偏离值累计达到12%的证券,5.01756147,10.286001,16.90918214,7.37581535
44,600410,华胜天成,2025-08-15,普通席位买入，成功率37.17%,18.8,5.5587,-212161918.81,501916645.21,714078564.02,1215995209.23,8478826722,-2.502255627651,14.341550418466,41.7599,20614100040.4,有价格涨跌幅限制的日换手率达到20%的前五只证券,10.0,21.0106383,12.44680851,24.94680851
45,600580,卧龙电驱,2025-08-15,上海资金买入，成功率48.98%,30.38,9.9928,454305439.02,1850558880.87,1396253441.85,3246812322.72,17191858483,2.642561532654,18.885755288939,21.8093,47457129984.18,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,7.96576695,11.91573404,5.56287031,9.61158657
46,600678,ST金顶,2025-08-15,买一主买，成功率42.53%,10.79,2.178,-58709162.78,98099105.0,156808267.78,254907372.78,1300683932,-4.513714772329,19.597948933531,34.9835,3765602100.0,有价格涨跌幅限制的日换手率达到20%的前五只证券,0.27803522,-1.66821131,-3.0583874,-4.81927711
47,600749,西藏旅游,2025-08-15,普通席位买入，成功率49.59%,26.76,1.3636,25995600.0,109692541.26,83696941.26,193389482.52,1458106152,1.78283316097,13.263059226157,25.7408,6073597234.92,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,10.01494768,10.20179372,-6.95067265,-8.70702541
48,600777,新潮能源,2025-08-15,普通席位买入，成功率56.19%,4.37,5.0481,-83726434.76,50143889.39,133870324.15,184014213.54,571196369,-14.658082457103,32.215578306661,0.6266,27820085948.67,ST、*ST证券连续三个交易日内收盘价格涨幅偏离值累计达到12%的证券,0.4576659,-4.57665904,-2.74599542,1.37299771
49,600967,内蒙一机,2025-08-15,2家机构卖出，成功率33.07%,25.55,-7.2932,-820695535.89,459555215.97,1280250751.86,1739805967.83,6289350208,-13.048971813433,27.662730016481,14.3087,43480853741.85,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,8.6888454,4.38356164,0.2739726,0.66536204
50,601609,金田股份,2025-08-15,买一主买，成功率50.44%,11.39,10.0483,62013105.41,376344762.68,314331657.27,690676419.95,2464900083,2.51584661941,28.020463170636,13.0912,19405013495.7,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,10.00877963,17.73485514,8.25285338,7.46268657
51,603002,宏昌电子,2025-08-15,买一主买，成功率48.62%,7.87,10.0699,143307383.06,215652075.4,72344692.34,287996767.74,934316468,15.338205840122,30.824327474018,10.8584,8925197865.83,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,5.71791614,4.3202033,5.84498094,3.81194409
52,603155,新亚强,2025-08-15,买一主买，成功率40.16%,19.54,6.6594,-16702109.86,111638750.46,128340860.32,239979610.78,1375497278,-1.214259753701,17.446752866639,10.8291,6170474072.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,-1.1258956,-5.16888434,-10.59365404,-14.53428864
53,603222,济民健康,2025-08-15,1家机构买入，成功率46.50%,8.91,10.0,-40918633.42,151232408.98,192151042.4,343383451.38,1615601313,-2.532718504915,21.254219628132,19.3,4678557379.65,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,9.98877666,20.98765432,15.15151515,29.29292929
54,603273,天元智能,2025-08-15,普通席位买入，成功率47.47%,22.76,1.2005,3282025.44,49445226.4,46163200.96,95608427.36,519802369,0.631398707612,18.393226553379,41.3374,1275889184.0,有价格涨跌幅限制的日换手率达到20%的前五只证券,-0.5711775,3.16344464,-1.09841828,-12.03866432
55,603280,南方路机,2025-08-15,西藏自治区资金卖出，成功率58.89%,56.37,-5.101,-1599924.52,40364214.48,41964139.0,82328353.48,554203968,-0.288688752225,14.855244320445,35.0673,1575071768.79,有价格涨跌幅限制的日换手率达到20%的前五只证券,-0.94021643,-6.86535391,-19.24782686,-22.29909526
