序号,营业部名称,上榜日,买入个股数,卖出个股数,买入总金额,卖出总金额,总买卖净额,买入股票,营业部代码
5016,海通证券股份有限公司石家庄翟营南大街营业部,2025-05-14,0,1,14515.24,26420067.5,-26405552.26,吉林碳谷,10145223
5017,国元证券股份有限公司绍兴金柯桥大道证券营业部,2025-05-20,0,1,,26414760.0,-26414760.0,迎丰股份,10180994
5018,申万宏源证券有限公司深圳彩田路证券营业部,2025-05-08,0,1,852604.33,27289127.67,-26436523.34,狄耐克,10061793
5019,国盛证券有限责任公司杭州江锦路证券营业部,2025-05-19,1,1,20519282.0,47048703.0,-26529421.0,连云港 宁波远洋,10941153
5020,国盛证券有限责任公司上海浦东新区世纪大道证券营业部,2025-05-07,0,1,0.0,26558705.0,-26558705.0,大叶股份,10456650
5021,平安证券股份有限公司深圳分公司,2025-05-22,0,1,,26564917.4,-26564917.4,中毅达,10048273
5022,华泰证券股份有限公司上海浦东新区世纪大道证券营业部,2025-05-20,0,2,1606796.98,28194215.6,-26587418.62,贵航股份 永安药业,10441054
5023,华源证券股份有限公司江苏分公司,2025-05-12,0,2,,26613759.34,-26613759.34,华纺股份 天微电子,10484864
5024,甬兴证券有限公司宁波分公司,2025-05-09,0,1,,26619420.0,-26619420.0,航天长峰,10000170392
5025,摩根大通证券(中国)有限公司上海银城中路证券营业部,2025-05-07,2,2,53835648.24,80479467.28,-26643819.04,合锻智能 原尚股份 精进电动,10000100571
5026,五矿证券有限公司杭州中山北路证券营业部,2025-05-29,0,1,0.0,26676886.0,-26676886.0,广聚能源,10022014
5027,招商证券股份有限公司上海世纪大道证券营业部,2025-05-30,0,1,8735894.0,35422976.0,-26687082.0,千红制药,10046548
5028,中信建投证券股份有限公司安徽分公司,2025-05-06,0,1,12734735.0,39443330.92,-26708595.92,红宝丽,10158366
5029,华鑫证券有限责任公司西安科技路营业部,2025-05-15,0,1,266158.08,27028832.62,-26762674.54,万德股份,10030387
5030,东方财富证券股份有限公司深圳分公司,2025-05-08,0,1,0.0,26851481.0,-26851481.0,华伍股份,10767197
5031,华鑫证券有限责任公司上海陆家嘴证券营业部,2025-05-14,0,1,159746.0,27043143.0,-26883397.0,酷特智能,10000055316
5032,东亚前海证券有限责任公司浙江分公司,2025-05-15,1,2,8476166.0,35401066.66,-26924900.66,展鹏科技 *ST天箭 诺斯贝尔,10000011376
5033,中国中金财富证券有限公司上海分公司,2025-05-09,0,1,,26949441.0,-26949441.0,*ST网达,10022016
5034,海通证券股份有限公司汕头中山中路证券营业部,2025-05-06,0,1,,27016198.85,-27016198.85,九联科技,10040292
5035,红塔证券股份有限公司广州珠江东路证券营业部,2025-05-27,0,1,0.0,27168174.0,-27168174.0,英联股份,10124471
5036,国盛证券有限责任公司宁波桑田路证券营业部,2025-05-26,0,2,,27183913.0,-27183913.0,综艺股份 云中马,10456710
5037,华鑫证券有限责任公司上海光复路证券营业部,2025-05-13,0,1,344621.0,27560410.28,-27215789.28,*ST天箭,10993987
5038,中泰证券股份有限公司德州三八中路证券营业部,2025-05-08,0,2,369401.0,27656343.27,-27286942.27,山东墨龙 利君股份,10078444
5039,开源证券股份有限公司西安永城路证券营业部,2025-05-23,0,1,,27292890.0,-27292890.0,综艺股份,10495079
5040,中信证券股份有限公司温岭万昌中路证券营业部,2025-05-08,0,2,2014177.0,29371751.0,-27357574.0,佳力图 金龙机电,10030290
5041,华鑫证券有限责任公司上海梅园路证券营业部,2025-05-15,0,1,23762780.0,51127298.0,-27364518.0,吉林化纤,10000228198
5042,华林证券股份有限公司北京分公司,2025-05-27,1,2,20611060.94,47987073.28,-27376012.34,哈焊华通 会稽山,10065511
5043,联储证券股份有限公司平顶山中兴路证券营业部,2025-05-23,0,1,156123.0,27563632.05,-27407509.05,烽火电子,10040208
5044,海通证券股份有限公司南京常府街证券营业部,2025-05-23,0,1,74438.0,27500994.0,-27426556.0,宏桥控股,10023381
5045,招商证券股份有限公司上海中山南路证券营业部,2025-05-30,0,1,4645258.0,32074756.0,-27429498.0,富煌钢构,10507234
5046,国泰海通证券股份有限公司三亚迎宾路证券营业部,2025-05-09,0,1,0.0,27452256.0,-27452256.0,渝三峡A,10564207
5047,国盛证券有限责任公司深圳梅园路证券营业部,2025-05-13,0,1,0.0,27456804.04,-27456804.04,*ST天箭,10456723
5048,浙商证券股份有限公司杭州杭大路证券营业部,2025-05-30,0,1,16013.0,27545382.0,-27529369.0,创新医疗,10021964
5049,联储证券股份有限公司浙江分公司,2025-05-08,0,1,71423.0,27625378.97,-27553955.97,嘉事堂,10638001
5050,中国中金财富证券有限公司深圳市深圳湾一号证券营业部,2025-05-15,0,1,34249.0,27607534.0,-27573285.0,王子新材,10031838
5051,山西证券股份有限公司浙江分公司,2025-05-15,0,1,,27598573.04,-27598573.04,苏州龙杰,10737984
5052,中信证券股份有限公司南通海门长江南路证券营业部,2025-05-16,0,1,,27745047.0,-27745047.0,宁波海运,10152445
5053,平安证券股份有限公司厦门国际金融中心证券营业部,2025-05-13,0,2,3226587.0,30999722.0,-27773135.0,恒而达 宏景科技,10787610
5054,中国中金财富证券有限公司福州五四路证券营业部,2025-05-06,0,1,2799981.0,30596310.69,-27796329.69,邵阳液压,10436843
5055,联储证券股份有限公司杭州环城北路证券营业部,2025-05-06,0,1,0.0,27875172.03,-27875172.03,渝三峡A,10000866017
5056,国泰海通证券股份有限公司上海长宁区天山路证券营业部,2025-05-19,1,1,24195196.0,52080964.0,-27885768.0,华阳新材,10048511
5057,申万宏源证券有限公司南昌中山西路证券营业部,2025-05-13,0,1,4496.0,27907413.2,-27902917.2,纳尔股份,10095298
5058,华鑫证券有限责任公司江苏分公司,2025-05-30,0,1,213701.0,28119859.84,-27906158.84,雄帝科技,10442978
5059,申万宏源证券有限公司上海静安区海宁路证券营业部,2025-05-06,0,1,,27924423.8,-27924423.8,振江股份,10025444
5060,华鑫证券有限责任公司江苏分公司,2025-05-28,0,1,91755.0,28070109.0,-27978354.0,金龙羽,10442978
5061,光大证券股份有限公司上海仙霞路证券营业部,2025-05-28,0,1,,27996514.4,-27996514.4,安通控股,10153944
5062,湘财证券股份有限公司杭州五星路证券营业部,2025-05-21,0,1,,28119571.02,-28119571.02,铁流股份,10916991
5063,联储证券股份有限公司浙江分公司,2025-05-14,1,2,27294304.0,55417776.1,-28123472.1,百达精工 成飞集成,10638001
5064,上海证券有限责任公司乐清虹桥飞虹南路证券营业部,2025-05-29,0,1,,28136487.0,-28136487.0,合兴股份,10140752
5065,中国银河证券股份有限公司绍兴证券营业部,2025-05-23,0,1,470734.0,28623224.17,-28152490.17,天汽模,10023543
5066,广发证券股份有限公司上海南泉北路证券营业部,2025-05-12,0,1,568975.4,28828949.86,-28259974.46,晨曦航空,10000584247
5067,东海证券股份有限公司福州长乐北路证券营业部,2025-05-14,0,2,15763315.64,44126375.94,-28363060.3,成飞集成 朝阳科技,10913655
5068,光大证券股份有限公司上海人民北路证券营业部,2025-05-30,0,1,2702.0,28412028.0,-28409326.0,联化科技,10159811
5069,华泰证券股份有限公司武汉高新大道证券营业部,2025-05-19,0,1,913578.0,29386003.0,-28472425.0,吉林化纤,10123766
5070,国新证券股份有限公司岳阳大道证券营业部,2025-05-27,0,2,,28483886.0,-28483886.0,宿迁联盛 科捷智能,10437420
5071,光大证券股份有限公司东莞大朗长富西路证券营业部,2025-05-30,0,2,,28745713.0,-28745713.0,翠微股份 领先股份,10147196
5072,东方证券股份有限公司张家港东环路证券营业部,2025-05-27,0,1,15432807.0,44180830.3,-28748023.3,舒泰神,10702252
5073,沪股通专用,2025-05-07,4,7,179976467.12,208834713.54,-28858246.42,华胜天成 ST长园 大众交通 茂业商业 航天长峰 京运通 麒盛科技,10434470
5074,粤开证券股份有限公司广州分公司,2025-05-09,0,1,51520.0,28946968.4,-28895448.4,华伍股份,10332000
5075,华西证券股份有限公司乐山嘉定南路证券营业部,2025-05-29,0,1,,28911847.0,-28911847.0,福华尚纬,10028639
5076,华泰证券股份有限公司深圳益田路证券营业部,2025-05-29,0,1,0.0,28922526.4,-28922526.4,天阳科技,10434562
5077,中信建投证券股份有限公司成都南一环路证券营业部,2025-05-09,0,1,184513.0,29118006.47,-28933493.47,*ST天箭,10028734
5078,中信证券股份有限公司上海浦东新区东方路证券营业部,2025-05-06,0,1,1802169.0,30807886.65,-29005717.65,星帅尔,10045021
5079,国金证券股份有限公司宁波江澄南路证券营业部,2025-05-13,0,2,5989230.0,35001602.94,-29012372.94,宁波东力 利君股份,10000125619
5080,光大证券股份有限公司广州马场路证券营业部,2025-05-08,0,1,774193.0,29876112.0,-29101919.0,鸿博股份,10331995
5081,广发证券股份有限公司上海南泉北路证券营业部,2025-05-16,0,1,,29105499.56,-29105499.56,连云港,10000584247
5082,深股通专用,2025-05-13,5,7,390756335.09,419901550.31,-29145215.22,电投产融 富岭股份 奥普光电 凯美特气 利君股份 东方日升 拓斯达,10634757
5083,摩根大通证券(中国)有限公司上海银城中路证券营业部,2025-05-28,2,3,91278301.76,120515991.99,-29237690.23,合锻智能 乐惠国际 中邮科技,10000100571
5084,广发证券股份有限公司福州古田路证券营业部,2025-05-23,0,1,210193.0,29459377.0,-29249184.0,雪人集团,10031928
5085,国元证券股份有限公司绍兴金柯桥大道证券营业部,2025-05-15,0,1,,29277256.0,-29277256.0,迎丰股份,10180994
5086,申万宏源证券有限公司上海崇明区川心街证券营业部,2025-05-07,0,1,,29307816.15,-29307816.15,纬德信息,10021689
5087,长江证券股份有限公司武汉武珞路证券营业部,2025-05-30,0,1,50627.0,29411964.0,-29361337.0,海联金汇,10025413
5088,国金证券股份有限公司深圳分公司,2025-05-12,0,2,8340786.89,37777158.34,-29436371.45,七丰精工 华纺股份,10000104821
5089,中银国际证券股份有限公司上海欧阳路证券营业部,2025-05-21,1,2,144912.9,29634448.17,-29489535.27,中衡设计 苏州龙杰 汇丽B,10047162
5090,光大证券股份有限公司广州马场路证券营业部,2025-05-20,0,1,21687.0,29511796.0,-29490109.0,渝三峡A,10331995
5091,上海证券有限责任公司上海分公司,2025-05-30,0,1,420025.0,29944306.45,-29524281.45,舒泰神,10913317
5092,沪股通专用,2025-05-30,4,5,154994940.82,184689509.28,-29694568.46,百利电气 北投科技 德邦股份 翠微股份 皓元医药,10434470
5093,甬兴证券有限公司安徽分公司,2025-05-21,0,1,0.0,29704844.94,-29704844.94,天元宠物,10000923632
5094,中信证券股份有限公司台州分公司,2025-05-06,0,1,,29783160.1,-29783160.1,振江股份,10145019
5095,国泰海通证券股份有限公司郑州黄河路证券营业部,2025-05-08,0,1,,29800513.2,-29800513.2,全筑股份,10026725
5096,招商证券股份有限公司深圳宝兴路证券营业部,2025-05-12,0,1,1935504.0,31813135.0,-29877631.0,跨境通,10028686
5097,东亚前海证券有限责任公司深圳分公司,2025-05-22,0,1,,29907752.0,-29907752.0,综艺股份,10924068
5098,中泰证券股份有限公司上海浦东新区江耀路证券营业部,2025-05-06,0,1,0.0,29954964.0,-29954964.0,兴民智通,10448359
5099,中国银河证券股份有限公司广州华夏路证券营业部,2025-05-15,0,1,155212.89,30127707.26,-29972494.37,中集环科,10141412
5100,广发证券股份有限公司海口和平大道证券营业部,2025-05-14,0,1,288191.0,30325624.0,-30037433.0,皖通科技,10030126
5101,国泰海通证券股份有限公司桂林穿山东路证券营业部,2025-05-16,0,1,40820.0,30133848.0,-30093028.0,中洲特材,10134436
5102,国盛证券有限责任公司杭州江锦路证券营业部,2025-05-21,0,1,0.0,30138924.9,-30138924.9,天元宠物,10941153
5103,中泰证券股份有限公司北京朝外大街证券营业部,2025-05-20,0,1,122849.61,30277007.59,-30154157.98,路斯股份,10021899
5104,广发证券股份有限公司广西分公司(对外营业部),2025-05-20,0,1,,30219639.0,-30219639.0,亚泰集团 普利转退,10030101
5105,华泰证券股份有限公司深圳前海证券营业部,2025-05-21,0,1,6060646.0,36294757.0,-30234111.0,贝因美,10443747
5106,国泰海通证券股份有限公司上海静安区江场路证券营业部,2025-05-30,0,1,,30264564.0,-30264564.0,绿能慧充,10026724
5107,中国国际金融股份有限公司北京建国门外大街证券营业部,2025-05-14,1,1,4944045.0,35217450.83,-30273405.83,肯特催化 航天南湖,10050414
5108,南京证券股份有限公司溧阳罗湾路证券营业部,2025-05-23,0,1,0.0,30339911.0,-30339911.0,海辰药业,10573254
5109,摩根大通证券(中国)有限公司上海银城中路证券营业部,2025-05-15,2,3,20823431.0,51333549.6,-30510118.6,渤海化学 天和磁材 拉芳家化 安正时尚,10000100571
5110,国信证券股份有限公司北京分公司,2025-05-30,1,3,20351041.98,50892592.97,-30541550.99,睿智医药 胜业电气 峆一药业 广康生化,10122926
5111,财通证券股份有限公司温岭中华路证券营业部,2025-05-21,0,1,354565.0,30910607.48,-30556042.48,王子新材,10022026
5112,国泰海通证券股份有限公司深圳益田路证券营业部,2025-05-13,0,1,4775.0,30589917.44,-30585142.44,*ST天箭,10025388
5113,中泰证券股份有限公司江西分公司,2025-05-28,0,1,1831408.0,32458437.6,-30627029.6,青岛金王,10668235
5114,中信建投证券股份有限公司新疆分公司,2025-05-30,0,1,264589.0,30900444.0,-30635855.0,恒宝股份,10198158
5115,国元证券股份有限公司上海中山北路证券营业部,2025-05-30,0,1,21510.0,30796064.0,-30774554.0,千红制药,10026912
5116,高盛(中国)证券有限责任公司上海浦东新区世纪大道证券营业部,2025-05-19,3,3,45348485.99,76147913.57,-30799427.58,华阳新材 ST交昂 龙溪股份 百合股份 安乃达,10000399618
5117,浙商证券股份有限公司台州环城东路证券营业部,2025-05-29,0,1,7320673.0,38148928.24,-30828255.24,联化科技,10021967
5118,长城证券股份有限公司杭州南大街证券营业部,2025-05-16,0,1,,30844605.0,-30844605.0,宁波远洋,10159805
5119,东方证券股份有限公司北京学院路证券营业部,2025-05-09,0,1,,30899110.0,-30899110.0,华电辽能,10342157
5120,东吴证券股份有限公司武汉新华路证券营业部,2025-05-15,0,2,,30953502.0,-30953502.0,渤海化学 中远海发,10668330
5121,华福证券有限责任公司杭州五星路证券营业部,2025-05-07,0,1,,31010538.0,-31010538.0,中毅达,10709086
5122,开源证券股份有限公司西安太华路证券营业部,2025-05-30,8,5,200657301.0,231750865.17,-31093564.17,华远控股 御银股份 菲林格尔 融发核电 海联金汇 纵横股份 千红制药 元隆雅图 华森制药 雄帝科技 霍普股份 久盛电气,10477800
5123,山西证券股份有限公司晋城黄华街证券营业部,2025-05-07,0,1,237555.0,31396067.39,-31158512.39,通易航天,10086646
5124,东海证券股份有限公司福州长乐北路证券营业部,2025-05-06,0,1,,31230921.0,-31230921.0,龙溪股份,10913655
5125,中信证券股份有限公司上海石化证券营业部,2025-05-26,0,1,0.0,31298628.0,-31298628.0,会畅科技,10045022
5126,国新证券股份有限公司北京中关村大街证券营业部,2025-05-23,0,1,,31332547.75,-31332547.75,先达股份,10919501
5127,招商证券股份有限公司上海世纪大道证券营业部,2025-05-29,0,2,0.0,31450821.32,-31450821.32,ST云动 四创电子,10046548
5128,华鑫证券有限责任公司上海光复路证券营业部,2025-05-29,1,1,8149366.0,39697992.0,-31548626.0,永安药业 安正时尚,10993987
5129,中国中金财富证券有限公司深圳市深圳湾一号证券营业部,2025-05-16,0,1,68338.0,31788396.0,-31720058.0,王子新材,10031838
5130,中信证券股份有限公司重庆分公司,2025-05-07,0,2,608730.0,32368413.0,-31759683.0,宗申动力 ST惠程,10436239
5131,东亚前海证券有限责任公司浙江分公司,2025-05-26,1,2,4793456.0,36724108.69,-31930652.69,空港股份 海森药业 新天地,10000011376
5132,华泰证券股份有限公司深圳益田路荣超商务中心证券营业部,2025-05-30,0,1,1382781.83,33336518.17,-31953736.34,路桥信息,10142874
5133,中信建投证券股份有限公司东三环中路证券营业部,2025-05-29,0,1,590362.0,32550170.0,-31959808.0,拉卡拉,10198155
5134,华泰证券股份有限公司上海武定路证券营业部,2025-05-22,1,2,16330812.68,48361722.0,-32030909.32,重庆港 国光电器 丽人丽妆,10098087
5135,国联民生证券股份有限公司南京分公司,2025-05-29,0,1,,32049357.0,-32049357.0,概伦电子,10488855
5136,山西证券股份有限公司湖南分公司,2025-05-12,0,1,,32078366.64,-32078366.64,麒盛科技,10698470
5137,东方证券股份有限公司厦门仙岳路证券营业部,2025-05-07,1,2,7959998.0,40092760.6,-32132762.6,狄耐克 ST长园 退市国化,10492163
5138,中国银河证券股份有限公司北京安贞门证券营业部,2025-05-30,0,1,,32170707.9,-32170707.9,汇金通,10023519
5139,海通证券股份有限公司北京中关村南大街证券营业部,2025-05-20,1,1,11088825.44,43295004.72,-32206179.28,集泰股份 雪榕生物,10025071
5140,华鑫证券有限责任公司上海西藏中路证券营业部,2025-05-12,0,1,179256.0,32393795.0,-32214539.0,跨境通,10000246624
5141,海通证券股份有限公司成都人民西路证券营业部,2025-05-29,0,1,11605715.0,43837538.0,-32231823.0,拉卡拉,10030192
5142,中国国际金融股份有限公司上海分公司,2025-05-27,4,5,89241429.07,121729281.2,-32487852.13,滨海能源 肯特催化 永安药业 永冠新材 金龙羽 正和生态 星徽股份 哈焊华通 新天地,10088113
5143,华鑫证券有限责任公司上海西藏中路证券营业部,2025-05-22,0,1,,32499651.59,-32499651.59,丽人丽妆,10000246624
5144,华泰证券股份有限公司南京大光路证券营业部,2025-05-30,0,1,268579.0,32797509.62,-32528930.62,舒泰神,10021771
5145,国泰海通证券股份有限公司上海浦东新区海阳西路证券营业部,2025-05-15,0,1,0.0,32620000.0,-32620000.0,成飞集成,10000526029
5146,中国银河证券股份有限公司上海世界路证券营业部,2025-05-20,0,1,183665.0,32839222.0,-32655557.0,欧菲光,10030487
5147,爱建证券有限责任公司上海浦东新区前滩大道证券营业部,2025-05-07,0,1,,32877684.0,-32877684.0,华胜天成,10491827
5148,中山证券有限责任公司广州分公司,2025-05-22,0,1,,32929365.13,-32929365.13,*ST华幸,10108230
5149,华源证券股份有限公司江苏分公司,2025-05-22,0,1,,32940325.35,-32940325.35,综艺股份,10484864
5150,华安证券股份有限公司合肥金石广场证券营业部,2025-05-30,0,1,,33113255.0,-33113255.0,时代出版,10048366
5151,湘财证券股份有限公司北京朝外大街证券营业部,2025-05-08,0,1,,33199000.0,-33199000.0,华纺股份,10026785
5152,华福证券有限责任公司福州鼓屏路证券营业部,2025-05-22,0,1,290254.0,33494166.0,-33203912.0,昆仑万维,10067553
5153,财通证券股份有限公司温岭中华路证券营业部,2025-05-13,0,1,290525.0,33547852.0,-33257327.0,奥普光电,10022026
5154,华林证券股份有限公司北京分公司,2025-05-06,0,2,14177472.48,47488869.63,-33311397.15,渝三峡A 光大同创,10065511
5155,广发证券股份有限公司台州东海大道证券营业部,2025-05-09,0,1,,33367100.44,-33367100.44,华纺股份,10429205
5156,华福证券有限责任公司莆田东圳东路证券营业部,2025-05-14,0,1,282200.0,33671472.0,-33389272.0,恒而达,10083969
5157,东方财富证券股份有限公司昌都两江大道证券营业部,2025-05-06,3,3,55184232.74,88627381.55,-33443148.81,红宝丽 逸飞激光 红墙股份 中欣氟材 *ST新元 宏景科技,10342919
5158,东方证券股份有限公司无锡新生路证券营业部,2025-05-19,2,1,28875700.0,62323226.59,-33447526.59,路畅科技 久吾高科 中洲特材,10517841
5159,华西证券股份有限公司峨眉山光辉路证券营业部,2025-05-29,0,1,,33541215.0,-33541215.0,福华尚纬,10030376
5160,世纪证券有限责任公司江西分公司,2025-05-22,0,1,251419.0,33856338.0,-33604919.0,昆仑万维,10484932
5161,兴业证券股份有限公司厦门湖里大道证券营业部,2025-05-30,0,2,,33653326.6,-33653326.6,国芳集团 均瑶健康,10119151
5162,国泰海通证券股份有限公司上海徐汇区宛平南路证券营业部,2025-05-28,0,1,,33657638.28,-33657638.28,京华激光,10023418
5163,中国银河证券股份有限公司昆明白塔路证券营业部,2025-05-28,0,1,20632.0,33687936.0,-33667304.0,博世科,10025303
5164,华泰证券股份有限公司江西分公司,2025-05-07,1,1,6705220.0,40378214.0,-33672994.0,纬德信息 精进电动,10427427
5165,东方财富证券股份有限公司拉萨团结路第一证券营业部,2025-05-16,16,16,332313036.1,365997263.71,-33684227.61,芭薇股份 华纺股份 渝三峡A 甘化科工 七丰精工 青岛金王 万德股份 ST交昂 连云港 森萱医药 红宝丽 尚荣医疗 宁波远洋 跨境通 锦江航运 利君股份 红墙股份 天和磁材 *ST东珠 哈三联 迎丰股份 盛泰集团 中欣氟材 国光连锁 恒鑫生活 泽润新能,10484371
5166,中航证券有限公司深圳华富路证券营业部,2025-05-13,0,1,54254.0,33794165.0,-33739911.0,东方日升,10046802
5167,海通证券股份有限公司汕头中山中路证券营业部,2025-05-21,0,1,,33940990.2,-33940990.2,大千生态,10040292
5168,广发证券股份有限公司郑州农业路证券营业部,2025-05-26,0,1,67934.0,34022947.0,-33955013.0,信邦智能,10031937
5169,国金证券股份有限公司深圳分公司,2025-05-23,3,3,99642271.98,133623660.98,-33981389.0,空港股份 神雾节能 ST棕榈 王子新材,10000104821
5170,东吴证券股份有限公司吴江盛泽镇西环路证券营业部,2025-05-09,0,1,594165.0,34734200.0,-34140035.0,奥普光电,10139147
5171,东莞证券股份有限公司常熟东南大道证券营业部,2025-05-16,1,3,68251283.48,102409051.21,-34157767.73,华纺股份 成飞集成,10000667965
5172,东莞证券股份有限公司江苏常熟营业部,2025-05-16,1,3,68251283.48,102409051.21,-34157767.73,天工股份,10000667965
5173,国泰海通证券股份有限公司襄阳檀溪路证券营业部,2025-05-28,0,1,198692.0,34397493.0,-34198801.0,青岛金王,10079360
5174,中国银河证券股份有限公司福州证券营业部,2025-05-23,0,1,59874.0,34267003.0,-34207129.0,国风新材,10030496
5175,平安证券股份有限公司洛阳滨河南路证券营业部,2025-05-16,0,1,20808.0,34299062.0,-34278254.0,通达股份,10000066513
5176,招商证券股份有限公司深圳福华三路证券营业部,2025-05-29,0,1,15295650.0,49618981.0,-34323331.0,广聚能源,10194673
5177,华鑫证券有限责任公司上海光复路证券营业部,2025-05-08,0,1,2109475.6,36632678.0,-34523202.4,中欣氟材,10993987
5178,华泰证券股份有限公司上海长宁区凯旋路证券营业部,2025-05-09,1,1,1111587.8,35646044.72,-34534456.92,炼石航空 中毅达B,10334670
5179,方正证券股份有限公司台州解放路证券营业部,2025-05-23,0,1,5627349.0,40172815.83,-34545466.83,海翔药业,10028815
5180,中信证券股份有限公司上海分公司,2025-05-28,6,8,75646710.01,110221982.27,-34575272.26,波导股份 返利科技 *ST精伦 晋西车轴 中毅达 ST海钦 宜宾纸业 悦达投资 乐惠国际 正和生态,10135341
5181,国泰海通证券股份有限公司镇江长江路证券营业部,2025-05-13,0,1,,34594789.6,-34594789.6,华纺股份,10467677
5182,东海证券股份有限公司福州长乐北路证券营业部,2025-05-09,0,1,20075835.0,54859315.0,-34783480.0,奥普光电,10913655
5183,财通证券股份有限公司温岭中华路证券营业部,2025-05-07,1,2,22945254.04,57913345.0,-34968090.96,中毅达 红宝丽 *ST步森,10022026
5184,华西证券股份有限公司成都南一环路证券营业部,2025-05-29,0,1,,35042248.0,-35042248.0,福华尚纬,10028628
5185,光大证券股份有限公司福州五一北路证券营业部,2025-05-20,0,1,892041.0,36159699.84,-35267658.84,万安科技,10028450
5186,海通证券股份有限公司长沙五一大道证券营业部,2025-05-06,0,2,168165.0,35475566.6,-35307401.6,中欣氟材 新瀚新材,10099191
5187,国泰海通证券股份有限公司上海松江区中山东路证券营业部,2025-05-22,1,2,61117761.0,96436751.96,-35318990.96,青岛金王 保龄宝 王子新材,10134445
5188,平安证券股份有限公司杭州杭大路证券营业部,2025-05-07,0,1,5704441.0,41026019.5,-35321578.5,鸿博股份,10000136805
5189,华泰证券股份有限公司总部,2025-05-12,0,2,,35331430.79,-35331430.79,中国瑞林 春光科技,10028451
5190,中国银河证券股份有限公司南京上海路证券营业部,2025-05-15,0,1,3242.0,35377822.92,-35374580.92,万德股份,10030460
5191,国金证券股份有限公司北京崇文门外大街证券营业部,2025-05-15,0,2,0.0,35387875.32,-35387875.32,展鹏科技 *ST天箭,10510717
5192,山西证券股份有限公司晋城黄华街证券营业部,2025-05-08,0,1,1125495.0,36601396.59,-35475901.59,通易航天,10086646
5193,方正证券股份有限公司杭州滨江通和路证券营业部,2025-05-06,0,1,,35510097.0,-35510097.0,ST嘉澳,10139307
5194,中信证券股份有限公司上海静安区山西北路证券营业部,2025-05-30,0,1,,35610019.0,-35610019.0,菲林格尔,10137033
5195,招商证券股份有限公司北京西直门北大街证券营业部,2025-05-09,0,1,0.0,35669702.0,-35669702.0,侨银股份,10081652
5196,光大证券股份有限公司苏州文苑路证券营业部,2025-05-22,0,1,,35683199.0,-35683199.0,综艺股份,10636560
5197,联储证券股份有限公司重庆江北嘴证券营业部,2025-05-28,1,1,81607493.0,117404840.0,-35797347.0,融发核电 尤夫股份,10516789
5198,中国中金财富证券有限公司深圳分公司,2025-05-30,0,1,3463795.0,39290067.0,-35826272.0,ST云动,10048460
5199,国联民生证券股份有限公司北京分公司,2025-05-08,0,1,,35854094.12,-35854094.12,*ST东珠,10485044
5200,东亚前海证券有限责任公司苏州分公司,2025-05-28,1,2,8083982.9,44015493.48,-35931510.58,汇得科技 京华激光,10000526027
5201,国泰海通证券股份有限公司上海徐汇区宛平南路证券营业部,2025-05-06,0,2,3303.0,36089674.24,-36086371.24,*ST东珠,10023418
5202,国泰海通证券股份有限公司上海宛平南路证券营业部,2025-05-06,0,2,3303.0,36089674.24,-36086371.24,金凯生科,10023418
5203,华福证券有限责任公司山东分公司,2025-05-26,0,1,0.0,36188463.0,-36188463.0,融发核电,10484171
5204,国投证券股份有限公司西安朱雀大街证券营业部,2025-05-07,0,1,,36196217.0,-36196217.0,天和磁材,10561512
5205,中泰证券股份有限公司上海浦东新区江耀路证券营业部,2025-05-14,0,1,63383.0,36460628.0,-36397245.0,皖通科技,10448359
5206,华泰证券股份有限公司北京东三环北路证券营业部,2025-05-26,0,2,2590994.64,39033171.48,-36442176.84,雪人集团 辰光医疗,10079640
5207,中信证券股份有限公司上海分公司,2025-05-27,1,4,6544280.0,43024182.6,-36479902.6,退市创兴 宿迁联盛 通达电气 正和生态 均瑶健康,10135341
5208,财通证券股份有限公司杭州文二西路证券营业部,2025-05-21,0,1,45380.0,36543758.0,-36498378.0,信邦智能,10082583
5209,东亚前海证券有限责任公司上海分公司,2025-05-30,2,1,43910669.01,80420846.3,-36510177.29,*ST莫高 元隆雅图,10924074
5210,东方财富证券股份有限公司拉萨东环路第二证券营业部,2025-05-26,8,14,152485470.96,189056284.09,-36570813.13,浪莎股份 辰光医疗 海南海药 常辅股份 退市锦港 南京港 锦江在线 武汉凡谷 中科美菱 凯美特气 综艺股份 王子新材 苏州龙杰 通达电气 中洲特材 信邦智能 太力科技,10472087
5211,方正证券股份有限公司湖北分公司,2025-05-29,0,1,57807.0,36638020.08,-36580213.08,拉卡拉,10176511
5212,中泰证券股份有限公司上海浦东新区江耀路证券营业部,2025-05-20,0,1,106903.0,36689000.0,-36582097.0,万安科技,10448359
5213,国泰海通证券股份有限公司东莞总部一路证券营业部,2025-05-20,0,1,,36624594.0,-36624594.0,丽人丽妆,10000673606
5214,中信证券股份有限公司南京洪武北路证券营业部,2025-05-16,0,1,11970.0,36705000.74,-36693030.74,新瀚新材,10045011
5215,中信证券(山东)有限责任公司滨州府前街证券营业部,2025-05-30,0,1,,36845924.0,-36845924.0,绿能慧充,10048354
5216,兴业证券股份有限公司厦门湖里大道证券营业部,2025-05-22,0,1,290148.0,37244821.32,-36954673.32,郑中设计,10119151
5217,中信建投证券股份有限公司杭州庆春路证券营业部,2025-05-29,4,3,163753222.64,200860481.64,-37107259.0,绿能慧充 融发核电 福华尚纬 久盛电气 京华激光,10033779
