序号,营业部代码,营业部名称,营业部简称,交易日期,股票代码,股票名称,涨跌幅,买入金额,卖出金额,净额,上榜原因,1日后涨跌幅,2日后涨跌幅,3日后涨跌幅,5日后涨跌幅,10日后涨跌幅,20日后涨跌幅,30日后涨跌幅
550,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-02-02,603598,引力传媒,-1.2598,,61943086.0,-61943086.0,有价格涨跌幅限制的日换手率达到20%的前五只证券,3.44827586,-6.89655172,-11.68965517,-1.89655172,-12.93103448,-26.51724138,-34.55172414
551,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-30,002207,*ST准油,-0.5367,1254245.0,12730279.21,-11476034.21,日换手率达到20%的前5只证券,-9.98201439,-15.28776978,-10.07194245,-7.1942446,-9.26258993,17.89568345,-10.25179856
552,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-30,002491,通鼎互联,9.944,1982903.56,25270685.2,-23287781.64,日振幅值达到15%的前5只证券,10.06369427,17.8343949,18.98089172,18.59872611,17.96178344,40.0,20.0
553,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-30,002491,通鼎互联,9.944,1982903.56,25270685.2,-23287781.64,日涨幅偏离值达到7%的前5只证券,10.06369427,17.8343949,18.98089172,18.59872611,17.96178344,40.0,20.0
554,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-30,600618,氯碱化工,5.8612,12378412.53,,12378412.53,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,-10.0,-8.70056497,-12.20338983,-13.44632768,-15.81920904,-13.10734463,-29.20903955
555,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-30,603598,引力传媒,10.0,55557225.0,,55557225.0,有价格涨跌幅限制的日换手率达到20%的前五只证券,-1.2597889,2.14504597,-8.06945863,-11.95097038,-5.99250936,-27.20463058,-37.24889343
556,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-29,000737,北方铜业,10.0,48240926.0,25263974.48,22976951.52,日涨幅偏离值达到7%的前5只证券,-5.25036461,-14.7301896,-12.54253768,-19.78609626,-18.91103549,-19.44579485,-34.46767137
557,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-28,300798,锦鸡股份,20.0501,20630708.0,915525.0,19715183.0,日涨幅达到15%的前5只证券,3.54906054,0.6263048,-6.26304802,-4.59290188,5.53235908,-9.91649269,6.15866388
558,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-27,002524,光正眼科,10.099,35847.0,14809816.0,-14773969.0,日振幅值达到15%的前5只证券,-8.63309353,-15.28776978,-18.52517986,-16.72661871,-12.05035971,-19.78417266,-15.4676259
559,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-27,002623,亚玛顿,3.1607,240877.0,31769308.0,-31528431.0,日振幅值达到15%的前5只证券,2.89361702,9.57446809,4.17021277,10.08510638,33.19148936,7.70212766,2.80851064
560,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-27,600513,联环药业,-7.8848,,7967079.0,-7967079.0,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,-5.63813429,-5.38185546,-5.27934393,3.28036904,8.14966684,6.81701691,15.22296258
561,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-27,600589,大位科技,1.4231,,69613819.34,-69613819.34,有价格涨跌幅限制的日换手率达到20%的前五只证券,-2.43217961,-4.11599626,-4.86435921,-2.33863424,7.10944808,3.46117867,5.89335828
562,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-27,601615,明阳智能,5.7935,255259929.48,,255259929.48,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,-1.26984127,-5.67460317,-7.93650794,1.9047619,-2.81746032,-21.50793651,-18.57142857
563,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-26,000859,国风新材,-9.9676,1806653.0,11044122.0,-9237469.0,日跌幅偏离值达到7%的前5只证券,0.99009901,-5.40054005,-9.18091809,-12.69126913,-4.59045905,-4.14041404,-6.75067507
564,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-26,002471,中超控股,-7.0093,14885643.88,61368510.0,-46482866.12,日换手率达到20%的前5只证券,6.65829146,4.14572864,4.27135678,8.16582915,35.05025126,1.00502513,4.14572864
565,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-26,002471,中超控股,-7.0093,14885643.88,61368510.0,-46482866.12,日振幅值达到15%的前5只证券,6.65829146,4.14572864,4.27135678,8.16582915,35.05025126,1.00502513,4.14572864
566,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-26,002623,亚玛顿,9.9952,109979142.0,817456.0,109161686.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,3.16066725,6.14574188,13.03775241,5.66286216,35.95258999,11.23792801,6.49692713
567,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-26,688387,信科移动,-18.1527,,185308949.86,-185308949.86,有价格涨跌幅限制的日收盘价格跌幅达到15%的前五只证券,-0.78212291,-0.94972067,5.41899441,-3.96648045,-6.53631285,-14.24581006,-22.06703911
568,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-23,002201,九鼎新材,6.7821,1092417.0,74396688.66,-73304271.66,日换手率达到20%的前5只证券,10.0,1.55405405,5.60810811,-8.31081081,-9.59459459,-10.40540541,-20.67567568
569,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-23,300751,迈为股份,20.0,152523475.0,3416075.0,149107400.0,日涨幅达到15%的前5只证券,5.47231471,11.75853989,5.50622765,-4.26686398,-6.84733013,-15.11900358,-22.70933531
570,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-23,920414,欧普泰,29.9849,8605000.0,63677.0,8541323.0,当日收盘价涨幅达到20%的前5只股票,3.66066241,11.79546775,-0.29052876,-12.26031377,0.40674027,-14.99128414,-20.10459035
571,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-22,600076,康欣新材,-9.8592,,13620170.0,-13620170.0,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,9.89583333,6.51041667,11.97916667,-0.78125,-1.30208333,3.90625,-7.29166667
572,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-22,600770,综艺股份,10.0324,29874950.0,,29874950.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,-2.79411765,-6.47058824,-2.64705882,-2.05882353,0.44117647,-1.76470588,-12.5
573,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-21,002201,九鼎新材,-9.6126,22701530.0,10033597.0,12667933.0,日换手率达到20%的前5只证券,10.0,17.46031746,29.20634921,24.04761905,14.44444444,10.07936508,-4.84126984
574,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-21,002201,九鼎新材,-9.6126,22701530.0,10033597.0,12667933.0,日跌幅偏离值达到7%的前5只证券,10.0,17.46031746,29.20634921,24.04761905,14.44444444,10.07936508,-4.84126984
575,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-21,002201,九鼎新材,-9.6126,22701530.0,10033597.0,12667933.0,日振幅值达到15%的前5只证券,10.0,17.46031746,29.20634921,24.04761905,14.44444444,10.07936508,-4.84126984
576,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-21,300606,金太阳,19.9571,38428043.0,953403.0,37474640.0,日换手率达到30%的前5只证券,-7.99897777,-9.89010989,-14.20904677,-19.70355226,-19.44799387,-6.31229236,-9.83899821
577,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-21,300986,志特新材,2.9586,23004719.94,42308624.5,-19303904.56,连续三个交易日内，涨幅偏离值累计达到30%的证券,-4.59770115,14.48275862,17.81609195,8.18965517,22.98850575,-14.54022989,-25.45977011
578,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-21,600076,康欣新材,-9.7458,15209803.29,,15209803.29,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,-9.85915493,-0.93896714,-3.99061033,-2.58215962,-11.7370892,-6.33802817,-16.66666667
579,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-21,920471,美邦科技,2.8588,0.0,9327059.71,-9327059.71,当日换手率达到20%的前5只股票,-5.33629794,-0.27793218,5.725403,2.00111173,0.05558644,-8.06003335,-18.17676487
580,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-20,001208,华菱线缆,-10.0037,12748037.0,1488215.0,11259822.0,日跌幅偏离值达到7%的前5只证券,-6.0555786,-2.9033596,3.35960182,-4.85275819,-5.39195355,-6.09705516,-5.30900041
581,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-20,300927,江天化学,19.9921,19466770.0,380978.0,19085792.0,日涨幅达到15%的前5只证券,4.12405147,6.36753547,11.84427582,5.27878588,11.34938964,14.74760805,17.65094028
582,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-20,603926,铁流股份,10.005,13298938.49,14945658.31,-1646719.82,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,9.99549752,17.06438541,9.86042323,14.54299865,16.92931112,5.62809545,-7.02386312
583,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-20,688380,中微半导,19.9942,21689916.1,,21689916.1,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,6.8923821,4.86094317,2.44256348,10.54413543,29.57678356,23.26481258,17.04957678
584,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-20,920471,美邦科技,29.9406,8745000.0,0.0,8745000.0,当日换手率达到20%的前5只股票,2.85877644,-2.63007433,2.5728988,-1.88679245,11.43510577,-2.63007433,-14.80846198
585,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-20,920471,美邦科技,29.9406,8745000.0,0.0,8745000.0,当日收盘价涨幅达到20%的前5只股票,2.85877644,-2.63007433,2.5728988,-1.88679245,11.43510577,-2.63007433,-14.80846198
586,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-19,002465,海格通信,-10.0186,118793304.0,7400340.0,111392964.0,连续三个交易日内，跌幅偏离值累计达到20%的证券,-6.70103093,-8.7628866,-5.72164948,-9.22680412,-12.37113402,-12.11340206,-9.89690722
587,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-19,002519,银河电子,-10.0216,732162.0,32698597.86,-31966435.86,日跌幅偏离值达到7%的前5只证券,-4.79041916,-6.34730539,2.99401198,0.5988024,-5.98802395,20.0,7.90419162
588,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-19,003007,直真科技,-9.9979,6449939.0,23328757.8,-16878818.8,连续三个交易日内，跌幅偏离值累计达到20%的证券,-5.32476475,-2.52467294,-0.06885472,3.39683268,-0.64264402,2.01973835,7.73467983
589,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-19,301348,蓝箭电子,-6.8665,9571376.0,21517041.43,-11945665.43,日换手率达到30%的前5只证券,12.05873165,14.80787254,3.71758825,7.68509841,-13.05841924,-12.27741331,-12.80849734
590,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-19,600340,*ST华幸,8.8608,,25440472.5,-25440472.5,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,-9.88372093,-8.72093023,-6.39534884,2.90697674,-11.04651163,-2.90697674,-8.13953488
591,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-19,601992,金隅集团,-2.6316,,48076992.98,-48076992.98,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,1.62162162,0.54054054,10.81081081,11.35135135,2.7027027,9.72972973,2.16216216
592,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-16,600589,大位科技,-6.1463,,123233720.0,-123233720.0,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,-0.51975052,-6.44490644,-4.88565489,-0.41580042,5.71725572,37.11018711,26.71517672
593,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-16,600589,大位科技,-6.1463,,123233720.0,-123233720.0,有价格涨跌幅限制的日换手率达到20%的前五只证券,-0.51975052,-6.44490644,-4.88565489,-0.41580042,5.71725572,37.11018711,26.71517672
594,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-16,600662,外服控股,-10.0291,,10436968.23,-10436968.23,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,-6.30048465,-6.13893376,-5.00807754,0.80775444,-0.16155089,-5.49273021,-10.66235864
595,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-16,688376,美埃科技,20.0,22418251.56,,22418251.56,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,-0.41994751,3.2808399,2.82152231,-3.0183727,-9.42257218,-14.81627297,-24.65879265
596,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-15,300758,七彩化学,20.0,34477217.0,2057605.92,32419611.08,连续三个交易日内，涨幅偏离值累计达到30%的证券,-15.08407517,-17.35905045,-8.50642928,-11.17705242,0.04945598,-15.52917903,-22.15628091
597,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-15,300758,七彩化学,20.0,32335437.0,492832.0,31842605.0,日涨幅达到15%的前5只证券,-15.08407517,-17.35905045,-8.50642928,-11.17705242,0.04945598,-15.52917903,-22.15628091
598,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-15,600340,*ST华幸,-10.2041,9474639.0,34589371.0,-25114732.0,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,-10.22727273,-2.27272727,-11.93181818,-8.52272727,-6.25,-8.52272727,-9.09090909
599,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-15,600589,大位科技,-5.7904,,87695349.71,-87695349.71,有价格涨跌幅限制的日换手率达到20%的前五只证券,-6.14634146,-6.63414634,-12.19512195,-8.48780488,0.0,35.2195122,10.53658537
600,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-15,600589,大位科技,-5.7904,,87695349.71,-87695349.71,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,-6.14634146,-6.63414634,-12.19512195,-8.48780488,0.0,35.2195122,10.53658537
601,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-15,600662,外服控股,10.08,43641689.22,,43641689.22,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,-10.02906977,-15.69767442,-15.55232558,-12.35465116,-10.31976744,-13.51744186,-18.31395349
602,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-14,000078,ST海王,10.049,19771823.0,65559665.8,-45787842.8,连续三个交易日内，涨幅偏离值累计达到20%的证券,-7.34966592,-16.70378619,-19.59910913,-20.71269488,-11.80400891,-19.59910913,-26.94877506
603,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-14,000593,德龙汇能,9.981,27234639.0,31248184.0,-4013545.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,4.99712809,-5.51407237,-12.69385411,-17.11659966,-3.33141872,-22.11372774,-15.68064331
604,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-14,002413,雷科防务,-9.989,24932563.31,93202133.65,-68269570.34,日跌幅偏离值达到7%的前5只证券,-9.99386879,-16.98344574,-16.06376456,-20.11036174,-15.08277131,-13.18209687,0.0
605,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-14,002519,银河电子,9.9808,51684130.92,1497101.0,50187029.92,日换手率达到20%的前5只证券,-10.03490401,-19.02268761,-27.13787086,-31.76265271,-29.40663176,-12.65270506,-21.29144852
606,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-14,003007,直真科技,9.9926,43217159.8,23825132.9,19392026.9,连续三个交易日内，涨幅偏离值累计达到20%的证券,-10.00501924,-19.0061904,-27.10389828,-28.94428643,-25.89928058,-25.34716413,-27.00351347
607,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-14,300078,思创智联,7.5704,5614694.71,59316964.14,-53702269.43,连续三个交易日内，涨幅偏离值累计达到30%的证券,-9.00163666,-14.89361702,-15.22094926,-16.20294599,-21.11292962,-20.62193126,-27.33224223
608,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-14,300427,红相股份,20.0305,19185579.0,24353037.84,-5167458.84,日换手率达到30%的前5只证券,-10.97715736,-0.88832487,14.14974619,5.77411168,-3.48984772,-12.18274112,-6.15482234
609,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-14,300427,红相股份,20.0305,19185579.0,24353037.84,-5167458.84,日涨幅达到15%的前5只证券,-10.97715736,-0.88832487,14.14974619,5.77411168,-3.48984772,-12.18274112,-6.15482234
610,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-14,600477,杭萧钢构,2.0642,,63915187.45,-63915187.45,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,-9.88764045,-18.87640449,-24.49438202,-22.92134831,-19.1011236,-8.98876404,-20.0
611,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-14,600477,杭萧钢构,2.0642,,63915187.45,-63915187.45,有价格涨跌幅限制的日换手率达到20%的前五只证券,-9.88764045,-18.87640449,-24.49438202,-22.92134831,-19.1011236,-8.98876404,-20.0
612,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-14,600498,烽火通信,7.9874,512285948.73,327014130.64,185271818.09,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,-10.00835771,-18.47053907,-17.8646051,-23.54784789,-15.6080234,-13.03802758,18.616799
613,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-14,600498,烽火通信,7.9874,,324411420.64,-324411420.64,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,-10.00835771,-18.47053907,-17.8646051,-23.54784789,-15.6080234,-13.03802758,18.616799
614,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-14,603122,合富中国,-10.0088,,19056515.0,-19056515.0,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,-10.0,-10.82926829,-10.7804878,-13.31707317,-9.36585366,-17.70731707,-18.82926829
615,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-14,688292,浩瀚深度,20.0129,,93018055.62,-93018055.62,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,-4.00107411,-0.91299678,-4.83351235,-14.71535983,-12.6745435,-16.67561762,-28.89366273
616,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-14,688292,浩瀚深度,20.0129,,34994285.53,-34994285.53,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,-4.00107411,-0.91299678,-4.83351235,-14.71535983,-12.6745435,-16.67561762,-28.89366273
617,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-14,920207,众诚科技,-6.7737,233459.47,36756980.57,-36523521.1,当日换手率达到20%的前5只股票,-17.29113924,-19.24050633,-20.55696203,-23.41772152,-22.75949367,-28.25316456,-13.34177215
618,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-13,002465,海格通信,10.0,276245549.0,6491376.0,269754173.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,10.0,-0.99173554,-10.90909091,-25.20661157,-26.36363636,-27.14876033,-29.29752066
619,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-13,002465,海格通信,10.0,269015740.0,4781728.0,264234012.0,日涨幅偏离值达到7%的前5只证券,10.0,-0.99173554,-10.90909091,-25.20661157,-26.36363636,-27.14876033,-29.29752066
620,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-13,002471,中超控股,-9.0708,977823.0,145102729.57,-144124906.57,日振幅值达到15%的前5只证券,-0.3649635,-10.3406326,-7.78588808,-11.19221411,3.28467153,20.0729927,0.0
621,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-13,002639,雪人集团,1.0359,13296469.0,84771013.2,-71474544.2,日换手率达到20%的前5只证券,-1.42804833,-11.27792018,-20.13914317,-23.5444892,-20.90809227,-25.66825339,-21.67704138
622,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-13,002792,通宇通讯,4.6515,55486041.44,247543445.36,-192057403.92,连续三个交易日内，涨幅偏离值累计达到20%的证券,-10.00428755,-19.00814635,-26.09689867,-34.05745319,-24.68200657,-31.48492211,-38.07346005
623,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-13,002865,钧达股份,9.9986,84836867.27,2348080.0,82488787.27,日涨幅偏离值达到7%的前5只证券,2.82182545,3.15894619,11.99900112,5.19415657,30.00374579,22.74940692,4.3575977
624,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-13,301159,三维天地,7.5397,40775219.0,47078908.36,-6303689.36,连续三个交易日内，涨幅偏离值累计达到30%的证券,20.00388425,3.53466693,-3.63177316,-8.07923869,-9.28335599,-4.81646922,-15.14857254
625,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-13,301171,易点天下,10.7228,169027725.9,79949871.02,89077854.88,日换手率达到30%的前5只证券,16.15483502,-7.07041851,-14.88358806,-5.72775318,2.27110413,-16.769033,-26.01056992
626,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-13,600271,航天信息,-10.0293,,16422109.5,-16422109.5,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,-4.39381611,-4.8820179,-10.49633849,-13.58828316,-15.62245728,-17.65663141,-22.86411717
627,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-13,600477,杭萧钢构,10.101,66259792.0,,66259792.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,2.06422018,-8.02752294,-17.20183486,-23.16513761,-14.22018349,-3.66972477,-19.49541284
628,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-13,600477,杭萧钢构,10.101,66259792.0,,66259792.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2.06422018,-8.02752294,-17.20183486,-23.16513761,-14.22018349,-3.66972477,-19.49541284
629,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-13,600877,电科芯片,10.0049,61785511.0,,61785511.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,1.5971606,-8.56255546,-6.65483585,-15.52795031,9.9378882,-13.04347826,-21.02928128
630,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-13,603716,塞力医疗,-0.9625,,30541032.0,-30541032.0,有价格涨跌幅限制的日换手率达到20%的前五只证券,-3.08920514,-7.15029504,-12.98160361,-15.06421381,-15.16834432,-22.87400208,-29.53835474
631,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-01-13,688118,普元信息,2.6148,27948867.48,,27948867.48,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,4.98301246,-4.13363533,-9.11664779,-5.43601359,-2.01019253,-12.65571914,-7.27633069
