code,name,board,streak,circ_mkt_est,turn,ret_20d_pre,amount
sz.000797,中国武夷,主板,1,5524740175.828831,16.0497,0.14953271028037385,886704224.0
sh.603155,新亚强,主板,1,5592924052.669039,1.405,0.12978056426332296,78580582.94
sh.603778,国晟科技,主板,2,5602569516.75822,12.561,0.9389978213507626,703738757.0
sz.002596,海南瑞泽,主板,1,5682118741.406855,13.8337,0.36895674300254444,786047260.33
sh.603052,可川科技,主板,1,5775611773.451657,2.1523,0.08904109589041109,124308492.2
sz.002970,锐明技术,主板,1,5797877927.406975,10.6181,0.08116007194244612,615624476.21
sz.002512,ST达华,主板,1,5811244873.894503,12.0534,0.016666666666666607,700452589.63
sh.603186,华正新材,主板,1,5945860897.286369,9.0027,-0.1612021857923498,535288019.0
sz.000892,欢瑞世纪,主板,3,6100304529.728861,11.1861,0.34855403348554015,682386165.0
sh.603232,格尔软件,主板,1,6114000766.034716,6.4984,0.21656911301215653,397312225.78
sz.300343,联创股份,ST,1,6222022081.612655,2.8574,0.16999999999999993,177788058.96
sz.000678,襄阳轴承,主板,1,6244210578.260046,15.851,0.03199404761904767,989769818.76
sz.002264,新 华 都,主板,3,6423230180.3334465,0.5878,0.38951841359773387,37755747.0
sz.002868,绿康生化,ST,1,6436566576.576577,0.222,0.47424135497529996,14289177.8
sh.603823,百合花,主板,1,6556041217.260837,3.0659,0.08180628272251322,201001667.68
sz.002752,昇兴股份,主板,1,6586456660.410953,4.1562,0.17006802721088432,273746311.72
sz.002474,榕基软件,主板,1,6897546811.351067,47.8052,0.6016355140186915,3297386048.26
sz.300192,科德教育,创业板,1,7487251846.06398,13.1821,0.31810676940010985,986977025.6
sh.600828,茂业商业,主板,1,7779100047.855928,1.5881,0.1351351351351351,123539887.86
sz.003041,真爱美家,主板,1,7797843627.171777,13.5891,0.967773758632029,1059656768.34
sh.688227,品高股份,科创板,3,7978174997.987326,8.6949,0.8681842244573847,693694337.9
sz.002975,博杰股份,主板,1,7984161664.918894,6.103,0.2647831800262812,487273386.41
sz.000756,新华制药,主板,1,8139091862.230873,6.7301,0.08883248730964466,547769021.42
sh.688622,*ST禾信,科创板,1,8513197116.697158,5.6848,-0.012155909340443971,483958229.69
sz.002413,雷科防务,主板,2,9063874964.786186,12.4525,0.2298245614035086,1128679029.99
sz.000566,海南海药,主板,1,9195006208.90066,18.2728,0.45580589254766046,1680185094.54
sh.603906,龙蟠科技,主板,1,10205013500.770695,1.1029,0.13871374527112224,112551093.9
sz.001267,汇绿生态,主板,1,10645940162.520601,5.2178,-0.17367458866544794,555483865.8
sh.600033,福建高速,主板,1,10706137549.229,4.2607,0.06434316353887404,456156402.56
sh.600301,华锡有色,主板,1,10813073790.084455,10.6681,0.46505763688760804,1153549525.0
sz.000070,特发信息,主板,3,11054096164.62662,7.7776,0.2512363996043523,859743383.3
sh.600734,*ST实达,主板,4,11854701381.25068,12.8666,0.5484764542936289,1525297007.92
sz.000973,佛塑科技,主板,1,12117524877.698772,9.2681,0.7349081364829397,1123064323.19
sh.600556,天下秀,主板,1,12561457236.067213,17.5916,0.1571194762684125,2209761311.14
sh.600110,诺德股份,主板,1,13110631961.289177,11.263,0.15718562874251507,1476650477.8
sh.600343,航天动力,主板,2,13767115861.279303,13.4933,0.39436619718309873,1857638244.51
sz.000620,盈新发展,主板,1,14967999808.230682,5.0008,0.018808777429467183,748519734.41
sh.688048,长光华芯,科创板,1,15009890463.093107,13.5178,0.21005556308442874,2029006973.02
sh.605255,天普股份,主板,1,16911062227.076744,3.479,0.5040075436115039,588335854.88
sh.600635,大众公用,主板,1,17910012960.090275,7.0008,0.12812960235640647,1253844187.31
sz.002759,ST天际,主板,1,20611043469.527718,20.2676,0.7681632653061226,4177363846.23
sh.688205,德科立,科创板,1,21514220401.356827,13.3547,0.24943032427695022,2873159591.94
sz.002222,福晶科技,主板,1,22342252065.613277,3.6517,0.018779342723004744,815872018.68
sh.600105,永鼎股份,主板,1,22468672858.404293,13.0237,-0.02238805970149238,2926252547.06
sh.600516,方大炭素,主板,1,25552197050.25036,5.592,0.14612676056338025,1428878859.05
sh.603256,宏和科技,主板,1,27328125627.24014,2.232,-0.17047817047817038,609963764.0
sh.601869,长飞光纤,主板,1,31952185849.989254,2.3265,-0.11252328256820421,743367603.8
sz.300620,光库科技,创业板,1,34257182618.576557,19.1058,0.2663680220537561,6545108796.74
sz.002080,中材科技,主板,1,53715684306.723694,2.0807,-0.05500868558193395,1117662243.37
sz.002558,巨人网络,主板,1,76444732929.34654,3.7691,0.08437917222963942,2881278428.84
sz.002463,沪电股份,主板,1,126420518960.76614,3.237,-0.16312499999999996,4092232198.76
