code,name,board,streak,circ_mkt_est,turn,ret_20d_pre,amount
sh.600355,,ST,1,985505000.2238238,6.7017,-0.3097643097643099,66045588.6
sh.600608,,ST,1,1124525996.7358358,0.4289,-0.1563981042654028,4823092.0
sh.600696,,ST,1,1125976858.9644394,3.2311,-0.34905660377358483,36381438.29
sz.002789,*ST建艺,ST,1,1322949373.7908564,0.9821,-0.19925857275254855,12992685.8
sz.001336,楚环科技,主板,2,1324954509.0206985,22.5814,0.1947998349153941,299193277.5
sz.002569,*ST步森,ST,1,1422552756.5945742,1.5998,-0.027410207939508546,22757999.0
sz.002306,ST云网,ST,1,1497635891.670925,0.5871,-0.07999999999999996,8792620.32
sz.000638,,ST,3,1551228831.5795212,5.5023,-0.16472545757071555,85353264.0
sh.600599,,ST,1,1581767449.3106244,0.2466,-0.05079681274900394,3900638.53
sz.300152,*ST动力,ST,1,1638803013.2834089,5.6085,-0.048979591836734726,91912267.0
sh.603344,星德胜,主板,1,1717837024.0989764,6.0459,0.2950622240064231,103858708.64
sz.002529,海源复材,ST,1,1817256682.079621,0.8867,-0.024861878453038777,16113615.0
sz.002199,东晶电子,ST,1,1984257479.4605486,1.2902,-0.08129175946547884,25600890.0
sz.002800,天顺股份,主板,1,2092757835.75956,7.1785,0.0708333333333333,150228621.24
sz.002910,庄园牧场,主板,4,2511964699.394808,20.0928,0.42911512844909616,504724043.12
sh.600107,*ST尔雅,ST,3,2548363550.482188,2.5405,-0.028727770177838563,64741176.0
sh.603458,勘设股份,主板,1,2576530559.731013,6.0672,0.0820895522388061,156323262.12
sz.002168,ST惠程,ST,1,2852562822.169996,1.0212,-0.04404145077720201,29130371.54
sz.000752,*ST西发,ST,1,2860807514.437776,0.8831,-0.07432432432432423,25263791.16
sz.002693,双成药业,ST,2,2964605614.3580303,2.8249,-0.021563342318059342,83747144.0
sh.603959,ST百利,主板,1,2982919095.0972977,4.3629,0.006420545746388395,130141777.2
sz.002666,德联集团,主板,2,3018983727.992958,2.272,0.1964285714285714,68591310.3
sh.600238,ST椰岛,ST,1,3032900641.6075444,2.2693,0.039215686274509665,68825614.26
sh.600165,宁科生物,ST,8,3060140750.871458,5.9957,0.06887755102040827,183476859.0
sh.603843,*ST正平,ST,1,3075692572.6347528,13.265,-0.4584295612009237,407990619.76
sz.000955,欣龙控股,主板,1,3498282694.7652264,6.8236,-0.051136363636363646,238708817.96
sh.605199,ST葫芦娃,ST,1,3693462052.5657067,2.9563,0.010845986984815648,109189818.66
sz.002769,普路通,主板,1,4214085035.2046094,8.9903,0.22026887280248197,378858886.92
sz.000407,胜利股份,主板,1,4242593835.5371723,13.9983,0.053830227743271175,593891012.88
sh.603928,兴业股份,主板,1,4282922386.6334624,6.9068,0.0006002400960385401,295812883.4
sz.002713,东易日盛,ST,2,4399450887.135518,10.8236,-0.3096286972938955,476178966.22
sz.002810,山东赫达,主板,1,4657098367.649481,6.6781,0.13860610806577922,311005686.09
sh.603696,安记食品,主板,1,4745952768.294329,20.7496,0.925476603119584,984766215.61
sh.605377,华旺科技,主板,1,4775371987.102392,4.8226,0.012775842044134844,230297089.45
sz.001331,胜通能源,主板,7,4825777501.462844,0.3418,1.160030052592036,16494507.5
sz.000571,新大洲A,主板,1,4865633883.814328,10.9807,0.1346863468634687,534280659.88
sz.001217,华尔泰,主板,1,4866169570.70707,1.0296,0.08737151248164476,50102081.9
sh.603828,*ST利达,ST,1,5009281079.159178,1.2797,0.2342606149341142,64103769.97
sz.000505,京粮控股,主板,1,5059577182.988977,13.3631,-0.08193041526374867,676116358.54
sz.000523,红棉股份,主板,2,5339162293.636262,10.7044,0.27329192546583836,571525288.56
sz.300086,康芝药业,创业板,1,5465294735.51281,24.746,0.2184331797235024,1352441835.25
sh.605167,利柏特,主板,1,5619311368.852142,2.5883,0.2512363996043523,145444636.16
sz.002951,金时科技,主板,1,5748332675.621429,1.2954,0.06458635703918736,74463901.48
sh.603535,嘉诚国际,主板,1,5781393295.910021,4.89,0.09857819905213261,282710132.17
sh.603618,杭电股份,主板,1,5807238160.373343,7.0498,0.09541984732824416,409398675.83
sz.002228,合兴包装,主板,1,5918211277.17871,13.0295,0.11060948081264121,771113338.36
sz.000551,创元科技,主板,1,5930448165.83977,14.1896,0.1743205248359887,841506872.94
sz.300189,神农种业,创业板,1,5975086274.589489,45.5225,0.2619469026548671,2720008649.35
sz.002523,天桥起重,主板,1,6037235694.044251,3.7829,0.08749999999999991,228382589.07
sz.002175,*ST东智,主板,1,6039216504.206169,1.4978,-0.09213051823416496,90455384.8
sh.603380,易德龙,主板,1,6165713840.399002,1.7644,0.11608670849971481,108787855.0
sh.603163,圣晖集成,主板,1,6312455774.7727785,2.7066,0.36267679966223354,170852928.0
sz.002788,鹭燕医药,主板,4,6325959537.931471,26.9051,0.8047210300429184,1702005739.64
sz.002969,嘉美包装,主板,4,6341631391.200952,0.1682,0.8301369863013699,10666624.0
sz.000886,海南高速,主板,1,7019750903.372997,9.5553,-0.009433962264150941,670758258.07
sz.002361,神剑股份,主板,3,7057220513.499625,31.5268,0.39813374805598767,2224915796.85
sz.002678,珠江钢琴,主板,1,7067246841.685952,2.6359,0.06732673267326739,186285559.5
sz.002169,智光电气,主板,1,7235785130.234533,4.4727,0.24447334200260085,323634961.52
