code,name,board,streak,circ_mkt_est,turn,ret_20d_pre,amount
sz.002289,宇顺电子,ST,1,7431965836.3367815,1.6925,-0.24331926863572428,125786021.78
sz.000753,漳州发展,主板,1,8176094400.3259945,8.3437,0.07964601769911495,682188788.48
sh.603069,海汽集团,主板,2,8279585511.402829,4.7839,0.0679414157851912,396087091.28
sz.000566,海南海药,主板,2,9054054129.451513,14.6804,0.041884816753926746,1329171362.42
sz.000796,凯撒旅业,主板,1,9305876335.608221,12.0885,0.05680119581464882,1124940860.83
sh.603268,松发股份,ST,1,9552149196.328146,2.7561,0.13800738007380065,263266784.0
sh.603977,国泰集团,主板,2,9709874200.08268,0.9676,0.25039999999999996,93952742.76
sz.002284,亚太股份,主板,1,10783343225.554653,3.3309,0.2711148648648649,359182379.5
sz.301611,珂玛科技,创业板,1,10951655468.012655,14.9184,0.5117938553022794,1633811769.34
sz.002792,通宇通讯,主板,1,11337367114.08246,44.3495,0.9455145844799118,5028065628.26
sz.000070,特发信息,主板,1,11386496741.194572,10.6582,0.12521739130434772,1213595595.67
sz.000735,罗 牛 山,主板,1,11800870096.840725,18.6182,0.268765133171913,2197109596.37
sh.600759,ST洲际,主板,1,11854419243.919397,14.2379,0.12260536398467448,1687820357.53
sz.002163,海南发展,主板,2,12827820440.852577,5.63,0.18796433878157504,722206290.82
sz.000567,海德股份,主板,1,13076729551.307484,2.7725,-0.05124653739612195,362552326.81
sh.600376,首开股份,主板,1,13607524959.706959,5.46,0.020370370370370372,742970862.8
sh.601068,中铝国际,主板,1,13653660448.82676,2.003,0.053333333333333455,273482818.79
sz.000572,海马汽车,主板,1,14995839942.797289,17.1845,0.099882491186839,2576960114.97
sh.603300,海南华铁,主板,1,15228499636.694721,15.8159,0.05850340136054433,2408524274.04
sh.603868,飞科电器,主板,1,15335973499.454063,1.2822,0.03254102999434072,196637852.21
sh.600693,东百集团,主板,1,15546859157.01333,21.7714,1.2362768496420045,3384768894.51
sh.688668,鼎通科技,科创板,1,15570455368.201017,11.4815,0.28174175468851037,1787721833.1
sz.002151,北斗星通,主板,1,15842814075.020441,6.8488,0.19599474720945498,1085042650.37
sh.600179,安通控股,主板,1,17118453060.447926,1.8396,0.12594458438287148,314911062.5
sh.603929,亚翔集成,主板,1,20344883557.31955,2.7085,0.807600514044428,551041171.15
sh.601969,海南矿业,主板,1,22127739669.986923,2.9817,0.019555555555555548,659782813.74
sz.003021,兆威机电,主板,1,22475304566.4069,5.4279,0.06341232227488147,1219937056.56
sz.002046,国机精工,主板,2,22901700520.175373,6.7285,0.38205453392517463,1540940919.5
sh.605358,立昂微,主板,1,24070637254.65561,7.1634,0.2895291637385806,1724276029.1
sh.601118,海南橡胶,主板,1,25618190779.126297,3.0239,0.06854130052724061,774668470.97
sz.002518,科士达,主板,1,27382518691.88792,3.8116,0.16057714684663726,1043712082.46
sz.002320,海峡股份,主板,1,27732845597.314556,3.0386,0.02269043760129663,842690246.32
sh.601106,中国一重,主板,2,28415522420.307564,5.8914,0.38486842105263164,1674072087.87
sz.000981,山子高科,主板,2,34175680652.786934,7.1279,0.1370716510903427,2436008341.25
sh.601212,白银有色,主板,1,41346035594.15259,4.0907,0.2364425162689805,1691342278.05
sh.600515,海南机场,主板,1,46948758262.38413,3.3874,0.09603340292275564,1590342237.38
sz.002414,高德红外,主板,1,48704633137.74042,3.4732,0.15667466027178256,1691609318.14
sh.601869,长飞光纤,主板,1,50084270923.89261,2.6594,0.7252851711026616,1331941100.95
sh.601231,环旭电子,主板,1,61022203424.277374,2.7746,0.40591658583899104,1693122056.21
sh.600221,海航控股,主板,1,61601299585.430435,7.6296,0.13772455089820368,4699932753.17
sh.600487,亨通光电,主板,1,63205489170.47336,7.5525,0.3700209643605872,4773594569.6
sh.600580,卧龙电驱,主板,1,66978729461.27754,10.5843,0.0750920245398774,7089229662.37
sh.601888,中国中免,主板,1,172353768860.36124,4.5453,0.15993887686234554,7833995856.01
