code,date,open,high,low,close,preclose,volume,amount,turn,isST,limit_pct,limit_price,is_zhangting,pct_chg
sh.600822,2025-04-28,11.03,11.59,10.62,11.59,10.54,61403972.0,683741849.02,15.5003,0,0.1,11.59,True,9.962049335863377
sh.600825,2025-03-10,6.98,7.79,6.83,7.79,7.08,79374982.0,584197877.37,7.5965,0,0.1,7.79,True,10.028248587570632
sh.600826,2025-04-14,7.84,8.25,7.79,8.25,7.5,17534529.0,143067783.96,2.3839,0,0.1,8.25,True,10.000000000000009
sh.600828,2025-04-08,2.93,3.12,2.87,3.12,2.84,20226635.0,61059318.16,1.1683,0,0.1,3.12,True,9.859154929577475
sh.600828,2025-04-14,3.37,3.72,3.37,3.72,3.38,34270908.0,123221842.92,1.9794,0,0.1,3.72,True,10.059171597633142
sh.600828,2025-04-24,3.66,3.95,3.64,3.95,3.59,18036465.0,70495172.75,1.0418,0,0.1,3.95,True,10.027855153203348
sh.600828,2025-04-25,4.35,4.35,4.35,4.35,3.95,7880805.0,34281501.75,0.4552,0,0.1,4.35,True,10.126582278481
sh.600828,2025-04-29,4.78,5.27,4.31,5.27,4.79,130958003.0,602395279.99,7.5639,0,0.1,5.27,True,10.020876826722326
sh.600829,2025-03-10,7.65,8.42,7.65,8.42,7.65,27560836.0,223706778.78,4.7528,0,0.1,8.42,True,10.065359477124169
sh.600831,2025-03-12,2.87,2.98,2.87,2.98,2.84,11646729.0,34546921.42,1.6382,1,0.05,2.98,True,4.929577464788748
sh.600831,2025-04-25,2.61,2.68,2.61,2.68,2.55,12922900.0,34519861.0,1.8177,1,0.05,2.68,True,5.098039215686279
sh.600835,2025-03-04,21.58,24.13,21.58,24.13,21.94,25958648.0,606026339.06,3.2187,0,0.1,24.13,True,9.981768459434814
sh.600841,2025-03-04,5.76,6.34,5.63,6.34,5.76,57020461.0,341099362.09,6.1969,0,0.1,6.34,True,10.069444444444443
sh.600841,2025-03-06,6.33,7.13,6.33,7.13,6.48,93841624.0,638886586.05,10.1986,0,0.1,7.13,True,10.030864197530853
sh.600841,2025-04-14,5.06,5.48,5.06,5.48,4.98,12733100.0,68023772.0,1.2208,0,0.1,5.48,True,10.040160642570273
sh.600844,2025-03-14,2.65,2.89,2.63,2.89,2.63,74105300.0,211167016.0,9.0072,0,0.1,2.89,True,9.88593155893538
sh.600844,2025-03-27,2.67,2.96,2.66,2.96,2.69,28532000.0,83163407.0,3.468,0,0.1,2.96,True,10.03717472118959
sh.600844,2025-04-01,2.71,2.96,2.7,2.96,2.69,27350814.0,80145997.44,3.3244,0,0.1,2.96,True,10.03717472118959
sh.600844,2025-04-14,2.85,3.15,2.85,3.15,2.86,69397979.0,211971487.89,8.4351,0,0.1,3.15,True,10.139860139860147
sh.600847,2025-03-04,9.29,10.32,9.29,10.32,9.38,7151825.0,71146147.0,4.6656,0,0.1,10.32,True,10.021321961620465
sh.600851,2025-04-01,6.23,6.85,6.22,6.85,6.23,19161338.0,129317854.3,2.5957,0,0.1,6.85,True,9.95184590690208
sh.600857,2025-03-31,8.3,8.93,8.12,8.93,8.12,12244089.0,105264482.97,5.4583,0,0.1,8.93,True,9.975369458128093
sh.600857,2025-04-17,9.31,10.23,9.31,10.23,9.3,15728987.0,156774654.7,7.0119,0,0.1,10.23,True,9.999999999999986
sh.600859,2025-04-09,13.15,14.73,12.92,14.73,13.39,56489828.0,787335907.72,4.9773,0,0.1,14.73,True,10.007468259895447
sh.600859,2025-04-10,15.9,16.2,15.5,16.2,14.73,78066867.0,1247620250.53,6.8785,0,0.1,16.2,True,9.979633401221989
sh.600860,2025-03-07,13.49,14.76,13.27,14.76,13.42,34947697.0,491890566.58,8.0297,0,0.1,14.76,True,9.985096870342769
sh.600860,2025-03-10,16.22,16.24,15.99,16.24,14.76,26878534.0,435955435.16,6.1757,0,0.1,16.24,True,10.027100271002709
sh.600860,2025-04-21,12.39,12.39,12.39,12.39,11.26,4883800.0,60510282.0,1.1221,0,0.1,12.39,True,10.035523978685612
sh.600860,2025-04-23,12.27,13.75,12.27,13.75,12.5,44606085.0,588807750.96,10.2488,0,0.1,13.75,True,10.000000000000009
sh.600865,2025-04-18,9.21,10.26,9.21,10.26,9.33,17802697.0,174166374.63,4.7317,0,0.1,10.26,True,9.967845659163977
sh.600865,2025-04-21,11.18,11.29,10.94,11.29,10.26,12642201.0,141886524.29,3.3601,0,0.1,11.29,True,10.038986354775826
sh.600865,2025-04-22,12.42,12.42,12.08,12.42,11.29,20557994.0,255100391.48,5.4641,0,0.1,12.42,True,10.008857395925608
sh.600866,2025-04-22,7.89,7.89,7.67,7.89,7.17,118146448.0,923353670.12,10.6498,0,0.1,7.89,True,10.041841004184104
sh.600876,2025-03-20,9.9,10.36,9.44,10.36,9.42,5834135.0,59489697.6,1.4745,0,0.1,10.36,True,9.97876857749469
sh.600876,2025-04-22,8.93,9.86,8.92,9.86,8.96,10745536.0,103668072.18,2.7157,0,0.1,9.86,True,10.044642857142838
sh.600882,2025-03-24,19.37,21.03,19.14,21.03,19.12,25483716.0,532734394.47,4.9768,0,0.1,21.03,True,9.98953974895398
sh.600882,2025-03-27,21.61,23.82,21.4,23.82,21.65,28263653.0,641069482.61,5.5197,0,0.1,23.82,True,10.023094688221711
sh.600882,2025-04-08,24.0,25.94,23.47,25.94,23.58,31600838.0,786818835.7,6.1714,0,0.1,25.94,True,10.008481764206966
sh.600889,2025-04-30,16.54,18.26,16.54,18.26,16.6,47028676.0,836850750.32,12.8372,0,0.1,18.26,True,10.000000000000009
sh.600892,2025-03-17,3.45,3.76,3.45,3.76,3.42,53014900.0,197745760.0,9.4785,0,0.1,3.76,True,9.941520467836252
sh.600892,2025-03-21,3.52,3.87,3.46,3.87,3.52,77684800.0,294400833.92,13.8892,0,0.1,3.87,True,9.943181818181813
sh.600895,2025-04-09,22.8,24.75,22.58,24.75,22.5,72839206.0,1758772280.32,4.7033,0,0.1,24.75,True,10.000000000000009
sh.600903,2025-04-10,6.77,7.58,6.77,7.58,6.89,40942829.0,293541442.73,3.5602,0,0.1,7.58,True,10.0145137880987
sh.600936,2025-03-11,3.48,3.77,3.48,3.77,3.43,30100400.0,111669281.0,1.8013,0,0.1,3.77,True,9.912536443148689
sh.600936,2025-03-12,4.15,4.15,4.02,4.15,3.77,61636136.0,255607515.4,3.6885,0,0.1,4.15,True,10.07957559681698
sh.600939,2025-04-17,2.51,2.77,2.49,2.77,2.52,20852836.0,55985989.72,1.0965,0,0.1,2.77,True,9.92063492063493
sh.600939,2025-04-22,2.73,3.01,2.73,3.01,2.74,55693451.0,161348363.22,2.9285,0,0.1,3.01,True,9.85401459854014
sh.600939,2025-04-30,2.71,2.97,2.7,2.97,2.7,30764271.0,89271167.95,1.6176,0,0.1,2.97,True,10.000000000000009
sh.600959,2025-03-12,3.42,3.73,3.42,3.73,3.39,87105823.0,317726122.09,1.7419,0,0.1,3.73,True,10.029498525073732
sh.600960,2025-03-10,3.61,3.96,3.61,3.96,3.6,49248950.0,191588640.0,5.1813,0,0.1,3.96,True,9.999999999999986
sh.600960,2025-03-20,4.15,4.44,4.09,4.44,4.04,25117332.0,109993684.08,2.6425,0,0.1,4.44,True,9.90099009900991
sh.600961,2025-03-07,8.3,9.02,8.3,9.02,8.2,75584047.0,674928683.5,10.0536,0,0.1,9.02,True,10.000000000000009
sh.600963,2025-04-21,4.31,4.76,4.26,4.76,4.33,52027274.0,238011055.33,2.9602,0,0.1,4.76,True,9.930715935334877
sh.600965,2025-03-26,5.08,5.53,5.07,5.53,5.03,24285286.0,130073326.94,2.9663,0,0.1,5.53,True,9.940357852882698
sh.600965,2025-04-07,5.7,5.94,5.68,5.94,5.4,78808215.0,466128562.76,9.626,0,0.1,5.94,True,10.000000000000009
sh.600965,2025-04-08,5.91,6.53,5.6,6.53,5.94,100239491.0,617945711.69,12.2437,0,0.1,6.53,True,9.932659932659927
sh.600967,2025-03-11,9.98,11.09,9.87,11.09,10.08,48769416.0,525055774.36,2.8706,0,0.1,11.09,True,10.01984126984128
sh.600967,2025-03-12,11.88,12.2,11.55,12.2,11.09,76204773.0,917538082.4,4.4855,0,0.1,12.2,True,10.009017132551845
sh.600967,2025-04-09,9.74,10.89,9.58,10.89,9.9,37483100.0,391791896.0,2.2063,0,0.1,10.89,True,10.000000000000009
sh.600969,2025-04-24,7.43,8.07,7.4,8.07,7.34,41822048.0,334013247.5,11.3017,0,0.1,8.07,True,9.945504087193457
sh.600975,2025-04-08,5.93,6.53,5.93,6.53,5.94,125209895.0,790700987.64,12.3122,0,0.1,6.53,True,9.932659932659927
sh.600979,2025-03-12,5.13,5.64,5.13,5.64,5.13,138759297.0,758328235.53,11.2606,0,0.1,5.64,True,9.941520467836252
sh.600979,2025-03-19,5.76,6.31,5.76,6.31,5.74,161865716.0,999659594.56,13.1357,0,0.1,6.31,True,9.93031358885017
sh.600981,2025-04-15,2.56,2.82,2.45,2.82,2.56,88305814.0,236102161.98,3.9379,0,0.1,2.82,True,10.15625
sh.600982,2025-03-13,4.37,4.84,4.35,4.84,4.4,88685508.0,421011168.53,7.9352,0,0.1,4.84,True,9.999999999999986
sh.600983,2025-04-25,10.11,10.11,10.11,10.11,9.19,2682300.0,27118053.0,0.35,0,0.1,10.11,True,10.010881392818272
sh.600986,2025-03-06,9.68,9.68,9.68,9.68,8.8,75962270.0,735314773.6,5.1071,0,0.1,9.68,True,9.999999999999986
sh.600986,2025-04-30,7.66,8.02,7.66,8.02,7.29,112528490.0,890940263.26,7.5656,0,0.1,8.02,True,10.013717421124824
sh.600988,2025-04-21,29.32,31.0,29.13,31.0,28.18,102402585.0,3083193012.89,6.1543,0,0.1,31.0,True,10.007097232079488
sh.600996,2025-03-12,10.49,10.79,10.21,10.79,9.81,38323270.0,409332991.59,3.0737,0,0.1,10.79,True,9.989806320081529
sh.601002,2025-04-11,4.05,4.47,4.0,4.47,4.06,18641199.0,81572504.5,1.9531,0,0.1,4.47,True,10.098522167487701
sh.601003,2025-04-29,3.27,3.27,3.24,3.27,2.97,40819938.0,133477382.26,1.5928,0,0.1,3.27,True,10.1010101010101
sh.601007,2025-04-16,6.94,7.69,6.91,7.69,6.99,41399903.0,310541680.17,10.6154,0,0.1,7.69,True,10.014306151645203
sh.601007,2025-04-17,7.95,8.46,7.86,8.46,7.69,69004147.0,568546293.4,17.6934,0,0.1,8.46,True,10.013003901170347
sh.601008,2025-04-03,3.83,4.25,3.83,4.25,3.86,85863823.0,357549240.65,6.9209,0,0.1,4.25,True,10.103626943005196
sh.601008,2025-04-07,4.44,4.68,4.31,4.68,4.25,173184782.0,792189548.11,13.9593,0,0.1,4.68,True,10.11764705882352
sh.601008,2025-04-08,4.95,5.15,4.88,5.15,4.68,54241132.0,273456069.62,4.372,0,0.1,5.15,True,10.042735042735051
sh.601008,2025-04-09,5.67,5.67,5.67,5.67,5.15,14781837.0,83813015.79,1.1915,0,0.1,5.67,True,10.097087378640769
sh.601008,2025-04-10,6.24,6.24,6.24,6.24,5.67,6298260.0,39301142.4,0.5077,0,0.1,6.24,True,10.052910052910068
sh.601008,2025-04-11,6.86,6.86,6.44,6.86,6.24,267471441.0,1801380466.78,21.5592,0,0.1,6.86,True,9.935897435897445
sh.601008,2025-04-16,5.5,6.52,5.43,6.52,5.93,305480195.0,1899731244.15,24.6228,0,0.1,6.52,True,9.94940978077572
sh.601008,2025-04-22,5.47,5.9,5.47,5.9,5.36,191771724.0,1102389953.19,15.4575,0,0.1,5.9,True,10.074626865671643
sh.601008,2025-04-23,6.0,6.49,6.0,6.49,5.9,289363687.0,1806209969.17,23.3238,0,0.1,6.49,True,9.999999999999986
sh.601010,2025-04-18,3.1,3.38,3.06,3.38,3.07,233496744.0,771808608.2,12.6351,0,0.1,3.38,True,10.097719869706845
sh.601015,2025-03-20,3.14,3.47,3.14,3.47,3.15,56929652.0,194348920.54,2.7873,0,0.1,3.47,True,10.158730158730167
sh.601020,2025-03-04,16.25,17.28,15.65,17.28,15.71,96878331.0,1605818476.04,11.8149,0,0.1,17.28,True,9.993634627625724
sh.601020,2025-03-05,17.3,19.01,17.3,19.01,17.28,99959409.0,1858700882.52,12.1907,0,0.1,19.01,True,10.011574074074069
sh.601020,2025-03-07,21.0,22.55,21.0,22.55,20.5,61193829.0,1349997015.56,7.463,0,0.1,22.55,True,10.000000000000009
sh.601020,2025-04-14,18.09,19.76,18.09,19.76,17.96,59141756.0,1131543154.52,7.2127,0,0.1,19.76,True,10.022271714922049
sh.601038,2025-04-08,13.49,13.66,13.25,13.66,12.42,12985238.0,176317631.0,1.7747,0,0.1,13.66,True,9.98389694041868
sh.601059,2025-03-14,16.95,18.46,16.8,18.46,16.78,130099235.0,2344712248.03,18.8113,0,0.1,18.46,True,10.011918951132293
sh.601068,2025-04-17,4.75,5.24,4.71,5.24,4.76,38301160.0,195231306.4,1.4964,0,0.1,5.24,True,10.084033613445387
sh.601068,2025-04-18,5.38,5.76,5.3,5.76,5.24,65299266.0,368396370.54,2.5512,0,0.1,5.76,True,9.923664122137389
sh.601069,2025-03-28,14.31,15.31,13.99,15.31,13.92,36646092.0,543484838.35,5.3577,0,0.1,15.31,True,9.985632183908045
sh.601069,2025-03-31,15.35,16.84,15.35,16.84,15.31,73881539.0,1202341582.44,10.8015,0,0.1,16.84,True,9.99346832135859
sh.601069,2025-04-03,16.12,17.05,15.9,17.05,15.5,91581392.0,1517360570.62,13.3892,0,0.1,17.05,True,10.000000000000009
sh.601069,2025-04-10,15.4,16.67,15.25,16.67,15.15,73746399.0,1194255591.44,10.7818,0,0.1,16.67,True,10.033003300330034
sh.601069,2025-04-21,17.99,19.17,17.79,19.17,17.43,61758343.0,1145454998.31,9.0291,0,0.1,19.17,True,9.982788296041312
sh.601083,2025-04-09,9.17,10.02,8.92,10.02,9.11,21179290.0,203912470.65,10.9104,0,0.1,10.02,True,9.989023051591662
sh.601083,2025-04-10,11.02,11.02,11.02,11.02,10.02,13724199.0,151240672.98,7.07,0,0.1,11.02,True,9.980039920159678
sh.601083,2025-04-15,11.2,11.52,11.2,11.52,10.47,28036725.0,320257742.34,14.443,0,0.1,11.52,True,10.028653295128919
sh.601086,2025-04-03,4.72,5.24,4.72,5.24,4.76,20135200.0,104855081.0,3.0233,0,0.1,5.24,True,10.084033613445387
sh.601086,2025-04-07,5.76,5.76,5.35,5.76,5.24,62846500.0,357586696.0,9.4364,0,0.1,5.76,True,9.923664122137389
sh.601086,2025-04-08,6.34,6.34,6.34,6.34,5.76,6574800.0,41684232.0,0.9872,0,0.1,6.34,True,10.069444444444443
sh.601086,2025-04-09,6.97,6.97,6.97,6.97,6.34,5231800.0,36465646.0,0.7856,0,0.1,6.97,True,9.936908517350162
sh.601086,2025-04-10,7.67,7.67,7.67,7.67,6.97,24682665.0,189316040.55,3.7061,0,0.1,7.67,True,10.04304160688665
sh.601086,2025-04-11,8.44,8.44,8.44,8.44,7.67,8156900.0,68844236.0,1.2248,0,0.1,8.44,True,10.039113428943924
sh.601086,2025-04-14,8.44,9.28,8.21,9.28,8.44,57387756.0,515968665.43,8.6168,0,0.1,9.28,True,9.952606635071092
sh.601086,2025-04-16,8.51,9.59,8.0,9.59,8.72,115176862.0,991814323.21,17.2938,0,0.1,9.59,True,9.977064220183474
sh.601086,2025-04-17,9.47,10.55,9.2,10.55,9.59,109937145.0,1113718821.46,16.5071,0,0.1,10.55,True,10.010427528675713
sh.601086,2025-04-18,10.5,11.61,9.94,11.61,10.55,101197445.0,1103867801.14,15.1948,0,0.1,11.61,True,10.047393364928903
sh.601086,2025-04-21,12.05,12.77,11.8,12.77,11.61,55181007.0,690712948.85,8.2854,0,0.1,12.77,True,9.991386735572782
sh.601086,2025-04-22,13.38,14.05,13.0,14.05,12.77,74884589.0,1018425523.57,11.2439,0,0.1,14.05,True,10.023492560689128
sh.601086,2025-04-24,11.39,13.92,11.39,13.92,12.65,122097620.0,1461621231.57,18.333,0,0.1,13.92,True,10.039525691699591
sh.601106,2025-03-25,2.8,3.1,2.77,3.1,2.82,109528300.0,329745692.14,1.5971,0,0.1,3.1,True,9.929078014184412
sh.601126,2025-03-12,16.62,18.27,16.53,18.27,16.61,62978597.0,1112327257.45,7.6911,0,0.1,18.27,True,9.993979530403374
sh.601136,2025-03-06,20.86,22.59,20.86,22.59,20.54,139466130.0,3095558624.24,28.9659,0,0.1,22.59,True,9.980525803310613
sh.601138,2025-04-10,17.9,17.96,17.5,17.96,16.33,253856136.0,4527281724.73,1.2784,0,0.1,17.96,True,9.981628903857942
sh.601155,2025-04-09,11.56,12.91,11.53,12.91,11.74,43089019.0,535677177.2,1.9103,0,0.1,12.91,True,9.965928449744466
sh.601177,2025-03-04,18.38,19.45,18.36,19.45,17.68,55815568.0,1076125491.56,13.9518,0,0.1,19.45,True,10.011312217194579
sh.601177,2025-03-06,20.12,22.91,20.02,22.91,20.83,93775177.0,2070995373.77,23.4403,0,0.1,22.91,True,9.98559769563132
sh.601177,2025-04-09,13.57,15.42,12.92,15.42,14.02,48242678.0,702877114.48,12.0589,0,0.1,15.42,True,9.985734664764623
sh.601177,2025-04-23,16.71,18.27,16.71,18.27,16.61,37409921.0,668117605.94,9.3511,0,0.1,18.27,True,9.993979530403374
sh.601188,2025-04-23,3.63,3.99,3.6,3.99,3.63,184798570.0,722252815.44,14.0437,0,0.1,3.99,True,9.917355371900838
sh.601218,2025-03-20,3.26,3.6,3.26,3.6,3.27,120194199.0,425314777.56,12.4035,0,0.1,3.6,True,10.091743119266061
sh.601218,2025-04-25,3.25,3.41,3.25,3.41,3.1,102513900.0,347602572.42,10.579,0,0.1,3.41,True,10.000000000000009
sh.601226,2025-03-21,7.01,7.6,7.0,7.6,6.91,30241365.0,224781898.0,2.602,0,0.1,7.6,True,9.985528219971052
sh.601279,2025-04-15,3.35,3.69,3.35,3.69,3.35,11660316.0,42225897.04,0.7353,0,0.1,3.69,True,10.149253731343277
sh.601311,2025-04-11,7.82,8.04,7.69,8.04,7.31,40379983.0,322625931.35,3.442,0,0.1,8.04,True,9.986320109439117
sh.601336,2025-03-14,48.74,53.71,48.71,53.71,48.83,66007849.0,3453488601.64,3.1652,0,0.1,53.71,True,9.99385623592055
sh.601339,2025-04-14,4.99,5.5,4.95,5.5,5.0,32725369.0,172904682.21,2.1823,0,0.1,5.5,True,10.000000000000009
sh.601388,2025-04-03,2.4,2.64,2.39,2.64,2.4,119620520.0,310024926.29,5.4343,0,0.1,2.64,True,10.000000000000009
sh.601388,2025-04-14,2.34,2.55,2.33,2.55,2.32,107677946.0,271469465.3,4.8917,0,0.1,2.55,True,9.913793103448265
sh.601399,2025-03-25,3.02,3.32,3.0,3.32,3.02,136127341.0,440340710.76,1.8871,0,0.1,3.32,True,9.93377483443707
sh.601515,2025-04-22,3.4,3.74,3.4,3.74,3.4,111155125.0,402817086.99,5.9301,0,0.1,3.74,True,10.000000000000009
sh.601519,2025-03-31,9.91,9.91,9.91,9.91,9.01,19624610.0,194479885.1,0.9793,0,0.1,9.91,True,9.98890122086571
sh.601566,2025-04-25,8.77,9.21,8.7,9.21,8.37,8567560.0,78581737.08,1.491,0,0.1,9.21,True,10.035842293906839
sh.601579,2025-04-02,11.64,12.18,11.64,12.18,11.07,42947764.0,516700275.62,8.9575,0,0.1,12.18,True,10.027100271002709
sh.601579,2025-04-10,12.22,13.65,12.15,13.65,12.41,42758981.0,549457544.79,8.9181,0,0.1,13.65,True,9.991941982272357
sh.601579,2025-04-25,13.22,14.6,13.22,14.6,13.27,31215179.0,442343887.72,6.5104,0,0.1,14.6,True,10.02260738507912
sh.601579,2025-04-29,13.8,15.42,13.8,15.42,14.02,33511658.0,498270805.59,6.9894,0,0.1,15.42,True,9.985734664764623
sh.601595,2025-03-06,24.28,26.7,24.27,26.7,24.27,16007744.0,415358725.38,3.5716,0,0.1,26.7,True,10.012360939431385
sh.601595,2025-03-28,27.8,30.24,27.53,30.24,27.49,17534960.0,517515914.49,3.9123,0,0.1,30.24,True,10.003637686431421
sh.601595,2025-04-30,29.8,32.76,29.74,32.76,29.78,13946236.0,441832072.51,3.1116,0,0.1,32.76,True,10.00671591672262
sh.601606,2025-04-09,10.98,12.2,10.85,12.2,11.09,23464606.0,278973371.96,3.2399,0,0.1,12.2,True,10.009017132551845
sh.601608,2025-03-21,4.85,5.26,4.85,5.26,4.78,171325141.0,885066770.62,3.7649,0,0.1,5.26,True,10.041841004184082
sh.601608,2025-03-24,5.79,5.79,5.39,5.79,5.26,595943355.0,3370797031.98,13.096,0,0.1,5.79,True,10.076045627376429
sh.601611,2025-03-03,8.23,8.81,8.19,8.81,8.01,83446254.0,717945891.63,2.7709,0,0.1,8.81,True,9.987515605493137
sh.601616,2025-03-12,4.68,5.13,4.66,5.13,4.66,94500584.0,465250588.36,11.0699,0,0.1,5.13,True,10.085836909871237
sh.601619,2025-03-19,3.49,3.85,3.47,3.85,3.5,147590286.0,556790274.53,6.0628,0,0.1,3.85,True,10.000000000000009
sh.601689,2025-03-14,57.6,63.78,57.31,63.78,57.98,58184306.0,3572770140.25,3.451,0,0.1,63.78,True,10.003449465332892
sh.601766,2025-04-08,6.69,7.02,6.69,7.02,6.38,316961707.0,2192347896.61,1.3029,0,0.1,7.02,True,10.03134796238243
sh.601789,2025-03-03,6.73,6.74,6.73,6.74,6.13,99603457.0,670899485.18,9.1648,0,0.1,6.74,True,9.951060358890707
sh.601789,2025-03-06,6.25,7.02,6.22,7.02,6.38,310045019.0,2100990550.06,28.5283,0,0.1,7.02,True,10.03134796238243
sh.601798,2025-03-17,7.0,7.52,7.0,7.52,6.84,10714100.0,79682002.0,3.0221,0,0.1,7.52,True,9.941520467836252
sh.601798,2025-03-21,7.72,8.28,7.68,8.28,7.53,38070775.0,305951438.1,10.7384,0,0.1,8.28,True,9.960159362549792
sh.601798,2025-04-17,6.51,6.51,6.51,6.51,5.92,3589704.0,23368973.04,1.0125,0,0.1,6.51,True,9.966216216216207
sh.601798,2025-04-18,7.16,7.16,7.16,7.16,6.51,8819904.0,63150512.64,2.4878,0,0.1,7.16,True,9.984639016897079
sh.601799,2025-03-20,125.08,136.43,124.68,136.43,124.03,6847016.0,916550903.04,2.3967,0,0.1,136.43,True,9.997581230347507
sh.601811,2025-03-28,14.72,15.86,14.65,15.86,14.42,15258113.0,233142943.46,1.9268,0,0.1,15.86,True,9.986130374479885
sh.601886,2025-03-20,6.05,6.26,6.01,6.26,5.69,38415055.0,237047911.44,3.3906,0,0.1,6.26,True,10.017574692442865
sh.601888,2025-04-09,60.8,66.87,59.6,66.87,60.79,68709317.0,4408998942.23,3.5191,0,0.1,66.87,True,10.001645007402548
sh.601890,2025-03-20,8.59,9.44,8.5,9.44,8.58,103763646.0,951565455.97,10.8155,0,0.1,9.44,True,10.023310023310007
sh.601890,2025-03-21,9.89,10.38,9.7,10.38,9.44,169102967.0,1731194224.42,17.6259,0,0.1,10.38,True,9.957627118644075
sh.601890,2025-03-24,11.1,11.42,10.54,11.42,10.38,261189453.0,2908288226.17,27.2242,0,0.1,11.42,True,10.019267822736012
sh.601929,2025-03-12,2.08,2.24,2.07,2.24,2.04,259061963.0,573477250.41,7.4234,0,0.1,2.24,True,9.80392156862746
sh.601933,2025-04-03,4.62,5.1,4.58,5.1,4.64,556107818.0,2779952494.51,6.1279,0,0.1,5.1,True,9.913793103448265
sh.601933,2025-04-08,5.29,5.7,5.1,5.7,5.18,526095441.0,2927295197.16,5.7972,0,0.1,5.7,True,10.038610038610042
sh.601952,2025-04-08,10.48,11.42,9.91,11.42,10.38,93120238.0,1014747742.23,6.7576,0,0.1,11.42,True,10.019267822736012
sh.601956,2025-03-07,5.69,5.69,5.69,5.69,5.17,12689980.0,72205986.2,2.0513,0,0.1,5.69,True,10.058027079303677
sh.601956,2025-04-23,5.15,5.62,5.13,5.62,5.11,35671429.0,195981361.68,5.7662,0,0.1,5.62,True,9.980430528375738
sh.601956,2025-04-24,6.18,6.18,6.18,6.18,5.62,9027960.0,55792792.8,1.4594,0,0.1,6.18,True,9.964412811387891
sh.601956,2025-04-25,6.8,6.8,6.8,6.8,6.18,6854792.0,46612585.6,1.1081,0,0.1,6.8,True,10.032362459546928
sh.601956,2025-04-28,7.48,7.48,7.48,7.48,6.8,6370650.0,47652462.0,1.0298,0,0.1,7.48,True,10.000000000000009
sh.603001,2025-03-14,5.03,5.52,5.0,5.52,5.02,16296960.0,85469149.0,4.0643,0,0.1,5.52,True,9.960159362549792
sh.603001,2025-03-17,6.07,6.07,6.07,6.07,5.52,3753400.0,22783138.0,0.9361,0,0.1,6.07,True,9.96376811594204
sh.603002,2025-04-17,5.12,5.7,5.12,5.7,5.18,42793059.0,237718429.3,3.8826,0,0.1,5.7,True,10.038610038610042
sh.603002,2025-04-18,5.5,6.27,5.45,6.27,5.7,84778492.0,497372789.0,7.4755,0,0.1,6.27,True,9.999999999999986
sh.603006,2025-03-26,11.25,12.41,11.21,12.41,11.28,5286000.0,64676604.0,2.079,0,0.1,12.41,True,10.017730496453915
sh.603006,2025-04-10,10.14,10.85,10.04,10.85,9.86,6153400.0,65101845.0,2.4202,0,0.1,10.85,True,10.040567951318469
sh.603007,2025-03-10,8.14,8.54,8.14,8.54,8.13,9569675.0,80632275.22,1.9146,1,0.05,8.54,True,5.043050430504281
sh.603007,2025-03-28,5.43,5.73,5.26,5.73,5.46,39845755.0,219843393.68,7.9718,1,0.05,5.73,True,4.94505494505495
sh.603007,2025-04-10,4.41,4.53,4.31,4.53,4.31,18584344.0,82875874.1,3.7181,1,0.05,4.53,True,5.104408352668233
sh.603007,2025-04-11,4.55,4.76,4.53,4.76,4.53,15129362.0,70426095.94,3.0269,1,0.05,4.76,True,5.077262693156714
sh.603007,2025-04-21,4.45,4.67,4.45,4.67,4.45,9837756.0,45211523.73,1.9682,1,0.05,4.67,True,4.9438202247190866
sh.603011,2025-03-03,7.7,8.39,7.68,8.39,7.63,49397000.0,404817020.0,9.991,0,0.1,8.39,True,9.960681520314552
sh.603011,2025-03-24,9.39,10.22,9.29,10.22,9.29,52032915.0,513622342.3,10.5241,0,0.1,10.22,True,10.01076426264802
sh.603011,2025-03-25,11.24,11.24,11.24,11.24,10.22,16593690.0,186513075.6,3.3562,0,0.1,11.24,True,9.980430528375738
sh.603011,2025-03-26,12.36,12.36,12.36,12.36,11.24,8311704.0,102732661.44,1.6811,0,0.1,12.36,True,9.964412811387891
sh.603011,2025-03-28,12.0,13.37,12.0,13.37,12.15,188180258.0,2451758793.63,38.0612,0,0.1,13.37,True,10.041152263374475
sh.603011,2025-04-01,12.66,14.04,12.31,14.04,12.76,136901736.0,1823640035.3,27.6897,0,0.1,14.04,True,10.03134796238243
sh.603011,2025-04-14,10.53,11.08,10.53,11.08,10.07,21840512.0,238414779.96,4.4175,0,0.1,11.08,True,10.029791459781535
sh.603012,2025-03-04,5.7,6.27,5.66,6.27,5.7,51029179.0,309872387.8,7.8931,0,0.1,6.27,True,9.999999999999986
sh.603012,2025-03-06,6.25,6.89,6.24,6.89,6.26,57356989.0,379388093.66,8.8719,0,0.1,6.89,True,10.063897763578279
sh.603015,2025-03-25,12.6,13.73,12.41,13.73,12.48,26790400.0,365551030.0,6.6277,0,0.1,13.73,True,10.016025641025639
sh.603021,2025-04-10,3.55,3.86,3.55,3.86,3.51,10004160.0,37746519.6,3.1268,0,0.1,3.86,True,9.971509971509974
sh.603021,2025-04-18,4.21,4.21,4.21,4.21,3.83,8089960.0,34058731.6,2.5285,0,0.1,4.21,True,9.921671018276768
sh.603023,2025-04-30,3.3,3.45,3.28,3.45,3.29,11464218.0,38975811.84,2.0541,1,0.05,3.45,True,4.863221884498481
