code,name,board,streak,circ_mkt_est,turn,ret_20d_pre,amount
sz.000820,神雾节能,ST,2,1080231281.9510925,6.1422,0.39393939393939403,66349965.8
sh.600421,,ST,2,1464342796.9843102,5.8892,0.027247956403269713,86238076.0
sz.000638,,ST,1,1754490287.2323353,5.6087,0.17008196721311486,98404096.74
sz.002789,*ST建艺,ST,1,1866848542.3322682,4.0064,0.18756169792694943,74793420.0
sh.600753,ST海钦,ST,1,1908055916.8246503,4.1671,0.15384615384615397,79510598.11
sz.000608,阳光股份,ST,1,1938011054.0860639,0.5066,0.35416666666666674,9817964.0
sz.001229,魅视科技,主板,1,2084868961.107178,8.7574,0.13537604456824504,182580314.4
sz.002620,*ST瑞和,ST,3,2175696911.724515,0.3659,0.11290322580645173,7960875.0
sz.003027,同兴科技,主板,1,2424317814.770202,13.3661,0.2468553459119498,324036743.44
sz.000663,永安林业,主板,1,2566933926.663649,12.1495,0.31195335276967917,311869637.42
sz.003007,直真科技,主板,1,2666281093.0397353,5.7857,0.08129602356406473,154263025.2
sz.002795,永和智控,主板,1,2851180169.2137756,8.2381,0.2978723404255319,234883073.52
sh.688229,博睿数据,科创板,1,2928023557.261221,9.8365,0.2178200692041523,288015037.21
sz.002205,国统股份,主板,1,3027653783.316656,8.7944,0.234513274336283,266263984.32
sz.301261,恒工精密,创业板,1,3074348943.897529,18.9243,0.1028943006502614,581799017.19
sz.300612,宣亚国际,创业板,1,3138076331.2526007,30.0375,0.3335777126099708,942599678.0
sh.600097,开创国际,主板,1,3196575187.949575,9.6063,0.18766756032171572,307072602.28
sz.300659,中孚信息,创业板,1,3221542292.9705596,18.7739,0.16091205211726378,604809128.54
sz.000695,滨海能源,主板,1,3353718329.9660907,19.6996,0.4588665447897624,660669096.13
sz.002388,新亚制程,ST,1,3364941601.65136,4.7476,0.25417439703154,159753967.48
sh.603909,建发合诚,主板,1,3453754083.0847254,6.704,0.20606601248884915,231539673.73
sz.300589,江龙船艇,创业板,1,3708387449.4431005,45.879,0.30479999999999996,1701371077.93
sh.603398,*ST沐邦,ST,1,3733890105.078809,0.4568,0.09961685823754785,17056410.0
sz.002679,福建金森,主板,1,3743578386.0832057,16.1359,0.4624027657735523,604060064.8
sz.000798,中水渔业,主板,2,3771829624.324583,3.1277,0.2823383084577116,117971515.16
sh.603829,洛凯股份,主板,1,3803961705.3398347,8.5115,0.14486711829077636,323774200.55
sh.600156,华升股份,主板,1,3949116729.095819,3.9992,0.2069377990430623,157933076.23
sz.000632,ST三木,主板,7,3963257028.6922016,45.1377,1.1929824561403506,1788923067.84
sh.605303,园林股份,主板,1,3987179516.1314607,6.6423,0.3169051404345522,264840425.0
sh.600568,ST中珠,ST,4,3992733201.4180884,2.4258,0.29032258064516125,96855722.0
sz.002682,龙洲股份,主板,2,4009482849.5879965,0.8131,0.5601750547045952,32601105.05
sz.002593,日上集团,主板,2,4040590713.81277,8.6087,0.4266144814090018,347842332.78
sz.002990,盛视科技,主板,1,4182726440.537727,11.2399,0.12792729814750103,470134269.19
sz.300427,红相股份,创业板,1,4200071732.5631194,19.1462,0.49827586206896557,804154134.06
sz.300560,中富通,创业板,2,4209380462.4934525,26.9193,0.7499999999999998,1133135754.84
sz.000546,金圆股份,主板,1,4218574897.836219,5.6429,0.2534930139720559,238049962.91
sz.002198,ST嘉应,主板,2,4273729867.476461,7.6892,0.32339089481946615,328615636.97
sz.002474,榕基软件,主板,1,4369741632.282013,15.8404,0.13031914893617036,692184553.52
sz.002927,泰永长征,主板,1,4385916764.309573,10.5384,0.31056701030927836,462205452.29
sz.001216,华瓷股份,主板,2,4482044383.944083,9.9577,0.20592020592020588,446308533.62
sh.605399,晨光新材,主板,1,4748899946.748024,7.211,0.1799561082662764,342443175.16
sh.601113,华鼎股份,主板,1,4854317593.469768,9.8802,0.09732360097323589,479616286.87
sh.600525,长园集团,ST,1,4893027259.407134,2.6549,0.11436950146627556,129904980.71
sz.002356,鹏飞绿能,主板,1,4926871695.50525,13.7605,0.13218390804597702,677962179.66
sh.600506,统一股份,主板,1,5000344451.216512,26.4157,0.6552884615384615,1320875989.2
sh.603353,和顺石油,主板,2,5253691460.39604,0.5252,0.7369014084507042,27592387.55
sz.000407,胜利股份,主板,5,5333585232.08932,0.9673,0.6068601583113455,51591769.95
sh.600327,大东方,主板,2,5416695448.529848,8.4175,0.31759656652360513,455950339.38
sh.603232,格尔软件,主板,1,5728115274.550398,19.4172,0.5517867958812839,1112239599.09
sh.603843,*ST正平,ST,4,5768516160.932324,4.1359,0.4891696750902528,238580059.9
sz.002919,名臣健康,主板,1,6010545890.3532915,3.0881,0.3117913832199546,185611667.64
sz.003041,真爱美家,主板,4,6160787877.903618,6.9224,0.7495153160139589,426474380.06
sh.600756,浪潮软件,主板,1,6306848921.887099,10.5898,0.2383647798742139,667882687.13
sz.002512,ST达华,主板,1,6316532009.340547,24.0457,0.6434540389972145,1518854337.37
sz.002805,丰元股份,主板,3,6530537825.226159,29.9015,0.6843220338983051,1952728767.81
sz.002868,绿康生化,ST,8,6556298443.843032,0.1478,0.5010578279266573,9690209.1
sh.600408,安泰集团,主板,5,6578194644.008767,41.06,1.1070336391437308,2701006720.83
sz.000595,新能股份,ST,1,6770277520.705895,1.8473,0.20159680638722555,125067336.64
sz.000797,中国武夷,主板,1,6953176848.413449,3.9047,0.5878136200716844,271500696.4
sz.002218,拓日新能,主板,1,6973413768.531181,23.0355,0.41736694677871133,1606360728.65
sz.000036,华联控股,主板,1,7249043226.453866,14.599,0.32330827067669166,1058287820.63
sh.601566,九牧王,主板,4,7902391940.56193,3.5129,0.5656108597285068,277603126.48
sh.600815,厦工股份,主板,1,8034226082.707663,9.2301,0.6013986013986015,741567101.66
sh.605178,时空科技,主板,1,8209944444.282873,17.1922,1.345799609265978,1411470068.75
sz.000566,海南海药,主板,1,8493193486.871969,22.0292,0.2778730703259005,1870982579.61
sz.002298,中电鑫龙,主板,1,8678091387.95943,23.072,0.147863247863248,2002209245.03
sz.000090,天健集团,主板,1,8873458719.122324,14.3105,0.326086956521739,1269836310.0
sz.000905,厦门港务,主板,1,9017253622.833534,9.924,0.27620967741935476,894872249.53
sh.600592,龙溪股份,主板,1,9329167108.017748,12.8016,-0.01447477253928875,1194282656.5
sh.600829,人民同泰,主板,6,9635341232.907742,13.2443,1.0243309002433088,1276133498.91
sz.002639,雪人集团,主板,1,9649260335.772913,35.5389,0.4496768236380424,3429240981.47
sh.603366,日出东方,主板,2,9903145330.595482,1.461,0.326797385620915,144684953.28
