序号,代码,名称,上榜日,解读,收盘价,涨跌幅,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜成交额,市场总成交额,净买额占总成交比,成交额占总成交比,换手率,流通市值,上榜原因,上榜后1日,上榜后2日,上榜后5日,上榜后10日
11,002427,尤夫股份,2025-05-20,2家机构卖出，成功率28.59%,8.49,-9.9682,-61501054.68,146901073.19,208402127.87,355303201.06,1573475747,-3.90861154341,22.580786627148,18.2771,8360585749.89,日跌幅偏离值达到7%的前5只证券,-3.41578327,-10.24734982,14.48763251,24.73498233
12,002431,ST棕榈,2025-05-20,普通席位买入，成功率63.41%,2.4,10.0917,37011276.05,68280891.04,31269614.99,99550506.03,231884034,15.961114446543,42.931160163446,1.2878,4350759036.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,10.0,20.83333333,20.83333333,25.0
13,002456,欧菲光,2025-05-20,买一主买，成功率43.93%,13.35,9.9671,310705895.43,579293976.85,268588081.42,847882058.27,4737789875,6.558034518785,17.896151594735,11.3481,43423934286.0,日涨幅偏离值达到7%的前5只证券,-3.74531835,-5.61797753,-8.16479401,-10.41198502
14,002471,中超控股,2025-05-20,2家机构卖出，成功率40.01%,4.12,-5.2874,-25003774.87,181386542.5,206390317.37,387776859.87,1947191667,-1.284094180031,19.914673344275,35.1279,5376586663.56,日换手率达到20%的前5只证券,-5.58252427,3.88349515,38.34951456,35.19417476
15,002560,通达股份,2025-05-20,西藏自治区资金卖出，成功率36.28%,8.39,-9.9785,35540231.52,134452844.52,98912613.0,233365457.52,1381170744,2.573196085596,16.896206246315,35.387,3800133056.78,日跌幅偏离值达到7%的前5只证券,-8.34326579,-7.98569726,-8.58164482,-10.36948749
16,002560,通达股份,2025-05-20,西藏自治区资金卖出，成功率36.28%,8.39,-9.9785,35540231.52,134452844.52,98912613.0,233365457.52,1381170744,2.573196085596,16.896206246315,35.387,3800133056.78,日换手率达到20%的前5只证券,-8.34326579,-7.98569726,-8.58164482,-10.36948749
17,002570,贝因美,2025-05-20,3家机构买入，成功率45.20%,6.56,10.0671,170401824.93,268422689.56,98020864.63,366443554.19,1632090503,10.44070929993,22.452404049679,23.4065,7084769384.48,日涨幅偏离值达到7%的前5只证券,4.87804878,-1.2195122,1.06707317,-2.89634146
18,002590,万安科技,2025-05-20,普通席位买入，成功率24.86%,15.97,9.9862,-70535881.36,119257339.0,189793220.36,309050559.36,1633820910,-4.317234583563,18.915816138012,20.7097,7904461134.05,日涨幅偏离值达到7%的前5只证券,2.69254853,-7.01314966,-7.88979336,-11.64683782
19,002651,利君股份,2025-05-20,主力做T，成功率33.37%,14.03,-10.0064,-169440941.81,113134634.92,282575576.73,395710211.65,1791934984,-9.455752765749,22.082844254019,22.0153,7933454883.23,日跌幅偏离值达到7%的前5只证券,-3.4212402,4.77548111,-5.98717035,-17.17747684
20,002809,红墙股份,2025-05-20,主力做T，成功率29.26%,15.39,-10.0,-1370298.32,54684126.88,56054425.2,110738552.08,706445904,-0.193970736081,15.675446832232,32.4946,2119744004.67,日换手率达到20%的前5只证券,4.22352177,-6.17283951,-0.58479532,-10.72124756
21,002809,红墙股份,2025-05-20,主力做T，成功率29.26%,15.39,-10.0,-1370298.32,54684126.88,56054425.2,110738552.08,706445904,-0.193970736081,15.675446832232,32.4946,2119744004.67,日跌幅偏离值达到7%的前5只证券,4.22352177,-6.17283951,-0.58479532,-10.72124756
22,002819,东方中科,2025-05-20,1家机构卖出，成功率31.67%,35.1,-5.2632,-68693274.6,212370955.87,281064230.47,493435186.34,2200690812,-3.121441423094,22.421831528963,24.6666,8252933059.8,日振幅值达到15%的前5只证券,-5.92592593,-10.02849003,-15.72649573,-18.6039886
23,002909,集泰股份,2025-05-20,主力做T，成功率18.01%,6.86,-8.8977,-63150730.71,44416626.6,107567357.31,151983983.91,768202435,-8.220584553341,19.784366331773,27.879,2613685779.88,日振幅值达到15%的前5只证券,-5.5393586,-6.41399417,-7.43440233,-8.3090379
24,123056,雪榕转债,2025-05-20,,172.974,20.0,429821.110000134,1233818964.97,1233389143.86,2467208108.83,4516711661,0.009516239739,54.623989619115,,,日涨幅达到15%的前5只可转债,,,,
25,123099,普利转退,2025-05-20,,79.0,0.0013,-597036.0,1492945.0,2089981.0,3582926.0,3443497,-17.338072314278,104.049052460333,,,退市整理期,,,,
26,300069,金利华电,2025-05-20,1家机构买入，成功率44.22%,23.4,20.0,15854544.5,66144350.5,50289806.0,116434156.5,406808546,3.897298779952,28.621364434168,5.2284,2737800000.0,连续三个交易日内，涨幅偏离值累计达到30%的证券,-4.78632479,-13.20512821,-4.35897436,-12.86324786
27,300511,雪榕生物,2025-05-20,1家机构买入，成功率43.61%,6.88,20.0698,57182426.52,98635885.68,41453459.16,140089344.84,681124994,8.395291176174,20.56734756088,21.3245,3345965198.88,日涨幅达到15%的前5只证券,-3.9244186,-5.81395349,2.47093023,-5.81395349
28,300630,普利退,2025-05-20,买一主买，成功率55.69%,0.88,7.3171,3336311.13,7289877.28,3953566.15,11243443.43,21330210,15.641248398398,52.711358350434,5.4993,394185624.8,退市整理期,1.13636364,,,
29,300703,创源股份,2025-05-20,2家机构买入，成功率41.07%,19.02,20.0,68179216.85,162759620.35,94580403.5,257340023.85,790303650,8.626964692622,32.562170736526,26.3774,3226963308.66,日涨幅达到15%的前5只证券,-2.31335436,-5.57308097,6.08137904,29.73752656
30,300723,一品红,2025-05-20,1家机构买入，成功率14.03%,47.53,19.995,-8139978.44,136104374.3,144244352.74,280348727.04,748364681,-1.087702111907,37.461512302449,3.8576,19850899271.7,日涨幅达到15%的前5只证券,6.45907848,-0.12623606,-0.58910162,8.71028824
31,300945,曼卡龙,2025-05-20,3家机构买入，成功率7.73%,20.16,20.0,12729867.99,150228663.93,137498795.94,287727459.87,1227654405,1.036926022352,23.437170811113,12.4688,4804793219.52,连续三个交易日内，涨幅偏离值累计达到30%的证券,9.52380952,1.48809524,9.7718254,45.68452381
32,300945,曼卡龙,2025-05-20,1家机构买入，成功率30.55%,20.16,20.0,32585857.14,95871056.8,63285199.66,159156256.46,556143039,5.85925829416,28.617863624829,12.4688,4804793219.52,日涨幅达到15%的前5只证券,9.52380952,1.48809524,9.7718254,45.68452381
33,300963,中洲特材,2025-05-20,4家机构买入，成功率40.17%,31.5,6.4549,198909086.72,503646954.61,304737867.89,808384822.5,2985079069,6.663444489148,27.080851254329,46.128,6316757779.5,日换手率达到30%的前5只证券,-8.85714286,-10.53968254,10.6984127,-3.17460317
34,301156,美农生物,2025-05-20,2家机构买入，成功率46.38%,24.81,13.8073,-20417671.06,61373629.8,81791300.86,143164930.66,606215961,-3.368052373006,23.616159895203,40.3163,1579326374.07,日换手率达到30%的前5只证券,-4.27247078,-6.73115679,-11.36638452,-18.58121725
35,301335,天元宠物,2025-05-20,1家机构买入，成功率34.16%,44.5,20.0108,3435254.11,131943356.82,128508102.71,260451459.53,1042678620,0.329464328136,24.979073564393,50.2478,2219437678.0,日涨幅达到15%的前5只证券,-8.26966292,-11.86516854,-12.92134831,-5.84269663
36,301335,天元宠物,2025-05-20,1家机构买入，成功率34.16%,44.5,20.0108,3435254.11,131943356.82,128508102.71,260451459.53,1042678620,0.329464328136,24.979073564393,50.2478,2219437678.0,日换手率达到30%的前5只证券,-8.26966292,-11.86516854,-12.92134831,-5.84269663
37,301459,丰茂股份,2025-05-20,1家机构买入，成功率26.35%,70.3,6.9202,-23297282.7,130279608.24,153576890.94,283856499.18,1338696336,-1.740296292258,21.203949808973,50.4663,1406000000.0,连续三个交易日内，涨幅偏离值累计达到30%的证券,-1.12375533,-4.12517781,-13.51351351,-23.79087199
38,301459,丰茂股份,2025-05-20,1家机构买入，成功率38.73%,70.3,6.9202,-57472466.14,72309713.78,129782179.92,202091893.7,682877786,-8.416215510047,29.594152547232,50.4663,1406000000.0,日换手率达到30%的前5只证券,-1.12375533,-4.12517781,-13.51351351,-23.79087199
39,301488,豪恩汽电,2025-05-20,西藏自治区资金卖出，成功率19.87%,77.75,-3.1153,274040.240000002,55667011.74,55392971.5,111059983.24,816291655,0.033571363657,13.60542920655,43.2721,1820224687.5,日换手率达到30%的前5只证券,-2.25080386,-8.88745981,-10.17363344,-9.51768489
40,600053,*ST九鼎,2025-05-20,普通席位买入，成功率34.17%,17.66,10.0312,9208794.0,99688382.0,90479588.0,190167970.0,705562563,1.305170438869,26.952672941067,7.8879,7656330528.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,-8.49377123,-14.60928652,-16.81766704,-12.62740657
41,600137,浪莎股份,2025-05-20,普通席位买入，成功率40.30%,20.44,10.0108,-9485173.0,49483025.0,58968198.0,108451223.0,192101788,-4.937576635153,56.455082552381,1.4882,1987127498.72,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,9.98043053,20.98825832,-6.16438356,-8.85518591
42,600207,安彩高科,2025-05-20,普通席位买入，成功率44.06%,5.03,10.0656,25058957.0,34992704.0,9933747.0,44926451.0,44987314,55.702274201123,99.864710749346,0.821,5479242146.62,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,1.98807157,-8.15109344,-11.92842942,-6.9582505
43,600207,安彩高科,2025-05-20,买一主买，成功率44.88%,5.03,10.0656,46462986.14,56579076.14,10116090.0,66695166.14,105001477,44.249840542719,63.518312356692,0.821,5479242146.62,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,1.98807157,-8.15109344,-11.92842942,-6.9582505
44,600448,华纺股份,2025-05-20,西藏自治区资金卖出，成功率30.76%,4.87,-7.5901,55276704.95,128959318.05,73682613.1,202641931.15,1392706233,3.969013970084,14.550227919458,43.1467,3067221753.94,有价格涨跌幅限制的日换手率达到20%的前五只证券,-5.95482546,-13.34702259,-17.86447639,-21.76591376
45,600448,华纺股份,2025-05-20,西藏自治区资金卖出，成功率30.76%,4.87,-7.5901,55276704.95,128959318.05,73682613.1,202641931.15,1392706233,3.969013970084,14.550227919458,43.1467,3067221753.94,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,-5.95482546,-13.34702259,-17.86447639,-21.76591376
46,600463,空港股份,2025-05-20,广东资金买入，成功率25.94%,11.85,10.0279,16613067.15,56466249.0,39853181.85,96319430.85,404148967,4.110629620884,23.832655459936,7.816,3555000000.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,10.04219409,10.21097046,-12.74261603,-15.02109705
47,600523,贵航股份,2025-05-20,卖一主卖，成功率40.84%,14.51,-8.1646,-10377648.0,54065962.0,64443610.0,118509572.0,605623210,-1.713548594018,19.568201819742,10.0769,5862687436.2,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,-1.6540317,-1.6540317,0.27567195,0.5513439
48,600550,保变电气,2025-05-20,普通席位买入，成功率39.39%,9.41,10.0585,81021619.36,248970261.96,167948642.6,416918904.56,2825288553,2.867729006794,14.756684024975,9.1403,17328782996.8,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,3.08182784,-4.67587673,3.50690755,-3.40063762
49,600550,保变电气,2025-05-20,普通席位买入，成功率40.13%,9.41,10.0585,81577618.58,183710787.96,102133169.38,285843957.34,1543223405,5.286183342975,18.522526059019,9.1403,17328782996.8,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,3.08182784,-4.67587673,3.50690755,-3.40063762
50,600698,湖南天雁,2025-05-20,浙江资金买入，成功率45.24%,8.03,10.0,28493272.0,65931015.0,37437743.0,103368758.0,384674416,7.407113864313,26.871752760392,0.8937,6718042526.13,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,9.9626401,-0.99626401,-9.7135741,-14.81942715
51,600770,综艺股份,2025-05-20,普通席位买入，成功率36.32%,6.24,10.0529,27059760.0,36211968.0,9152208.0,45364176.0,43907142,61.629518040596,103.318444183864,0.5413,8112000000.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,9.93589744,20.67307692,-3.84615385,-10.73717949
52,600770,综艺股份,2025-05-20,普通席位买入，成功率36.45%,6.24,10.0529,83187629.58,93960572.58,10772943.0,104733515.58,133363310,62.376698343795,78.532480620045,0.5413,8112000000.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,9.93589744,20.67307692,-3.84615385,-10.73717949
53,600793,宜宾纸业,2025-05-20,买一主买，成功率46.51%,27.72,10.0,62324148.8,154033205.8,91709057.0,245742262.8,979010195,6.366036750005,25.101093334375,13.3012,4903778935.44,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,9.99278499,20.995671,33.15295815,13.05916306
54,600798,宁波海运,2025-05-20,普通席位卖出，成功率35.23%,4.53,-8.1136,-109111161.59,157855102.75,266966264.34,424821367.09,1902394675,-5.735463993033,22.330874485338,31.7932,5465599930.53,有价格涨跌幅限制的日换手率达到20%的前五只证券,-2.86975717,-7.50551876,-12.80353201,-15.01103753
55,600798,宁波海运,2025-05-20,普通席位卖出，成功率35.23%,4.53,-8.1136,-109111161.59,157855102.75,266966264.34,424821367.09,1902394675,-5.735463993033,22.330874485338,31.7932,5465599930.53,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,-2.86975717,-7.50551876,-12.80353201,-15.01103753
56,600881,亚泰集团,2025-05-20,普通席位买入，成功率14.99%,1.97,10.0559,-9245016.67,75413378.11,84658394.78,160071772.89,456143970,-2.026776035207,35.092379471771,7.3391,6367337446.36,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,-1.01522843,-6.59898477,-9.64467005,-10.15228426
57,600881,亚泰集团,2025-05-20,普通席位买入，成功率25.95%,1.97,10.0559,-4077050.65000001,149823834.13,153900884.78,303724718.91,872802815,-0.467121620134,34.798778566038,7.3391,6367337446.36,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,-1.01522843,-6.59898477,-9.64467005,-10.15228426
58,600986,浙文互联,2025-05-20,普通席位买入，成功率39.29%,8.98,10.049,111941572.31,209037318.06,97095745.75,306133063.81,1322796450,8.462494158493,23.142870077252,10.2834,13356619076.76,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,-3.34075724,-4.67706013,-5.01113586,-6.34743875
59,601008,连云港,2025-05-20,卖一主卖，成功率34.03%,7.38,-10.0,-6905563.88,250160934.54,257066498.42,507227432.96,2375793961,-0.290663415825,21.349807318582,24.568,9155908484.28,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,1.89701897,0.67750678,-7.04607046,-2.57452575
60,601008,连云港,2025-05-20,卖一主卖，成功率34.03%,7.38,-10.0,-6905563.88,250160934.54,257066498.42,507227432.96,2375793961,-0.290663415825,21.349807318582,24.568,9155908484.28,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,1.89701897,0.67750678,-7.04607046,-2.57452575
61,601022,宁波远洋,2025-05-20,西藏自治区资金卖出，成功率30.46%,11.55,-9.9766,8899631.89,49688584.0,40788952.11,90477536.11,629483953,1.413798055945,14.373287147163,21.484,2871715007.7,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,-9.004329,-14.1991342,-11.86147186,-15.67099567
62,601083,锦江航运,2025-05-20,西藏自治区资金卖出，成功率50.10%,11.92,-8.1664,-2177043.71,48865330.0,51042373.71,99907703.71,712913549,-0.305372750042,14.013999853158,30.3196,2313910400.0,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,0.08389262,0.41946309,-0.08389262,-2.68456376
63,601083,锦江航运,2025-05-20,西藏自治区资金卖出，成功率50.10%,11.92,-8.1664,-2177043.71,48865330.0,51042373.71,99907703.71,712913549,-0.305372750042,14.013999853158,30.3196,2313910400.0,有价格涨跌幅限制的日换手率达到20%的前五只证券,0.08389262,0.41946309,-0.08389262,-2.68456376
64,601908,京运通,2025-05-20,普通席位卖出，成功率49.34%,3.49,-9.3506,-34924736.47,64949911.49,99874647.96,164824559.45,1171502946,-2.981190665311,14.069495942181,13.6137,8426963984.89,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,-4.58452722,-6.87679083,-8.59598854,-11.1747851
65,603102,百合股份,2025-05-20,1家机构卖出，成功率34.90%,49.42,-1.593,-20080888.76,77052125.3,97133014.06,174185139.36,564946076,-3.554478845517,30.832170849524,30.3632,1772421366.1,有价格涨跌幅限制的日换手率达到20%的前五只证券,-1.37596115,-9.10562525,-5.82760016,-5.13961959
66,603332,苏州龙杰,2025-05-20,买一主买，成功率34.55%,16.53,9.98,46355113.5,107538310.48,61183196.98,168721507.46,836989893,5.538312217111,20.158129610772,25.9797,3576218951.52,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,-0.1814882,-10.16333938,19.60072595,2.72232305
67,603350,安乃达,2025-05-20,1家机构买入，成功率37.18%,41.8,0.4808,-8116975.77,61748487.1,69865462.87,131613949.97,389822071,-2.082225808605,33.76257009573,31.3979,1212200000.0,有价格涨跌幅限制的日换手率达到20%的前五只证券,-1.86602871,-1.9138756,-7.05741627,-11.88995215
68,603630,拉芳家化,2025-05-20,1家机构买入，成功率52.73%,27.37,10.008,75532673.76,218309530.06,142776856.3,361086386.36,1070882088,7.053313768752,33.718594269736,8.8097,6163849354.6,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,3.25173548,6.13810742,2.84983559,-3.90938984
69,603926,铁流股份,2025-05-20,1家机构买入，成功率46.16%,14.01,9.9686,6512013.97,117537340.84,111025326.87,228562667.71,756482595,0.860827996975,30.213869984676,8.9353,3215750759.31,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,-8.85082084,-9.56459672,-12.13418986,-9.54189215
70,605055,迎丰股份,2025-05-20,普通席位买入，成功率39.04%,10.75,10.0307,-8309654.91,47545075.48,55854730.39,103399805.87,651488700,-1.275487189571,15.871312252998,15.4523,4730000000.0,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,0.37209302,-9.58139535,-18.23255814,-26.69767442
71,605055,迎丰股份,2025-05-20,买一主买，成功率34.50%,10.75,10.0307,11325046.8,83052841.72,71727794.92,154780636.64,1201886079,0.942272899061,12.878145387022,15.4523,4730000000.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.37209302,-9.58139535,-18.23255814,-26.69767442
72,605136,丽人丽妆,2025-05-20,普通席位买入，成功率42.53%,11.41,10.0289,-29634987.0,83940049.0,113575036.0,197515085.0,1217791306,-2.433502920738,16.219124247878,9.4762,4569231485.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,9.99123576,15.60035057,32.16476775,12.70815074
73,688135,利扬芯片,2025-05-20,1家机构买入，成功率40.48%,24.9,15.4917,232675958.93,351152728.12,118476769.19,469629497.31,1132093400,20.55271755228,41.483281972141,22.5795,5010087118.2,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,-11.12449799,-15.74297189,-20.84337349,-22.04819277
74,688136,科兴制药,2025-05-20,3家机构买入，成功率42.05%,41.81,15.5611,48846741.42,88520090.82,39673349.4,128193440.22,278438800,17.543079994599,46.040077826797,3.4637,8347042472.5,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,2.43960775,-0.74144941,2.00908873,34.10667304
75,688331,荣昌生物,2025-05-20,2家机构买入，成功率37.72%,56.35,16.0898,50987742.39,161148920.03,110161177.64,271310097.67,569924200,8.946407678425,47.604593324867,6.5779,9141315187.2,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,-1.86335404,0.53238687,4.40106477,13.25643301
76,688336,三生国健,2025-05-20,1家机构买入，成功率43.85%,39.37,19.9939,84408719.35,168269967.34,83861247.99,252131215.33,529629400,15.937317556389,47.605215142891,0.6261,24282856670.41,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,19.98983998,43.99288799,49.60629921,54.58470917
77,688336,三生国健,2025-05-20,买一主买，成功率44.14%,39.37,19.9939,58159245.32,86628559.49,28469314.17,115097873.66,152007800,38.260698016812,75.718399753171,0.6261,24282856670.41,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,19.98983998,43.99288799,49.60629921,54.58470917
78,688382,益方生物,2025-05-20,4家机构买入，成功率41.05%,23.46,15.6235,39816983.55,171792556.97,131975573.42,303768130.39,476309100,8.359484114412,63.775420286952,5.343,9414450235.44,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,0.12787724,1.10826939,2.68542199,28.90025575
79,688395,正弦电气,2025-05-20,普通席位买入，成功率44.37%,27.58,11.5245,7394169.38000001,107461488.7,100067319.32,207528808.02,613660600,1.204928160615,33.8181737625,11.3432,2388365117.6,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,-4.27846265,-7.68672951,-12.36403191,-16.02610587
80,900939,汇丽B,2025-05-20,普通席位卖出，成功率16.67%,0.222,-10.1215,2402.60000000001,115437.5,113034.9,228472.4,464168,0.517614312059,49.221919649782,0.8031,19536000.0,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,9.90990991,20.72072072,61.26126126,48.64864865
81,900939,汇丽B,2025-05-20,普通席位卖出，成功率53.33%,0.222,-10.1215,-52526.9,55185.3,107712.2,162897.5,157181,-33.418097607217,103.636889954893,0.8031,19536000.0,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,9.90990991,20.72072072,61.26126126,48.64864865
82,900946,天雁B股,2025-05-20,普通席位买入，成功率47.41%,0.219,7.8818,124959.81,302383.91,177424.1,479808.01,1044704,11.961264626153,45.9276512773,2.13,6718042526.13,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,-3.19634703,-10.95890411,-7.30593607,-10.50228311
83,900957,*ST凌云B,2025-05-20,普通席位卖出，成功率3.33%,0.1,-4.7619,-1130.4,27308.1,28438.5,55746.6,40877,-2.765369278567,136.376446412408,0.0699,18400000.0,ST、*ST证券连续三个交易日内收盘价格跌幅偏离值累计达到12%的证券,-5.0,-10.0,5.0,0.0
84,920123,芭薇股份,2025-05-20,西藏自治区资金买入，成功率15.40%,30.62,1.7276,645866.93,37006104.17,36360237.24,73366341.41,500720100,0.128987618033,14.652166232192,46.0251,1049237474.2,当日换手率达到20%的前5只股票,-4.37622469,-9.79751796,-5.45395167,-4.25282194
85,920128,胜业电气,2025-05-20,普通席位买入，成功率44.48%,41.23,10.8333,5272713.81,40399073.15,35126359.34,75525432.49,407267900,1.294654896691,18.54441081411,48.9642,853461000.0,当日换手率达到20%的前5只股票,-12.68493815,-15.11035654,-4.68105748,-9.89570701
86,920149,旭杰科技,2025-05-20,西藏自治区资金买入，成功率22.52%,19.17,19.6629,-5096578.45,36469380.03,41565958.48,78035338.51,377585500,-1.349781294568,20.666931995535,46.4774,856822262.49,当日换手率达到20%的前5只股票,-14.0323422,-20.97026604,-21.85706834,-18.8836724
87,920174,五新智能,2025-05-20,西藏自治区资金买入，成功率33.29%,55.69,29.9953,-80276066.39,81666019.78,161942086.17,243608105.95,1718635700,-4.670918123602,14.174505158365,22.1734,4831205737.16,北交所股票最近3个有成交的交易日以内收盘价涨跌幅偏离值累计达到+40%(-40%),-12.01292871,-20.07541749,-26.79116538,-27.49147064
88,920174,五新智能,2025-05-20,普通席位买入，成功率37.72%,55.69,29.9953,-46502683.05,58490274.01,104992957.06,163483231.07,985373200,-4.71929651121,16.590996291557,22.1734,4831205737.16,当日收盘价涨幅达到20%的前5只股票,-12.01292871,-20.07541749,-26.79116538,-27.49147064
89,920351,华光源海,2025-05-20,西藏自治区资金卖出，成功率38.75%,32.3,-2.8571,23601793.63,56937490.05,33335696.42,90273186.47,416827600,5.662243486276,21.65719987592,38.1449,1138912179.7,当日换手率达到20%的前5只股票,-2.81733746,-6.93498452,-4.0247678,4.33436533
90,920392,佳合科技,2025-05-20,普通席位买入，成功率28.74%,35.58,29.9963,832215.390000001,28870490.75,28038275.36,56908766.11,226040400,0.368171083576,25.176369405646,24.1306,998837340.0,当日收盘价涨幅达到20%的前5只股票,-5.42439573,-17.79089376,-22.87802136,-22.25969646
91,920392,佳合科技,2025-05-20,普通席位买入，成功率35.34%,35.58,29.9963,-2999432.26000001,40400394.94,43399827.2,83800222.14,384340100,-0.78041095894,21.803663510521,24.1306,998837340.0,北交所股票最近3个有成交的交易日以内收盘价涨跌幅偏离值累计达到+40%(-40%),-5.42439573,-17.79089376,-22.87802136,-22.25969646
