code,name,board,streak,circ_mkt_est,turn,ret_20d_pre,amount
sh.600678,ST金顶,主板,2,4187880793.36846,8.9391,0.2793176972281448,374358852.0
sh.603828,*ST利达,ST,2,4277815744.501222,2.2505,0.40116279069767447,96272243.33
sh.603396,金辰股份,主板,1,4628154743.994299,7.8592,0.20281690140845066,363735937.64
sz.002451,摩恩电气,主板,5,4877702250.246202,32.5951,0.682890855457227,1589891926.17
sz.002868,绿康生化,ST,3,5134348327.907665,0.3379,0.2551750094091081,17348963.0
sh.603429,*ST集友,主板,1,5236179636.961388,5.7184,-0.029107981220657275,299425696.36
sh.688148,芳源股份,科创板,1,5296710119.1616535,7.8297,0.693877551020408,414716512.2
sz.002047,宝鹰股份,ST,1,5508987898.579882,8.45,0.6651785714285712,465509477.43
sz.300959,线上线下,创业板,1,5611482099.624251,17.7246,0.36208853575482425,994612756.23
sh.600829,人民同泰,主板,1,5867978734.438664,5.3257,0.3042929292929293,312510943.46
sz.002213,大为股份,主板,1,5913242591.201363,21.2442,0.4272415482606564,1256221082.56
sz.002225,濮耐股份,主板,1,5982514967.741031,7.1298,0.05315614617940212,426541352.17
sh.600067,冠城新材,主板,1,6101416790.969488,8.128,0.4822006472491911,495923156.77
sz.002713,东易日盛,ST,9,6279626840.6289835,1.1765,1.312121212121212,73879809.78
sh.600693,东百集团,主板,1,6351623907.956969,13.1721,0.26006711409395966,836642252.78
sz.000993,闽东电力,主板,1,6384313600.714519,15.395,0.5019646365422397,982865078.83
sz.002122,ST汇洲,ST,1,6429725825.863927,7.3299,-0.10298102981029811,471292473.31
sz.000533,顺钠股份,主板,1,6528018443.700264,23.4113,0.3767313019390581,1528293981.91
sh.600815,厦工股份,主板,1,6730536025.989725,20.5158,0.47794117647058787,1380823310.02
sh.600819,耀皮玻璃,主板,1,6831788024.838787,6.6992,0.2530120481927711,457675143.36
sz.002256,兆新股份,主板,1,7076031060.399016,6.5862,0.18412698412698414,466041557.7
sh.605338,巴比食品,主板,1,7096655800.144463,4.0149,0.20470588235294107,284923633.72
sz.002214,大立科技,ST,1,7393884433.354798,1.2424,0.18787878787878798,91861620.2
sz.002083,孚日股份,主板,3,7466378178.033021,2.0895,0.5779999999999998,156009972.03
sz.002940,昂利康,主板,1,7581448525.363869,6.3141,0.07826313052522105,478700241.34
sh.600939,重庆建工,主板,3,7950277492.090425,5.6577,0.3202416918429003,449802849.67
sz.300997,欢乐家,创业板,1,7970935183.5877495,7.0947,0.2996432818073722,565513938.47
sh.600429,三元股份,主板,1,7997131012.130637,3.215,0.16135881104033967,257107762.04
sh.603268,松发股份,ST,1,8070299115.044249,2.6329,0.42234273318871995,212482905.4
sh.603938,三孚股份,主板,1,8083130380.759228,8.7273,0.47544338335607095,705439037.72
sh.600078,澄星股份,主板,3,8649642969.696136,14.5328,0.45565410199556555,1257035313.5
sh.600103,青山纸业,主板,1,8869721739.928316,13.95,0.17291066282420742,1237326182.72
sz.000949,新乡化纤,主板,1,8973041798.655712,6.695,0.2362385321100915,600745148.42
sz.002208,合肥城建,主板,1,9381740487.174843,12.6977,0.22704837117472843,1191265261.84
sh.601226,华电科工,主板,1,9848829877.320562,3.3828,0.1646090534979423,333166217.09
sh.603533,掌阅科技,主板,1,9873038238.479195,6.7964,0.19936541512427275,671011170.84
sh.688233,神工股份,科创板,1,10385017390.52991,6.737,0.22822159775190687,699638621.6
sz.002961,瑞达期货,主板,1,10695316887.532534,5.4558,0.1923076923076923,583515098.75
sh.688353,华盛锂电,科创板,1,10801440855.44675,13.7963,0.953781512605042,1490199184.74
sh.601579,会稽山,主板,1,11061045576.423784,7.7417,0.11547562707051595,856312965.39
sz.002426,胜利精密,主板,1,11608720863.411613,14.7033,0.035608308605341366,1706865054.71
sh.605188,国光连锁,主板,1,12220603089.454742,8.8637,0.4672843080486393,1083197596.04
sh.600751,海航科技,主板,1,12511704708.574564,4.3699,0.02941176470588247,546748984.06
sz.002636,金安国纪,主板,1,12714939650.084206,3.7409,0.4669926650366749,475653177.37
sz.002387,维信诺,主板,1,13000389197.28862,0.5606,0.060295790671217375,72880181.84
sz.002654,万润科技,主板,1,14066515315.45452,18.5098,0.1602434077079109,2603683851.86
sz.300131,英唐智控,创业板,1,14278984667.667416,2.3982,0.3110047846889952,342438610.3
sz.000620,盈新发展,主板,1,16113419722.771845,13.7468,1.1219512195121952,2215079582.45
sh.600258,首旅酒店,主板,1,17691372772.642387,6.426,0.12622036262203618,1136847614.37
sz.000069,华侨城Ａ,主板,1,18073741271.973244,3.7375,0.0390625,675506080.04
sz.002432,九安医疗,主板,1,18892932752.772476,9.3869,0.15737103953914655,1773460704.57
sh.600113,浙江东日,主板,1,19194702696.32806,2.2386,-0.1479591836734695,429692614.56
sz.002759,ST天际,主板,2,19808383412.77924,18.264,0.7381056307289393,3617803146.51
sz.000799,酒鬼酒,主板,1,20671243171.677692,9.978,0.10659728051032391,2062576643.67
sh.600702,舍得酒业,主板,1,21122243068.15032,7.5759,0.1276632302405496,1600200012.6
sh.600754,锦江酒店,主板,1,22362954079.5148,5.8203,0.13252470799640603,1301591016.29
sz.000686,东北证券,主板,1,23246053608.58401,8.6067,0.1697247706422016,2000718095.93
sz.000688,国城矿业,主板,1,23386680441.649254,2.4884,0.3718032786885248,581954156.11
sh.603185,弘元绿能,主板,2,24000765677.265736,9.3656,0.6716487622606258,2247815710.27
sz.000830,鲁西化工,主板,1,29523388243.59224,4.1044,0.10141843971631204,1211757947.07
sh.601888,中国中免,主板,1,164234007379.01416,4.6803,0.27648009402086093,7686644247.36
