date,wave,ticker,name,group,t0_date,t0_close,last_date,last_close,ret_asof_now,ret_max_seen,n_days_avail
2026-07-01,A,300054,鼎龙股份,watch,2026-07-01,100.3,2026-08-21,73.84,-26.38,0.0,37
2026-07-01,A,300285,国瓷材料,watch,2026-07-01,98.75,2026-08-21,67.86,-31.28,0.0,37
2026-07-01,A,000962,东方钽业,watch,2026-07-01,86.31,2026-08-21,53.01,-38.58,0.0,37
2026-07-01,A,002859,洁美科技,reject,2026-07-01,109.9,2026-08-21,67.47,-38.61,0.0,37
2026-07-01,A,603308,应流股份,watch,2026-07-01,61.14,2026-08-21,44.28,-27.58,2.27,37
2026-07-02,A,603662,柯力传感,probe,2026-07-02,73.36,2026-08-21,49.48,-32.55,8.37,36
2026-07-02,A,688102,斯瑞新材,reject,2026-07-02,46.21,2026-08-21,34.16,-26.08,5.04,36
2026-07-02,A,002886,沃特股份,watch,2026-07-02,27.61,2026-08-21,21.24,-23.07,1.3,36
2026-07-02,A,600111,北方稀土,watch,2026-07-02,48.2,2026-08-21,40.17,-16.66,0.77,36
2026-07-02,A,600206,有研新材,reject,2026-07-02,57.77,2026-08-21,54.24,-6.11,3.77,36
2026-07-02,A,301069,凯盛新材,watch,2026-07-02,21.75,2026-08-21,16.26,-25.24,0.0,36
2026-07-02,A,603663,三祥新材,reject,2026-07-02,63.9,2026-08-21,43.11,-32.54,0.0,36
2026-07-02,A,600160,巨化股份,watch,2026-07-02,54.83,2026-08-21,38.7,-29.42,0.0,36
