,pos_ma20,pos_ma60,dd60
pos_ma20,1.0,0.6318580152090655,0.5089231848990637
pos_ma60,0.6318580152090655,1.0,0.8170556695349562
dd60,0.5089231848990637,0.8170556695349562,1.0
