date,open,high,low,close,volume,amount,outstanding_share,turnover,pct_chg,up_big
2026-04-01,66.72,67.11,65.5,66.94,34381443.0,2974977051.0,851079684.0,0.040397442973154084,,0
2026-04-02,66.09,66.51,63.34,63.55,34006687.0,2852007807.0,851079684.0,0.039957112875931365,-5.064236629817753,0
2026-04-03,64.5,65.64,63.57,64.21,28181021.0,2369641162.0,851079684.0,0.0331120828399424,1.038552321007069,0
2026-04-07,64.5,66.3,64.27,65.14,26360378.0,2250238557.0,851079684.0,0.03097286716574943,1.448372527643671,0
2026-04-08,68.24,70.46,67.53,70.25,44383453.0,3987109411.0,851079684.0,0.05214958579601108,7.844642308873184,0
2026-04-09,69.1,72.85,68.73,71.47,42179743.0,3923600842.0,851079684.0,0.04956027478150918,1.7366548042704544,0
2026-04-10,72.9,78.62,72.67,76.05,75955430.0,7546417862.0,851079684.0,0.08924596771364125,6.408283195746467,0
2026-04-13,76.06,79.31,76.05,78.98,61006295.0,6226863424.0,851079684.0,0.07168106130001337,3.852728468113087,0
2026-04-14,79.21,85.76,77.94,84.3,65768773.0,7079036226.0,851079684.0,0.0772768687073959,6.735882501899204,0
2026-04-15,84.46,84.53,80.13,80.86,59069221.0,6308291479.0,851079684.0,0.06940504174929876,-4.08066429418742,0
2026-04-16,82.08,82.08,80.0,81.52,36624006.0,3863268463.0,851079684.0,0.043032405412229295,0.8162255750680192,0
2026-04-17,81.14,86.48,80.17,84.97,57543019.0,6284630522.0,851079684.0,0.06761178780528851,4.232090284592749,0
2026-04-20,86.91,93.47,85.75,92.96,84798684.0,10129168977.0,851079684.0,0.0996365975997143,9.40331881840648,0
2026-04-21,83.67,83.67,83.67,83.67,5979300.0,651564321.0,851079684.0,0.00702554662319962,-9.993545611015486,0
2026-04-22,75.3,83.67,75.3,80.0,159447742.0,16119273349.0,866754776.0,0.18395946167823596,-4.386279431098361,0
2026-04-23,76.78,79.08,76.23,77.3,93511975.0,9431084420.0,866754776.0,0.10788746435473924,-3.3750000000000058,0
2026-04-24,76.12,76.76,72.17,73.1,69024622.0,6601387672.0,866754776.0,0.07963569848272749,-5.433376455368699,0
2026-04-27,72.33,75.2,72.3,73.71,43115816.0,4161043977.0,866754776.0,0.04974396126084917,0.8344733242134028,0
2026-04-28,73.55,74.47,70.76,71.28,34918839.0,3275130393.0,866754776.0,0.04028687232754285,-3.296703296703285,0
2026-04-29,70.84,73.55,70.84,72.56,29715448.0,2811636703.0,866754776.0,0.034283569958661525,1.7957351290684542,0
2026-04-30,72.96,74.0,71.45,72.63,29212287.0,2759327637.0,866754776.0,0.03370305859151101,0.09647188533625783,0
2026-05-06,73.73,77.09,73.55,75.07,50908974.0,5003722385.0,866754776.0,0.05873515255945933,3.3594933223185963,0
2026-05-07,75.63,79.47,74.48,78.72,58731478.0,5934172036.0,866754776.0,0.06776020118520812,4.8621286798987695,0
2026-05-08,77.55,80.1,76.02,78.53,44557274.0,4566607220.0,866754776.0,0.05140701295656893,-0.2413617886178887,0
2026-05-11,78.62,79.08,74.7,78.44,59957865.0,6020696208.0,866754776.0,0.06917511926118305,-0.11460588310200359,0
2026-05-12,78.44,78.78,76.46,76.77,44321054.0,4449667947.0,866754776.0,0.05113447912515454,-2.129015808261092,0
2026-05-13,76.01,82.31,75.09,81.68,69324481.0,7214498402.0,866754776.0,0.07998165446509176,6.3957274977204825,0
2026-05-14,83.61,85.45,78.46,78.47,54047989.0,5707114646.0,866754776.0,0.06235672475833003,-3.9299706170421222,0
2026-05-15,79.85,80.62,76.5,77.16,43686627.0,4454610604.0,866754776.0,0.050402522385408814,-1.669427806805146,0
2026-05-18,77.17,80.51,76.1,78.41,40061439.0,4081709103.0,866754776.0,0.04622003836526884,1.6200103680663602,0
2026-05-19,77.55,79.44,74.48,78.62,47508842.0,4754315360.0,866754776.0,0.05481232214173574,0.2678229817625333,0
2026-05-20,77.55,84.83,76.01,83.24,70589360.0,7473100966.0,866754776.0,0.08144098187236294,5.876367336555566,0
2026-05-21,83.23,84.04,77.03,77.19,67045947.0,7085719860.0,866754776.0,0.07735284402978589,-7.268140317155214,0
