,upbig_600183,pct_600183,upbig_002463,pct_002463,upbig_002916,pct_002916,upbig_300476,pct_300476,upbig_002938,pct_002938,upbig_300502,pct_300502,upbig_300308,pct_300308,upbig_300394,pct_300394,upbig_300408,pct_300408,upbig_301018,pct_301018,upbig_002837,pct_002837,theme_count,theme_basket_ret_eq
2026-07-23,0,-0.7142857142857229,0,1.3218944235314556,0,-0.15089650275164068,0,-0.6114808652246229,0,-4.157094409801987,0,-2.260220125786161,0,1.1048265460030127,0,-2.545604925791478,0,2.4956302194600877,0,-2.6015367727771577,0,0.9915716410510589,0,-0.6479269533066504
2026-07-24,0,-5.107913669064745,0,-3.0412994643165714,0,-1.3808634841615652,0,-3.7333110115933654,0,0.8903093254194694,0,-4.27910717876534,0,-2.425129601312792,0,-4.092602197180451,0,-4.462340123164377,0,-3.752958413163532,0,-3.9437080674194047,0,-3.211720353156607
2026-07-27,0,6.132592030999917,0,4.705043664230968,0,6.198732009254537,0,3.7607060562584227,0,5.543613530942415,0,3.1469265997227103,0,2.9077600787378977,0,2.8415515461383434,0,10.640618802062662,0,9.051522248243549,0,4.361158432708678,0,5.390020454481827
2026-07-28,0,-10.000793713786804,0,-9.999999999999998,0,-9.998868266183791,0,-11.933294226095692,0,-10.00107192625148,0,-17.128309572301426,0,-15.687039203669661,0,-13.208088340742863,0,-9.626243613874696,0,-15.515945452593138,0,-10.00652954619653,0,-12.100562169245098
2026-07-29,0,-4.594761442808004,0,-0.47281323877068626,0,-0.6570260924237736,0,-4.077457417451702,0,0.6431634111481843,0,3.514376996805124,0,4.735682819383258,0,0.2919145186164318,0,7.99365268273331,0,-1.4361972547026092,0,-4.970070741882826,0,0.08822402187697342
2026-07-30,0,-7.487520798668889,0,-8.266033254156769,0,-9.971203442929022,0,-10.540151778185603,0,-10.000000000000009,0,-11.89458689458689,0,-9.148264984227128,0,-12.07644571365809,0,-3.2969051336210864,0,-12.63700838168923,0,-10.001908761213974,0,-9.574548103903334
2026-07-31,0,5.555555555555558,0,7.457276022786119,0,8.260105448154654,0,5.5666444888001765,0,7.166337935568712,0,6.712476421449742,0,4.399305555555544,0,6.814490943160534,0,6.058879392212746,0,4.147601476014762,0,0.6362672322375529,0,5.706812770136009
2026-08-03,0,-3.4172661870503607,0,-2.0626506024096436,0,-1.847402597402592,0,-0.5777310924369727,0,-0.7239263803681006,0,-0.48736143026691936,0,0.05432312280351237,0,5.549383077013048,0,2.077363896848139,0,-2.692743764172345,0,-2.1074815595363505,0,-0.5668630469980532
2026-08-04,1,9.99705968832696,1,9.999015844897151,1,9.999669213721019,0,6.603275224511362,1,9.998764058830801,0,13.68250101502233,0,13.239889196675891,0,17.451523545706383,0,6.122807017543863,0,13.603262452665321,0,6.415500538213115,4,10.646660708737654
2026-08-05,0,9.409248863940123,0,3.426679788852116,0,5.00390930414385,0,17.120911793855285,0,2.3932584269662938,0,-5.290178571428572,0,-7.265237428937665,0,2.2877358490565936,0,5.959662754174233,0,7.820512820512815,0,5.866882460044498,0,4.248489641925416
2026-08-06,0,3.632217607297017,0,1.384083044982698,0,1.3775130305286654,0,5.83879839221495,0,2.984747064632942,0,-0.5727079896299836,0,0.7660328782155501,0,3.8874798247636733,0,-0.9283095405257846,0,-0.8917954815695572,0,1.1465698452130635,0,1.6931480614657488
2026-08-07,1,10.003929273084466,0,7.397610921501707,0,8.090624028927373,0,12.012792324605236,0,8.055407565263728,0,-0.21807665868632808,0,-3.678534031413616,0,2.3970170454545414,0,0.30708661417322425,0,3.995200959808054,0,5.611184583412054,1,4.906749329648222
2026-08-10,0,-1.007286755250747,0,-2.518471438786052,0,-2.673601129028047,0,2.0699500356887945,0,-2.849817572231539,0,-5.071861266183619,0,-6.010631937121547,0,-3.316282295821049,0,-0.3846455765758705,0,3.1610521458237173,0,-1.1806797853309403,0,-1.7983886886197178
2026-08-11,0,-2.3598181424550613,0,-1.3854930725346382,0,2.2287862513426404,0,-4.010489510489523,0,-1.8777913114088496,0,3.928928928928932,0,2.5885401003955755,0,-0.24211989418463364,0,2.4822695035461084,0,2.3261015432789023,0,-1.0137581462708267,0,0.24228693183169325
2026-08-12,0,5.861049519586081,0,1.6611570247933916,0,1.3396375098502888,0,1.7702983280515783,0,4.479155891176156,0,3.1061882976161748,0,3.8378280869486803,0,7.892489550092141,0,-1.5993848519800125,0,0.38251366120218844,0,2.4323335771762933,0,2.833024235864815
2026-08-13,0,-1.0402848565244538,0,-1.9104137874969562,0,-2.0269569725246184,0,-2.8955939725831215,0,-5.227722772277232,0,0.397010742643622,0,0.004343105320292473,0,7.127681732972313,0,0.3360162538095013,0,-2.014153511159489,0,-0.9998214604534872,0,-0.7499904998430573
2026-08-14,0,1.0371102017779021,0,0.5055527929719972,0,0.005291285253172795,0,-0.7261334316255197,0,-0.3760969494358557,0,4.228890439637123,0,2.384261269868837,0,4.102504277492591,0,0.5373831775700832,0,2.888888888888874,0,2.9576194770063235,0,1.5950246754005029
2026-08-17,0,0.8937923329376485,0,3.1499958769687586,0,3.941798941798935,0,2.476515798462864,0,3.2927852348993314,0,4.151044456347086,0,6.153764581124066,0,7.041201299914102,0,0.8211325431869199,0,8.18574514038879,0,2.8025923979681178,0,3.9009426003633294
2026-08-18,0,-3.5158142432002326,0,-1.199136621632424,0,-2.812420463222187,0,-2.3913043478260954,0,-3.7868020304568595,0,-3.1006256964086765,0,-1.2916695803322553,0,1.7029592406476723,0,-4.733000384172115,0,-3.3839089638650455,0,-1.9083319134435173,0,-2.4018231821737945
2026-08-19,0,-9.999282691342081,0,-8.236912371551098,0,-9.930601021343467,0,-8.916109873793609,0,-7.818930041152261,0,-9.002454611795397,0,-9.361400667948583,0,-4.817458138896525,0,-11.605774659246714,0,-10.321314185349738,0,-8.65033871808233,0,-8.9691433618638
