code,name,disclosure_date,np_yoy_pct,rev_yoy_pct,tier,np_rank_pct,ret_1d,ret_5d,ret_20d,idx_ret_1d,excess_ret_1d,idx_ret_5d,excess_ret_5d,idx_ret_20d,excess_ret_20d
603196,璞源材料,2026-08-18,54.52,104.253587922,Beat(前1/3),0.7339181286549707,-0.004739336492891044,,,0.0019208296778983058,-0.00666016617078935,,,,
000639,ST西王,2026-08-22,1293.35,-11.1929785284,Beat(前1/3),0.9842105263157894,,,,,,,,,
300927,江天化学,2026-08-21,22955.37,27.7583965007,Beat(前1/3),0.9988304093567252,0.041249036237471115,,,0.00037963778661431746,0.0408693984508568,,,,
000819,岳阳兴长,2026-08-18,148.21,59.1170278879,Beat(前1/3),0.867251461988304,-0.005695687550854256,,,0.0019208296778983058,-0.007616517228752562,,,,
300497,富祥股份,2026-08-12,2660.26,72.5853930926,Beat(前1/3),0.9953216374269006,-0.01774193548387104,-0.011827956989247435,,0.0031981958738647176,-0.02094013135773576,0.014288172648689423,-0.026116129637936858,,
603969,银龙股份,2026-08-20,40.35,7.9624900043,Beat(前1/3),0.6818713450292397,0.018309859154929775,,,0.002387774103576934,0.01592208505135284,,,,
688553,汇宇制药,2026-08-22,171.4175049985,21.7906060965,Beat(前1/3),0.8836257309941521,,,,,,,,,
002810,山东赫达,2026-08-19,88.27,26.0454990502,Beat(前1/3),0.7988304093567251,0.002838221381267658,,,-0.024028745679527175,0.026866967060794833,,,,
002519,银河电子,2026-08-08,118.8818443281,114.4726247664,Beat(前1/3),0.8374269005847953,0.032490974729241895,0.0036101083032489267,,0.006740292032790585,0.02575068269645131,-0.0032641825444785777,0.006874290847727504,,
301071,力量钻石,2026-07-29,247.61,80.9413890974,Beat(前1/3),0.9192982456140351,-0.051162790697674376,-0.06976744186046513,,0.0039739701545769,-0.055136760852251276,0.0023522840363305875,-0.07211972589679572,,
600010,包钢股份,2026-08-20,84.61,-10.5151522617,Beat(前1/3),0.7947368421052632,0.004608294930875667,,,0.002387774103576934,0.002220520827298733,,,,
603039,泛微网络,2026-08-21,74.68,5.0443807674,Beat(前1/3),0.7789473684210526,-0.0011641443538999985,,,0.00037963778661431746,-0.001543782140514316,,,,
300014,亿纬锂能,2026-08-20,105.66,62.2015350628,Beat(前1/3),0.8210526315789474,-0.006137184115523442,,,0.002387774103576934,-0.008524958219100376,,,,
000697,炼石航空,2026-08-21,49.6,24.1458808861,Beat(前1/3),0.7192982456140351,0.009876543209876631,,,0.00037963778661431746,0.009496905423262314,,,,
002407,多氟多,2026-08-18,897.19,62.5493012967,Beat(前1/3),0.9771929824561404,-0.0436335799948967,,,0.0019208296778983058,-0.045554409672795004,,,,
688755,汉邦科技,2026-08-20,59.72,19.7500912058,Beat(前1/3),0.7450292397660818,0.015395894428152479,,,0.002387774103576934,0.013008120324575545,,,,
300005,探路者,2026-08-22,155.06,42.3379638098,Beat(前1/3),0.8725146198830409,,,,,,,,,
301162,国能日新,2026-08-15,52.52,9.6616700324,Beat(前1/3),0.7292397660818714,0.0004982561036370736,-0.0964125560538116,,0.014126690527748176,-0.013628434424111102,-0.005595114657453548,-0.09081744139635806,,
300488,恒锋工具,2026-08-24,41.33,13.6357658304,Beat(前1/3),0.6883040935672514,,,,,,,,,
001258,立新能源,2026-08-10,715.75,29.7534495347,Beat(前1/3),0.9701754385964912,0.10030395136778125,0.04483282674772027,,0.006740292032790585,0.09356365933499067,-0.0032641825444785777,0.048097009292198845,,
