,upbig_600160,pct_600160,upbig_605020,pct_605020,upbig_603379,pct_603379,upbig_600378,pct_600378,theme_count,theme_basket_ret_eq
2026-05-18,0,-5.116671352263147,0,-0.545046489259382,0,-7.181328545780974,0,-4.114441416893744,0,-4.2393719510493115
2026-05-19,0,-4.740740740740746,0,1.1283043197936937,0,-5.011429576226467,0,-1.6766126740551224,0,-2.5751196678071606
2026-05-20,0,1.8351477449455755,0,4.877271278291362,0,1.8326545723805987,0,3.3236994219653093,0,2.9671932543957116
2026-05-21,0,-1.4355528405620044,0,-1.6109422492401215,0,-1.926922377749496,0,-2.5454545454545396,0,-1.8797180032515404
2026-05-22,1,10.009296560272695,0,2.718566573988279,1,10.009267840593129,0,4.0470723306544,2,6.696050826377126
2026-05-25,0,-1.605633802816897,0,-1.8947368421052713,0,0.11794439764112319,0,-2.1793103448275786,0,-1.3904341480271558
2026-05-26,0,1.4028056112224574,0,2.2072348252605956,0,1.80074049141703,1,10.011280315848836,1,3.8555153109372298
2026-05-27,0,-1.552795031055909,0,0.3299340131973638,0,-2.264837163167477,0,1.8969495001281755,0,-0.39768717022446165
2026-05-28,0,-1.8067106395181942,0,1.5545590433482692,0,-1.9113667117726552,0,0.9559748427673043,0,-0.30188586629381897
2026-05-29,0,-4.468457943925241,0,-2.384456873712104,0,-2.776340748404893,0,-4.161475205581866,0,-3.447682692906026
2026-06-01,1,9.996942830938549,0,5.880579010856457,0,6.810925860234129,0,5.642225689027569,1,7.082668347764176
2026-06-02,0,5.252918287937747,0,1.3956137852463746,0,-0.5978080371969452,0,6.177701206005404,0,3.057106310498145
2026-06-03,0,1.4787430683918634,0,-2.0224719101123556,0,0.45105245573004993,0,-4.056560037088552,0,-1.0373091057697486
2026-06-04,0,-1.4311735623210975,0,-2.2649082568807266,0,-2.211874272409786,0,4.590480792461937,0,-0.32936882478741825
2026-06-05,0,2.692713833157323,0,1.0853622763273618,0,2.448979591836742,0,6.976206976206978,0,3.300815669382101
2026-06-08,0,-2.853470437017991,0,-4.904236796285543,0,-3.7184594953519334,0,7.773698985100408,0,-0.9256169358887649
2026-06-09,0,-1.1114051336332365,0,-3.265181568507791,0,-2.2758620689655173,0,5.149268683630526,0,-0.37579502186900493
2026-06-10,0,7.064490232807064,0,3.785488958990535,0,7.092448835568099,1,9.984756097560975,1,6.981796031231668
2026-06-11,0,2.47438140464884,0,1.094224924012166,0,0.6589785831960349,1,10.013860013860022,1,3.5603612314292654
2026-06-12,0,3.3902439024390274,0,1.2928442573661991,0,4.058919803600647,0,-9.999999999999998,0,-0.3144980091485312
2026-06-15,1,9.907997169143679,0,5.135054912436932,0,5.835168291915704,0,-1.5398075240594888,1,4.834603212359207
2026-06-16,0,0.2361021678471742,0,-0.28232636928289256,0,-0.7133303611234987,0,3.074462413364132,0,0.5787269627012287
2026-06-17,0,2.1413276231263323,0,5.0396375990940045,0,3.20311330639127,1,9.999999999999986,1,5.096019632152898
2026-06-18,0,-7.505241090146764,0,-7.897574123989215,0,-5.105148658448144,0,2.131661442006272,0,-4.594075607644462
2026-06-22,1,9.99546690843156,1,10.008779631255482,0,6.1898211829436,0,7.765500306936768,2,8.489892007391852
2026-06-23,0,-3.461776220894297,0,-5.24075552008515,0,-5.627518710420276,0,-5.525491313016229,0,-4.963885441103988
2026-06-24,0,8.281750266808952,1,9.994385176866928,0,5.475064816226949,0,1.2209828157974112,1,6.243045768925061
2026-06-25,0,0.1379854129706315,0,-0.7656967840734996,0,-2.6026604973973355,0,1.8615040953090078,0,-0.34221694329779895
2026-06-26,0,0.2952755905512028,0,6.018518518518512,0,-1.8853919239904982,0,-8.918128654970769,0,-1.122431617472888
2026-06-29,0,5.593719332679092,0,1.091703056768556,0,4.387955817824163,1,10.000000000000009,1,5.268344551817956
2026-06-30,0,-1.4684014869888462,0,-2.27981761459084,1,10.00144948543269,1,9.995622355172905,2,4.0622131847564775
2026-07-01,0,5.357479720807401,0,8.03045186640472,1,10.001317696666234,0,7.455558503581861,1,7.711201946865055
2026-07-02,0,-1.826320501342893,1,10.002273243919069,0,0.0,0,1.4444444444444482,1,2.405099296755156
2026-07-03,0,-9.994528542768554,0,-7.604877040710889,0,-10.002395783421193,0,-7.496653279785804,0,-8.77461366167161
2026-07-06,0,-0.6079027355623157,0,-6.575710131961521,0,-4.898176494076923,0,-9.998684383633737,0,-5.520118436308624
2026-07-07,0,-5.035677879714573,0,-6.823078764663637,0,-1.6235129461161568,0,-4.151439847975446,0,-4.408427359617454
2026-07-08,0,-1.8462859596393266,0,-6.217882836587874,0,-4.7232892303314955,0,-4.6667683391794945,0,-4.3635565914345475
2026-07-09,0,0.6124234470691103,0,3.424657534246567,0,-0.2837091234881295,0,5.903055511118227,0,2.4141068422364436
2026-07-10,0,-5.608695652173912,0,-6.304635761589406,0,-7.082958969751429,0,-8.489425981873122,0,-6.871429091346967
2026-07-13,0,-3.3625057577153394,0,-1.0743567995476266,0,2.046736502820301,0,-9.887751733245286,0,-3.069469446921988
2026-07-14,0,2.1210676835081044,0,5.6016004572735145,0,0.5685407454200986,0,2.033339439457782,0,2.581137081414875
2026-07-15,0,-1.516919486581092,0,-0.5142083897158423,0,1.2876884422110546,0,-6.588868940754045,0,-1.8330770937099812
2026-07-16,0,-5.260663507109021,0,-5.957562568008701,0,-5.751937984496125,0,-6.438593119354219,0,-5.852189294742017
2026-07-17,0,-2.126063031515746,0,-2.285218397454436,0,-1.8259582168119737,0,-3.697617091207883,0,-2.4837141842475097
2026-07-20,0,-3.143368259647339,0,-6.631142687981062,0,-2.5301608579088475,0,-10.004266211604108,0,-5.577234504285339
2026-07-21,0,6.543535620052787,0,5.865567533291061,0,2.7333677153171587,0,6.612941455321164,0,5.438853080995543
2026-07-22,0,-3.9623576027736584,0,-1.0182689427972513,0,-3.1124497991967814,0,-1.5784793241440553,0,-2.4178889172279368
2026-07-23,0,5.286230015471882,0,3.1467473524962264,0,7.271157167530218,0,0.1355319629545937,0,3.9599166246132302
2026-07-24,0,-2.5716385011021248,0,-3.9307714872396704,0,-3.236193849621638,0,-1.421159485675605,0,-2.7899408309097593
2026-07-27,0,0.9552538964303636,0,1.801526717557267,0,0.18302828618967926,0,5.148741418764291,0,2.0221375797354
2026-07-28,0,-4.2828685258964105,0,-3.659268146370742,0,-4.218568344128881,0,-7.747551686615894,0,-4.977064175752982
2026-07-29,0,1.7429760665973015,0,1.3698630136986356,0,2.5836656840644956,0,1.816466147676321,0,1.8782427280091885
2026-07-30,0,1.2784454103809795,0,-4.361179361179368,0,-0.2873563218390718,0,-6.719184430027802,0,-2.5223186756663156
2026-07-31,0,-0.22721534965917112,0,0.9312780989081615,0,2.2207153754873588,0,-1.018380526577245,0,0.47659939953977604
2026-08-03,0,0.8603238866396579,0,0.2863506204263455,0,0.03316749585406953,0,-5.395232120451688,0,-1.0538475293829037
2026-08-04,0,3.738083291520322,0,3.5215736040609125,0,2.1717506631299788,1,9.999999999999986,1,4.8578518896778
2026-08-05,0,4.2079806529625285,0,5.976095617529875,0,2.271620963816323,0,6.269592476489039,0,4.681322427699442
2026-08-06,0,1.7405430494314311,0,2.139965297860047,0,4.3154053625257704,0,9.507601542999765,0,4.425878813204253
2026-08-07,0,-1.2545620437956262,0,-0.36806342015855975,0,-0.6844106463878341,0,1.7198508081226693,0,-0.14679632555483768
2026-08-10,0,2.2407022407022303,0,2.0176186416595687,0,3.705972434915772,0,-0.5296394377673819,0,1.8586634698775473
2026-08-11,0,-4.609127880704921,0,-2.924791086350964,0,-3.160070880094512,0,-2.3551095637927455,0,-3.2622748527357857
2026-08-12,0,-2.415916627190895,0,-0.05738880918222389,0,-1.8145776151265558,0,0.4614093959731447,0,-0.9566184138816325
2026-08-13,0,0.2912621359223211,0,0.0,0,-1.6928094424600193,0,1.9624217118997977,0,0.14021860134052488
2026-08-14,0,-1.3310745401742374,0,-0.20097616996841428,0,-1.469194312796207,0,-0.2866502866502918,0,-0.8219738273972876
2026-08-17,0,0.17169487368162706,0,1.2370540851553535,0,2.9341029341029445,0,3.244353182751536,0,1.8968012689228653
2026-08-18,0,-2.0568070519099035,0,-1.4208581983518043,0,-1.27725856697819,0,-1.829753381066035,0,-1.6461692995764832
2026-08-19,0,-3.0000000000000027,0,-5.07350821562409,0,-2.9189018617860496,0,-7.516207455429502,0,-4.627154383209911
2026-08-20,0,-0.2577319587628746,0,-1.2450652900090953,0,-0.5525759791971452,0,-2.4315443592552,0,-1.1217293968060789
2026-08-21,0,0.0,0,-0.5842558425584454,0,0.42490603039713193,0,6.061966771441418,0,1.475654239820026
