date,ticker,name,decision_raw,group,t0_date,t0_close,n_days_avail,ret_5,ret_20,ret_40,data_status
2026-08-04,000568,泸州老窖,watch,watch,2026-08-04,89.3,13,0.985,,,OK
2026-08-04,601888,中国中免,watch,watch,2026-08-04,56.82,13,-2.411,,,OK
2026-08-04,600771,广誉远,watch,watch,2026-08-04,14.58,13,-3.772,,,OK
2026-08-04,300627,华测导航,watch,watch,2026-08-04,28.66,13,-1.779,,,OK
2026-08-04,000657,中钨高新,watch,watch,2026-08-04,52.21,13,30.531,,,OK
2026-08-06,002463,沪电股份,watch,watch,2026-08-06,117.2,11,2.952,,,OK
2026-08-06,920185,贝特瑞,watch,watch,2026-08-06,21.19,11,-1.227,,,OK
2026-08-06,000831,中国稀土,watch,watch,2026-08-06,51.99,11,6.578,,,OK
2026-08-06,603663,三祥新材,watch,watch,2026-08-06,39.31,11,1.399,,,OK
2026-08-06,603191,望变电气,watch,watch,2026-08-06,14.04,11,20.655,,,OK
2026-08-06,605020,永和股份,watch,watch,2026-08-06,35.32,11,-1.387,,,OK
2026-08-06,002378,章源钨业,watch,watch,2026-08-06,26.37,11,-1.365,,,OK
2026-08-06,688690,纳微科技,watch,watch,2026-08-06,38.1,11,14.987,,,OK
2026-08-06,600299,安迪苏,watch,watch,2026-08-06,8.69,11,-4.488,,,OK
2026-08-06,301393,昊帆生物,watch,watch,2026-08-06,58.21,11,18.691,,,OK
2026-08-06,300034,钢研高纳,watch,watch,2026-08-06,16.02,11,-1.935,,,OK
2026-08-06,601888,中国中免,watch,watch,2026-08-06,55.56,11,-1.062,,,OK
2026-08-06,600436,片仔癀,watch,watch,2026-08-06,135.79,11,-1.569,,,OK
2026-08-06,603383,顶点软件,watch,watch,2026-08-06,30.41,11,-2.795,,,OK
2026-08-06,600619,海立股份,watch,watch,2026-08-06,14.19,11,-0.211,,,OK
2026-08-06,600019,宝钢股份,watch,watch,2026-08-06,5.85,11,-3.077,,,OK
2026-08-06,600497,驰宏锌锗,watch,watch,2026-08-06,10.32,11,-3.198,,,OK
2026-08-06,600456,宝钛股份,watch,watch,2026-08-06,28.46,11,-3.795,,,OK
2026-08-06,601958,金钼股份,watch,watch,2026-08-06,22.87,11,-2.055,,,OK
2026-08-06,603993,洛阳钼业,watch,watch,2026-08-06,20.37,11,-9.622,,,OK
2026-08-06,688120,华海清科,watch,watch,2026-08-06,244.6,11,7.518,,,OK
2026-08-06,300395,菲利华,watch,watch,2026-08-06,81.83,11,13.027,,,OK
2026-08-06,601020,华钰矿业,watch,watch,2026-08-06,20.7,11,5.845,,,OK
2026-08-06,688356,键凯科技,watch,watch,2026-08-06,68.2,11,19.238,,,OK
2026-08-06,600160,巨化股份,watch,watch,2026-08-06,43.84,11,-5.748,,,OK
2026-08-06,001270,铖昌科技,watch,watch,2026-08-06,116.2,11,-1.893,,,OK
2026-08-06,688361,中科飞测,watch,watch,2026-08-06,345.0,11,-2.548,,,OK
2026-08-06,300855,图南股份,watch,watch,2026-08-06,29.3,11,4.812,,,OK
2026-08-06,603229,奥翔药业,watch,watch,2026-08-06,7.74,11,8.527,,,OK
2026-08-06,688072,拓荆科技,watch,watch,2026-08-06,682.03,11,0.452,,,OK
2026-08-06,300488,恒锋工具,watch,watch,2026-08-06,31.01,11,1.709,,,OK
2026-08-06,000998,隆平高科,watch,watch,2026-08-06,8.25,11,-1.333,,,OK
2026-08-11,688105,诺唯赞,watch,watch,2026-08-11,22.66,8,2.162,,,OK
2026-08-11,600392,盛和资源,watch,watch,2026-08-11,23.86,8,-0.964,,,OK
2026-08-11,600118,中国卫星,watch,watch,2026-08-11,63.52,8,8.627,,,OK
2026-08-11,002155,湖南黄金,watch,watch,2026-08-11,25.7,6,-2.646,,,OK
2026-08-11,603228,景旺电子,watch,watch,2026-08-11,89.28,8,9.655,,,OK
2026-08-17,603688,石英股份,probe,probe,2026-08-17,51.18,4,,,,OK
2026-08-17,002837,英维克,reject,reject,2026-08-17,58.69,4,,,,OK
2026-08-17,600183,生益科技,probe,probe,2026-08-17,144.49,4,,,,OK
2026-08-17,601958,金钼股份,reject,reject,2026-08-17,22.95,4,,,,OK
2026-08-17,002378,章源钨业,reject,reject,2026-08-17,26.76,4,,,,OK
2026-08-17,002812,恩捷股份,probe,probe,2026-08-17,57.61,4,,,,OK
2026-08-17,002460,赣锋锂业,probe,probe,2026-08-17,54.28,4,,,,OK
2026-08-17,920522,纳科诺尔,reject,reject,2026-08-17,20.48,4,,,,OK
2026-08-17,002920,德赛西威,reject,reject,2026-08-17,91.27,4,,,,OK
2026-08-17,603596,伯特利,watch,watch,2026-08-17,26.15,4,,,,OK
2026-08-17,300627,华测导航,reject,reject,2026-08-17,29.09,4,,,,OK
2026-08-17,300496,中科创达,probe,probe,2026-08-17,59.99,4,,,,OK
2026-08-17,000969,安泰科技,reject,reject,2026-08-17,17.81,4,,,,OK
2026-08-17,600456,宝钛股份,reject,reject,2026-08-17,27.82,4,,,,OK
2026-08-17,002273,水晶光电,watch,watch,2026-08-17,29.1,4,,,,OK
2026-08-17,603191,望变电气,reject,reject,2026-08-17,15.93,4,,,,OK
2026-08-17,600577,精达股份,watch,watch,2026-08-17,8.25,4,,,,OK
2026-08-17,002270,华明装备,probe,probe,2026-08-17,20.67,4,,,,OK
2026-08-17,000657,中钨高新,probe,probe,2026-08-17,70.49,4,,,,OK
2026-08-17,688012,中微公司,probe,probe,2026-08-17,387.82,4,,,,OK
2026-08-17,300666,江丰电子,probe,probe,2026-08-17,269.82,4,,,,OK
2026-08-17,600549,厦门钨业,probe,probe,2026-08-17,58.4,4,,,,OK
2026-08-17,002837,英维克,probe,probe,2026-08-17,58.69,4,,,,OK
2026-08-17,600183,生益科技,watch,watch,2026-08-17,144.49,4,,,,OK
2026-08-17,688146,中船特气,reject,reject,2026-08-17,310.11,4,,,,OK
2026-08-17,002378,章源钨业,probe,probe,2026-08-17,26.76,4,,,,OK
2026-08-17,002920,德赛西威,watch,watch,2026-08-17,91.27,4,,,,OK
2026-08-17,300627,华测导航,watch,watch,2026-08-17,29.09,4,,,,OK
2026-08-17,002273,水晶光电,probe,probe,2026-08-17,29.1,4,,,,OK
2026-08-17,002371,北方华创,watch,watch,2026-08-17,765.97,4,,,,OK
2026-08-17,688012,中微公司,watch,watch,2026-08-17,387.82,4,,,,OK
2026-08-24,600397,江钨装备,reject,reject,,,,,,,FETCH_FAIL_OR_NO_MATCH
2026-08-24,002842,翔鹭钨业,probe,probe,,,,,,,FETCH_FAIL_OR_NO_MATCH
2026-08-24,688308,欧科亿,probe,probe,,,,,,,FETCH_FAIL_OR_NO_MATCH
2026-08-24,300488,恒锋工具,watch,watch,,,,,,,FETCH_FAIL_OR_NO_MATCH
2026-08-24,000408,藏格矿业,watch,watch,,,,,,,FETCH_FAIL_OR_NO_MATCH
2026-08-24,000155,川能动力,probe,probe,,,,,,,FETCH_FAIL_OR_NO_MATCH
2026-08-24,603505,金石资源,watch,watch,,,,,,,FETCH_FAIL_OR_NO_MATCH
2026-08-24,600392,盛和资源,probe,probe,,,,,,,FETCH_FAIL_OR_NO_MATCH
2026-08-24,002167,东方锆业,reject,reject,,,,,,,FETCH_FAIL_OR_NO_MATCH
2026-08-24,300568,星源材质,probe,probe,,,,,,,FETCH_FAIL_OR_NO_MATCH
2026-08-24,002104,恒宝股份,reject,reject,,,,,,,FETCH_FAIL_OR_NO_MATCH
2026-08-24,300468,四方精创,reject,reject,,,,,,,FETCH_FAIL_OR_NO_MATCH
2026-08-24,002741,光华科技,reject,reject,,,,,,,FETCH_FAIL_OR_NO_MATCH
2026-08-24,603663,三祥新材,watch,watch,,,,,,,FETCH_FAIL_OR_NO_MATCH
2026-08-24,600570,恒生电子,reject,reject,,,,,,,FETCH_FAIL_OR_NO_MATCH
2026-08-24,300130,新国都,watch,watch,,,,,,,FETCH_FAIL_OR_NO_MATCH
2026-08-24,300579,数字认证,reject,reject,,,,,,,FETCH_FAIL_OR_NO_MATCH
