date,ticker,name,decision_raw,group,t0_date,t0_close,n_days_avail,ret_5,ret_20,ret_40,data_status
2026-07-30,002378,章源钨业,watch,watch,2026-07-30,21.38,16,23.34,,,OK
2026-08-03,300627,华测导航,watch,watch,2026-08-03,28.59,14,-0.28,,,OK
2026-08-03,600497,驰宏锌锗,watch,watch,2026-08-03,9.25,14,16.0,,,OK
2026-08-03,688690,纳微科技,watch,watch,2026-08-03,33.15,14,30.649,,,OK
2026-08-03,603379,三美股份,watch,watch,2026-08-03,60.32,14,12.268,,,OK
2026-08-03,000657,中钨高新,watch,watch,2026-08-03,47.99,14,51.698,,,OK
2026-08-03,002821,凯莱英,watch,watch,2026-08-03,146.92,14,19.793,,,OK
2026-08-03,601888,中国中免,watch,watch,2026-08-03,57.97,14,-2.984,,,OK
2026-08-03,000568,泸州老窖,watch,watch,2026-08-03,90.39,14,0.398,,,OK
2026-08-03,002041,登海种业,watch,watch,2026-08-03,8.93,14,0.336,,,OK
2026-08-03,920982,锦波生物,watch,watch,2026-08-03,128.98,14,5.668,,,OK
2026-08-03,600301,华锡有色,watch,watch,2026-08-03,41.63,14,22.34,,,OK
2026-08-03,600436,片仔癀,watch,watch,2026-08-03,138.11,14,1.202,,,OK
2026-08-03,601168,西部矿业,watch,watch,2026-08-03,37.5,14,13.2,,,OK
2026-08-03,300748,金力永磁,watch,watch,2026-08-03,26.11,14,8.771,,,OK
2026-08-04,603688,石英股份,watch,watch,2026-08-04,43.46,13,11.827,,,OK
2026-08-04,002167,东方锆业,watch,watch,2026-08-04,15.4,13,15.39,,,OK
2026-08-04,603379,三美股份,watch,watch,2026-08-04,61.63,13,6.409,,,OK
2026-08-04,002179,中航光电,watch,watch,2026-08-04,34.41,13,2.238,,,OK
2026-08-04,300199,翰宇药业,watch,watch,2026-08-04,21.26,13,21.778,,,OK
2026-08-04,600363,联创光电,watch,watch,2026-08-04,27.38,13,-24.945,,,OK
2026-08-04,300363,博腾股份,watch,watch,2026-08-04,17.73,13,22.899,,,OK
2026-08-04,688105,诺唯赞,watch,watch,2026-08-04,18.46,13,22.752,,,OK
2026-08-04,002155,湖南黄金,watch,watch,2026-08-04,23.04,11,11.545,,,OK
2026-08-04,688375,国博电子,watch,watch,2026-08-04,78.01,13,2.936,,,OK
