code,date,month,close,turn,fcap,gain20,streak,yizi,isST,lp,mkt_lu_cnt,promo_rate,peer_cnt,ret_open,ret_close,next_lu,next_dt_yizi
sz.002592,2025-10-20,2025-10,7.81,6.126,1991859906.1377735,9.537166900420747,3,False,1,0.05,93,0.3170731707317073,10,0.1280409731114096,1.0243277848911658,False,False
sz.002592,2025-11-04,2025-11,8.19,2.0746,2116604116.4561841,20.974889217134418,1,False,1,0.05,65,0.24444444444444444,4,1.9536019536019467,1.831501831501825,False,False
sz.002592,2025-12-24,2025-12,7.32,0.36,1923126666.6666667,2.8089887640449396,1,True,1,0.05,78,0.26153846153846155,1,5.054644808743181,5.054644808743181,True,False
sz.002592,2025-12-25,2025-12,7.69,4.7668,2016528383.8214316,8.309859154929589,2,False,1,0.05,94,0.3076923076923077,6,0.0,1.3003901170351106,False,False
sz.002592,2025-12-29,2025-12,8.18,2.9293,2116239681.8352506,13.453536754507622,1,False,1,0.05,86,0.23076923076923078,9,2.933985330073363,5.012224938875298,True,False
sz.002592,2025-12-30,2025-12,8.59,6.7092,2233765603.9468193,20.64606741573034,2,False,1,0.05,65,0.2558139534883721,13,1.5133876600698537,-3.3760186263096514,False,False
sz.002593,2025-02-19,2025-02,5.78,32.9911,3234413894.6564374,10.516252390057357,1,False,0,0.1,114,0.26,0,1.2110726643598468,3.114186851211076,False,False
sz.002593,2025-05-08,2025-05,5.34,2.3698,3046220102.962275,24.1860465116279,1,True,0,0.1,99,0.34375,0,-0.5617977528089901,-6.554307116104862,False,False
sz.002593,2025-06-16,2025-06,5.19,14.8542,2878498936.3277726,5.06072874493928,1,False,0,0.1,71,0.2698412698412698,0,-0.19267822736032114,-3.4682080924855585,False,False
sz.002593,2025-08-26,2025-08,5.64,12.1534,3070217142.198891,13.480885311871216,1,False,0,0.1,89,0.19540229885057472,0,0.0,6.737588652482263,False,False
sz.002593,2025-10-28,2025-10,5.91,19.0934,3262620175.558047,11.931818181818187,1,False,0,0.1,68,0.31746031746031744,0,-2.0304568527918843,-3.891708967851104,False,False
sz.002593,2025-11-14,2025-11,6.63,23.4301,3620896218.1125984,31.547619047619047,1,False,0,0.1,87,0.27884615384615385,2,8.597285067873317,9.954751131221728,True,False
sz.002593,2025-11-17,2025-11,7.29,8.6087,4040590713.81277,42.661448140900184,2,False,0,0.1,98,0.3448275862068966,7,5.6241426611796985,-8.504801097393688,False,False
