code,date,month,close,turn,fcap,gain20,streak,yizi,isST,lp,mkt_lu_cnt,promo_rate,peer_cnt,ret_open,ret_close,next_lu,next_dt_yizi
sh.603058,2026-01-21,2026-01,11.81,7.9958,4697731593.586633,24.973544973544982,1,False,0,0.1,86,0.18333333333333332,0,0.9314140558848383,-2.878916172734969,False,False
sh.603058,2026-02-10,2026-02,13.53,5.9205,5447457541.086058,40.64449064449065,1,False,0,0.1,69,0.21978021978021978,0,0.0,-2.4390243902439046,False,False
sh.603058,2026-03-05,2026-03,13.74,3.8962,5511187546.32719,24.456521739130444,1,False,0,0.1,78,0.18181818181818182,0,-1.5283842794759916,-1.9650655021834051,False,False
sh.603059,2026-01-12,2026-01,34.88,2.1402,3469992288.5711613,13.504718516108039,1,False,0,0.1,191,0.4392523364485981,0,1.1467889908256756,3.9277522935779796,False,False
sh.603059,2026-01-30,2026-01,37.29,3.2157,3663564936.0947857,23.969414893617035,1,False,0,0.1,58,0.10714285714285714,0,3.4861893268973043,3.7811745776347605,False,False
sh.603061,2026-01-05,2026-01,154.44,7.5627,6343211126.185092,14.739970282317994,1,False,0,0.1,125,0.3,0,4.985754985754975,9.997409997409989,True,False
sh.603061,2026-01-06,2026-01,169.88,6.7381,7016902747.065197,26.74774304260239,2,False,0,0.1,139,0.416,0,0.6592889098187005,2.083823875676938,False,False
sh.603061,2026-01-16,2026-01,221.87,9.0717,8885495095.186129,68.65830482706194,1,False,0,0.1,66,0.11475409836065574,5,3.159507819894536,10.00135214314688,True,False
sh.603061,2026-01-19,2026-01,244.06,10.6909,9801074769.944534,78.27611395178961,2,False,0,0.1,102,0.19696969696969696,7,-4.306318118495445,6.9941817585839505,False,False
sh.603061,2026-01-27,2026-01,279.4,7.4982,11212255423.96842,96.76056338028167,1,False,0,0.1,56,0.1875,4,4.838940586972096,7.193987115246969,False,False
sh.603061,2026-03-30,2026-03,284.67,4.0602,16336788080.882713,3.3510020331106727,1,False,0,0.1,28,0.21875,0,1.2400323181227302,-5.0374117399093805,False,False
sh.603061,2026-04-14,2026-04,338.14,4.116,19627241150.874634,37.63992347457972,1,False,0,0.1,23,0.24,0,2.9129946176140065,-1.3248950138995519,False,False
sh.603062,2026-03-13,2026-03,56.29,11.0378,2042574428.3281088,10.22126493048756,1,False,0,0.1,66,0.21311475409836064,0,1.7587493338070637,0.8171966601527858,False,False
sh.603063,2026-03-06,2026-03,31.9,10.7503,14277530945.927092,6.546426185704735,1,False,0,0.1,86,0.15384615384615385,0,-0.940438871473348,-0.31347962382444194,False,False
sh.603063,2026-04-15,2026-04,38.03,14.4901,17275297009.751488,21.191841937539845,1,False,0,0.1,17,0.13043478260869565,0,-0.18406521167499967,-2.866158296082044,False,False
sh.603063,2026-04-17,2026-04,40.63,14.5966,17798853151.69286,28.21079204796466,1,False,0,0.1,26,0.2631578947368421,0,2.0182131429977934,0.7383706620723629,False,False
