code,date,close,preclose,streak,yizi,open_gap,turn_pct,amount,circ_mcap_yuan,gain20_before,isST,board_pct
sh.601606,2025-08-29,69.17,62.88,1,False,0.0,15.5159,7461975627.37,48092444701.0,95.95,0,0.1
sh.601608,2025-07-22,5.09,4.63,1,False,3.24,4.7833,1075525402.36,22485008307.0,19.2,0,0.1
sh.601609,2025-07-14,8.06,7.33,1,False,5.05,4.174,496559487.16,11896489870.0,18.88,0,0.1
sh.601609,2025-08-13,9.41,8.55,1,False,-0.35,10.5657,1416902477.72,13410398532.0,18.07,0,0.1
sh.601609,2025-08-14,10.35,9.41,2,False,9.99,5.2689,925097806.56,17557702871.0,30.35,0,0.1
sh.601609,2025-08-18,12.53,11.39,1,True,10.01,2.5287,537718973.19,21264640851.0,49.88,0,0.1
sh.601609,2025-08-20,14.75,13.41,1,False,-4.55,23.704,5759500380.54,24297588511.0,75.18,0,0.1
sh.601669,2025-07-21,5.59,5.08,1,True,10.04,0.7702,562768045.71,73067780539.0,17.68,0,0.1
sh.601669,2025-07-22,6.15,5.59,2,True,10.02,0.9514,764842013.25,80391214342.0,26.54,0,0.1
sh.601669,2025-07-23,6.77,6.15,3,True,10.08,1.3394,1185273381.93,88492861127.0,38.16,0,0.1
sh.601669,2025-07-24,7.45,6.77,4,False,3.4,17.0914,15856948335.81,92777351977.0,52.98,0,0.1
sh.601689,2025-08-19,54.79,49.81,1,False,0.14,6.3446,5858276235.78,92334839640.0,13.2,0,0.1
sh.601696,2025-07-10,11.85,10.77,1,False,-0.28,7.1808,2307674487.93,32136732508.0,16.18,0,0.1
sh.601696,2025-07-11,13.04,11.85,2,False,10.04,6.3997,2312880436.89,36140450910.0,29.49,0,0.1
sh.601699,2025-07-22,12.6,11.45,1,False,0.79,3.0506,1098047639.46,35994481068.0,15.92,0,0.1
sh.601702,2025-08-13,18.26,16.6,1,False,0.0,2.0289,356280026.9,17560255651.0,14.05,0,0.1
sh.601717,2025-08-29,20.45,18.59,1,False,4.9,3.6137,1130765263.75,31291066324.0,22.09,0,0.1
sh.601718,2025-07-01,4.31,3.92,3,True,9.95,0.547,103535949.22,18927961466.0,57.88,0,0.1
sh.601718,2025-07-10,4.33,3.94,1,False,-0.76,12.4745,2267563934.58,18177593768.0,59.78,0,0.1
sh.601718,2025-08-07,4.8,4.36,1,False,-0.92,9.6559,1949868980.58,20193549856.0,10.85,0,0.1
sh.601718,2025-08-08,5.28,4.8,2,False,4.17,12.3601,2845223547.92,23019421752.0,30.69,0,0.1
sh.601778,2025-08-22,4.28,3.89,1,False,1.29,9.1471,1331036710.17,14551461230.0,29.31,0,0.1
sh.601788,2025-08-22,20.78,18.89,1,False,-0.26,5.5388,4365325231.91,78813555859.0,9.95,0,0.1
sh.601798,2025-08-18,10.71,9.74,1,False,1.64,4.6815,173474769.62,3705538174.0,27.65,0,0.1
sh.601800,2025-07-22,10.33,9.39,1,False,0.32,1.6569,1930694374.59,116524496022.0,15.94,0,0.1
sh.601865,2025-07-02,16.91,15.37,1,False,1.56,4.0894,1262265488.69,30866765019.0,16.14,0,0.1
sh.601868,2025-07-21,2.55,2.32,1,True,9.91,1.0923,903254706.6,82692914639.0,15.38,0,0.1
sh.601868,2025-07-22,2.81,2.55,2,True,10.2,0.8792,801158833.05,91123616134.0,26.01,0,0.1
sh.601869,2025-07-17,43.34,39.4,1,False,-2.23,2.9592,498531824.96,16846844585.0,16.82,0,0.1
sh.601869,2025-07-30,48.62,44.2,1,False,-2.06,6.1096,1149942310.6,18821891950.0,24.35,0,0.1
sh.601869,2025-08-05,57.0,51.82,1,False,2.86,6.3868,1403521247.92,21975343645.0,44.82,0,0.1
sh.601869,2025-08-25,64.88,58.98,1,True,10.0,1.0611,279730444.4,26362307455.0,60.59,0,0.1
sh.601869,2025-08-26,71.07,64.61,2,False,10.0,4.7378,1362113390.74,28749913266.0,60.79,0,0.1
sh.601869,2025-08-28,82.95,75.41,1,False,0.0,1.4812,483633000.76,32651431323.0,63.13,0,0.1
sh.601869,2025-08-29,91.25,82.95,2,False,10.01,4.6386,1716225605.37,36998784232.0,79.87,0,0.1
sh.601877,2025-08-28,27.86,25.33,1,False,4.97,4.0283,2397437458.52,59514868766.0,22.46,0,0.1
sh.601888,2025-07-24,70.84,64.4,1,False,0.76,3.6614,4932577447.79,134718344016.0,15.94,0,0.1
sh.601890,2025-07-02,11.33,10.3,1,False,6.8,25.3002,2702127297.75,10680260621.0,25.06,0,0.1
sh.601908,2025-07-10,3.84,3.49,1,False,0.86,3.4634,316109087.66,9127131941.0,16.72,0,0.1
sh.601908,2025-07-11,4.22,3.84,2,True,9.9,1.4925,152079520.22,10189582594.0,33.97,0,0.1
sh.601908,2025-07-14,4.64,4.22,3,True,9.95,0.8298,92973109.12,11204279238.0,49.2,0,0.1
sh.601929,2025-08-04,2.12,1.93,1,True,9.84,4.474,330998860.56,7398275828.0,15.22,0,0.1
sh.601929,2025-08-07,2.45,2.23,1,False,-1.35,12.817,1079270286.96,8420615487.0,31.02,0,0.1
sh.601929,2025-08-08,2.7,2.45,2,False,3.67,12.3473,1138615404.76,9221573986.0,42.11,0,0.1
sh.601929,2025-08-11,2.97,2.7,3,False,9.63,12.4041,1254642750.23,10114742305.0,60.54,0,0.1
sh.601929,2025-08-12,3.27,2.97,4,False,2.36,15.8035,1746292796.3,11050038259.0,83.71,0,0.1
sh.601929,2025-08-13,3.6,3.27,5,False,9.79,11.293,1403825347.32,12430933741.0,100.0,0,0.1
sh.601929,2025-08-18,4.31,3.92,1,False,0.0,25.0441,3696990101.04,14761920377.0,134.24,0,0.1
sh.601929,2025-08-21,3.96,3.6,1,False,0.0,30.3123,3728303951.34,12299640579.0,107.33,0,0.1
sh.601929,2025-08-27,4.02,3.65,1,False,-1.1,30.8458,4242272223.91,13753159989.0,87.85,0,0.1
sh.601929,2025-08-29,4.55,4.14,1,False,-0.72,12.7477,1991489266.91,15622341810.0,135.75,0,0.1
sh.601958,2025-07-24,13.08,11.89,1,False,2.19,2.3361,976841192.97,41815041863.0,21.45,0,0.1
sh.601969,2025-07-24,8.79,7.99,1,False,0.25,2.63,441569251.88,16789705395.0,22.77,0,0.1
sh.601991,2025-07-22,3.89,3.54,1,False,2.54,5.3437,2520596339.0,47169495649.0,20.81,0,0.1
sh.601992,2025-07-21,1.73,1.57,1,False,2.55,3.4545,483264293.57,13989413622.0,16.11,0,0.1
sh.603001,2025-07-14,7.71,7.01,1,False,4.71,1.044,32115504.28,3076197728.0,24.96,0,0.1
sh.603001,2025-07-15,8.48,7.71,2,False,3.5,10.3032,339611458.47,3296174572.0,36.12,0,0.1
sh.603001,2025-08-06,9.87,8.97,1,False,0.11,5.1962,199626875.65,3841785837.0,41.2,0,0.1
sh.603002,2025-07-08,7.59,6.9,1,False,-0.87,6.6592,555247404.0,8338049676.0,33.16,0,0.1
sh.603002,2025-08-15,7.87,7.15,1,False,-0.84,10.8584,934316468.4,8604550103.0,14.89,0,0.1
sh.603002,2025-08-20,9.03,8.21,1,False,-0.73,11.3763,1088734112.3,9570195163.0,36.61,0,0.1
sh.603007,2025-07-17,4.95,4.71,1,True,5.1,0.5553,13740205.05,2474375122.0,-3.13,1,0.1
sh.603007,2025-08-15,4.79,4.56,1,False,-0.22,3.5215,82517848.21,2343258504.0,-6.63,1,0.1
sh.603008,2025-08-21,18.12,16.47,1,False,9.9,9.521,639754520.08,6719404685.0,12.27,0,0.1
sh.603013,2025-07-14,21.08,19.16,1,False,0.73,2.1556,223955608.8,10389478976.0,23.35,0,0.1
sh.603013,2025-08-20,23.93,21.75,1,False,0.32,2.8772,336565745.0,11697683338.0,8.53,0,0.1
sh.603018,2025-07-22,9.45,8.59,1,False,5.94,14.0066,900149787.14,6426611648.0,16.09,0,0.1
sh.603019,2025-08-22,82.83,75.3,1,False,1.74,8.8808,10500241550.96,118235311582.0,17.72,0,0.1
sh.603019,2025-08-25,91.11,82.83,2,True,10.0,1.1956,1593372861.72,133269727477.0,31.32,0,0.1
sh.603020,2025-08-28,9.88,8.98,1,False,-0.11,7.4325,275515554.31,3706902850.0,8.93,0,0.1
sh.603020,2025-08-29,10.87,9.88,2,False,2.23,10.5087,423874286.82,4033555881.0,18.02,0,0.1
sh.603021,2025-08-01,3.66,3.49,1,False,0.0,2.5391,29307246.6,1154237588.0,1.67,1,0.1
sh.603021,2025-08-15,3.87,3.69,1,False,0.54,2.0442,25160057.2,1230802133.0,8.1,1,0.1
sh.603021,2025-08-18,4.06,3.87,2,False,3.1,1.6865,21733955.0,1288701749.0,13.41,1,0.1
sh.603021,2025-08-19,4.26,4.06,3,False,2.22,7.3006,98429055.6,1348232414.0,21.37,1,0.1
sh.603021,2025-08-20,4.47,4.26,4,False,1.41,1.802,25472921.4,1413591643.0,29.19,1,0.1
sh.603021,2025-08-22,4.83,4.6,1,False,1.09,6.5258,100081555.9,1533628918.0,37.22,1,0.1
sh.603021,2025-08-26,4.82,4.59,1,False,-3.05,6.3396,92093481.4,1452670222.0,34.26,1,0.1
sh.603023,2025-08-12,4.62,4.2,1,False,-0.48,8.6421,213862812.02,2474662548.0,24.86,0,0.1
sh.603025,2025-08-15,15.64,14.22,1,False,5.49,1.5196,262214133.04,17255470719.0,12.11,0,0.1
sh.603025,2025-08-18,17.2,15.64,2,False,9.78,3.4991,655573745.7,18735496148.0,22.51,0,0.1
sh.603030,2025-07-25,2.84,2.58,1,False,0.78,9.3434,345398417.62,3696710166.0,2.9,0,0.1
sh.603031,2025-08-13,32.67,29.7,1,False,2.05,12.5532,853065762.22,6795604007.0,13.56,0,0.1
sh.603031,2025-08-22,39.55,35.95,1,False,0.42,6.7594,553188266.04,8183984763.0,42.11,0,0.1
sh.603032,2025-07-22,18.77,17.06,1,False,-0.94,8.4627,355171759.08,4196908304.0,4.8,0,0.1
sh.603032,2025-08-29,20.56,18.69,1,False,-0.43,8.9788,413919801.56,4609967942.0,14.86,0,0.1
sh.603036,2025-08-14,19.84,18.04,1,False,0.78,14.9037,594033594.2,3985812880.0,17.61,0,0.1
sh.603038,2025-08-19,15.9,14.45,1,False,0.14,12.4824,519852255.3,4164681915.0,8.38,0,0.1
sh.603038,2025-08-20,17.49,15.9,2,False,4.97,9.5447,440577605.85,4615939797.0,20.62,0,0.1
sh.603039,2025-07-15,59.42,54.02,1,False,-0.61,2.1422,314912840.02,14700440669.0,11.44,0,0.1
sh.603045,2025-07-03,18.74,17.04,1,False,-0.7,13.2715,326321661.06,2458815214.0,11.22,0,0.1
sh.603045,2025-07-15,19.46,17.69,1,False,0.0,8.4243,219545282.34,2606095252.0,18.66,0,0.1
sh.603048,2025-07-16,19.5,17.73,1,False,-0.39,5.2278,147173264.21,2815204564.0,10.05,0,0.1
sh.603048,2025-07-17,21.45,19.5,2,False,10.0,12.0868,372910821.62,3085273369.0,23.13,0,0.1
sh.603052,2025-08-01,30.29,27.54,1,False,1.53,30.3795,515491436.23,1696839764.0,10.71,0,0.1
sh.603053,2025-08-21,11.23,10.21,1,False,0.29,2.6667,256454093.24,9616908285.0,16.98,0,0.1
sh.603057,2025-08-25,24.12,21.93,1,False,-0.91,14.0267,220118165.12,1569279767.0,14.69,0,0.1
sh.603059,2025-07-31,30.71,27.92,1,False,-0.43,9.5109,291539626.0,3065321116.0,20.15,0,0.1
sh.603059,2025-08-01,33.78,30.71,2,True,10.0,2.2099,74985012.9,3393140545.0,32.47,0,0.1
sh.603059,2025-08-04,37.16,33.78,3,True,10.01,2.003,74767034.8,3732752611.0,42.32,0,0.1
sh.603059,2025-08-05,40.88,37.16,4,True,10.01,1.6548,67953802.0,4106466159.0,57.53,0,0.1
sh.603059,2025-08-06,44.97,40.88,5,True,10.0,3.9937,180402056.73,4517165955.0,74.64,0,0.1
sh.603063,2025-07-29,32.53,29.57,1,False,-0.2,14.5533,2088384794.05,14349905479.0,-1.3,0,0.1
sh.603063,2025-07-31,37.9,34.45,1,False,2.7,7.3599,1241341136.78,16866277215.0,18.33,0,0.1
sh.603068,2025-08-27,42.46,38.6,1,False,0.52,7.7819,485578976.19,6239851144.0,21.94,0,0.1
sh.603068,2025-08-28,46.71,42.46,2,True,10.01,1.6953,119114890.74,7026183610.0,35.86,0,0.1
sh.603069,2025-07-24,23.73,21.57,1,False,-0.97,9.1831,668781990.79,7282747556.0,12.73,0,0.1
sh.603080,2025-08-08,22.1,20.09,1,False,1.34,10.4606,314954437.2,3010863977.0,26.29,0,0.1
sh.603080,2025-08-11,24.31,22.1,2,False,9.95,14.2952,489707713.19,3425679341.0,37.03,0,0.1
sh.603080,2025-08-12,26.74,24.31,3,False,0.0,11.2278,408778888.92,3640774586.0,52.71,0,0.1
sh.603081,2025-07-09,11.98,10.89,1,False,10.01,6.8947,357970384.06,5191964611.0,9.01,0,0.1
sh.603081,2025-07-14,13.24,12.04,1,False,1.74,16.1944,902529969.58,5573099155.0,21.02,0,0.1
sh.603083,2025-07-17,52.58,47.8,1,False,-1.88,14.3227,1945406512.58,13582680029.0,12.47,0,0.1
sh.603083,2025-08-18,58.94,53.58,1,False,1.53,18.4973,2868700084.98,15508750385.0,18.54,0,0.1
sh.603083,2025-08-19,64.83,58.94,2,False,2.95,7.7453,1316703744.61,17000035436.0,32.31,0,0.1
sh.603083,2025-08-25,72.88,66.25,1,True,10.01,2.0392,398328409.44,19533562644.0,48.07,0,0.1
sh.603083,2025-08-26,80.17,72.88,2,True,10.0,0.9175,197146207.34,21487325051.0,57.88,0,0.1
sh.603083,2025-08-27,88.19,80.17,3,True,10.0,1.4664,346619242.11,23637427858.0,78.7,0,0.1
sh.603086,2025-07-07,10.67,9.7,1,False,0.0,16.5216,741847649.56,4490168322.0,18.56,0,0.1
sh.603089,2025-07-03,14.7,13.36,1,False,1.72,10.7003,366453870.22,3424706506.0,12.21,0,0.1
sh.603089,2025-08-05,17.66,16.05,1,False,3.8,9.1243,383195370.61,4199723492.0,22.89,0,0.1
sh.603090,2025-07-16,27.04,24.58,1,False,0.08,7.6764,200958031.48,2617868161.0,15.6,0,0.1
sh.603090,2025-08-12,35.35,32.14,1,False,2.27,7.4137,255203039.06,3442316779.0,43.82,0,0.1
sh.603091,2025-07-01,69.6,63.27,1,False,-0.74,10.0838,140288549.86,1391227016.0,35.3,0,0.1
sh.603093,2025-07-09,22.96,20.87,1,False,2.44,8.6055,1169473108.32,13589833343.0,11.73,0,0.1
sh.603093,2025-07-10,25.26,22.96,2,False,-0.7,7.7392,1171625413.97,15138843989.0,11.72,0,0.1
sh.603093,2025-07-11,27.79,25.26,3,False,1.78,8.4008,1330901355.06,15842554936.0,32.02,0,0.1
sh.603093,2025-07-16,26.08,23.71,1,False,1.56,8.7106,1306035813.9,14993637796.0,22.21,0,0.1
sh.603098,2025-08-13,11.51,10.46,1,False,0.86,2.9573,175114503.59,5921431833.0,10.25,0,0.1
sh.603098,2025-08-14,12.66,11.51,2,False,5.04,10.26,670457477.74,6534673272.0,20.11,0,0.1
sh.603098,2025-08-25,14.73,13.39,1,False,1.42,6.0727,465183701.7,7660245059.0,38.83,0,0.1
sh.603098,2025-08-26,16.2,14.73,2,False,3.05,8.5471,733155075.76,8577822604.0,52.83,0,0.1
sh.603101,2025-08-20,9.46,8.6,1,False,1.74,10.5855,451901021.24,4269056929.0,18.7,0,0.1
sh.603101,2025-08-21,10.41,9.46,2,False,-0.63,16.0575,758544472.74,4723926344.0,29.48,0,0.1
sh.603101,2025-08-22,11.45,10.41,3,False,3.84,3.1613,167926425.96,5311942111.0,42.41,0,0.1
sh.603103,2025-07-16,18.14,16.49,1,False,0.49,2.0299,230127796.64,11336903130.0,13.94,0,0.1
sh.603106,2025-07-17,11.55,10.5,1,False,3.05,7.6624,451259428.13,5889270048.0,24.73,0,0.1
sh.603106,2025-08-22,12.86,11.69,1,False,-1.8,8.2305,541023378.55,6573396252.0,18.74,0,0.1
sh.603109,2025-07-15,28.07,25.52,1,False,0.78,7.2727,422431842.53,5808459617.0,11.12,0,0.1
sh.603109,2025-07-22,32.22,29.29,1,False,1.06,6.2122,409457913.43,6591190133.0,23.07,0,0.1
sh.603111,2025-08-25,7.47,6.79,1,False,7.07,3.5326,222273657.66,6292069797.0,13.18,0,0.1
sh.603115,2025-07-16,16.23,14.75,1,False,0.27,2.8053,106842214.13,3808584256.0,14.14,0,0.1
sh.603115,2025-07-17,17.85,16.23,2,False,8.87,4.7777,202743287.52,4243533238.0,26.96,0,0.1
sh.603115,2025-07-18,19.64,17.85,3,False,8.85,10.7038,501066340.36,4681200512.0,39.79,0,0.1
sh.603115,2025-08-19,18.9,17.18,1,False,-0.47,7.752,339760096.98,4382870188.0,1.89,0,0.1
sh.603116,2025-07-25,6.96,6.33,1,False,0.16,5.7893,223159943.89,3854696490.0,18.37,0,0.1
sh.603119,2025-07-16,49.7,45.18,1,False,3.85,14.5757,1445101625.7,9914457801.0,15.02,0,0.1
sh.603119,2025-08-04,60.06,54.6,1,False,-0.18,10.521,1250418006.21,11884972970.0,48.44,0,0.1
sh.603123,2025-08-21,15.37,13.97,1,False,3.29,21.4863,2108950473.3,9815326386.0,15.22,0,0.1
sh.603124,2025-07-01,53.46,48.6,1,False,-0.53,39.4073,577382207.47,1465165610.0,30.58,0,0.1
sh.603124,2025-07-31,55.29,50.26,1,False,1.89,33.9747,523588708.74,1541113560.0,2.37,0,0.1
sh.603124,2025-08-04,59.96,54.51,1,False,1.91,21.3862,364502792.33,1704383165.0,5.54,0,0.1
sh.603124,2025-08-18,73.77,67.06,1,False,4.38,28.858,599641039.57,2077902279.0,43.8,0,0.1
sh.603124,2025-08-25,83.71,76.1,1,False,1.84,20.0442,461256333.31,2301196023.0,64.49,0,0.1
sh.603125,2025-07-01,19.36,17.6,2,False,7.84,21.3815,413543987.44,1934120560.0,31.25,0,0.1
sh.603126,2025-08-11,7.34,6.67,1,False,0.0,7.5017,328716598.58,4381894752.0,7.62,0,0.1
sh.603130,2025-07-03,32.2,29.27,1,False,0.55,10.6732,170922946.0,1601421748.0,13.38,0,0.1
sh.603130,2025-07-10,36.63,33.3,1,False,-0.93,18.5914,326912050.23,1758404694.0,35.97,0,0.1
sh.603130,2025-08-06,38.84,35.31,1,False,0.48,12.4778,235038226.2,1883651174.0,16.64,0,0.1
sh.603130,2025-08-07,42.72,38.84,2,False,2.11,12.9093,274361699.4,2125302684.0,16.63,0,0.1
sh.603139,2025-08-19,25.18,22.89,1,False,-0.57,3.8396,93699463.92,2440344409.0,14.09,0,0.1
sh.603150,2025-08-04,38.4,34.91,1,False,1.26,15.6748,497593860.9,3174482998.0,19.07,0,0.1
sh.603151,2025-07-03,21.48,19.53,1,False,1.18,9.3825,160046576.6,1705798845.0,25.47,0,0.1
sh.603151,2025-07-21,24.59,22.35,1,False,0.54,6.7291,131325733.17,1951609178.0,21.25,0,0.1
sh.603153,2025-08-15,20.42,18.56,1,False,-0.05,7.7001,204433337.78,2654943933.0,13.76,0,0.1
sh.603155,2025-08-14,18.32,16.65,1,False,0.0,8.1863,445237906.86,5438817376.0,14.57,0,0.1
sh.603158,2025-08-14,10.23,9.3,1,False,7.53,14.317,713579961.49,4984144454.0,23.55,0,0.1
sh.603158,2025-08-15,11.25,10.23,2,False,8.6,32.4525,1761795536.71,5428843808.0,36.53,0,0.1
sh.603158,2025-08-19,12.85,11.68,1,False,8.05,7.0614,442763628.45,6270196115.0,54.82,0,0.1
sh.603158,2025-08-20,14.14,12.85,2,False,8.09,23.8045,1617610378.5,6795397419.0,71.39,0,0.1
sh.603158,2025-08-26,15.07,13.7,1,False,4.23,27.8142,2024247628.6,7277748879.0,82.45,0,0.1
sh.603159,2025-08-20,22.39,20.35,1,False,0.0,7.2438,221685551.2,3060348867.0,26.71,0,0.1
sh.603161,2025-08-26,15.53,14.12,1,False,0.57,8.1153,236304712.52,2911841984.0,20.39,0,0.1
sh.603163,2025-08-01,32.23,29.3,1,False,-0.17,7.1635,78816494.75,1100251201.0,14.86,0,0.1
sh.603163,2025-08-07,35.48,32.25,1,False,0.03,21.5833,255303858.69,1182876848.0,23.8,0,0.1
sh.603163,2025-08-25,38.83,35.3,1,False,7.65,22.8571,309555115.87,1354306171.0,29.52,0,0.1
sh.603165,2025-07-21,12.8,11.64,1,False,4.81,4.7827,164075615.18,3430606460.0,15.94,0,0.1
sh.603166,2025-07-16,17.26,15.69,1,False,0.06,9.4484,1009733924.64,10686824485.0,11.72,0,0.1
sh.603171,2025-07-15,43.54,39.58,1,False,-0.15,1.915,320626794.15,16742913533.0,9.64,0,0.1
sh.603171,2025-08-22,60.01,54.55,1,False,0.62,1.7188,398540612.72,23187142932.0,17.9,0,0.1
sh.603173,2025-07-31,45.39,41.26,1,False,0.0,14.2307,307409546.05,2160185697.0,27.36,0,0.1
sh.603176,2025-07-11,5.59,5.08,1,False,0.0,5.955,151252379.65,2539922412.0,17.93,0,0.1
sh.603176,2025-07-14,6.15,5.59,2,True,10.02,1.0902,30961560.0,2839988993.0,27.33,0,0.1
sh.603176,2025-07-15,6.77,6.15,3,True,10.08,1.5051,47053192.5,3126250249.0,41.93,0,0.1
sh.603176,2025-07-18,6.3,5.73,1,False,-2.09,17.278,474034108.83,2743570487.0,36.66,0,0.1
sh.603176,2025-07-21,6.93,6.3,2,False,0.0,18.7348,569012733.79,3037196734.0,48.39,0,0.1
sh.603176,2025-07-24,7.04,6.4,1,False,-2.34,12.4978,387267002.65,3098681389.0,48.52,0,0.1
sh.603176,2025-07-25,7.74,7.04,2,False,3.27,20.0307,669736025.86,3343547783.0,62.61,0,0.1
sh.603176,2025-08-05,6.84,6.22,1,False,4.02,7.939,249219750.86,3139183157.0,36.25,0,0.1
sh.603176,2025-08-08,7.33,6.66,1,False,0.9,5.0074,167125211.0,3337564624.0,31.13,0,0.1
sh.603177,2025-08-26,10.89,9.9,1,False,0.0,5.6747,123067066.69,2168697318.0,14.75,0,0.1
sh.603177,2025-08-27,11.98,10.89,2,True,10.01,3.5944,87927210.0,2446227743.0,27.58,0,0.1
sh.603177,2025-08-28,13.18,11.98,3,True,10.02,1.7906,48188716.0,2691204959.0,41.57,0,0.1
sh.603177,2025-08-29,14.5,13.18,4,True,10.02,3.2156,95208363.0,2960827311.0,52.63,0,0.1
sh.603179,2025-08-05,46.2,42.0,1,False,10.0,2.8671,645481864.2,22513406027.0,4.05,0,0.1
sh.603181,2025-08-05,15.04,13.67,1,False,0.29,8.0121,703342123.93,8778499069.0,14.11,0,0.1
sh.603181,2025-08-26,17.23,15.66,1,False,-1.02,5.5902,535075616.01,9571672141.0,32.23,0,0.1
sh.603181,2025-08-27,18.95,17.23,2,False,3.42,8.3402,910757197.45,10920088217.0,44.66,0,0.1
sh.603185,2025-07-08,16.39,14.9,1,False,-0.34,5.118,554874061.55,10841619022.0,14.7,0,0.1
sh.603185,2025-07-10,19.31,17.55,1,False,0.0,10.9983,1398896752.79,12719208903.0,36.95,0,0.1
sh.603185,2025-08-18,21.01,19.1,1,False,1.52,7.1014,984640889.48,13865447510.0,9.14,0,0.1
sh.603186,2025-08-11,35.07,31.88,1,False,0.69,5.8383,285040899.0,4882258517.0,10.28,0,0.1
sh.603186,2025-08-19,43.21,39.28,1,False,4.2,5.0209,302874502.77,6032275145.0,41.21,0,0.1
sh.603191,2025-07-22,15.33,13.94,1,False,1.65,9.4345,456599491.22,4839678745.0,24.53,0,0.1
sh.603192,2025-08-18,24.95,22.68,1,False,1.5,4.1248,139498192.5,3381938336.0,14.34,0,0.1
sh.603192,2025-08-19,27.45,24.95,2,False,0.04,10.8899,395903170.1,3635507857.0,27.08,0,0.1
sh.603193,2025-07-23,32.59,29.63,1,False,1.75,20.4872,666613276.82,3253803725.0,-0.79,0,0.1
sh.603196,2025-07-18,19.24,17.49,1,False,0.06,3.772,167177305.4,4432060058.0,31.69,0,0.1
sh.603196,2025-08-13,22.13,20.12,1,False,-0.35,4.3498,221528156.69,5092835457.0,27.92,0,0.1
sh.603200,2025-08-04,68.74,62.49,1,False,-1.46,7.2282,836838318.38,11577409568.0,34.84,0,0.1
sh.603200,2025-08-25,74.79,67.99,1,False,0.99,8.8481,1129886613.17,12769821918.0,16.59,0,0.1
sh.603203,2025-07-01,27.36,24.87,1,False,1.73,4.3568,291996789.21,6702093032.0,17.63,0,0.1
sh.603207,2025-07-08,33.78,30.71,1,False,0.55,15.8127,211528001.7,1337709573.0,15.61,0,0.1
sh.603211,2025-08-18,21.34,19.4,1,False,5.15,4.2712,246753431.0,5777145322.0,15.79,0,0.1
sh.603212,2025-07-02,14.16,12.87,1,False,-0.08,19.0919,1109170025.7,5809636682.0,47.96,0,0.1
sh.603213,2025-08-19,15.29,13.9,1,False,-0.14,3.7232,243165388.54,6531085855.0,0.59,0,0.1
sh.603216,2025-08-11,14.87,13.52,1,False,0.22,2.384,77704341.53,3259410299.0,17.36,0,0.1
sh.603216,2025-08-28,15.72,14.29,1,False,3.08,3.6973,127604902.35,3451299661.0,24.17,0,0.1
sh.603219,2025-08-19,20.68,18.8,1,False,1.86,5.2245,588199616.0,11258486286.0,37.41,0,0.1
sh.603219,2025-08-27,22.48,20.44,1,False,0.29,3.2549,394002005.16,12104888174.0,50.27,0,0.1
sh.603221,2025-08-13,12.66,11.51,1,False,0.26,4.7832,144048647.0,3011553918.0,12.83,0,0.1
sh.603221,2025-08-14,13.93,12.66,2,True,10.03,0.8951,30208765.16,3374903939.0,24.26,0,0.1
sh.603221,2025-08-15,15.32,13.93,3,True,9.98,1.8267,67799854.96,3711603162.0,34.86,0,0.1
sh.603221,2025-08-18,16.85,15.32,4,True,9.99,0.6492,26500079.25,4081959219.0,45.51,0,0.1
sh.603222,2025-08-14,8.1,7.36,1,False,-0.95,17.9924,742326381.26,4125777446.0,17.9,0,0.1
sh.603222,2025-08-15,8.91,8.1,2,False,1.23,19.3,873274932.24,4524740582.0,27.29,0,0.1
sh.603222,2025-08-18,9.8,8.91,3,False,7.52,4.2864,217902478.8,5083577800.0,37.64,0,0.1
sh.603222,2025-08-19,10.78,9.8,4,False,10.0,8.67,486803050.02,5614798731.0,53.34,0,0.1
sh.603222,2025-08-20,11.86,10.78,5,False,-5.19,31.3073,1827833085.59,5838360656.0,69.91,0,0.1
sh.603222,2025-08-27,10.04,9.13,1,False,1.86,22.1995,1118073707.25,5036481485.0,42.01,0,0.1
sh.603222,2025-08-28,11.04,10.04,2,False,-3.39,24.1865,1324806846.9,5477464068.0,59.54,0,0.1
sh.603226,2025-07-25,17.04,15.49,1,False,0.0,2.9638,173225872.82,5844722074.0,35.24,0,0.1
sh.603227,2025-07-21,9.04,8.22,1,False,6.69,9.6194,833392104.73,8663659945.0,9.71,0,0.1
sh.603227,2025-08-22,9.79,8.9,1,False,1.12,10.9906,1027612715.15,9349923709.0,13.18,0,0.1
sh.603228,2025-07-08,50.55,45.95,1,False,0.17,5.6978,2603808569.75,45698490115.0,51.98,0,0.1
sh.603228,2025-08-25,59.6,54.18,1,False,4.84,6.3496,3429516292.35,54011532889.0,-5.67,0,0.1
sh.603229,2025-07-29,10.54,9.58,1,False,0.42,5.788,492824395.93,8514588734.0,18.29,0,0.1
sh.603229,2025-07-31,11.61,10.55,1,False,-0.28,13.2727,1252608184.76,9437478318.0,26.33,0,0.1
sh.603231,2025-08-29,19.59,17.81,1,False,0.51,18.3554,366745290.47,1998023963.0,14.09,0,0.1
sh.603238,2025-07-28,19.45,17.68,1,False,-0.45,4.8915,162821693.25,3328665915.0,10.89,0,0.1
sh.603256,2025-07-01,16.3,14.82,1,False,0.81,2.0831,289328170.78,13889307800.0,43.87,0,0.1
sh.603256,2025-07-03,17.62,16.02,1,False,-0.5,3.6522,539864853.9,14781908272.0,40.06,0,0.1
